,회사명,거래소코드,회계년도,보통주식비율,외국인_주식분포비율
6264,(주)아이패밀리에스씨,114840,2015,0,0
6265,(주)아이패밀리에스씨,114840,2016,0,0
6266,(주)아이패밀리에스씨,114840,2017,0,0
6267,(주)아이패밀리에스씨,114840,2018,0,0
6268,(주)아이패밀리에스씨,114840,2019,0,0
6269,(주)아이패밀리에스씨,114840,2020,0,0
6270,(주)아이패밀리에스씨,114840,2021,43.73,0.1
6271,(주)아이팩토리,53810,2011,27.9,0
6272,(주)아이팩토리,53810,2012,29.1,0.03
6273,(주)아이팩토리,53810,2013,15.7,0.02
6274,(주)아이팩토리,53810,2014,5.09,0.19
6275,(주)아이팩토리,53810,2015,10.31,0.59
6276,(주)아인스엠앤엠,40740,2011,0,0
6277,(주)아즈텍더블유비이,32080,2011,62.66,0.02
6278,(주)아즈텍더블유비이,32080,2012,51.79,0.12
6279,(주)아즈텍더블유비이,32080,2013,51.8,0.19
6280,(주)아즈텍더블유비이,32080,2014,45.2,0.66
6281,(주)아즈텍더블유비이,32080,2015,44.1,0.49
6282,(주)아즈텍더블유비이,32080,2016,38.1,4.03
6283,(주)아즈텍더블유비이,32080,2017,41,3.1
6284,(주)아즈텍더블유비이,32080,2018,41.02,1.33
6285,(주)아즈텍더블유비이,32080,2019,42.6,1.17
6286,(주)아즈텍더블유비이,32080,2020,42.6,1.31
6287,(주)아즈텍더블유비이,32080,2021,39.24,3.7
6288,(주)아진엑스텍,59120,2011,0,0
6289,(주)아진엑스텍,59120,2012,0,0
6290,(주)아진엑스텍,59120,2013,51.79,0
6291,(주)아진엑스텍,59120,2014,42.03,0.08
6292,(주)아진엑스텍,59120,2015,45.51,0.08
6293,(주)아진엑스텍,59120,2016,38,0.24
6294,(주)아진엑스텍,59120,2017,34.41,1.54
6295,(주)아진엑스텍,59120,2018,31.83,2.43
6296,(주)아진엑스텍,59120,2019,31.83,2.28
6297,(주)아진엑스텍,59120,2020,34.02,2.75
6298,(주)아진엑스텍,59120,2021,34.02,1.11
6299,(주)아큐텍,13780,2011,2.63,16.03
6300,(주)아큐텍,13780,2012,21.69,0
6301,(주)아톤,158430,2013,0,0
6302,(주)아톤,158430,2019,34.57,0.62
6303,(주)아톤,158430,2020,32.92,0.25
6304,(주)아톤,158430,2021,31.34,1.91
6305,(주)아프리카티비,67160,2011,22.27,0.63
6306,(주)아프리카티비,67160,2012,22.81,1.71
6307,(주)아프리카티비,67160,2013,21.5,4.85
6308,(주)아프리카티비,67160,2014,20.62,25.42
6309,(주)아프리카티비,67160,2015,20.75,25.78
6310,(주)아프리카티비,67160,2016,23.42,41.58
6311,(주)아프리카티비,67160,2017,25.98,32.76
6312,(주)아프리카티비,67160,2018,25.55,26.19
6313,(주)아프리카티비,67160,2019,25.55,44.94
6314,(주)아프리카티비,67160,2020,25.53,38.8
6315,(주)아프리카티비,67160,2021,25.79,51.04
6316,(주)안랩,53800,2011,37.1,1.65
6317,(주)안랩,53800,2012,23.7,0.99
6318,(주)안랩,53800,2013,23.6,1.34
6319,(주)안랩,53800,2014,28.6,2.12
6320,(주)안랩,53800,2015,28.61,6.96
6321,(주)안랩,53800,2016,28.61,5.15
6322,(주)안랩,53800,2017,28.6,10.53
6323,(주)안랩,53800,2018,28.6,17.65
6324,(주)안랩,53800,2019,28.6,20.11
6325,(주)안랩,53800,2020,28.6,20.57
6326,(주)안랩,53800,2021,28.59,20.73
6327,(주)안트로젠,65660,2014,0,0
6328,(주)안트로젠,65660,2015,43.35,0
6329,(주)안트로젠,65660,2016,43.3,3.73
6330,(주)안트로젠,65660,2017,41.1,3.77
6331,(주)안트로젠,65660,2018,15.43,5.26
6332,(주)안트로젠,65660,2019,14.7,6.11
6333,(주)안트로젠,65660,2020,14.03,10.21
6334,(주)안트로젠,65660,2021,14.39,12.14
6335,(주)알로이스,297570,2018,7.25,0
6336,(주)알로이스,297570,2019,35.51,3
6337,(주)알로이스,297570,2020,35.51,3.87
6338,(주)알로이스,297570,2021,35.55,1.76
6339,(주)알루코,1780,2011,53.53,1.17
6340,(주)알루코,1780,2012,56.75,1.28
6341,(주)알루코,1780,2013,56.41,1.53
6342,(주)알루코,1780,2014,51.27,1.76
6343,(주)알루코,1780,2015,47.96,1.64
6344,(주)알루코,1780,2016,47.26,1.84
6345,(주)알루코,1780,2017,47.37,1.38
6346,(주)알루코,1780,2018,47.29,2.26
6347,(주)알루코,1780,2019,45.9,1.34
6348,(주)알루코,1780,2020,48.62,1.15
6349,(주)알루코,1780,2021,49.56,1.27
6350,(주)알비더블유,361570,2017,0,0
6351,(주)알비더블유,361570,2018,0,0
6352,(주)알비더블유,361570,2019,0,0
6353,(주)알비더블유,361570,2020,0,0
6354,(주)알비더블유,361570,2021,38,0.17
6355,(주)알앤엘바이오,3190,2011,11.2,4.73
6356,(주)알앤엘바이오,3190,2012,11.04,0
6357,(주)알에스넷,46430,2011,7.22,0
6358,(주)알에스넷,46430,2012,4.82,0.07
6359,(주)알에프세미,96610,2011,36.19,0.01
6360,(주)알에프세미,96610,2012,36.19,1.07
6361,(주)알에프세미,96610,2013,36.2,3.61
6362,(주)알에프세미,96610,2014,36.2,1.13
6363,(주)알에프세미,96610,2015,39.44,1.2
6364,(주)알에프세미,96610,2016,39.69,1.79
6365,(주)알에프세미,96610,2017,39.69,1
6366,(주)알에프세미,96610,2018,40.53,0.55
6367,(주)알에프세미,96610,2019,40.48,4.17
6368,(주)알에프세미,96610,2020,34.63,0.97
6369,(주)알에프세미,96610,2021,26.6,2.45
6370,(주)알에프텍,61040,2011,33.44,0.14
6371,(주)알에프텍,61040,2012,30.72,2.78
6372,(주)알에프텍,61040,2013,26.56,2.51
6373,(주)알에프텍,61040,2014,26.56,2.75
6374,(주)알에프텍,61040,2015,22.79,3.41
6375,(주)알에프텍,61040,2016,22.79,4.12
6376,(주)알에프텍,61040,2017,22.79,4.52
6377,(주)알에프텍,61040,2018,22.79,3.72
6378,(주)알에프텍,61040,2019,18.37,5.62
6379,(주)알에프텍,61040,2020,14.48,2.54
6380,(주)알에프텍,61040,2021,14.98,2.67
6381,(주)알엔투테크놀로지,148250,2011,0,0
6382,(주)알엔투테크놀로지,148250,2012,0,0
6383,(주)알엔투테크놀로지,148250,2013,31.53,0
6384,(주)알엔투테크놀로지,148250,2014,31.53,0
6385,(주)알엔투테크놀로지,148250,2015,30.47,0
6386,(주)알엔투테크놀로지,148250,2016,27.43,0.86
6387,(주)알엔투테크놀로지,148250,2017,27.52,1.72
6388,(주)알엔투테크놀로지,148250,2018,26.45,1.41
6389,(주)알엔투테크놀로지,148250,2019,26.42,1.15
6390,(주)알엔투테크놀로지,148250,2020,22.64,2.61
6391,(주)알엔투테크놀로지,148250,2021,21.64,2.95
6392,(주)알체라,347860,2019,0,0
6393,(주)알체라,347860,2020,39.6,0.06
6394,(주)알체라,347860,2021,40.33,1.75
6395,(주)알테오젠,196170,2013,0,0
6396,(주)알테오젠,196170,2014,35.31,6.29
6397,(주)알테오젠,196170,2015,30.55,6.87
6398,(주)알테오젠,196170,2016,28.83,5.85
6399,(주)알테오젠,196170,2017,28.51,5.83
6400,(주)알테오젠,196170,2018,26.24,6.06
6401,(주)알테오젠,196170,2019,26.1,6.96
6402,(주)알테오젠,196170,2020,25.4,20.69
6403,(주)알테오젠,196170,2021,24.95,14.54
6404,(주)알톤스포츠,123750,2011,57.54,0.04
6405,(주)알톤스포츠,123750,2012,58.05,0
6406,(주)알톤스포츠,123750,2013,56.36,0.09
6407,(주)알톤스포츠,123750,2014,53.82,4.91
6408,(주)알톤스포츠,123750,2015,41.1,1.02
6409,(주)알톤스포츠,123750,2016,46.6,0.4
6410,(주)알톤스포츠,123750,2017,46.6,0.4
6411,(주)알톤스포츠,123750,2018,46.6,1.38
6412,(주)알톤스포츠,123750,2019,46.6,0.7
6413,(주)알톤스포츠,123750,2020,46.6,1.87
6414,(주)알톤스포츠,123750,2021,46.6,0.28
6415,(주)알티캐스트,85810,2011,0,0
6416,(주)알티캐스트,85810,2012,0,0
6417,(주)알티캐스트,85810,2013,41.41,11.93
6418,(주)알티캐스트,85810,2014,31.4,11.71
6419,(주)알티캐스트,85810,2015,30.88,10.49
6420,(주)알티캐스트,85810,2016,28.51,9.46
6421,(주)알티캐스트,85810,2017,28.51,10.01
6422,(주)알티캐스트,85810,2018,28.51,7.5
6423,(주)알티캐스트,85810,2019,37.45,1.38
6424,(주)알티캐스트,85810,2020,39.25,0.64
6425,(주)알티캐스트,85810,2021,33.92,1.84
6426,(주)알파홀딩스,117670,2011,32.08,0.28
6427,(주)알파홀딩스,117670,2012,30.84,0.28
6428,(주)알파홀딩스,117670,2013,30.84,0.9
6429,(주)알파홀딩스,117670,2014,16.89,1.62
6430,(주)알파홀딩스,117670,2015,16.89,0.15
6431,(주)알파홀딩스,117670,2016,17.17,0.72
6432,(주)알파홀딩스,117670,2017,10.94,3.73
6433,(주)알파홀딩스,117670,2018,8.86,3.73
6434,(주)알파홀딩스,117670,2019,7.23,0.97
6435,(주)알파홀딩스,117670,2020,5.78,1.19
6436,(주)알파홀딩스,117670,2021,5.26,1.84
6437,(주)압타머사이언스,291650,2016,0,0
6438,(주)압타머사이언스,291650,2017,0,0
6439,(주)압타머사이언스,291650,2018,0,0
6440,(주)압타머사이언스,291650,2019,0,0
6441,(주)압타머사이언스,291650,2020,32.67,0.27
6442,(주)압타머사이언스,291650,2021,32.76,0.73
6443,(주)애니플러스,310200,2018,8.85,0.33
6444,(주)애니플러스,310200,2019,8.85,0.26
6445,(주)애니플러스,310200,2020,44.66,0.21
6446,(주)애니플러스,310200,2021,47.4,4.21
6447,(주)애드바이오텍,179530,2013,0,0
6448,(주)애드바이오텍,179530,2014,0,0
6449,(주)애드바이오텍,179530,2018,0,0
6450,(주)애드바이오텍,179530,2019,55.33,0
6451,(주)애드바이오텍,179530,2020,50.42,0
6452,(주)애드바이오텍,179530,2021,48.09,2.94
6453,(주)액션스퀘어,205500,2014,7.26,0
6454,(주)액션스퀘어,205500,2015,28.27,0.01
6455,(주)액션스퀘어,205500,2016,34.98,0.1
6456,(주)액션스퀘어,205500,2017,32.97,0.29
6457,(주)액션스퀘어,205500,2018,23.62,0.92
6458,(주)액션스퀘어,205500,2019,27.93,0.7
6459,(주)액션스퀘어,205500,2020,27.93,0.83
6460,(주)액션스퀘어,205500,2021,25.85,0.28
6461,(주)액토즈소프트,52790,2011,56.51,53.52
6462,(주)액토즈소프트,52790,2012,56.47,51.19
6463,(주)액토즈소프트,52790,2013,53.46,51.64
6464,(주)액토즈소프트,52790,2014,51.1,51.57
6465,(주)액토즈소프트,52790,2015,51.1,49.66
6466,(주)액토즈소프트,52790,2016,51.1,48.73
6467,(주)액토즈소프트,52790,2017,51.1,51.19
6468,(주)액토즈소프트,52790,2018,51.1,51.04
6469,(주)액토즈소프트,52790,2019,51.1,51.83
6470,(주)액토즈소프트,52790,2020,51.1,50.45
6471,(주)액토즈소프트,52790,2021,51.08,49.59
6472,(주)액트로,290740,2016,0,0
6473,(주)액트로,290740,2017,0,0
6474,(주)액트로,290740,2018,37.82,1.04
6475,(주)액트로,290740,2019,38.36,4.41
6476,(주)액트로,290740,2020,37.92,1.47
6477,(주)액트로,290740,2021,37.92,1.01
6478,(주)앤디포스,238090,2011,0,0
6479,(주)앤디포스,238090,2012,0,0
6480,(주)앤디포스,238090,2013,0,0
6481,(주)앤디포스,238090,2014,0,0
6482,(주)앤디포스,238090,2015,0,0
6483,(주)앤디포스,238090,2016,71.35,1.07
6484,(주)앤디포스,238090,2017,70.95,0.63
6485,(주)앤디포스,238090,2018,34.49,1.72
6486,(주)앤디포스,238090,2019,27.65,2.91
6487,(주)앤디포스,238090,2020,22.71,0.43
6488,(주)앤디포스,238090,2021,20.83,1.31
6489,(주)앤씨앤,92600,2011,56.31,8.2
6490,(주)앤씨앤,92600,2012,56.1,8.19
6491,(주)앤씨앤,92600,2013,56.55,8.28
6492,(주)앤씨앤,92600,2014,56.14,8.3
6493,(주)앤씨앤,92600,2015,56.19,0.39
6494,(주)앤씨앤,92600,2016,55.86,0.62
6495,(주)앤씨앤,92600,2017,55.78,1.21
6496,(주)앤씨앤,92600,2018,55.78,0.55
6497,(주)앤씨앤,92600,2019,39.2,3.51
6498,(주)앤씨앤,92600,2020,39.2,1.75
6499,(주)앤씨앤,92600,2021,34.66,1.49
6500,(주)앱코,129890,2016,0,0
6501,(주)앱코,129890,2017,0,0
6502,(주)앱코,129890,2018,0,0
6503,(주)앱코,129890,2019,0,0
6504,(주)앱코,129890,2020,44.26,4.9
6505,(주)앱코,129890,2021,51.45,2.8
6506,(주)야스,255440,2011,0,0
6507,(주)야스,255440,2012,0,0
6508,(주)야스,255440,2013,0,0
6509,(주)야스,255440,2014,0,0
6510,(주)야스,255440,2015,0,0
6511,(주)야스,255440,2016,0,0
6512,(주)야스,255440,2017,47.46,0.07
6513,(주)야스,255440,2018,47.39,0.43
6514,(주)야스,255440,2019,47.04,5.02
6515,(주)야스,255440,2020,47.1,0.66
6516,(주)야스,255440,2021,47.04,0.53
6517,(주)양지사,30960,2011,71,0.31
6518,(주)양지사,30960,2012,75.1,0.25
6519,(주)양지사,30960,2013,75.53,0.25
6520,(주)양지사,30960,2014,75.53,0.25
6521,(주)양지사,30960,2015,75.53,0.22
6522,(주)양지사,30960,2016,75.53,0.33
6523,(주)양지사,30960,2017,75.53,0.09
6524,(주)양지사,30960,2018,75.53,0.08
6525,(주)양지사,30960,2019,75.53,0.58
6526,(주)양지사,30960,2020,75.53,0.11
6527,(주)양지사,30960,2021,75.53,0.28
6528,(주)어반리튬,73570,2011,16.7,0.16
6529,(주)어반리튬,73570,2012,16.7,0.09
6530,(주)어반리튬,73570,2013,16.7,0.04
6531,(주)어반리튬,73570,2014,28.66,0.17
6532,(주)어반리튬,73570,2015,18.46,0.13
6533,(주)어반리튬,73570,2016,16.28,1.02
6534,(주)어반리튬,73570,2017,31.95,0.08
6535,(주)어반리튬,73570,2018,33.17,0.43
6536,(주)어반리튬,73570,2019,38.49,2.58
6537,(주)어반리튬,73570,2020,36.4,0.99
6538,(주)어반리튬,73570,2021,27.41,2.48
6539,(주)어스앤에어로스페이스,263540,2012,0,0
6540,(주)어스앤에어로스페이스,263540,2013,0,0
6541,(주)어스앤에어로스페이스,263540,2014,0,0
6542,(주)어스앤에어로스페이스,263540,2015,0,0
6543,(주)어스앤에어로스페이스,263540,2016,0,0
6544,(주)어스앤에어로스페이스,263540,2017,44.53,6.14
6545,(주)어스앤에어로스페이스,263540,2018,45.4,4.89
6546,(주)어스앤에어로스페이스,263540,2019,12.49,3.82
6547,(주)어스앤에어로스페이스,263540,2020,20.26,2.23
6548,(주)어스앤에어로스페이스,263540,2021,18.82,1.31
6549,(주)얼라인드제네틱스,238120,2015,0,0
6550,(주)얼라인드제네틱스,238120,2016,60.55,0.15
6551,(주)얼라인드제네틱스,238120,2017,41.08,0.44
6552,(주)얼라인드제네틱스,238120,2018,40.06,2.11
6553,(주)얼라인드제네틱스,238120,2019,40.18,0.93
6554,(주)얼라인드제네틱스,238120,2020,39.91,2.52
6555,(주)얼라인드제네틱스,238120,2021,39.91,1.27
6556,(주)에너토크,19990,2011,31.05,14.97
6557,(주)에너토크,19990,2012,27.36,15
6558,(주)에너토크,19990,2013,27.48,14.99
6559,(주)에너토크,19990,2014,27.99,14.88
6560,(주)에너토크,19990,2015,27.99,14.96
6561,(주)에너토크,19990,2016,31.19,12.13
6562,(주)에너토크,19990,2017,29.58,14.73
6563,(주)에너토크,19990,2018,30.64,19.94
6564,(주)에너토크,19990,2019,30.55,20.29
6565,(주)에너토크,19990,2020,24.42,21.03
6566,(주)에너토크,19990,2021,23.97,19.93
6567,(주)에넥스,11090,2011,34.2,1.49
6568,(주)에넥스,11090,2012,33.31,1.93
6569,(주)에넥스,11090,2013,38.25,2.03
6570,(주)에넥스,11090,2014,36.3,0.41
6571,(주)에넥스,11090,2015,36.3,3.74
6572,(주)에넥스,11090,2016,36.3,2.56
6573,(주)에넥스,11090,2017,35.8,1.14
6574,(주)에넥스,11090,2018,33.76,0.77
6575,(주)에넥스,11090,2019,31.22,2.91
6576,(주)에넥스,11090,2020,29.24,1.23
6577,(주)에넥스,11090,2021,27.75,0.77
6578,(주)에듀언스,9010,2011,8.44,0.04
6579,(주)에듀언스,9010,2012,14.64,0
6580,(주)에스디생명공학,217480,2015,0,0
6581,(주)에스디생명공학,217480,2016,75.18,0
6582,(주)에스디생명공학,217480,2017,56.81,0
6583,(주)에스디생명공학,217480,2018,56.81,0.33
6584,(주)에스디생명공학,217480,2019,55.96,3.04
6585,(주)에스디생명공학,217480,2020,55.96,0.64
6586,(주)에스디생명공학,217480,2021,55.7,0.94
6587,(주)에스디시스템,121890,2011,42.3,0
6588,(주)에스디시스템,121890,2012,42.72,0
6589,(주)에스디시스템,121890,2013,42.72,0
6590,(주)에스디시스템,121890,2014,39.8,0
6591,(주)에스디시스템,121890,2015,40.1,0.33
6592,(주)에스디시스템,121890,2016,40.14,0.18
6593,(주)에스디시스템,121890,2017,40.03,0.43
6594,(주)에스디시스템,121890,2018,31.83,0.56
6595,(주)에스디시스템,121890,2019,14.46,1.4
6596,(주)에스디시스템,121890,2020,13.62,8.24
6597,(주)에스디시스템,121890,2021,13.62,8.1
6598,(주)에스마크,30270,2011,55.69,0.36
6599,(주)에스마크,30270,2012,55.7,0.2
6600,(주)에스마크,30270,2013,55.63,0.35
6601,(주)에스마크,30270,2014,55.63,0.36
6602,(주)에스마크,30270,2015,19.46,2.27
6603,(주)에스마크,30270,2016,6.04,0.42
6604,(주)에스마크,30270,2017,2.72,2.5
6605,(주)에스마크,30270,2018,6.77,0.62
6606,(주)에스마크,30270,2019,6.77,0
6607,(주)에스비비테크,389500,2011,0,0
6608,(주)에스비비테크,389500,2012,0,0
6609,(주)에스비비테크,389500,2013,0,0
6610,(주)에스비비테크,389500,2014,0,0
6611,(주)에스비비테크,389500,2015,0,0
6612,(주)에스비비테크,389500,2016,0,0
6613,(주)에스비비테크,389500,2017,0,0
6614,(주)에스비비테크,389500,2018,0,0
6615,(주)에스비비테크,389500,2019,0,0
6616,(주)에스비비테크,389500,2020,0,0
6617,(주)에스비비테크,389500,2021,0,0
6618,(주)에스비에스,34120,2011,34.72,0
6619,(주)에스비에스,34120,2012,34.72,0
6620,(주)에스비에스,34120,2013,34.72,0
6621,(주)에스비에스,34120,2014,34.72,0
6622,(주)에스비에스,34120,2015,34.72,0
6623,(주)에스비에스,34120,2016,36.92,0
6624,(주)에스비에스,34120,2017,36.92,0
6625,(주)에스비에스,34120,2018,36.92,0
6626,(주)에스비에스,34120,2019,36.92,0
6627,(주)에스비에스,34120,2020,36.92,0
6628,(주)에스비에스,34120,2021,36.92,0
6629,(주)에스비에스콘텐츠허브,46140,2011,65.09,5.6
6630,(주)에스비에스콘텐츠허브,46140,2012,64.97,10.48
6631,(주)에스비에스콘텐츠허브,46140,2013,64.97,5.57
6632,(주)에스비에스콘텐츠허브,46140,2014,64.97,7.72
6633,(주)에스비에스콘텐츠허브,46140,2015,64.96,3.47
6634,(주)에스비에스콘텐츠허브,46140,2016,64.96,1.91
6635,(주)에스비에스콘텐츠허브,46140,2017,64.96,1.52
6636,(주)에스비에스콘텐츠허브,46140,2018,64.96,0.63
6637,(주)에스비에스콘텐츠허브,46140,2019,64.96,0.64
6638,(주)에스비에스콘텐츠허브,46140,2020,64.96,1.22
6639,(주)에스비에스콘텐츠허브,46140,2021,64.96,1.52
6640,(주)에스비엠,37630,2011,20.01,0.26
6641,(주)에스비엠,37630,2012,17.24,0
6642,(주)에스씨디,42110,2011,42.98,0.45
6643,(주)에스씨디,42110,2012,51.42,51.71
6644,(주)에스씨디,42110,2013,51.42,51.59
6645,(주)에스씨디,42110,2014,51.42,53.11
6646,(주)에스씨디,42110,2015,51.42,53.71
6647,(주)에스씨디,42110,2016,51.42,52.3
6648,(주)에스씨디,42110,2017,51.42,52.34
6649,(주)에스씨디,42110,2018,51.42,52.81
6650,(주)에스씨디,42110,2019,51.42,55.06
6651,(주)에스씨디,42110,2020,51.42,54.76
6652,(주)에스씨디,42110,2021,51.42,54.48
6653,(주)에스아이리소스,65420,2011,54.13,56.13
6654,(주)에스아이리소스,65420,2012,49.51,56.18
6655,(주)에스아이리소스,65420,2013,45.82,56.33
6656,(주)에스아이리소스,65420,2014,59.1,56.66
6657,(주)에스아이리소스,65420,2015,40.22,60.13
6658,(주)에스아이리소스,65420,2016,8.33,13.46
6659,(주)에스아이리소스,65420,2017,10.5,11.19
6660,(주)에스아이리소스,65420,2018,10.5,12.44
6661,(주)에스아이리소스,65420,2019,13.82,9.69
6662,(주)에스아이리소스,65420,2020,24.93,9.2
6663,(주)에스아이리소스,65420,2021,24.29,8.95
6664,(주)에스앤더블류,103230,2011,77.07,0
6665,(주)에스앤더블류,103230,2012,77.07,0
6666,(주)에스앤더블류,103230,2013,77.07,0
6667,(주)에스앤더블류,103230,2014,76.71,0.07
6668,(주)에스앤더블류,103230,2015,71.15,0.13
6669,(주)에스앤더블류,103230,2016,67.08,2.11
6670,(주)에스앤더블류,103230,2017,67.08,0.5
6671,(주)에스앤더블류,103230,2018,49.18,0.34
6672,(주)에스앤더블류,103230,2019,47.8,1.05
6673,(주)에스앤더블류,103230,2020,50.57,0.49
6674,(주)에스앤더블류,103230,2021,50.57,0.75
6675,(주)에스앤디,260970,2011,0,0
6676,(주)에스앤디,260970,2012,0,0
6677,(주)에스앤디,260970,2013,0,0
6678,(주)에스앤디,260970,2014,0,0
6679,(주)에스앤디,260970,2015,0,0
6680,(주)에스앤디,260970,2016,49.06,0
6681,(주)에스앤디,260970,2017,49.06,0
6682,(주)에스앤디,260970,2018,51.33,0
6683,(주)에스앤디,260970,2019,51.33,0
6684,(주)에스앤디,260970,2020,46.84,0
6685,(주)에스앤디,260970,2021,30.96,0.5
6686,(주)에스앤에스텍,101490,2011,25.44,0
6687,(주)에스앤에스텍,101490,2012,24.84,0
6688,(주)에스앤에스텍,101490,2013,24.67,0
6689,(주)에스앤에스텍,101490,2014,25.47,0
6690,(주)에스앤에스텍,101490,2015,25.39,0
6691,(주)에스앤에스텍,101490,2016,24.24,0
6692,(주)에스앤에스텍,101490,2017,24.56,0.97
6693,(주)에스앤에스텍,101490,2018,23.72,0.94
6694,(주)에스앤에스텍,101490,2019,23.72,8.31
6695,(주)에스앤에스텍,101490,2020,21.68,9.39
6696,(주)에스앤에스텍,101490,2021,21.68,4.62
6697,(주)에스앤케이,950180,2018,0,0
6698,(주)에스앤케이,950180,2019,33.16,79.5
6699,(주)에스앤케이,950180,2020,33.16,77.6
6700,(주)에스앤케이,950180,2021,33.3,0
6701,(주)에스에너지,95910,2011,26.76,0.13
6702,(주)에스에너지,95910,2012,25.04,1
6703,(주)에스에너지,95910,2013,20.63,0.91
6704,(주)에스에너지,95910,2014,21.97,1.29
6705,(주)에스에너지,95910,2015,21.62,2.61
6706,(주)에스에너지,95910,2016,22.08,3.17
6707,(주)에스에너지,95910,2017,16.87,1.35
6708,(주)에스에너지,95910,2018,16.86,3.24
6709,(주)에스에너지,95910,2019,16.63,2.84
6710,(주)에스에너지,95910,2020,15.07,2.2
6711,(주)에스에너지,95910,2021,16.52,2.13
6712,(주)에스에스알,275630,2017,0,0
6713,(주)에스에스알,275630,2018,74.17,0.24
6714,(주)에스에스알,275630,2019,61,1.14
6715,(주)에스에스알,275630,2020,40.55,2.71
6716,(주)에스에스알,275630,2021,33.8,3.86
6717,(주)에스에스컴텍,36500,2011,28.48,0.63
6718,(주)에스에스컴텍,36500,2012,20.51,0.84
6719,(주)에스에스컴텍,36500,2013,18.41,0.13
6720,(주)에스에스컴텍,36500,2014,19.47,2.16
6721,(주)에스에스컴텍,36500,2015,10.56,0.89
6722,(주)에스에스컴텍,36500,2016,8.37,0
6723,(주)에스에이엠지엔터테인먼트,419530,2014,0,0
6724,(주)에스에이엠지엔터테인먼트,419530,2015,0,0
6725,(주)에스에이엠지엔터테인먼트,419530,2016,0,0
6726,(주)에스에이엠지엔터테인먼트,419530,2017,0,0
6727,(주)에스에이엠지엔터테인먼트,419530,2018,0,0
6728,(주)에스에이엠지엔터테인먼트,419530,2019,0,0
6729,(주)에스에이엠지엔터테인먼트,419530,2020,0,0
6730,(주)에스에이엠지엔터테인먼트,419530,2021,0,0
6731,(주)에스에이엠티,31330,2011,18.14,3.48
6732,(주)에스에이엠티,31330,2012,18.14,3.66
6733,(주)에스에이엠티,31330,2013,18.14,3.56
6734,(주)에스에이엠티,31330,2014,18.14,3.74
6735,(주)에스에이엠티,31330,2015,50,1.43
6736,(주)에스에이엠티,31330,2016,49.84,3.25
6737,(주)에스에이엠티,31330,2017,49.84,2.85
6738,(주)에스에이엠티,31330,2018,49.84,4.87
6739,(주)에스에이엠티,31330,2019,50.02,6.93
6740,(주)에스에이엠티,31330,2020,50.02,3.98
6741,(주)에스에이엠티,31330,2021,50.02,5.22
6742,(주)에스에이티,60540,2011,38.41,0
6743,(주)에스에이티,60540,2012,38.41,0.04
6744,(주)에스에이티,60540,2013,30.51,0
6745,(주)에스에이티,60540,2014,49.63,0
6746,(주)에스에이티,60540,2015,45.86,0.04
6747,(주)에스에이티,60540,2016,36.1,0.32
6748,(주)에스에이티,60540,2017,38.05,0.86
6749,(주)에스에이티,60540,2018,40.82,1.9
6750,(주)에스에이티,60540,2019,40.82,2.53
6751,(주)에스에이티,60540,2020,40.82,2.27
6752,(주)에스에이티,60540,2021,40.82,2.07
6753,(주)에스에이티이엔지,351320,2020,7.16,0
6754,(주)에스에이티이엔지,351320,2021,41.16,2.1
6755,(주)에스에프씨,112240,2011,52.57,2.46
6756,(주)에스에프씨,112240,2012,52.57,0.57
6757,(주)에스에프씨,112240,2013,40.19,0.36
6758,(주)에스에프씨,112240,2014,40.67,1.29
6759,(주)에스에프씨,112240,2015,40.67,0.55
6760,(주)에스에프씨,112240,2016,9.9,0.65
6761,(주)에스에프씨,112240,2017,15.36,0.29
6762,(주)에스에프씨,112240,2018,10.24,2.65
6763,(주)에스에프씨,112240,2019,6.38,0
6764,(주)에스에프에이,56190,2011,36.65,9.67
6765,(주)에스에프에이,56190,2012,36.82,8.8
6766,(주)에스에프에이,56190,2013,36.25,15.08
6767,(주)에스에프에이,56190,2014,36.39,12.42
6768,(주)에스에프에이,56190,2015,36.41,14.52
6769,(주)에스에프에이,56190,2016,36.41,19.53
6770,(주)에스에프에이,56190,2017,36.14,29.26
6771,(주)에스에프에이,56190,2018,36.16,28
6772,(주)에스에프에이,56190,2019,36.17,22.49
6773,(주)에스에프에이,56190,2020,43.87,19.35
6774,(주)에스에프에이,56190,2021,43.88,15.54
6775,(주)에스에프에이반도체,36540,2011,28.36,22.21
6776,(주)에스에프에이반도체,36540,2012,28.37,21.35
6777,(주)에스에프에이반도체,36540,2013,28.16,22.52
6778,(주)에스에프에이반도체,36540,2014,27.68,21.12
6779,(주)에스에프에이반도체,36540,2015,45.56,6.52
6780,(주)에스에프에이반도체,36540,2016,48.15,5.53
6781,(주)에스에프에이반도체,36540,2017,47.56,6.07
6782,(주)에스에프에이반도체,36540,2018,47.56,6.49
6783,(주)에스에프에이반도체,36540,2019,48.02,7.94
6784,(주)에스에프에이반도체,36540,2020,55.02,5.4
6785,(주)에스에프에이반도체,36540,2021,55.01,5.87
6786,(주)에스엘바이오닉스,214310,2012,0,0
6787,(주)에스엘바이오닉스,214310,2013,0,0
6788,(주)에스엘바이오닉스,214310,2014,0,0
6789,(주)에스엘바이오닉스,214310,2015,32.78,11.4
6790,(주)에스엘바이오닉스,214310,2016,12.66,5.4
6791,(주)에스엘바이오닉스,214310,2017,12.66,6.24
