,회사명,거래소코드,회계년도,보통주식비율,외국인_주식분포비율
19196,에브리봇(주),270660,2018,48.23,0
19197,에브리봇(주),270660,2019,47.08,0
19198,에브리봇(주),270660,2020,47.14,0
19199,에브리봇(주),270660,2021,35.98,0.43
19200,에스넷시스템(주),38680,2011,27.16,1
19201,에스넷시스템(주),38680,2012,26.01,2.82
19202,에스넷시스템(주),38680,2013,28.91,4.46
19203,에스넷시스템(주),38680,2014,27.15,0
19204,에스넷시스템(주),38680,2015,26.72,0.32
19205,에스넷시스템(주),38680,2016,26.72,2.02
19206,에스넷시스템(주),38680,2017,26.78,2.31
19207,에스넷시스템(주),38680,2018,27.67,2.72
19208,에스넷시스템(주),38680,2019,28.22,3.24
19209,에스넷시스템(주),38680,2020,25.93,1.51
19210,에스넷시스템(주),38680,2021,25.97,2.67
19211,에스디바이오센서(주),137310,2011,0,0
19212,에스디바이오센서(주),137310,2012,0,0
19213,에스디바이오센서(주),137310,2013,0,0
19214,에스디바이오센서(주),137310,2014,0,0
19215,에스디바이오센서(주),137310,2015,0,0
19216,에스디바이오센서(주),137310,2016,0,0
19217,에스디바이오센서(주),137310,2017,0,0
19218,에스디바이오센서(주),137310,2018,0,0
19219,에스디바이오센서(주),137310,2019,0,0
19220,에스디바이오센서(주),137310,2020,0,0
19221,에스디바이오센서(주),137310,2021,64.54,6.97
19222,에스디엔(주),99220,2011,43.62,2.01
19223,에스디엔(주),99220,2012,22.66,1.45
19224,에스디엔(주),99220,2013,12.66,1.04
19225,에스디엔(주),99220,2014,10.67,0.29
19226,에스디엔(주),99220,2015,9.82,0
19227,에스디엔(주),99220,2016,11.57,0
19228,에스디엔(주),99220,2017,12.58,0.22
19229,에스디엔(주),99220,2018,10.43,0.69
19230,에스디엔(주),99220,2019,11.73,0.78
19231,에스디엔(주),99220,2020,13.81,1.54
19232,에스디엔(주),99220,2021,12.02,2.66
19233,에스맥(주),97780,2011,27.43,2.39
19234,에스맥(주),97780,2012,26.59,4.7
19235,에스맥(주),97780,2013,24.21,2.3
19236,에스맥(주),97780,2014,23.52,1.89
19237,에스맥(주),97780,2015,21.68,4.79
19238,에스맥(주),97780,2016,16.56,1.19
19239,에스맥(주),97780,2017,41.18,0.63
19240,에스맥(주),97780,2018,19.94,1.73
19241,에스맥(주),97780,2019,18.1,1.82
19242,에스맥(주),97780,2020,13.61,2.76
19243,에스맥(주),97780,2021,20.3,6.55
19244,에스비더블유생명과학(주),151910,2011,0,0
19245,에스비더블유생명과학(주),151910,2012,27.68,1.2
19246,에스비더블유생명과학(주),151910,2013,18.89,0.59
19247,에스비더블유생명과학(주),151910,2014,22.36,0.94
19248,에스비더블유생명과학(주),151910,2015,20.19,1.36
19249,에스비더블유생명과학(주),151910,2016,71.57,0.58
19250,에스비더블유생명과학(주),151910,2017,72.07,0.05
19251,에스비더블유생명과학(주),151910,2018,66.01,0.19
19252,에스비더블유생명과학(주),151910,2019,66.72,0.66
19253,에스비더블유생명과학(주),151910,2020,72.12,0.32
19254,에스비더블유생명과학(주),151910,2021,72.12,0.32
19255,에스비아이핀테크솔루션즈(주),950110,2013,0,2.35
19256,에스비아이핀테크솔루션즈(주),950110,2014,75,2.44
19257,에스비아이핀테크솔루션즈(주),950110,2015,75,2.58
19258,에스비아이핀테크솔루션즈(주),950110,2016,68.16,2.39
19259,에스비아이핀테크솔루션즈(주),950110,2017,68.16,2.51
19260,에스비아이핀테크솔루션즈(주),950110,2018,72.41,16.14
19261,에스비아이핀테크솔루션즈(주),950110,2019,72.41,16.33
19262,에스비아이핀테크솔루션즈(주),950110,2020,72.41,15.58
19263,에스비아이핀테크솔루션즈(주),950110,2021,74.24,80.76
19264,에스비에스미디어홀딩스(주),101060,2011,62.92,3.57
19265,에스비에스미디어홀딩스(주),101060,2012,61.42,2.83
19266,에스비에스미디어홀딩스(주),101060,2013,61.42,3.68
19267,에스비에스미디어홀딩스(주),101060,2014,61.42,6.17
19268,에스비에스미디어홀딩스(주),101060,2015,61.42,3.74
19269,에스비에스미디어홀딩스(주),101060,2016,61.42,3.21
19270,에스비에스미디어홀딩스(주),101060,2017,61.42,3.68
19271,에스비에스미디어홀딩스(주),101060,2018,61.42,3.45
19272,에스비에스미디어홀딩스(주),101060,2019,61.42,3.02
19273,에스비에스미디어홀딩스(주),101060,2020,61.42,1.87
19274,에스씨아이평가정보(주),36120,2011,19.51,0
19275,에스씨아이평가정보(주),36120,2012,46.61,0
19276,에스씨아이평가정보(주),36120,2013,45.91,0
19277,에스씨아이평가정보(주),36120,2014,55.88,0.08
19278,에스씨아이평가정보(주),36120,2015,55.88,1.16
19279,에스씨아이평가정보(주),36120,2016,55.88,1.45
19280,에스씨아이평가정보(주),36120,2017,55.88,0.23
19281,에스씨아이평가정보(주),36120,2018,56.17,0.56
19282,에스씨아이평가정보(주),36120,2019,56.41,1.08
19283,에스씨아이평가정보(주),36120,2020,56.45,0.26
19284,에스씨아이평가정보(주),36120,2021,56.6,1.62
19285,에스씨엠생명과학(주),298060,2015,0,0
19286,에스씨엠생명과학(주),298060,2016,0,0
19287,에스씨엠생명과학(주),298060,2017,0,0
19288,에스씨엠생명과학(주),298060,2018,0,0
19289,에스씨엠생명과학(주),298060,2019,0,0
19290,에스씨엠생명과학(주),298060,2020,25.44,6.49
19291,에스씨엠생명과학(주),298060,2021,23.05,6.6
19292,에스앤씨엔진그룹리미티드,900080,2011,0,63.55
19293,에스앤씨엔진그룹리미티드,900080,2012,0,60.37
19294,에스앤씨엔진그룹리미티드,900080,2013,0,0
19295,에스앤씨엔진그룹리미티드,900080,2014,0,0
19296,에스앤씨엔진그룹리미티드,900080,2015,0,49.86
19297,에스앤씨엔진그룹리미티드,900080,2016,41.98,44.13
19298,에스앤씨엔진그룹리미티드,900080,2017,0,0
19299,에스앤씨엔진그룹리미티드,900080,2018,36.15,49.27
19300,에스앤씨엔진그룹리미티드,900080,2019,0,48.87
19301,에스에스씨피(주),71660,2011,25.26,10.63
19302,에스에이치엔엘(주),50320,2011,38.12,3.2
19303,에스에이치엔엘(주),50320,2012,38.12,3.39
19304,에스에이치엔엘(주),50320,2013,38.12,2.63
19305,에스에이치엔엘(주),50320,2014,38.12,1.76
19306,에스에이치엔엘(주),50320,2015,36.23,0
19307,에스에이치엔엘(주),50320,2016,22.91,2.16
19308,에스에이치엔엘(주),50320,2017,9.25,1.53
19309,에스에이치엔엘(주),50320,2018,34.58,0.76
19310,에스에이치엔엘(주),50320,2019,34.58,0.76
19311,에스에이치엔엘(주),50320,2020,17.31,0.36
19312,에스에이치엔엘(주),50320,2021,28.18,0.35
19313,에스엔유프리시젼(주),80000,2011,27.11,9.15
19314,에스엔유프리시젼(주),80000,2012,27,2.19
19315,에스엔유프리시젼(주),80000,2013,27,1.44
19316,에스엔유프리시젼(주),80000,2014,26.99,0.96
19317,에스엔유프리시젼(주),80000,2015,25.15,0.98
19318,에스엔유프리시젼(주),80000,2016,39.85,1.05
19319,에스엔유프리시젼(주),80000,2017,31.02,1.17
19320,에스엔유프리시젼(주),80000,2018,37.22,2.05
19321,에스엔유프리시젼(주),80000,2019,37.22,2.46
19322,에스엔유프리시젼(주),80000,2020,37.19,1.22
19323,에스엔유프리시젼(주),80000,2021,37.22,1.68
19324,에스엔케이폴리텍(주),91340,2011,43.42,0
19325,에스엔케이폴리텍(주),91340,2012,43.42,0
19326,에스엔케이폴리텍(주),91340,2013,43.42,0
19327,에스엔케이폴리텍(주),91340,2014,43.42,0
19328,에스엔케이폴리텍(주),91340,2015,41.05,0.06
19329,에스엔케이폴리텍(주),91340,2016,39.26,2.49
19330,에스엔케이폴리텍(주),91340,2017,42.4,1.02
19331,에스엔케이폴리텍(주),91340,2018,42.4,1.62
19332,에스엔케이폴리텍(주),91340,2019,42.37,3.14
19333,에스엔케이폴리텍(주),91340,2020,42.34,2.46
19334,에스엔케이폴리텍(주),91340,2021,42.34,5.03
19335,에스엘(주),5850,2011,60.42,0
19336,에스엘(주),5850,2012,60.3,8.98
19337,에스엘(주),5850,2013,60.3,10.81
19338,에스엘(주),5850,2014,60.3,16.4
19339,에스엘(주),5850,2015,60.3,16.55
19340,에스엘(주),5850,2016,59.85,20.43
19341,에스엘(주),5850,2017,57.2,22.49
19342,에스엘(주),5850,2018,57.02,20.84
19343,에스엘(주),5850,2019,62.96,15.32
19344,에스엘(주),5850,2020,63.48,15.1
19345,에스엘(주),5850,2021,62.46,15.26
19346,에스엠로보틱스(주),252940,2014,0,0
19347,에스엠로보틱스(주),252940,2015,0,0
19348,에스엠로보틱스(주),252940,2016,64.37,0
19349,에스엠로보틱스(주),252940,2017,64.37,0
19350,에스와이(주),109610,2011,0,0
19351,에스와이(주),109610,2012,0,0
19352,에스와이(주),109610,2013,0,0
19353,에스와이(주),109610,2014,0,0
19354,에스와이(주),109610,2015,25,0
19355,에스와이(주),109610,2016,29.12,0.21
19356,에스와이(주),109610,2017,27.87,0.71
19357,에스와이(주),109610,2018,30.57,1.17
19358,에스와이(주),109610,2019,47.93,0.97
19359,에스와이(주),109610,2020,34.96,3.2
19360,에스와이(주),109610,2021,33.37,0.93
19361,에스지씨에너지(주),5090,2011,45.14,5.12
19362,에스지씨에너지(주),5090,2012,45.14,4.76
19363,에스지씨에너지(주),5090,2013,44.58,2.49
19364,에스지씨에너지(주),5090,2014,44.58,1.91
19365,에스지씨에너지(주),5090,2015,44.58,2.11
19366,에스지씨에너지(주),5090,2016,44.58,3.99
19367,에스지씨에너지(주),5090,2017,44.58,3
19368,에스지씨에너지(주),5090,2018,45.41,2.5
19369,에스지씨에너지(주),5090,2019,45.3,1.94
19370,에스지씨에너지(주),5090,2020,56.92,2.11
19371,에스지씨에너지(주),5090,2021,56.87,1.44
19372,에스지씨이테크건설(주),16250,2011,66.72,0.36
19373,에스지씨이테크건설(주),16250,2012,66.74,0.22
19374,에스지씨이테크건설(주),16250,2013,66.72,0.26
19375,에스지씨이테크건설(주),16250,2014,61.37,0.89
19376,에스지씨이테크건설(주),16250,2015,48.87,1.2
19377,에스지씨이테크건설(주),16250,2016,49.14,1.94
19378,에스지씨이테크건설(주),16250,2017,49.03,3.07
19379,에스지씨이테크건설(주),16250,2018,49.03,5.27
19380,에스지씨이테크건설(주),16250,2019,49.02,3.86
19381,에스지씨이테크건설(주),16250,2020,48.88,1.9
19382,에스지씨이테크건설(주),16250,2021,42.21,4.45
19383,에스지에이(주),49470,2011,15.5,0
19384,에스지에이(주),49470,2012,12.46,0
19385,에스지에이(주),49470,2013,12.36,0
19386,에스지에이(주),49470,2014,12.75,0
19387,에스지에이(주),49470,2015,18.95,0.74
19388,에스지에이(주),49470,2016,20.62,0.63
19389,에스지에이(주),49470,2017,20.27,1.68
19390,에스지에이(주),49470,2018,21.59,1.74
19391,에스지에이(주),49470,2019,25.33,2.15
19392,에스지에이(주),49470,2020,27.63,3.09
19393,에스지에이(주),49470,2021,25.14,3.77
19394,에스지에이솔루션즈(주),184230,2014,7.07,0
19395,에스지에이솔루션즈(주),184230,2015,32.88,0.03
19396,에스지에이솔루션즈(주),184230,2016,30.56,1.12
19397,에스지에이솔루션즈(주),184230,2017,30.23,0.77
19398,에스지에이솔루션즈(주),184230,2018,31.81,2.05
19399,에스지에이솔루션즈(주),184230,2019,36.93,1.63
19400,에스지에이솔루션즈(주),184230,2020,36.63,1.17
19401,에스지에이솔루션즈(주),184230,2021,22.98,1.97
19402,에스지에이시스템즈(주),232290,2015,0,0
19403,에스지에이시스템즈(주),232290,2016,77.84,0
19404,에스지에이클라우드서비스(주),224880,2016,0,0
19405,에스지에이클라우드서비스(주),224880,2017,75.36,0
19406,에스지에이클라우드서비스(주),224880,2018,82.63,0
19407,에스지에이클라우드서비스(주),224880,2019,92.83,0
19408,에스지에이클라우드서비스(주),224880,2020,95.32,0
19409,에스지이(주),255220,2012,0,0
19410,에스지이(주),255220,2013,0,0
19411,에스지이(주),255220,2014,0,0
19412,에스지이(주),255220,2015,0,0
19413,에스지이(주),255220,2016,0,0
19414,에스지이(주),255220,2017,68.83,0
19415,에스지이(주),255220,2018,43.76,0.98
19416,에스지이(주),255220,2019,44.71,0.55
19417,에스지이(주),255220,2020,40.46,0.4
19418,에스지이(주),255220,2021,35.94,1.24
19419,에스케이 머티리얼즈(주),36490,2011,49.1,19.97
19420,에스케이 머티리얼즈(주),36490,2012,49.15,3.67
19421,에스케이 머티리얼즈(주),36490,2013,49.12,3.87
19422,에스케이 머티리얼즈(주),36490,2014,49.12,8.11
19423,에스케이 머티리얼즈(주),36490,2015,49.12,14.96
19424,에스케이 머티리얼즈(주),36490,2016,49.15,15.84
19425,에스케이 머티리얼즈(주),36490,2017,49.1,8.82
19426,에스케이 머티리얼즈(주),36490,2018,49.11,12.68
19427,에스케이 머티리얼즈(주),36490,2019,49.11,14.44
19428,에스케이 머티리얼즈(주),36490,2020,49.11,15.65
19429,에스케이(주),34730,2011,48.5,19.91
19430,에스케이(주),34730,2012,48.52,19.89
19431,에스케이(주),34730,2013,48.52,19.58
19432,에스케이(주),34730,2014,43.45,21.68
19433,에스케이(주),34730,2015,30.89,23.95
19434,에스케이(주),34730,2016,30.89,24.84
19435,에스케이(주),34730,2017,30.88,23.85
19436,에스케이(주),34730,2018,30.86,25.69
19437,에스케이(주),34730,2019,29.62,24.93
19438,에스케이(주),34730,2020,29.55,21.32
19439,에스케이(주),34730,2021,26.69,21.52
19440,에스케이가스(주),18670,2011,51.65,2.46
19441,에스케이가스(주),18670,2012,61.63,4.5
19442,에스케이가스(주),18670,2013,61.63,7.12
19443,에스케이가스(주),18670,2014,55.54,7.97
19444,에스케이가스(주),18670,2015,55.63,5.9
19445,에스케이가스(주),18670,2016,55.76,9.91
19446,에스케이가스(주),18670,2017,55.78,10.18
19447,에스케이가스(주),18670,2018,55.76,8.98
19448,에스케이가스(주),18670,2019,65.52,6.18
19449,에스케이가스(주),18670,2020,67.35,8.98
19450,에스케이가스(주),18670,2021,72.35,6.09
19451,에스케이네트웍스(주),1740,2011,39.83,9.14
19452,에스케이네트웍스(주),1740,2012,39.74,11.6
19453,에스케이네트웍스(주),1740,2013,39.88,14.41
19454,에스케이네트웍스(주),1740,2014,39.98,18.82
19455,에스케이네트웍스(주),1740,2015,40.03,10.2
19456,에스케이네트웍스(주),1740,2016,40.2,19.26
19457,에스케이네트웍스(주),1740,2017,40.23,16.13
19458,에스케이네트웍스(주),1740,2018,40.33,11.4
19459,에스케이네트웍스(주),1740,2019,40.4,16.84
19460,에스케이네트웍스(주),1740,2020,40.43,12.22
19461,에스케이네트웍스(주),1740,2021,42.27,11.67
19462,에스케이디스커버리(주),6120,2011,13.83,12.4
19463,에스케이디스커버리(주),6120,2012,13.69,8.98
19464,에스케이디스커버리(주),6120,2013,13.81,13.1
19465,에스케이디스커버리(주),6120,2014,16.97,7.81
19466,에스케이디스커버리(주),6120,2015,20.72,9.12
19467,에스케이디스커버리(주),6120,2016,20.73,10.56
19468,에스케이디스커버리(주),6120,2017,22.41,9.07
19469,에스케이디스커버리(주),6120,2018,45.11,13.19
19470,에스케이디스커버리(주),6120,2019,45.11,11.51
19471,에스케이디스커버리(주),6120,2020,45.11,8.96
19472,에스케이디스커버리(주),6120,2021,47.48,6.52
19473,에스케이디앤디(주),210980,2011,0,0
19474,에스케이디앤디(주),210980,2012,0,0
19475,에스케이디앤디(주),210980,2013,0,0
19476,에스케이디앤디(주),210980,2014,0,0
19477,에스케이디앤디(주),210980,2015,54.97,0.32
19478,에스케이디앤디(주),210980,2016,54.97,0.45
19479,에스케이디앤디(주),210980,2017,55.03,1.67
19480,에스케이디앤디(주),210980,2018,29.37,4.85
19481,에스케이디앤디(주),210980,2019,29.37,3.75
19482,에스케이디앤디(주),210980,2020,29.37,5.09
19483,에스케이디앤디(주),210980,2021,34.15,5.09
19484,에스케이렌터카(주),68400,2011,0,0
19485,에스케이렌터카(주),68400,2012,42.96,0.77
19486,에스케이렌터카(주),68400,2013,43,5.5
19487,에스케이렌터카(주),68400,2014,42.87,10.19
19488,에스케이렌터카(주),68400,2015,42.87,10.42
19489,에스케이렌터카(주),68400,2016,42.95,9.24
19490,에스케이렌터카(주),68400,2017,43.12,3.14
19491,에스케이렌터카(주),68400,2018,43.12,5.43
19492,에스케이렌터카(주),68400,2019,42.26,4.42
19493,에스케이렌터카(주),68400,2020,72.98,0.55
19494,에스케이렌터카(주),68400,2021,72.95,0.53
19495,에스케이바이오사이언스(주),302440,2018,0,0
19496,에스케이바이오사이언스(주),302440,2019,0,0
19497,에스케이바이오사이언스(주),302440,2020,98.04,0
19498,에스케이바이오사이언스(주),302440,2021,68.43,5.93
19499,에스케이바이오팜(주),326030,2011,0,0
19500,에스케이바이오팜(주),326030,2012,0,0
19501,에스케이바이오팜(주),326030,2013,0,0
19502,에스케이바이오팜(주),326030,2014,0,0
19503,에스케이바이오팜(주),326030,2015,0,0
19504,에스케이바이오팜(주),326030,2016,0,0
19505,에스케이바이오팜(주),326030,2017,0,0
19506,에스케이바이오팜(주),326030,2018,0,0
19507,에스케이바이오팜(주),326030,2020,75,5.17
19508,에스케이바이오팜(주),326030,2021,64,6.15
19509,에스케이브로드밴드(주),33630,2011,50.65,1.64
19510,에스케이브로드밴드(주),33630,2012,50.72,3.82
19511,에스케이브로드밴드(주),33630,2013,50.79,3.94
19512,에스케이브로드밴드(주),33630,2014,50.68,4.78
19513,에스케이스퀘어(주),402340,2021,30.57,38.56
19514,에스케이씨(주),11790,2011,46.8,12.13
19515,에스케이씨(주),11790,2012,44.8,11.51
19516,에스케이씨(주),11790,2013,44.9,4.16
19517,에스케이씨(주),11790,2014,44.9,9.31
19518,에스케이씨(주),11790,2015,44.15,11.75
19519,에스케이씨(주),11790,2016,43.3,10.51
19520,에스케이씨(주),11790,2017,41.7,12.9
19521,에스케이씨(주),11790,2018,41.71,11.71
19522,에스케이씨(주),11790,2019,41.6,7.98
19523,에스케이씨(주),11790,2020,41.19,7.55
19524,에스케이씨(주),11790,2021,40.95,16.12
19525,에스케이씨솔믹스(주),57500,2011,54.3,0.29
19526,에스케이씨솔믹스(주),57500,2012,46.36,0.81
19527,에스케이씨솔믹스(주),57500,2013,42.06,0.15
19528,에스케이씨솔믹스(주),57500,2014,42.52,0.99
19529,에스케이씨솔믹스(주),57500,2015,45.94,0.51
19530,에스케이씨솔믹스(주),57500,2016,58.58,2.38
19531,에스케이씨솔믹스(주),57500,2017,57.7,2.64
19532,에스케이씨솔믹스(주),57500,2018,57.73,3.61
19533,에스케이씨솔믹스(주),57500,2019,57.7,2.66
19534,에스케이아이이테크놀로지(주),361610,2019,0,0
19535,에스케이아이이테크놀로지(주),361610,2020,0,0
19536,에스케이아이이테크놀로지(주),361610,2021,61.2,11.77
19537,에스케이오션플랜트(주),25440,2011,77.92,6.36
19538,에스케이오션플랜트(주),25440,2012,69.68,5.42
19539,에스케이오션플랜트(주),25440,2013,40.09,3.88
19540,에스케이오션플랜트(주),25440,2014,40.09,3.96
19541,에스케이오션플랜트(주),25440,2015,37.7,3.93
19542,에스케이오션플랜트(주),25440,2016,66.7,33.66
19543,에스케이오션플랜트(주),25440,2017,66.6,33.52
19544,에스케이오션플랜트(주),25440,2018,66.33,58.56
19545,에스케이오션플랜트(주),25440,2019,66.33,59.2
19546,에스케이오션플랜트(주),25440,2020,51.28,43.57
19547,에스케이오션플랜트(주),25440,2021,39.42,33.35
19548,에스케이커뮤니케이션즈(주),66270,2011,64.66,2.22
19549,에스케이커뮤니케이션즈(주),66270,2012,64.55,1.14
19550,에스케이커뮤니케이션즈(주),66270,2013,64.54,1.22
19551,에스케이커뮤니케이션즈(주),66270,2014,64.54,1.23
19552,에스케이커뮤니케이션즈(주),66270,2015,64.54,2.29
19553,에스케이케미칼(주),285130,2017,22.41,0
19554,에스케이케미칼(주),285130,2018,36.37,8.07
19555,에스케이케미칼(주),285130,2019,35.87,7.01
19556,에스케이케미칼(주),285130,2020,35.21,15.87
19557,에스케이케미칼(주),285130,2021,36.56,15.71
19558,에스케이텔레콤(주),17670,2011,25.22,40.96
19559,에스케이텔레콤(주),17670,2012,25.22,44.14
19560,에스케이텔레콤(주),17670,2013,25.22,48.01
19561,에스케이텔레콤(주),17670,2014,25.23,43.47
19562,에스케이텔레콤(주),17670,2015,25.22,39.38
19563,에스케이텔레콤(주),17670,2016,25.22,40.78
19564,에스케이텔레콤(주),17670,2017,25.22,41.43
19565,에스케이텔레콤(주),17670,2018,26.78,41.83
19566,에스케이텔레콤(주),17670,2019,26.78,37.19
19567,에스케이텔레콤(주),17670,2020,26.78,33.94
19568,에스케이텔레콤(주),17670,2021,30.02,44.56
19569,에스케이하이닉스(주),660,2011,21.05,23.12
19570,에스케이하이닉스(주),660,2012,21.05,24.87
19571,에스케이하이닉스(주),660,2013,20.57,42.92
19572,에스케이하이닉스(주),660,2014,20.07,49.92
19573,에스케이하이닉스(주),660,2015,20.07,47.17
19574,에스케이하이닉스(주),660,2016,20.07,51.37
19575,에스케이하이닉스(주),660,2017,20.07,47.53
19576,에스케이하이닉스(주),660,2018,20.07,48.37
19577,에스케이하이닉스(주),660,2019,20.07,50.34
19578,에스케이하이닉스(주),660,2020,20.07,49.72
19579,에스케이하이닉스(주),660,2021,20.07,48.94
19580,에스텍(주),69510,2011,51.57,49.74
19581,에스텍(주),69510,2012,51.57,49.72
19582,에스텍(주),69510,2013,51.07,49.72
19583,에스텍(주),69510,2014,51.07,49.77
19584,에스텍(주),69510,2015,51.07,49.71
19585,에스텍(주),69510,2016,50.98,52.28
19586,에스텍(주),69510,2017,49.62,54.36
19587,에스텍(주),69510,2018,49.62,53.21
19588,에스텍(주),69510,2019,49.5,53.54
19589,에스텍(주),69510,2020,49.56,54.61
19590,에스텍(주),69510,2021,49.56,55.38
19591,에스트래픽(주),234300,2013,0,0
19592,에스트래픽(주),234300,2014,0,0
19593,에스트래픽(주),234300,2015,0,0
19594,에스트래픽(주),234300,2016,0,0
19595,에스트래픽(주),234300,2017,30.51,0.16
19596,에스트래픽(주),234300,2018,26.59,1.75
19597,에스트래픽(주),234300,2019,27,1.58
19598,에스트래픽(주),234300,2020,24.19,0.83
19599,에스트래픽(주),234300,2021,22.5,1.82
19600,에스티팜(주),237690,2011,0,0
19601,에스티팜(주),237690,2012,0,0
19602,에스티팜(주),237690,2013,0,0
19603,에스티팜(주),237690,2014,0,0
19604,에스티팜(주),237690,2015,0,0
19605,에스티팜(주),237690,2016,51.2,3.76
19606,에스티팜(주),237690,2017,52.23,2.98
19607,에스티팜(주),237690,2018,52.12,6.59
19608,에스티팜(주),237690,2019,52.15,8.94
19609,에스티팜(주),237690,2020,48.9,4.12
19610,에스티팜(주),237690,2021,47.75,0
19611,에스퓨얼셀(주),288620,2017,0,0
19612,에스퓨얼셀(주),288620,2018,59.84,0.08
19613,에스퓨얼셀(주),288620,2019,56.3,1.19
19614,에스퓨얼셀(주),288620,2020,44.2,2.1
19615,에스퓨얼셀(주),288620,2021,39.45,6.76
19616,에쓰-오일(주),10950,2011,35.07,43.47
19617,에쓰-오일(주),10950,2012,35.08,46.76
19618,에쓰-오일(주),10950,2013,35.07,44.46
19619,에쓰-오일(주),10950,2014,35.07,44.57
19620,에쓰-오일(주),10950,2015,63.48,76.68
19621,에쓰-오일(주),10950,2016,63.46,74.32
19622,에쓰-오일(주),10950,2017,63.46,74.48
19623,에쓰-오일(주),10950,2018,63.46,76.36
19624,에쓰-오일(주),10950,2019,63.45,76.64
19625,에쓰-오일(주),10950,2020,63.45,73.39
19626,에쓰-오일(주),10950,2021,63.44,75.53
19627,에쓰씨엔지니어링(주),23960,2011,55.4,0
19628,에쓰씨엔지니어링(주),23960,2012,55.39,0
19629,에쓰씨엔지니어링(주),23960,2013,59.86,0
19630,에쓰씨엔지니어링(주),23960,2014,64.23,0.03
19631,에쓰씨엔지니어링(주),23960,2015,60.79,0.32
19632,에쓰씨엔지니어링(주),23960,2016,60.79,0.59
19633,에쓰씨엔지니어링(주),23960,2017,56.4,0.55
19634,에쓰씨엔지니어링(주),23960,2018,49.44,0.56
19635,에쓰씨엔지니어링(주),23960,2019,49.44,0.74
19636,에쓰씨엔지니어링(주),23960,2020,48.21,0.48
19637,에쓰씨엔지니어링(주),23960,2021,12.9,1.47
19638,에어부산(주),298690,2011,0,0
19639,에어부산(주),298690,2012,0,0
19640,에어부산(주),298690,2013,0,0
19641,에어부산(주),298690,2014,0,0
19642,에어부산(주),298690,2015,0,0
19643,에어부산(주),298690,2016,0,0
19644,에어부산(주),298690,2017,0,0
19645,에어부산(주),298690,2018,44.38,0.21
19646,에어부산(주),298690,2019,44.38,0.38
19647,에어부산(주),298690,2020,41.28,1.73
19648,에어부산(주),298690,2021,42.89,0.25
19649,에이디엠코리아(주),187660,2019,0,0
19650,에이디엠코리아(주),187660,2020,0,0
19651,에이디엠코리아(주),187660,2021,34.91,0.94
19652,에이비엘바이오(주),298380,2017,0,0
19653,에이비엘바이오(주),298380,2018,32.92,1.14
19654,에이비엘바이오(주),298380,2019,32.61,4.43
19655,에이비엘바이오(주),298380,2020,32.13,4.39
19656,에이비엘바이오(주),298380,2021,31.74,4.71
19657,에이비온(주),203400,2012,0,0
19658,에이비온(주),203400,2013,0,0
19659,에이비온(주),203400,2014,35.14,0
19660,에이비온(주),203400,2015,31.19,0
19661,에이비온(주),203400,2016,29.82,0
19662,에이비온(주),203400,2017,41.69,0
19663,에이비온(주),203400,2018,63.02,0
19664,에이비온(주),203400,2021,32.79,0.36
19665,에이스하이텍(주),71930,2011,5.89,0.92
19666,에이스하이텍(주),71930,2012,13.31,0.25
19667,에이스하이텍(주),71930,2013,12.85,0.56
19668,에이스하이텍(주),71930,2014,14.24,0.66
19669,에이아이비트(주),39230,2011,33.63,0.37
19670,에이아이비트(주),39230,2012,33.7,0.44
19671,에이아이비트(주),39230,2013,33.71,0.68
19672,에이아이비트(주),39230,2014,33.71,1.16
19673,에이아이비트(주),39230,2015,33.69,0.52
19674,에이아이비트(주),39230,2016,14.79,0.41
19675,에이아이비트(주),39230,2017,8.96,0.52
19676,에이아이비트(주),39230,2018,11.38,1.29
19677,에이아이비트(주),39230,2019,5.41,0.56
19678,에이아이비트(주),39230,2020,5.12,0.34
19679,에이에프더블류(주),312610,2016,0,0
19680,에이에프더블류(주),312610,2017,0,0
19681,에이에프더블류(주),312610,2018,0,0
19682,에이에프더블류(주),312610,2019,51.88,0.89
19683,에이에프더블류(주),312610,2020,53.44,1.06
19684,에이에프더블류(주),312610,2021,53.44,0.36
19685,에이치디씨(주),12630,2011,18.49,54.62
19686,에이치디씨(주),12630,2012,20.05,49.73
19687,에이치디씨(주),12630,2013,18.83,54.22
19688,에이치디씨(주),12630,2014,18.83,48.55
19689,에이치디씨(주),12630,2015,18.57,46.3
19690,에이치디씨(주),12630,2016,18.57,52.24
19691,에이치디씨(주),12630,2017,18.56,43.78
19692,에이치디씨(주),12630,2018,35.92,26.27
19693,에이치디씨(주),12630,2019,37.03,17.2
19694,에이치디씨(주),12630,2020,38.05,21.11
19695,에이치디씨(주),12630,2021,38.57,17.88
19696,에이치디씨랩스(주),39570,2011,0,0
19697,에이치디씨랩스(주),39570,2012,0,0
19698,에이치디씨랩스(주),39570,2013,0,0
19699,에이치디씨랩스(주),39570,2014,0,0
19700,에이치디씨랩스(주),39570,2015,58.01,2.12
19701,에이치디씨랩스(주),39570,2016,58.01,5.54
19702,에이치디씨랩스(주),39570,2017,58.04,5.74
19703,에이치디씨랩스(주),39570,2018,58.01,3.04
19704,에이치디씨랩스(주),39570,2019,57.84,3.94
19705,에이치디씨랩스(주),39570,2020,57.84,3.39
19706,에이치디씨랩스(주),39570,2021,57.37,4.66
19707,에이치디씨현대산업개발(주),294870,2018,38.46,31.54
