,회사명,거래소코드,회계년도,상장일,자산,당기순이익(손실),미처분이익잉여금(결손금),총자본증가율,비유동자산증가율,유동자산증가율,자기자본증가율,매출액증가율,정상영업이익증가율,순이익증가율,총포괄이익증가율,매출액순이익률,총자본순이익률,자기자본순이익률,매출원가대매출액비율,광고선전비대매출액비율,유보율,비유동비율,유동비율,당좌비율,현금비율,부채비율,유동부채비율,차입금비율,이자보상배율(이자비용),유보액대비율,유보액대납입자본배율,투자집중도
10069,(주)케이티스카이라이프,053210,2019,2011/06/03,848276023.0,50361448.0,406093496.0,3.96,-24.32,52.14,5.73,0.55,3.93,5.71,15.02,8.06,6.73,8.02,0.0,3.43,491.06,55.17,371.71,369.58,51.7,20.25,17.51,1.24,70.83,69.95,4.96,115.74
10070,(주)케이티스카이라이프,053210,2020,2011/06/03,919475828.0,57706851.0,446613995.0,8.39,12.8,4.66,5.44,0.59,6.47,4.87,0.23,8.33,6.58,7.97,0.0,1.08,522.86,58.97,313.54,312.11,65.15,23.51,20.58,1.24,289.68,68.78,5.29,125.17
10071,(주)케이티스카이라이프,053210,2021,2011/06/03,1275644844.0,51254030.0,482188383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.16,4.88,7.6,0.0,4.17,568.27,107.59,163.61,162.49,32.31,58.28,30.98,31.91,33.02,54.37,5.8,158.09
10072,(주)케이티씨에스,058850,2011,2010/09/16,,19355311.0,84823649.0,,,,,,,,,,,,,,,,,,,,,,,,,
10073,(주)케이티씨에스,058850,2012,2010/09/16,,17677058.0,96668139.0,,,,,,,,,,,,,,,,,,,,,,,,,
10074,(주)케이티씨에스,058850,2013,2010/09/16,,12544294.0,102003213.0,,,,,,,,,,,,,,,,,,,,,,,,,
10075,(주)케이티씨에스,058850,2014,2010/09/16,303735131.0,11203313.0,98641381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,4.39,9.02,0.0,0.88,501.03,38.64,162.62,153.4,9.57,105.89,102.85,0.12,242.34,40.72,5.19,47.58
10076,(주)케이티씨에스,058850,2015,2010/09/16,346998300.0,7910120.0,101206097.0,14.24,10.01,15.22,2.85,79.22,-7.4,-3.52,11.52,1.27,4.16,8.58,0.0,0.29,532.18,41.09,149.36,139.72,24.99,127.34,124.7,0.19,300.18,38.08,5.54,30.79
10077,(주)케이티씨에스,058850,2016,2010/09/16,322769885.0,7865254.0,103582049.0,-6.98,-2.92,-7.88,2.23,-10.52,-46.2,-38.73,-40.51,0.82,2.35,5.12,0.0,0.27,545.95,39.0,159.78,147.76,30.22,106.73,104.98,0.13,711.86,42.02,5.69,32.05
10078,(주)케이티씨에스,058850,2017,2010/09/16,348333930.0,8266159.0,107880216.0,7.92,-6.99,11.39,2.3,1.48,15.33,-6.81,-8.84,0.76,2.2,4.67,0.0,0.27,560.47,35.49,156.89,146.22,29.44,118.3,116.52,0.11,801.23,39.92,5.83,34.25
10079,(주)케이티씨에스,058850,2018,2010/09/16,350279655.0,11174368.0,109854074.0,0.56,-3.23,1.29,1.37,4.99,22.83,59.15,-19.75,1.12,3.26,7.3,0.0,0.24,569.35,33.89,165.41,151.67,34.26,116.6,110.46,0.06,350.02,40.31,5.92,33.15
10080,(주)케이티씨에스,058850,2019,2010/09/16,378104046.0,7378972.0,111757444.0,7.94,95.45,-8.29,1.48,-7.01,-8.95,-34.4,11.51,0.8,2.07,4.72,0.0,0.24,579.05,65.26,166.24,153.11,32.42,130.38,99.33,0.05,6.17,37.98,6.02,38.56
10081,(주)케이티씨에스,058850,2020,2010/09/16,384918649.0,5659714.0,114185619.0,1.8,-11.29,6.98,3.14,-1.39,57.48,43.93,80.82,1.22,2.97,6.64,0.0,0.29,611.19,55.98,165.0,154.81,42.94,126.76,103.51,0.03,13.42,39.47,6.37,39.77
10082,(주)케이티씨에스,058850,2021,2010/09/16,416750372.0,14312252.0,122976104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,4.57,10.39,0.0,0.29,665.16,62.33,159.75,152.82,33.69,128.26,103.87,2.46,19.96,39.74,6.95,40.3
10083,(주)케이티아이에스,058860,2011,2010/12/17,,21554518.0,90051399.0,,,,,,,,,,,,,,,,,,,,,,,,,
10084,(주)케이티아이에스,058860,2012,2010/12/17,,18262308.0,104717511.0,,,,,,,,,,,,,,,,,,,,,,,,,
10085,(주)케이티아이에스,058860,2013,2010/12/17,,13829677.0,113198909.0,,,,,,,,,,,,,,,,,,,,,,,,,
10086,(주)케이티아이에스,058860,2014,2010/12/17,,9407801.0,115781512.0,,,,,,,,,,,,,,,,,,,,,,,,,
10087,(주)케이티아이에스,058860,2015,2010/12/17,,15040764.0,125177334.0,,,,,,,,,,,,,,,,,,,,,,,,,
10088,(주)케이티아이에스,058860,2016,2010/12/17,,9990999.0,129339864.0,,,,,,,,,,,,,,,,,,,,,,,,,
10089,(주)케이티아이에스,058860,2017,2010/12/17,,8336872.0,132801572.0,,,,,,,,,,,,,,,,,,,,,,,,,
10090,(주)케이티아이에스,058860,2018,2010/12/17,,7900863.0,133386090.0,,,,,,,,,,,,,,,,,,,,,,,,,
10091,(주)케이티아이에스,058860,2019,2010/12/17,,9203428.0,140626534.0,,,,,,,,,,,,,,,,,,,,,,,,,
10092,(주)케이티아이에스,058860,2020,2010/12/17,,7387479.0,141151100.0,,,,,,,,,,,,,,,,,,,,,,,,,
10093,(주)케이티아이에스,058860,2021,2010/12/17,,24944162.0,165593047.0,,,,,,,,,,,,,,,,,,,,,,,,,
10094,(주)케이티알파,036030,2011,1999/12/24,249729771.0,-11396227.0,-74489062.0,-1.79,1.31,-4.47,-2.57,48.6,0.0,0.0,0.0,-0.43,-0.79,-1.58,95.11,0.38,414.49,66.22,199.16,197.45,21.98,38.47,36.28,0.0,-221.04,58.4,4.23,38.64
10095,(주)케이티알파,036030,2012,1999/12/24,249230651.0,-10549310.0,-85484591.0,-0.2,-2.58,1.98,-6.15,-4.23,0.0,0.0,0.0,-2.0,-3.56,-5.35,95.44,0.06,382.85,68.55,175.49,173.46,6.18,46.85,44.62,0.0,-69.58,54.25,3.92,40.7
10096,(주)케이티알파,036030,2013,1999/12/24,293664862.0,2300943.0,-83319399.0,17.83,-1.15,34.44,12.63,30.8,0.0,0.0,0.0,0.61,1.31,1.87,95.0,0.01,425.34,60.21,179.83,178.4,10.8,53.73,52.01,0.0,41.03,52.89,4.35,37.56
10097,(주)케이티알파,036030,2014,1999/12/24,,12205645.0,-55502268.0,,,,,,,,,,,,,,,,,,,,,,,,,
10098,(주)케이티알파,036030,2015,1999/12/24,,7258295.0,-48759333.0,,,,,,,,,,,,,,,,,,,,,,,,,
10099,(주)케이티알파,036030,2016,1999/12/24,,4297853.0,-45418678.0,,,,,,,,,,,,,,,,,,,,,,,,,
10100,(주)케이티알파,036030,2017,1999/12/24,,3224800.0,-43491582.0,,,,,,,,,,,,,,,,,,,,,,,,,
10101,(주)케이티알파,036030,2018,1999/12/24,,881567.0,-38174075.0,,,,,,,,,,,,,,,,,,,,,,,,,
10102,(주)케이티알파,036030,2019,1999/12/24,,1426363.0,-38356654.0,,,,,,,,,,,,,,,,,,,,,,,,,
10103,(주)케이티알파,036030,2020,1999/12/24,,-4197120.0,-48963360.0,,,,,,,,,,,,,,,,,,,,,,,,,
10104,(주)케이티알파,036030,2021,1999/12/24,,-8913079.0,-54194919.0,,,,,,,,,,,,,,,,,,,,,,,,,
10105,(주)케이티앤지,033780,2011,1999/10/08,6159204020.0,767894329.0,755695244.0,6.61,14.93,0.64,4.86,7.56,-2.92,-21.93,-19.85,21.66,13.51,17.26,43.25,7.15,436.27,57.23,360.66,202.54,83.85,26.99,19.34,2.23,261.47,68.82,4.44,141.78
10106,(주)케이티앤지,033780,2012,1999/10/08,6713312669.0,751615603.0,727901165.0,9.0,3.73,13.32,6.23,5.07,-6.88,-10.49,-4.67,18.37,11.17,14.64,43.09,7.88,466.96,55.86,356.88,205.53,32.44,30.24,20.84,3.75,129.42,67.61,4.75,147.75
10107,(주)케이티앤지,033780,2013,1999/10/08,7002640648.0,481741854.0,465382827.0,4.31,0.67,7.04,3.44,-3.3,-1.03,-21.69,-16.74,14.76,8.14,10.94,43.74,6.83,485.23,54.44,350.59,193.61,28.19,31.53,21.99,3.94,96.85,67.24,4.93,158.8
10108,(주)케이티앤지,033780,2014,1999/10/08,7317144547.0,759650038.0,704619081.0,4.49,3.08,5.49,6.46,8.43,17.34,43.32,28.56,19.52,11.18,14.93,44.23,5.66,520.76,52.85,396.24,219.33,25.17,29.43,19.33,4.81,119.71,68.84,5.27,149.65
10109,(주)케이티앤지,033780,2015,1999/10/08,8586509523.0,971105262.0,947226082.0,17.35,3.64,26.81,10.55,0.8,14.15,29.4,37.24,25.31,13.16,17.8,38.81,5.99,582.31,49.66,299.9,186.85,16.29,37.72,29.36,5.26,160.75,65.42,5.88,176.0
10110,(주)케이티앤지,033780,2016,1999/10/08,9729918448.0,1096954949.0,1029416405.0,13.32,3.48,18.86,13.2,8.1,7.5,15.56,18.74,26.94,13.14,18.37,39.7,5.98,666.8,45.42,305.95,202.13,31.57,37.92,30.23,3.59,232.85,66.07,6.73,185.12
10111,(주)케이티앤지,033780,2017,1999/10/08,10020315627.0,998206029.0,974353015.0,2.98,7.19,0.92,11.55,4.44,-1.89,0.07,4.61,25.96,12.27,16.37,40.83,6.32,751.41,43.7,362.57,234.97,39.37,27.48,23.11,3.55,168.03,72.19,7.57,181.63
10112,(주)케이티앤지,033780,2018,1999/10/08,10197870417.0,856689554.0,791026709.0,1.77,10.19,-2.62,4.0,-4.19,-13.02,-25.16,-31.83,20.2,8.94,11.39,41.06,6.32,784.08,46.33,390.89,240.88,56.86,24.85,20.09,2.8,180.18,73.95,7.9,186.2
10113,(주)케이티앤지,033780,2019,1999/10/08,10752439456.0,891380828.0,888251674.0,5.44,14.55,0.06,7.02,11.0,10.06,14.19,22.3,20.9,9.9,12.32,42.08,5.56,842.76,49.6,401.05,248.11,55.7,23.03,18.31,1.91,201.37,75.36,8.49,167.76
10114,(주)케이티앤지,033780,2020,1999/10/08,11468383152.0,1075309488.0,1060221437.0,6.66,8.83,5.19,4.06,6.82,7.35,13.21,6.4,22.1,10.55,13.22,43.98,5.19,901.98,51.89,338.96,211.67,62.95,26.14,21.9,1.69,246.67,75.58,9.08,163.82
10115,(주)케이티앤지,033780,2021,1999/10/08,11637271194.0,852944175.0,877116551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.59,8.35,10.67,44.95,5.76,951.22,58.44,303.1,188.01,45.86,26.37,22.41,1.82,75.0,78.49,9.56,156.84
10116,(주)케이프,064820,2011,2007/05/29,,3220965.0,43859799.0,,,,,,,,,,,,,,,,,,,,,,,,,
10117,(주)케이프,064820,2012,2007/05/29,184397072.0,3057379.0,45521706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.78,1.23,2.4,71.2,0.01,2235.65,114.32,107.42,94.03,40.34,75.89,57.31,70.04,0.12,55.27,22.65,584.56
10118,(주)케이프,064820,2013,2007/05/29,195506672.0,-12034566.0,33691319.0,6.02,-3.96,24.57,-13.9,-29.87,0.0,0.0,-715.5,-83.3,-7.92,-15.14,85.18,0.0,1915.88,127.34,114.31,102.78,32.53,116.29,77.81,110.62,-1.26,44.74,19.44,884.34
10119,(주)케이프,064820,2014,2007/05/29,159760766.0,114682.0,33985757.0,-18.28,-7.44,-33.81,1.29,24.18,0.0,0.0,0.0,0.73,0.09,0.65,86.52,0.0,939.78,116.92,79.05,68.89,11.06,75.32,73.88,68.14,-1.53,52.5,9.49,579.62
10120,(주)케이프,064820,2015,2007/05/29,155383724.0,-4660229.0,30112429.0,-2.74,-1.09,-6.04,-1.75,-13.99,0.0,0.0,-618.24,-15.18,-1.86,-3.02,85.21,0.0,875.11,118.43,76.47,63.1,5.61,74.62,73.49,69.21,-1.7,52.33,8.78,640.37
10121,(주)케이프,064820,2016,2007/05/29,1469790849.0,6934307.0,36224979.0,845.91,20.4,-34.1,41.34,532.88,0.0,0.0,0.0,6.41,0.96,6.48,68.32,0.0,1271.18,78.37,48.95,37.07,23.74,807.79,41.58,87.31,1.3,10.49,16.66,103.42
10122,(주)케이프,064820,2017,2007/05/29,1323297080.0,740062.0,36776097.0,-9.97,-2.4,2.35,6.38,88.81,188.15,-89.33,-100.07,1.36,0.22,0.57,63.27,0.0,1078.88,72.11,55.12,39.66,16.07,670.57,35.63,77.39,2.64,12.23,14.14,54.29
10123,(주)케이프,064820,2018,2007/05/29,2219167295.0,2398963.0,41006295.0,67.7,-1.49,7.18,7.56,10.44,-18.49,224.16,0.0,1.64,0.24,1.73,68.07,0.0,1023.97,66.77,33.71,24.3,11.9,1114.61,58.69,71.37,2.13,7.66,13.31,49.63
10124,(주)케이프,064820,2019,2007/05/29,1949680859.0,6649018.0,47274696.0,-12.14,2.54,18.84,6.48,38.03,15.35,177.16,248.46,2.34,0.4,4.49,75.2,0.0,1060.18,64.97,90.43,64.07,41.66,912.72,24.68,70.98,2.47,9.2,13.62,39.14
10125,(주)케이프,064820,2020,2007/05/29,2080723621.0,9131161.0,56030599.0,6.72,0.05,10.66,13.65,19.55,53.36,37.33,19.84,2.84,0.59,5.6,76.05,0.0,1036.9,58.67,86.23,63.5,24.5,875.52,25.85,59.26,4.57,9.52,12.97,33.73
10126,(주)케이프,064820,2021,2007/05/29,2213123646.0,27409883.0,80230965.0,6.36,-0.79,-21.05,15.83,1.78,86.46,214.93,202.78,8.38,1.67,15.35,66.41,0.0,1201.58,50.3,26.64,14.62,3.57,796.67,57.08,58.25,8.77,10.45,14.97,30.56
10127,(주)케이피에스,256940,2017,2017/09/06,,2193293.0,-1698081.0,,,,,,,,,,,,,,,,,,,,,,,,,
10128,(주)케이피에스,256940,2018,2017/09/06,38228065.0,6792500.0,3295856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.75,17.81,22.02,65.56,0.0,1344.87,41.28,377.45,326.26,0.17,23.66,21.83,2.98,298.07,75.27,13.45,91.76
10129,(주)케이피에스,256940,2019,2017/09/06,38650675.0,-307534.0,2517632.0,1.11,-5.57,4.45,-1.99,-65.07,-111.87,-105.09,-104.94,-2.44,-0.9,-1.13,74.77,0.0,1313.92,39.77,324.33,282.59,53.69,27.57,27.07,18.47,-14.75,72.84,13.14,265.82
10130,(주)케이피에스,256940,2020,2017/09/06,76992423.0,1046440.0,3564072.0,99.2,123.38,88.25,65.55,7.23,0.0,0.0,0.0,-16.74,-4.41,-5.98,74.06,0.0,553.97,52.85,228.6,227.35,142.19,51.17,43.01,40.72,-0.23,56.19,5.64,419.0
10131,(주)케이피에스,256940,2021,2017/09/06,93401249.0,-11911804.0,-8347732.0,21.31,11.68,26.49,21.67,-72.0,0.0,0.0,0.0,-380.95,-19.05,-27.55,118.52,0.0,558.46,49.37,209.76,202.32,123.18,53.4,49.6,45.34,-7.28,55.27,5.57,1795.44
10132,(주)케이피에프,024880,2011,1994/12/29,255408515.0,10134207.0,24333729.0,11.69,20.92,5.61,5.08,51.89,61.32,-45.66,-60.58,3.2,3.71,7.6,86.77,0.05,2110.51,88.75,162.46,106.53,12.57,106.48,72.47,67.83,4.97,47.0,21.11,81.07
10133,(주)케이피에프,024880,2012,1994/12/29,330265493.0,10945157.0,13333201.0,29.31,52.81,11.6,18.07,9.69,-23.66,-64.28,-30.64,1.06,1.12,2.43,87.52,0.03,1884.66,114.86,130.62,83.54,14.38,126.14,85.19,97.01,2.32,42.47,18.85,90.85
10134,(주)케이피에프,024880,2013,1994/12/29,367653962.0,1780627.0,3685610.0,11.32,5.93,16.89,-1.36,10.52,-8.49,-95.47,-98.21,0.04,0.04,0.1,86.78,0.09,1857.93,123.35,120.75,73.01,4.88,155.21,109.2,121.21,1.89,37.61,18.58,95.48
10135,(주)케이피에프,024880,2014,1994/12/29,366848675.0,-14992430.0,-15174566.0,-0.22,-2.2,1.64,-13.86,-7.95,-12.02,0.0,-30632.64,-7.47,-6.38,-17.47,87.18,0.14,1586.55,140.04,104.07,63.48,6.66,195.61,149.49,154.07,1.57,32.19,15.87,104.59
10136,(주)케이피에프,024880,2015,1994/12/29,380368115.0,10374654.0,9666543.0,3.69,6.08,1.53,2.09,4.91,60.66,0.0,0.0,3.35,2.95,8.8,85.76,0.06,1623.86,145.52,109.7,65.21,2.85,200.24,141.03,156.82,2.77,31.78,16.24,102.64
10137,(주)케이피에프,024880,2016,1994/12/29,395895492.0,25410969.0,25212518.0,4.08,-17.18,24.08,4.31,3.37,-11.37,-59.82,46.13,1.3,1.14,3.42,86.64,0.09,1710.54,115.54,122.61,82.61,13.25,199.59,150.11,150.75,2.44,32.16,17.11,114.73
10138,(주)케이피에프,024880,2017,1994/12/29,418037497.0,7026094.0,7052427.0,5.59,-7.47,13.8,4.81,7.41,3.6,189.41,83.41,3.51,3.15,9.48,86.68,0.05,1823.76,102.0,126.81,87.89,4.16,201.81,157.57,157.82,1.97,32.47,18.24,111.05
10139,(주)케이피에프,024880,2018,1994/12/29,408582628.0,7235334.0,7055905.0,-2.26,-1.72,-2.54,7.11,2.63,4.22,-27.18,-15.24,2.49,2.26,6.51,87.04,0.03,1854.81,93.58,136.93,94.13,4.81,175.39,132.78,137.81,1.76,35.7,18.55,101.84
10140,(주)케이피에프,024880,2019,1994/12/29,415789843.0,7380293.0,7483785.0,1.76,-2.84,4.13,9.07,0.33,2.82,-18.51,-11.55,2.02,1.85,4.91,86.71,0.03,1818.69,83.36,137.32,95.63,14.03,156.94,126.41,125.75,1.98,38.16,18.19,106.34
10141,(주)케이피에프,024880,2020,1994/12/29,378562676.0,-11116931.0,-14637331.0,-8.95,20.61,-23.15,-8.68,-11.01,-86.52,0.0,-200.34,-1.75,-1.48,-3.79,90.24,0.06,1638.74,110.1,118.75,75.47,18.53,156.17,123.01,129.86,0.35,38.35,16.39,108.14
10142,(주)케이피에프,024880,2021,1994/12/29,621848885.0,708258.0,1353330.0,64.27,69.14,60.59,4.42,56.03,-43.66,0.0,0.0,-1.65,-1.72,-2.85,92.16,0.04,1712.4,154.32,98.37,53.88,8.09,248.7,197.6,196.31,0.15,28.26,19.84,115.2
10143,(주)케이피엠테크,042040,2011,2003/01/07,90855164.0,-3957865.0,-3277223.0,35.38,41.66,30.19,-16.41,-0.46,0.0,0.0,-1241.96,-5.11,-4.88,-17.08,95.3,0.24,235.02,209.12,70.06,36.62,1.84,341.77,332.07,257.97,-0.98,18.35,2.35,104.1
10144,(주)케이피엠테크,042040,2012,2003/01/07,85165983.0,-19256560.0,-22533783.0,-6.26,-7.13,-5.48,-97.48,13.11,0.0,0.0,0.0,-24.42,-23.7,-197.89,100.15,0.03,-47.67,7716.21,56.96,41.7,0.8,16353.76,15340.84,11646.94,-2.39,-3.97,-0.48,92.91
10145,(주)케이피엠테크,042040,2013,2003/01/07,36983986.0,-15650803.0,-36784587.0,-56.57,-47.57,-64.53,350.98,-75.57,0.0,0.0,0.0,-64.84,-22.16,-949.65,115.99,0.15,-2.81,1059.99,98.18,61.82,0.04,1771.93,826.96,1269.46,-2.12,-1.15,-0.18,155.65
10146,(주)케이피엠테크,042040,2014,2003/01/07,50500518.0,3828717.0,-32955869.0,36.55,-7.44,93.97,199.04,87.48,0.0,0.0,0.0,10.17,9.09,85.9,82.5,0.05,74.55,293.75,72.1,54.54,11.09,665.29,654.05,309.26,2.13,5.16,0.65,117.13
10147,(주)케이피엠테크,042040,2015,2003/01/07,35542101.0,2265906.0,-30689963.0,-29.62,-11.41,-40.97,26.85,22.83,-182.02,-48.38,-51.57,4.15,4.64,26.08,94.22,0.07,121.35,204.32,71.3,58.59,3.5,322.89,306.56,237.3,-1.63,12.41,1.1,66.83
10148,(주)케이피엠테크,042040,2016,2003/01/07,83271028.0,-3271474.0,-33961437.0,134.29,218.93,55.16,423.64,-54.4,0.0,-247.97,-285.89,-13.94,-5.14,-11.07,97.12,0.95,735.16,118.11,132.07,112.88,52.31,79.57,46.54,57.27,-2.13,49.03,7.35,190.6
10149,(주)케이피엠테크,042040,2017,2003/01/07,121781612.0,-3371261.0,-37332698.0,46.25,64.75,10.7,64.98,32.51,0.0,0.0,0.0,-19.3,-5.47,-9.12,95.5,0.0,924.24,117.94,250.54,236.14,81.59,59.18,16.46,52.03,-0.98,56.7,9.24,151.35
10150,(주)케이피엠테크,042040,2018,2003/01/07,199152116.0,29956876.0,-5088369.0,63.53,57.78,79.97,66.42,1.7,0.0,0.0,0.0,110.95,20.42,33.13,83.4,0.0,1332.41,104.1,117.5,111.84,37.35,45.63,35.34,34.51,-0.17,64.21,14.39,400.4
10151,(주)케이피엠테크,042040,2019,2003/01/07,162104920.0,-30406753.0,-35558801.0,-18.6,-21.38,-11.64,-15.84,-39.99,0.0,-199.04,-197.8,-199.38,-19.56,-28.53,103.02,0.0,1031.8,104.79,116.81,108.89,24.87,51.76,40.21,45.88,-1.9,60.06,10.28,374.27
10152,(주)케이피엠테크,042040,2020,2003/01/07,168590004.0,-15530615.0,-51237204.0,4.0,22.15,-36.48,19.73,30.57,0.0,0.0,0.0,-42.58,-5.96,-7.4,101.91,0.0,828.0,107.91,105.93,81.27,4.14,33.07,23.75,25.42,-2.75,66.96,8.16,227.33
10153,(주)케이피엠테크,042040,2021,2003/01/07,131546319.0,-41944003.0,-92907250.0,-21.97,-21.73,-23.0,-25.44,55.19,0.0,0.0,0.0,-116.71,-27.93,-37.15,97.68,0.0,556.67,114.06,73.66,59.4,29.59,40.22,35.52,27.46,-2.65,60.25,5.44,124.56
10154,(주)케이피케미칼,064420,2011,2002/06/21,2140279756.0,249365105.0,684502274.0,19.34,9.51,24.57,28.12,31.96,48.37,56.49,68.4,6.55,15.45,24.93,88.83,0.03,166.18,50.35,200.42,159.26,92.93,57.82,53.62,0.53,66.46,40.39,1.76,40.85
10155,(주)케이피티유,054410,2011,2002/04/25,44664421.0,626368.0,24827730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.82,-7.1,-14.75,82.42,0.0,749.98,166.23,55.84,54.14,14.39,107.7,74.25,72.27,1.45,42.48,7.5,109.88
10156,(주)케이피티유,054410,2012,2002/04/25,50076757.0,221210.0,24928122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.08,-3.76,-8.85,80.26,0.0,740.81,185.02,46.33,45.62,4.99,135.41,108.76,96.6,1.3,37.43,7.41,114.84
10157,(주)케이피티유,054410,2013,2002/04/25,,391412.0,12797112.0,,,,,,,,,,,,,,,,,,,,,,,,,
10158,(주)케이피티유,054410,2014,2002/04/25,,2545997.0,14373759.0,,,,,,,,,,,,,,,,,,,,,,,,,
10159,(주)케이피티유,054410,2015,2002/04/25,,4766976.0,17703791.0,,,,,,,,,,,,,,,,,,,,,,,,,
10160,(주)케이피티유,054410,2016,2002/04/25,,3696520.0,20359464.0,,,,,,,,,,,,,,,,,,,,,,,,,
10161,(주)케이피티유,054410,2017,2002/04/25,68247260.0,4004273.0,24509889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.03,6.21,12.92,81.95,0.0,1157.0,167.37,62.76,49.32,1.58,113.06,72.8,75.84,3.18,43.23,11.66,111.55
10162,(주)케이피티유,054410,2018,2002/04/25,65556115.0,697230.0,24114043.0,-3.94,-5.5,1.75,1.15,-4.84,-25.64,-46.1,-10.5,8.99,3.38,6.92,83.89,0.0,1171.43,157.5,54.23,48.12,4.26,103.8,85.37,50.05,2.08,45.21,11.71,105.45
10163,(주)케이피티유,054410,2019,2002/04/25,,-764474.0,23375072.0,,,,,,,,,,,,,,,,,,,,,,,,,
10164,(주)케이피티유,054410,2020,2002/04/25,,-3128230.0,20810650.0,,,,,,,,,,,,,,,,,,,,,,,,,
10165,(주)케이피티유,054410,2021,2002/04/25,,6067632.0,27018461.0,,,,,,,,,,,,,,,,,,,,,,,,,
10166,(주)케일럼,258610,2017,2017/08/22,,711877.0,7218449.0,,,,,,,,,,,,,,,,,,,,,,,,,
10167,(주)케일럼,258610,2018,2017/08/22,53906961.0,2948171.0,9647100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.95,5.21,11.74,78.25,0.07,582.5,92.97,254.98,253.27,57.03,117.73,48.93,76.14,3.08,40.93,5.98,228.52
10168,(주)케일럼,258610,2019,2017/08/22,48622782.0,-1292626.0,8408580.0,-9.8,9.92,-24.5,36.82,-12.97,-72.78,-141.71,-140.3,-5.82,-2.32,-4.14,83.02,0.05,604.97,76.44,358.81,352.19,49.65,46.9,19.64,39.53,0.52,60.18,6.05,236.17
10169,(주)케일럼,258610,2020,2017/08/22,134044456.0,-6467961.0,1820699.0,175.68,327.31,11.19,34.02,-43.87,-644.14,0.0,0.0,-76.41,-9.61,-20.49,82.47,0.0,533.33,178.21,43.94,43.28,9.92,120.95,97.27,53.91,-3.97,40.96,7.59,1119.4
10170,(주)케일럼,258610,2021,2017/08/22,94382951.0,-24259388.0,-22425753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.41,-26.58,-41.89,92.88,0.0,503.14,115.58,92.97,85.6,20.07,49.43,36.41,33.04,-2.76,58.82,6.09,169.78
10171,(주)켐온,217600,2015,2015/06/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10172,(주)켐온,217600,2016,2015/06/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10173,(주)켐온,217600,2017,2015/06/26,,-1562828.0,5710631.0,,,,,,,,,,,,,,,,,,,,,,,,,
10174,(주)켐온,217600,2018,2015/06/26,,844201.0,5994534.0,,,,,,,,,,,,,,,,,,,,,,,,,
10175,(주)켐온,217600,2019,2015/06/26,,1929996.0,9064181.0,,,,,,,,,,,,,,,,,,,,,,,,,
10176,(주)켐온,217600,2020,2015/06/26,,1920850.0,11216962.0,,,,,,,,,,,,,,,,,,,,,,,,,
10177,(주)켐온,217600,2021,2015/06/26,,4370495.0,15491688.0,,,,,,,,,,,,,,,,,,,,,,,,,
10178,(주)켐트로닉스,089010,2011,2007/01/17,169037298.0,7516750.0,31596292.0,9.14,7.72,10.63,19.75,14.62,24.81,41.37,42.87,3.85,5.62,19.56,83.21,0.0,1509.55,168.23,125.54,84.9,19.13,234.16,132.17,164.09,4.37,29.02,15.15,66.97
10179,(주)켐트로닉스,089010,2012,2007/01/17,183194327.0,16390378.0,45565322.0,8.38,-2.79,19.69,48.91,5.67,-14.95,53.04,42.03,5.54,7.86,22.07,83.44,0.0,1823.9,109.94,133.19,88.18,20.49,143.44,100.23,107.95,4.21,40.23,18.28,70.78
10180,(주)켐트로닉스,089010,2013,2007/01/17,218954005.0,25361656.0,68334894.0,19.52,41.44,1.47,24.77,26.02,56.95,50.48,58.85,6.64,10.39,24.7,83.47,0.01,2260.3,124.61,109.52,67.25,5.48,133.17,99.13,97.19,9.21,43.88,22.66,66.52
10181,(주)켐트로닉스,089010,2014,2007/01/17,222796373.0,-6651086.0,57226717.0,1.75,6.38,-3.55,-9.03,-11.48,0.0,0.0,-125.63,-1.66,-2.1,-5.22,90.89,0.02,1962.82,145.63,83.2,46.57,5.73,160.65,138.26,130.74,-1.19,39.25,19.69,75.91
10182,(주)켐트로닉스,089010,2015,2007/01/17,234894280.0,-8510237.0,49671390.0,5.43,0.51,11.66,-7.48,-4.69,0.0,0.0,0.0,-3.43,-3.98,-11.17,91.92,0.01,1732.09,158.06,103.12,55.83,11.29,196.76,134.49,167.43,-1.12,34.45,17.39,84.6
10183,(주)켐트로닉스,089010,2016,2007/01/17,226427988.0,-2283144.0,46992739.0,-3.6,5.75,-14.26,-2.27,-7.34,0.0,0.0,0.0,-2.4,-2.56,-7.67,91.34,0.0,1537.48,170.86,87.69,46.9,8.55,192.41,138.62,152.42,0.16,34.78,15.45,88.65
