,회사명,거래소코드,회계년도,상장일,자산,당기순이익(손실),미처분이익잉여금(결손금),총자본증가율,비유동자산증가율,유동자산증가율,자기자본증가율,매출액증가율,정상영업이익증가율,순이익증가율,총포괄이익증가율,매출액순이익률,총자본순이익률,자기자본순이익률,매출원가대매출액비율,광고선전비대매출액비율,유보율,비유동비율,유동비율,당좌비율,현금비율,부채비율,유동부채비율,차입금비율,이자보상배율(이자비용),유보액대비율,유보액대납입자본배율,투자집중도
1445,(주)덕신하우징,090410,2014,2014/08/01,,6965177.0,49291426.0,,,,,,,,,,,,,,,,,,,,,,,,,
1446,(주)덕신하우징,090410,2015,2014/08/01,98176729.0,2529305.0,50763149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,1.15,1.66,83.99,0.58,1634.04,67.17,199.97,148.4,17.71,43.82,38.33,25.35,33.43,66.68,16.34,85.08
1447,(주)덕신하우징,090410,2016,2014/08/01,111233520.0,-12548247.0,38214902.0,13.3,21.7,5.93,-20.27,15.96,-437.86,-1175.77,-1449.31,-10.02,-11.64,-19.87,96.0,0.83,1320.96,102.52,104.16,70.64,4.34,104.37,97.78,74.6,-15.9,47.57,13.21,80.58
1448,(주)덕신하우징,090410,2017,2014/08/01,106622625.0,6256096.0,44470997.0,-4.15,-1.92,-6.39,14.53,3.5,0.0,0.0,0.0,6.92,8.0,14.93,84.41,0.25,1518.32,87.8,123.99,86.55,7.15,71.05,67.14,42.75,9.91,57.05,15.18,80.12
1449,(주)덕신하우징,090410,2018,2014/08/01,117771912.0,7602878.0,52086026.0,10.46,3.05,18.27,15.65,7.53,29.88,-1.67,4.89,6.33,7.64,12.75,83.25,0.21,1761.84,78.24,178.77,132.71,26.01,63.37,47.62,38.13,10.37,59.93,17.62,79.99
1450,(주)덕신하우징,090410,2019,2014/08/01,117536854.0,1241045.0,52059558.0,-0.2,19.5,-18.3,0.79,10.08,-75.39,-82.66,-79.23,1.0,1.26,2.05,87.63,0.69,1776.07,92.75,128.84,81.75,18.64,61.76,53.56,33.26,2.49,60.53,17.76,66.8
1451,(주)덕신하우징,090410,2020,2014/08/01,124398992.0,-8479954.0,43579603.0,5.84,2.69,10.07,-1.13,-17.33,0.0,0.0,-532.57,-6.4,-6.52,-10.92,96.18,0.38,1522.03,96.34,153.07,127.02,26.16,73.17,50.19,46.59,-11.37,56.38,15.22,96.73
1452,(주)덕신하우징,090410,2021,2014/08/01,151309844.0,2651158.0,46230762.0,21.63,-3.45,53.08,12.83,24.11,0.0,0.0,0.0,2.3,2.55,4.61,90.24,0.04,1658.79,82.44,140.95,84.96,8.15,86.68,73.95,65.45,4.75,50.52,16.59,95.75
1453,(주)데이타솔루션,263800,2017,2017/08/03,,885540.0,6568036.0,,,,,,,,,,,,,,,,,,,,,,,,,
1454,(주)데이타솔루션,263800,2018,2017/08/03,,-3997958.0,2481742.0,,,,,,,,,,,,,,,,,,,,,,,,,
1455,(주)데이타솔루션,263800,2019,2017/08/03,,-670175.0,1528221.0,,,,,,,,,,,,,,,,,,,,,,,,,
1456,(주)데이타솔루션,263800,2020,2017/08/03,,501462.0,2029683.0,,,,,,,,,,,,,,,,,,,,,,,,,
1457,(주)데이타솔루션,263800,2021,2017/08/03,,1191274.0,3220957.0,,,,,,,,,,,,,,,,,,,,,,,,,
1458,(주)데코앤이,017680,2011,1993/09/03,114724023.0,-1232037.0,-21811554.0,-19.88,-17.04,-20.27,-6.62,51.1,0.0,0.0,0.0,-0.65,-0.96,-6.84,55.74,1.56,-23.27,81.33,113.0,44.24,8.26,556.03,508.59,4.0,0.58,-5.06,-0.23,58.94
1459,(주)데코앤이,017680,2012,1993/09/03,89097524.0,-1686433.0,-23394861.0,-22.34,-2.93,-25.08,0.44,-12.85,0.0,0.0,0.0,-1.08,-1.75,-10.19,50.61,1.59,-29.64,78.61,116.01,39.16,5.23,407.26,369.5,192.87,-1.09,-8.3,-0.3,52.21
1460,(주)데코앤이,017680,2013,1993/09/03,97539717.0,14025333.0,-9330985.0,9.48,49.1,2.21,80.06,-20.09,0.0,0.0,0.0,10.56,15.01,56.95,51.44,0.61,26.7,65.09,128.12,61.03,10.95,208.41,189.91,118.76,-1.81,6.83,0.27,71.74
1461,(주)데코앤이,017680,2014,1993/09/03,53562843.0,-6558161.0,-6705605.0,-45.09,-21.05,-51.52,-17.77,-19.24,0.0,0.0,-147.7,-6.07,-8.61,-22.57,58.21,0.73,4.18,62.5,160.09,63.21,18.53,105.97,89.62,29.53,-7.23,1.95,0.04,48.09
1462,(주)데코앤이,017680,2015,1993/09/03,54275849.0,1109511.0,-5593114.0,1.33,-7.02,4.97,22.98,-40.55,0.0,0.0,0.0,-6.84,-8.07,-15.02,46.43,2.74,6.5,47.25,184.0,63.59,21.51,69.71,66.56,28.88,-2.95,3.59,0.06,84.14
1463,(주)데코앤이,017680,2016,1993/09/03,53034331.0,-13905209.0,-19606146.0,-2.29,9.52,-6.84,7.77,-13.01,0.0,0.0,0.0,-15.66,-16.17,-26.12,52.24,2.61,0.19,48.02,209.93,99.92,49.44,53.88,50.43,21.6,-7.42,0.12,0.0,94.49
1464,(주)데코앤이,017680,2017,1993/09/03,56039766.0,-23112588.0,-42793081.0,5.67,51.83,-15.27,-16.34,-15.44,0.0,0.0,0.0,-45.45,-39.04,-67.27,52.77,1.84,-37.2,87.14,117.38,64.33,34.02,94.34,91.32,39.24,-12.04,-30.47,-0.37,102.59
1465,(주)데코앤이,017680,2018,1993/09/03,66534302.0,-9711531.0,-52557307.0,18.73,-18.19,48.74,4.16,10.19,0.0,0.0,0.0,-20.49,-17.26,-35.94,52.92,1.72,-48.52,68.44,130.31,93.29,12.6,121.53,117.47,71.96,-2.57,-42.55,-0.49,92.43
1466,(주)덱스터스튜디오,206560,2015,2015/12/22,80140075.0,4721112.0,6950873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.84,5.15,5.55,65.67,0.79,1275.85,14.06,1113.51,1113.51,726.23,8.74,8.5,3.49,8.42,85.28,12.77,298.69
1467,(주)덱스터스튜디오,206560,2016,2015/12/22,85681521.0,5069985.0,12020859.0,6.91,170.18,-17.34,6.14,21.96,-46.93,27.95,29.61,16.15,6.19,6.9,68.42,0.16,630.66,35.82,2025.35,2025.35,368.61,9.59,3.64,0.0,35.49,79.83,6.31,253.6
1468,(주)덱스터스튜디오,206560,2017,2015/12/22,89532234.0,-34407934.0,-22387075.0,4.49,61.65,-23.26,-47.76,-20.28,-1008.44,-753.21,-745.54,-134.92,-39.02,-57.46,140.54,0.02,299.91,110.74,121.02,121.02,41.61,119.02,89.47,59.35,-8.98,37.51,3.0,289.95
1469,(주)덱스터스튜디오,206560,2018,2015/12/22,80815033.0,2706201.0,-19680874.0,-9.74,-45.87,27.22,54.69,54.8,0.0,0.0,0.0,7.19,3.31,5.4,71.72,0.03,444.41,38.76,370.03,370.03,139.55,27.82,24.07,17.58,1.37,67.8,4.45,173.18
1470,(주)덱스터스튜디오,206560,2019,2015/12/22,66525819.0,-7860142.0,-27761365.0,-17.68,40.67,-43.07,-12.5,41.48,-359.16,-374.62,-374.62,-13.89,-10.46,-13.02,0.0,0.02,379.89,62.3,412.56,412.56,105.27,20.23,14.04,6.35,-22.45,70.48,3.8,79.62
1471,(주)덱스터스튜디오,206560,2020,2015/12/22,68566009.0,-3316934.0,-11397425.0,3.07,-20.07,27.95,3.56,-52.55,0.0,0.0,0.0,-11.56,-4.5,-5.4,0.0,0.0,382.32,48.09,425.45,425.45,151.35,19.68,16.83,4.01,1.62,70.74,3.83,192.08
1472,(주)덱스터스튜디오,206560,2021,2015/12/22,94721173.0,-1195678.0,-12593103.0,38.15,75.41,13.11,2.24,63.41,0.0,0.0,0.0,-1.04,-0.55,-1.63,0.0,0.0,381.56,77.54,186.51,186.51,53.37,51.99,39.91,27.35,-3.7,55.17,4.11,164.34
1473,(주)덴티스,261200,2017,2017/06/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,(주)덴티스,261200,2018,2017/06/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,(주)덴티스,261200,2019,2017/06/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,(주)덴티스,261200,2020,2017/06/26,90549111.0,-12348548.0,-7035106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.18,-15.06,-49.48,56.86,6.63,336.46,146.3,96.83,68.17,8.16,227.67,187.3,155.43,-10.94,28.36,3.48,177.87
1477,(주)덴티스,261200,2021,2017/06/26,115930873.0,-66354.0,-7101460.0,28.03,13.38,39.85,17.44,40.72,0.0,0.0,0.0,0.19,0.12,2.08,53.05,5.78,400.09,141.74,130.59,99.66,11.28,258.5,165.98,181.58,0.29,26.23,4.12,168.57
1478,(주)덴티움,145720,2017,2017/03/15,310870929.0,23893679.0,133301086.0,65.92,69.67,62.05,134.54,25.5,43.98,51.9,54.82,20.11,12.16,26.05,29.23,7.65,2825.09,99.53,153.6,117.65,54.75,91.35,59.78,59.96,96.99,56.4,28.35,177.21
1479,(주)덴티움,145720,2018,2017/03/15,436826577.0,35999953.0,167333368.0,40.52,65.07,13.9,19.92,23.68,2.16,13.93,15.27,18.39,9.16,19.25,29.81,8.61,3346.36,137.08,121.02,87.97,15.5,124.32,72.09,99.24,30.42,47.52,33.57,171.23
1480,(주)덴티움,145720,2019,2017/03/15,547106598.0,4134920.0,168954353.0,25.25,20.38,32.89,6.62,35.57,6.42,-56.83,-57.84,5.43,2.79,7.37,33.65,8.97,3554.06,155.58,129.23,91.02,16.09,164.9,84.59,131.75,8.65,40.1,35.48,199.53
1481,(주)덴티움,145720,2020,2017/03/15,510235859.0,14447582.0,183749287.0,-6.74,-1.98,-13.51,10.8,-9.04,-11.33,52.48,58.14,9.67,4.2,10.34,37.85,4.6,3915.6,137.78,101.03,72.26,19.31,123.2,84.55,95.76,4.93,47.32,39.04,202.02
1482,(주)덴티움,145720,2021,2017/03/15,570202433.0,47003025.0,227860815.0,11.75,4.75,23.05,27.28,26.89,76.49,146.11,187.52,19.04,10.27,21.29,33.74,8.44,4926.94,113.34,133.32,91.09,36.53,95.88,61.91,66.29,11.5,53.31,49.15,173.77
1483,(주)도화엔지니어링,002150,2011,2010/08/12,,17421106.0,76206790.0,,,,,,,,,,,,,,,,,,,,,,,,,
1484,(주)도화엔지니어링,002150,2012,2010/08/12,,-8718697.0,45196646.0,,,,,,,,,,,,,,,,,,,,,,,,,
1485,(주)도화엔지니어링,002150,2013,2010/08/12,,5495069.0,49999657.0,,,,,,,,,,,,,,,,,,,,,,,,,
1486,(주)도화엔지니어링,002150,2014,2010/08/12,,3052710.0,53730147.0,,,,,,,,,,,,,,,,,,,,,,,,,
1487,(주)도화엔지니어링,002150,2015,2010/08/12,,17789817.0,73117300.0,,,,,,,,,,,,,,,,,,,,,,,,,
1488,(주)도화엔지니어링,002150,2016,2010/08/12,,1263248.0,71666319.0,,,,,,,,,,,,,,,,,,,,,,,,,
1489,(주)도화엔지니어링,002150,2017,2010/08/12,328594781.0,11988962.0,78049092.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94,3.56,4.97,0.0,0.03,1298.45,91.56,127.18,127.18,40.16,39.37,37.59,1.95,79.08,66.62,12.98,72.31
1490,(주)도화엔지니어링,002150,2018,2010/08/12,375922304.0,14692592.0,95867856.0,14.4,1.84,38.46,5.5,0.88,4.76,17.77,21.57,3.43,3.92,5.69,0.0,0.03,1383.81,88.38,126.61,126.61,40.01,51.13,49.56,1.73,50.02,62.06,13.84,81.31
1491,(주)도화엔지니어링,002150,2019,2010/08/12,408972323.0,17052438.0,102205735.0,8.79,6.19,12.46,1.54,28.24,56.56,26.01,-22.65,3.37,4.43,6.93,0.0,0.04,1406.57,92.43,121.7,121.7,48.1,61.92,57.1,1.91,116.83,57.99,14.07,66.92
1492,(주)도화엔지니어링,002150,2020,2010/08/12,451680724.0,22020789.0,112499950.0,10.44,6.04,16.3,1.69,11.39,-11.3,2.62,43.45,3.1,4.15,7.0,0.0,0.04,1439.89,96.38,125.71,125.71,42.72,75.86,63.22,10.29,99.7,53.75,14.4,63.36
1493,(주)도화엔지니어링,002150,2021,2010/08/12,500216803.0,18559637.0,121669647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,3.0,5.65,0.0,0.02,1491.79,101.74,118.46,118.46,41.07,87.4,72.31,13.64,15.74,50.55,15.0,73.81
1494,(주)동구바이오제약,006620,2018,2018/02/13,,4569229.0,25454051.0,,,,,,,,,,,,,,,,,,,,,,,,,
1495,(주)동구바이오제약,006620,2019,2018/02/13,,15100532.0,41001591.0,,,,,,,,,,,,,,,,,,,,,,,,,
1496,(주)동구바이오제약,006620,2020,2018/02/13,,9140459.0,49632793.0,,,,,,,,,,,,,,,,,,,,,,,,,
1497,(주)동구바이오제약,006620,2021,2018/02/13,154786340.0,9326593.0,56969136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.01,6.03,9.32,40.42,1.26,632.03,80.85,147.6,97.69,39.1,54.59,49.96,24.26,19.58,58.12,6.32,74.8
1498,(주)동국알앤에스,075970,2011,2004/02/13,190892787.0,3058699.0,20352128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.94,4.91,85.08,0.02,318.88,137.05,86.29,40.17,3.47,136.85,115.66,98.25,1.85,32.58,3.38,105.5
1499,(주)동국알앤에스,075970,2012,2004/02/13,156072223.0,255667.0,18984206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.69,1.2,82.63,0.01,308.12,121.28,110.99,60.77,5.87,97.99,69.12,60.81,2.77,38.72,3.28,98.95
1500,(주)동국알앤에스,075970,2013,2004/02/13,147128370.0,372182.0,17727831.0,-5.73,-10.43,1.7,-2.3,-9.69,-44.88,0.0,0.0,-0.72,-0.56,-1.12,84.69,0.01,298.74,111.0,212.77,118.23,9.81,90.74,37.47,53.97,2.0,39.92,3.19,110.47
1501,(주)동국알앤에스,075970,2014,2004/02/13,141554377.0,1360795.0,16696745.0,-3.79,0.47,-9.72,0.2,-6.12,-37.79,0.0,0.0,1.62,1.24,2.44,83.94,0.02,299.56,111.2,188.96,94.22,7.94,82.98,37.99,45.83,1.58,41.65,3.2,110.55
1502,(주)동국알앤에스,075970,2015,2004/02/13,133664385.0,-3360733.0,25585277.0,-5.57,-20.34,17.31,-4.5,-10.22,-82.97,0.0,-213.19,-1.17,-0.84,-2.04,85.34,0.15,281.58,92.05,160.37,100.09,13.67,79.55,54.56,47.02,0.41,41.93,3.05,105.88
1503,(주)동국알앤에스,075970,2016,2004/02/13,125154129.0,972532.0,26760254.0,-6.37,-5.98,-6.78,2.54,-4.42,564.7,0.0,0.0,2.03,1.48,2.54,83.91,0.05,291.27,84.6,189.51,124.24,38.27,64.33,42.07,31.51,3.56,46.15,3.14,114.96
1504,(주)동국알앤에스,075970,2017,2004/02/13,126594526.0,1721370.0,27211306.0,1.15,-0.79,3.21,0.96,0.7,4.92,39.53,21.26,2.72,2.06,3.49,82.39,0.05,295.03,83.48,172.07,92.47,18.87,65.32,47.57,29.38,4.25,45.95,3.16,115.59
1505,(주)동국알앤에스,075970,2018,2004/02/13,123725551.0,2522492.0,28172912.0,-2.27,-0.98,-3.58,1.63,6.75,53.42,14.89,29.47,3.01,2.44,3.96,82.09,0.02,301.46,81.42,186.57,110.96,18.36,59.16,41.66,24.44,6.54,47.96,3.22,93.7
1506,(주)동국알앤에스,075970,2019,2004/02/13,125591075.0,1148160.0,27957027.0,1.51,0.11,2.97,1.27,0.21,-37.29,-23.21,-15.41,2.53,2.07,2.99,83.18,0.03,306.57,80.24,190.95,114.74,27.65,59.02,41.26,25.52,4.38,48.24,3.29,96.08
1507,(주)동국알앤에스,075970,2020,2004/02/13,126277576.0,1134668.0,27396173.0,0.55,-1.01,2.14,2.03,-8.3,16.01,33.49,23.85,3.4,2.52,3.93,82.14,0.02,314.8,77.85,198.31,127.95,48.26,56.73,39.77,25.14,5.86,49.23,3.38,106.31
1508,(주)동국알앤에스,075970,2021,2004/02/13,130045695.0,1634701.0,27459885.0,2.98,3.95,2.03,1.19,11.52,-34.24,0.05,39.96,2.85,2.31,3.87,83.76,0.03,319.72,81.66,150.23,72.64,16.26,62.85,54.05,39.11,4.08,47.26,3.34,96.51
1509,(주)동국에스엔씨,100130,2011,2009/08/31,304146801.0,-15103898.0,27594873.0,5.43,11.26,0.92,-6.8,10.73,0.0,0.0,0.0,-12.56,-4.96,-6.36,91.37,0.06,725.04,62.89,346.63,241.72,42.96,36.64,21.27,2.26,-118.61,68.11,7.25,196.99
1510,(주)동국에스엔씨,100130,2012,2009/08/31,282088370.0,7290399.0,34885272.0,-7.25,20.78,-31.16,2.85,19.4,0.0,0.0,0.0,4.94,2.35,3.05,87.84,0.01,747.23,73.86,653.76,512.95,88.91,23.22,7.55,2.09,21.23,75.68,7.47,132.67
1511,(주)동국에스엔씨,100130,2013,2009/08/31,300366076.0,4747647.0,35341421.0,6.48,-20.33,46.6,-0.13,0.96,242.59,-63.54,-43.27,1.78,0.86,1.1,88.95,0.03,746.22,58.92,405.67,266.47,53.63,31.37,17.86,1.46,46.79,70.98,7.46,175.61
1512,(주)동국에스엔씨,100130,2014,2009/08/31,305759984.0,10541670.0,41591594.0,1.8,34.28,-24.62,2.92,44.12,36.1,339.22,192.37,5.43,3.64,4.76,90.41,0.04,769.55,76.87,312.61,223.79,64.01,29.94,16.97,0.68,225.15,71.91,7.7,113.04
1513,(주)동국에스엔씨,100130,2015,2009/08/31,401898260.0,22606742.0,59906838.0,31.44,20.54,47.24,8.36,4.04,21.07,115.27,123.15,11.24,6.71,9.69,89.18,0.0,838.43,79.06,166.79,102.84,5.32,45.72,39.97,18.27,354.85,64.78,9.11,155.85
1514,(주)동국에스엔씨,100130,2016,2009/08/31,434605673.0,19194152.0,72970280.0,8.14,-2.7,21.0,4.48,81.69,68.31,-32.12,-27.91,4.16,3.82,6.18,85.77,0.0,878.42,73.89,172.6,104.84,14.01,51.36,44.89,16.74,21.99,62.51,9.51,98.4
1515,(주)동국에스엔씨,100130,2017,2009/08/31,438572485.0,8994399.0,74607828.0,0.91,-5.2,6.74,-0.24,-4.16,-56.05,-54.85,-64.42,1.68,1.41,2.74,90.31,0.0,876.18,70.49,181.38,126.6,32.61,53.72,45.89,17.15,6.91,61.53,9.45,105.11
1516,(주)동국에스엔씨,100130,2018,2009/08/31,399283657.0,-5862496.0,65610213.0,-8.96,0.51,-16.98,-3.55,-1.31,0.0,0.0,-213.02,-3.15,-2.73,-2.55,95.06,0.13,843.13,74.55,184.71,115.78,15.43,47.25,39.36,23.32,-2.8,64.05,8.95,100.35
1517,(주)동국에스엔씨,100130,2019,2009/08/31,400888034.0,10655364.0,71361009.0,0.4,-14.15,15.32,2.14,-12.47,0.0,0.0,0.0,2.82,2.24,3.69,87.79,0.08,862.31,62.84,201.57,130.04,23.98,45.15,40.84,17.05,7.46,65.04,9.13,115.56
1518,(주)동국에스엔씨,100130,2020,2009/08/31,396990672.0,2604970.0,68212205.0,-0.97,-2.13,-0.09,-0.62,-7.3,-24.77,-63.42,-59.58,1.28,0.95,1.34,89.37,0.08,856.63,61.8,201.08,153.76,35.05,44.43,41.1,15.01,8.47,65.35,9.08,123.39
1519,(주)동국에스엔씨,100130,2021,2009/08/31,451115064.0,17349366.0,79330225.0,13.63,-1.28,24.79,4.35,28.55,72.06,381.85,327.34,6.36,5.68,6.33,85.76,0.15,896.29,57.14,187.61,102.15,22.01,53.72,51.48,13.68,16.55,61.63,9.73,110.04
1520,(주)동남합성,023450,2011,1996/12/24,,1812404.0,3327686.0,,,,,,,,,,,,,,,,,,,,,,,,,
1521,(주)동남합성,023450,2012,1996/12/24,,3809730.0,5870746.0,,,,,,,,,,,,,,,,,,,,,,,,,
1522,(주)동남합성,023450,2013,1996/12/24,,1989502.0,6246854.0,,,,,,,,,,,,,,,,,,,,,,,,,
1523,(주)동남합성,023450,2014,1996/12/24,,2295613.0,7955616.0,,,,,,,,,,,,,,,,,,,,,,,,,
1524,(주)동남합성,023450,2015,1996/12/24,,3459736.0,11054267.0,,,,,,,,,,,,,,,,,,,,,,,,,
1525,(주)동남합성,023450,2016,1996/12/24,,7076752.0,15096983.0,,,,,,,,,,,,,,,,,,,,,,,,,
1526,(주)동남합성,023450,2017,1996/12/24,,1619704.0,7873727.0,,,,,,,,,,,,,,,,,,,,,,,,,
1527,(주)동남합성,023450,2018,1996/12/24,,5856317.0,28886070.0,,,,,,,,,,,,,,,,,,,,,,,,,
1528,(주)동남합성,023450,2019,1996/12/24,,17838941.0,41480547.0,,,,,,,,,,,,,,,,,,,,,,,,,
1529,(주)동남합성,023450,2020,1996/12/24,,9947503.0,41114713.0,,,,,,,,,,,,,,,,,,,,,,,,,
1530,(주)동남합성,023450,2021,1996/12/24,,11725985.0,38854719.0,,,,,,,,,,,,,,,,,,,,,,,,,
1531,(주)동방,004140,2011,1988/08/10,585961449.0,3104743.0,50820410.0,2.28,0.13,7.49,0.36,6.83,13.31,0.0,0.0,0.13,0.13,0.37,89.87,0.01,475.8,328.14,48.4,37.73,1.82,373.6,300.55,263.18,1.24,17.7,4.82,94.13
1532,(주)동방,004140,2012,1988/08/10,705078326.0,2080819.0,49177807.0,20.33,11.18,40.96,-0.64,5.79,-5.3,-118.52,0.0,0.14,0.14,-0.07,89.94,0.01,409.52,295.36,65.18,52.03,4.86,361.36,254.68,272.89,1.03,18.47,5.39,107.27
1533,(주)동방,004140,2013,1988/08/10,656235281.0,-17779245.0,35693893.0,-6.93,-5.0,-10.36,-19.89,2.58,-86.51,0.0,0.0,-4.12,-3.85,-22.77,93.29,0.01,308.77,323.12,60.87,47.98,6.05,394.48,281.52,293.61,0.15,16.75,4.55,95.68
1534,(주)동방,004140,2014,1988/08/10,651999177.0,-6719970.0,26440909.0,-0.65,-6.14,9.71,-15.42,-0.26,0.0,0.0,0.0,-2.24,-2.17,-14.06,93.07,0.0,246.64,347.32,58.6,46.71,8.75,462.6,367.4,332.04,-0.03,14.28,3.85,96.6
1535,(주)동방,004140,2015,1988/08/10,633221223.0,-3842823.0,13593817.0,-2.88,7.53,-19.67,-21.06,-0.61,0.0,0.0,0.0,-2.73,-2.67,-18.52,88.92,0.01,147.8,436.05,44.78,36.0,3.93,537.96,450.91,361.14,1.46,11.66,2.75,94.56
1536,(주)동방,004140,2016,1988/08/10,588528837.0,9028355.0,23167337.0,-7.06,-7.14,-6.89,76.96,-8.69,70.05,0.0,0.0,5.45,5.13,34.63,83.67,0.01,208.1,269.6,54.85,45.04,9.36,294.77,228.21,205.13,2.77,19.14,2.98,97.4
1537,(주)동방,004140,2017,1988/08/10,542475618.0,-17387664.0,5749157.0,-7.83,0.2,-25.12,-10.04,-11.99,-25.42,-170.3,-196.47,-1.85,-1.65,-9.27,87.93,0.01,177.54,317.96,41.75,37.14,6.99,328.28,264.25,240.58,1.08,16.64,2.39,96.39
1538,(주)동방,004140,2018,1988/08/10,554091662.0,3565305.0,2567211.0,2.14,4.84,-5.65,1.38,4.01,-6.53,0.0,0.0,3.0,2.88,14.67,89.0,0.01,178.26,324.34,40.24,38.33,4.65,325.61,251.69,206.83,1.02,16.8,2.44,90.9
1539,(주)동방,004140,2019,1988/08/10,628416351.0,-8598116.0,-12715999.0,13.41,5.51,38.71,-14.09,20.25,47.9,0.0,-323.77,-1.37,-1.47,-8.33,88.9,0.01,139.44,385.27,48.91,47.16,10.24,443.42,323.36,290.02,1.21,12.5,2.06,86.6
1540,(주)동방,004140,2020,1988/08/10,526822001.0,288721.0,1393029.0,-16.17,-10.58,-29.78,25.87,-6.48,17.4,0.0,0.0,2.26,2.32,12.87,87.75,0.0,158.71,341.18,50.44,48.85,5.42,351.16,218.06,232.63,1.55,13.95,1.66,73.67
1541,(주)동방,004140,2021,1988/08/10,531255658.0,-7265308.0,-6999771.0,0.84,-2.43,10.99,13.93,0.66,12.95,0.0,-153.56,-0.06,-0.07,-0.65,86.87,0.0,147.82,295.7,81.75,78.06,10.59,304.13,132.63,198.67,1.91,15.03,1.52,72.71
1542,(주)동방선기,099410,2011,2009/11/10,103028335.0,763301.0,17867538.0,-0.15,2.93,-4.5,5.97,-5.34,-26.61,-56.24,-27.73,3.68,1.98,5.01,80.33,0.0,1329.06,148.15,116.39,91.29,9.1,145.8,83.9,115.93,2.0,38.7,13.29,142.58
1543,(주)동방선기,099410,2012,2009/11/10,86442215.0,-2026220.0,14841318.0,-16.1,-2.17,-37.23,-17.2,-30.41,0.0,0.0,-415.04,-22.48,-9.16,-22.66,81.47,0.0,1056.83,175.04,74.02,56.78,9.37,149.08,100.02,135.55,-1.33,36.68,10.57,167.75
1544,(주)동방선기,099410,2013,2009/11/10,87084693.0,917473.0,14758792.0,0.74,-1.83,6.82,6.26,-37.22,0.0,0.0,0.0,-32.74,-9.15,-22.18,91.53,0.0,576.26,161.73,81.08,65.7,14.28,136.15,91.79,122.56,-3.39,36.27,5.76,253.47
1545,(주)동방선기,099410,2014,2009/11/10,77180081.0,-13097483.0,1661309.0,-11.37,-1.51,-32.8,-5.65,46.59,0.0,0.0,0.0,-4.42,-1.91,-4.39,91.54,0.0,542.9,168.82,73.84,55.17,3.75,121.83,71.79,104.29,-0.86,38.56,5.43,205.61
1546,(주)동방선기,099410,2015,2009/11/10,75844824.0,-1308497.0,352812.0,-1.73,1.44,-11.84,-0.69,26.88,0.0,0.0,0.0,-2.02,-1.19,-2.63,86.69,0.0,531.77,172.45,59.47,45.45,11.05,119.5,79.13,100.25,0.86,38.43,5.32,157.26
1547,(주)동방선기,099410,2016,2009/11/10,42231299.0,-2095537.0,-1742725.0,-44.32,-52.74,-13.47,8.1,-35.24,34.02,0.0,0.0,-7.78,-3.85,-6.32,85.99,0.0,451.69,75.39,336.02,241.67,23.63,13.06,11.21,0.0,2.64,72.41,4.52,134.88
1548,(주)동방선기,099410,2017,2009/11/10,,-3685002.0,-7853110.0,,,,,,,,,,,,,,,,,,,,,,,,,
1549,(주)동방선기,099410,2018,2009/11/10,,-2363712.0,-10216822.0,,,,,,,,,,,,,,,,,,,,,,,,,
1550,(주)동방선기,099410,2019,2009/11/10,,-979934.0,-11196755.0,,,,,,,,,,,,,,,,,,,,,,,,,
1551,(주)동방선기,099410,2020,2009/11/10,,-928782.0,-12125537.0,,,,,,,,,,,,,,,,,,,,,,,,,
1552,(주)동방선기,099410,2021,2009/11/10,,1059099.0,-11066439.0,,,,,,,,,,,,,,,,,,,,,,,,,
1553,(주)동방아그로,007590,2011,1977/06/29,149857220.0,6237688.0,102298387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,4.24,5.6,70.1,2.58,1606.98,28.57,449.7,234.47,81.74,32.57,23.13,0.0,75.46,73.29,16.13,140.66
1554,(주)동방아그로,007590,2012,1977/06/29,152438378.0,5201450.0,105205323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01,3.46,4.62,69.99,2.45,1650.39,34.79,416.49,189.53,86.76,33.67,23.74,0.0,57.01,74.01,16.57,141.35
1555,(주)동방아그로,007590,2013,1977/06/29,153398804.0,6173795.0,109140104.0,0.63,-2.82,1.84,0.61,3.6,20.28,18.75,18.75,5.74,4.1,5.47,69.22,2.53,1709.06,33.6,413.02,219.48,104.04,33.66,24.23,0.0,39.86,76.17,17.16,137.3
1556,(주)동방아그로,007590,2014,1977/06/29,161451042.0,7524310.0,114343858.0,5.25,-0.2,7.08,4.6,4.93,24.16,21.5,21.5,6.63,4.83,6.48,68.19,2.64,1786.28,32.07,398.75,227.95,132.59,34.53,25.7,0.0,1069.33,75.62,17.93,137.58
