,회사명,거래소코드,회계년도,직급명,1인평균지급액(임원),1인년간평균급여(직원)
34948,(주)종근당홀딩스,1630,2021/12,사외이사 (감사위원회 위원 제외),27000.0,120000.0
34950,(주)종근당홀딩스,1630,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",67000.0,120000.0
34952,(주)좋은사람들,33340,2011/12,등기이사,83480.0,34121.0
34954,(주)좋은사람들,33340,2012/12,등기이사,91857.0,35431.0
34957,(주)좋은사람들,33340,2013/12,등기이사,83333.0,37112.0
34960,(주)좋은사람들,33340,2014/12,등기이사,83600.0,38654.0
34964,(주)좋은사람들,33340,2015/12,등기이사,90693.0,40427.0
34967,(주)좋은사람들,33340,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",92427.0,41175.0
34969,(주)좋은사람들,33340,2016/12,사외이사 (감사위원회 위원 제외),0.0,41175.0
34972,(주)좋은사람들,33340,2017/12,사외이사 (감사위원회 위원 제외),0.0,40464.0
34974,(주)좋은사람들,33340,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",109093.0,40464.0
34975,(주)좋은사람들,33340,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",95767.0,41060.0
34978,(주)좋은사람들,33340,2018/12,사외이사 (감사위원회 위원 제외),40600.0,41060.0
34980,(주)좋은사람들,33340,2019/12,사외이사 (감사위원회 위원 제외),27484.0,45322.0
34981,(주)좋은사람들,33340,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",141127.0,45322.0
34984,(주)좋은사람들,33340,2020/12,사외이사 (감사위원회 위원 제외),21616.0,52315.0
34986,(주)좋은사람들,33340,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",99949.0,52315.0
34987,(주)좋은사람들,33340,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",41642.0,43867.0
34990,(주)좋은사람들,33340,2021/12,사외이사 (감사위원회 위원 제외),25100.0,43867.0
34992,(주)주노콜렉션,221670,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",20940.0,32000.0
34993,(주)주노콜렉션,221670,2017/12,사외이사 (감사위원회 위원 제외),0.0,32000.0
34997,(주)주노콜렉션,221670,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",54349.0,32000.0
34998,(주)주노콜렉션,221670,2018/12,사외이사 (감사위원회 위원 제외),0.0,32000.0
35000,(주)주연테크,44380,2011/12,등기이사,88000.0,24655.0
35002,(주)주연테크,44380,2012/12,등기이사,91000.0,27039.0
35005,(주)주연테크,44380,2013/12,등기이사,75000.0,25027.0
35009,(주)주연테크,44380,2014/12,등기이사,78000.0,29818.0
35013,(주)주연테크,44380,2015/12,등기이사,99032.0,30029.0
35016,(주)주연테크,44380,2016/12,사외이사 (감사위원회 위원 제외),7000.0,34644.0
35017,(주)주연테크,44380,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",40000.0,34644.0
35020,(주)주연테크,44380,2017/12,사외이사 (감사위원회 위원 제외),29113.0,33740.0
35023,(주)주연테크,44380,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",0.0,33740.0
35024,(주)주연테크,44380,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",3846.0,32203.0
35026,(주)주연테크,44380,2018/12,사외이사 (감사위원회 위원 제외),23250.0,32203.0
35028,(주)주연테크,44380,2019/12,사외이사 (감사위원회 위원 제외),21000.0,32600.0
35031,(주)주연테크,44380,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",55051.0,32600.0
35032,(주)주연테크,44380,2020/12,사외이사 (감사위원회 위원 제외),21000.0,35154.0
35034,(주)주연테크,44380,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",40209.0,35154.0
35037,(주)주연테크,44380,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",45365.0,41918.0
35038,(주)주연테크,44380,2021/12,사외이사 (감사위원회 위원 제외),0.0,41918.0
35042,(주)중앙건설,15110,2011/12,등기이사,221000.0,40000.0
35044,(주)중앙디앤엠,51980,2011/12,등기이사,145457.0,41470.0
35048,(주)중앙디앤엠,51980,2012/12,등기이사,140130.0,47886.0
35051,(주)중앙디앤엠,51980,2013/12,등기이사,115315.0,56747.0
35056,(주)중앙디앤엠,51980,2014/12,등기이사,116268.0,59040.0
35058,(주)중앙디앤엠,51980,2015/12,등기이사,33266.0,33856.0
35061,(주)중앙디앤엠,51980,2016/12,사외이사 (감사위원회 위원 제외),7173.0,26938.0
35062,(주)중앙디앤엠,51980,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",19384.0,26938.0
35066,(주)중앙디앤엠,51980,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",14789.0,9103.0
35067,(주)중앙디앤엠,51980,2017/12,사외이사 (감사위원회 위원 제외),15000.0,9103.0
35070,(주)중앙디앤엠,51980,2018/12,사외이사 (감사위원회 위원 제외),15000.0,29902.0
35071,(주)중앙디앤엠,51980,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",98211.0,29902.0
35075,(주)중앙디앤엠,51980,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",23869.0,24786.0
35076,(주)중앙디앤엠,51980,2019/12,사외이사 (감사위원회 위원 제외),0.0,24786.0
35077,(주)중앙디앤엠,51980,2020/12,사외이사 (감사위원회 위원 제외),0.0,34357.0
35078,(주)중앙디앤엠,51980,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",54832.0,34357.0
35082,(주)중앙디앤엠,51980,2021/12,사외이사 (감사위원회 위원 제외),6666.0,30996.0
35084,(주)중앙디앤엠,51980,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",35184.0,30996.0
35085,(주)중앙백신연구소,72020,2011/12,등기이사,85000.0,31000.0
35088,(주)중앙백신연구소,72020,2012/12,등기이사,83000.0,33000.0
35089,(주)중앙백신연구소,72020,2013/12,등기이사,83000.0,36000.0
35093,(주)중앙백신연구소,72020,2014/12,등기이사,264000.0,35000.0
35099,(주)중앙백신연구소,72020,2015/12,등기이사,90000.0,38000.0
35101,(주)중앙백신연구소,72020,2016/12,사외이사 (감사위원회 위원 제외),0.0,42000.0
35104,(주)중앙백신연구소,72020,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",127088.0,42000.0
35105,(주)중앙백신연구소,72020,2017/12,사외이사 (감사위원회 위원 제외),0.0,42000.0
35108,(주)중앙백신연구소,72020,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",119000.0,42000.0
35109,(주)중앙백신연구소,72020,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",136000.0,45000.0
35110,(주)중앙백신연구소,72020,2018/12,사외이사 (감사위원회 위원 제외),0.0,45000.0
35113,(주)중앙백신연구소,72020,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",164000.0,49000.0
35115,(주)중앙백신연구소,72020,2019/12,사외이사 (감사위원회 위원 제외),0.0,49000.0
35118,(주)중앙백신연구소,72020,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",226000.0,49000.0
35120,(주)중앙백신연구소,72020,2020/12,사외이사 (감사위원회 위원 제외),0.0,49000.0
35122,(주)중앙백신연구소,72020,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",236000.0,49000.0
35124,(주)중앙백신연구소,72020,2021/12,사외이사 (감사위원회 위원 제외),24000.0,49000.0
35125,(주)중앙에너비스,440,2011/09,등기이사,377274.0,28160.0
35128,(주)중앙에너비스,440,2012/09,등기이사,570900.0,30232.0
35130,(주)중앙에너비스,440,2014/09,등기이사,413209.0,32417.0
35137,(주)중앙에너비스,440,2014/12,등기이사,105710.0,37768.0
35141,(주)중앙에너비스,440,2015/12,등기이사,422840.0,34880.0
35143,(주)중앙에너비스,440,2016/12,사외이사 (감사위원회 위원 제외),0.0,35940.0
35144,(주)중앙에너비스,440,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",429887.0,35940.0
35146,(주)중앙에너비스,440,2017/12,사외이사 (감사위원회 위원 제외),0.0,36610.0
35148,(주)중앙에너비스,440,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",428125.0,36610.0
35152,(주)중앙에너비스,440,2018/12,사외이사 (감사위원회 위원 제외),0.0,35908.0
35153,(주)중앙에너비스,440,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",447830.0,35908.0
35154,(주)중앙에너비스,440,2019/12,사외이사 (감사위원회 위원 제외),0.0,40298.0
35155,(주)중앙에너비스,440,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",460660.0,40298.0
35159,(주)중앙에너비스,440,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",462160.0,38333.0
35161,(주)중앙에너비스,440,2020/12,사외이사 (감사위원회 위원 제외),0.0,38333.0
35164,(주)중앙에너비스,440,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",502660.0,40873.0
35165,(주)중앙에너비스,440,2021/12,사외이사 (감사위원회 위원 제외),0.0,40873.0
35168,(주)지노믹트리,228760,2019/12,사외이사 (감사위원회 위원 제외),0.0,46000.0
35169,(주)지노믹트리,228760,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",196000.0,46000.0
35171,(주)지노믹트리,228760,2020/12,사외이사 (감사위원회 위원 제외),0.0,49000.0
35173,(주)지노믹트리,228760,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",195000.0,49000.0
35174,(주)지노믹트리,228760,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",205000.0,44000.0
35177,(주)지노믹트리,228760,2021/12,사외이사 (감사위원회 위원 제외),0.0,44000.0
35179,(주)지놈앤컴퍼니,314130,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",68000.0,52000.0
35180,(주)지놈앤컴퍼니,314130,2020/12,사외이사 (감사위원회 위원 제외),16000.0,52000.0
35183,(주)지놈앤컴퍼니,314130,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",532000.0,62000.0
35184,(주)지놈앤컴퍼니,314130,2021/12,사외이사 (감사위원회 위원 제외),0.0,62000.0
35188,(주)지누스,13890,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",636000.0,57000.0
35189,(주)지누스,13890,2019/12,사외이사 (감사위원회 위원 제외),48000.0,57000.0
35190,(주)지누스,13890,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",597000.0,186000.0
35193,(주)지누스,13890,2020/12,사외이사 (감사위원회 위원 제외),45000.0,186000.0
35194,(주)지누스,13890,2021/12,사외이사 (감사위원회 위원 제외),0.0,109000.0
35196,(주)지누스,13890,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",388000.0,109000.0
35199,(주)지니뮤직,43610,2011/12,등기이사,51000.0,31000.0
35201,(주)지니뮤직,43610,2012/12,등기이사,70000.0,32000.0
35204,(주)지니뮤직,43610,2013/12,등기이사,26000.0,33000.0
35211,(주)지니뮤직,43610,2014/12,등기이사,30000.0,36000.0
35215,(주)지니뮤직,43610,2015/12,등기이사,74000.0,45000.0
35216,(주)지니뮤직,43610,2016/12,사외이사 (감사위원회 위원 제외),12000.0,43000.0
35218,(주)지니뮤직,43610,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",179000.0,43000.0
35221,(주)지니뮤직,43610,2017/12,사외이사 (감사위원회 위원 제외),0.0,49000.0
35223,(주)지니뮤직,43610,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",145000.0,49000.0
35225,(주)지니뮤직,43610,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",68000.0,38000.0
35226,(주)지니뮤직,43610,2018/12,사외이사 (감사위원회 위원 제외),0.0,38000.0
35229,(주)지니뮤직,43610,2019/12,사외이사 (감사위원회 위원 제외),0.0,53000.0
35230,(주)지니뮤직,43610,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",83000.0,53000.0
35234,(주)지니뮤직,43610,2020/12,사외이사 (감사위원회 위원 제외),0.0,59000.0
35235,(주)지니뮤직,43610,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",66000.0,59000.0
35237,(주)지니뮤직,43610,2021/12,사외이사 (감사위원회 위원 제외),0.0,55000.0
35239,(주)지니뮤직,43610,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",55000.0,55000.0
35242,(주)지니틱스,303030,2018/12,사외이사 (감사위원회 위원 제외),1200.0,0.0
35243,(주)지니틱스,303030,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",2000.0,0.0
35246,(주)지니틱스,303030,2019/12,사외이사 (감사위원회 위원 제외),36000.0,78000.0
35247,(주)지니틱스,303030,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",254000.0,78000.0
35248,(주)지니틱스,303030,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",288000.0,68000.0
35249,(주)지니틱스,303030,2020/12,사외이사 (감사위원회 위원 제외),36000.0,68000.0
35253,(주)지니틱스,303030,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",330000.0,70000.0
35255,(주)지니틱스,303030,2021/12,사외이사 (감사위원회 위원 제외),36000.0,70000.0
35256,(주)지디,155960,2013/12,등기이사,182157.0,32000.0
35262,(주)지디,155960,2014/12,등기이사,242167.0,39515.0
35267,(주)지디,155960,2015/12,등기이사,220717.0,34896.0
35268,(주)지디,155960,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",211845.0,37183.0
35269,(주)지디,155960,2016/12,사외이사 (감사위원회 위원 제외),12000.0,37183.0
35272,(주)지디,155960,2017/12,사외이사 (감사위원회 위원 제외),12000.0,33336.0
35274,(주)지디,155960,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",211845.0,33336.0
35278,(주)지란지교시큐리티,208350,2014/12,등기이사,0.0,18000.0
35280,(주)지란지교시큐리티,208350,2015/12,등기이사,0.0,18000.0
35284,(주)지란지교시큐리티,208350,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",178366.0,42399.0
35287,(주)지란지교시큐리티,208350,2016/12,사외이사 (감사위원회 위원 제외),14563.0,42399.0
35288,(주)지란지교시큐리티,208350,2017/12,사외이사 (감사위원회 위원 제외),6276.0,41985.0
35289,(주)지란지교시큐리티,208350,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",146569.0,41985.0
35293,(주)지란지교시큐리티,208350,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",124972.0,46833.0
35294,(주)지란지교시큐리티,208350,2018/12,사외이사 (감사위원회 위원 제외),6173.0,46833.0
35298,(주)지란지교시큐리티,208350,2019/12,사외이사 (감사위원회 위원 제외),6614.0,47415.0
35299,(주)지란지교시큐리티,208350,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",144039.0,47415.0
35301,(주)지란지교시큐리티,208350,2020/12,사외이사 (감사위원회 위원 제외),6164.0,48376.0
35302,(주)지란지교시큐리티,208350,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",134242.0,48376.0
35304,(주)지란지교시큐리티,208350,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",137200.0,52999.0
35307,(주)지란지교시큐리티,208350,2021/12,사외이사 (감사위원회 위원 제외),12456.0,52999.0
35311,(주)지성이씨에스,138290,2015/12,등기이사,134287.0,54871.0
35313,(주)지성이씨에스,138290,2016/12,사외이사 (감사위원회 위원 제외),0.0,39777.0
35315,(주)지성이씨에스,138290,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",113620.0,39777.0
35316,(주)지성이씨에스,138290,2017/12,사외이사 (감사위원회 위원 제외),0.0,40437.0
35317,(주)지성이씨에스,138290,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",113952.0,40437.0
35322,(주)지씨셀,144510,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",225000.0,37049.0
35323,(주)지씨셀,144510,2016/12,사외이사 (감사위원회 위원 제외),24000.0,37049.0
35326,(주)지씨셀,144510,2017/12,사외이사 (감사위원회 위원 제외),24000.0,37000.0
35327,(주)지씨셀,144510,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",227000.0,37000.0
35328,(주)지씨셀,144510,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",157000.0,39000.0
35331,(주)지씨셀,144510,2018/12,사외이사 (감사위원회 위원 제외),24000.0,39000.0
35334,(주)지씨셀,144510,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",182000.0,39000.0
35335,(주)지씨셀,144510,2019/12,사외이사 (감사위원회 위원 제외),24000.0,39000.0
35336,(주)지씨셀,144510,2020/12,사외이사 (감사위원회 위원 제외),24000.0,46000.0
35338,(주)지씨셀,144510,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",224000.0,46000.0
35342,(주)지씨셀,144510,2021/12,사외이사 (감사위원회 위원 제외),17000.0,37000.0
35343,(주)지씨셀,144510,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",270000.0,37000.0
35344,(주)지아이바이오,35450,2011/12,등기이사,50000.0,31562.0
35347,(주)지아이바이오,35450,2012/12,이사,85000.0,34450.0
35349,(주)지아이텍,382480,2021/12,사외이사 (감사위원회 위원 제외),9000.0,43151.0
35351,(주)지아이텍,382480,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",330158.0,43151.0
35352,(주)지앤비에스엔지니어링,382800,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",266269.0,50504.0
35355,(주)지앤비에스엔지니어링,382800,2021/12,사외이사 (감사위원회 위원 제외),13444.0,50504.0
35356,(주)지앤에스티,36920,2011/12,등기이사,90000.0,23085.0
35359,(주)지앤에스티,36920,2012/12,등기이사,47190.0,34158.0
35361,(주)지어소프트,51160,2011/12,등기이사,228000.0,37794.0
35364,(주)지어소프트,51160,2012/12,등기이사,108000.0,32812.0
35366,(주)지어소프트,51160,2013/12,등기이사,109000.0,35886.0
35370,(주)지어소프트,51160,2014/12,등기이사,43000.0,34348.0
35376,(주)지어소프트,51160,2015/12,등기이사,81000.0,39000.0
35379,(주)지어소프트,51160,2016/12,사외이사 (감사위원회 위원 제외),0.0,37370.0
35380,(주)지어소프트,51160,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",29000.0,37370.0
35382,(주)지어소프트,51160,2017/12,사외이사 (감사위원회 위원 제외),0.0,41358.0
35384,(주)지어소프트,51160,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",51000.0,41358.0
35386,(주)지어소프트,51160,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",123000.0,43000.0
35388,(주)지어소프트,51160,2018/12,사외이사 (감사위원회 위원 제외),0.0,43000.0
35391,(주)지어소프트,51160,2019/12,사외이사 (감사위원회 위원 제외),0.0,46000.0
35392,(주)지어소프트,51160,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",116693.0,46000.0
35396,(주)지어소프트,51160,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",117666.0,36000.0
35397,(주)지어소프트,51160,2020/12,사외이사 (감사위원회 위원 제외),0.0,36000.0
35398,(주)지어소프트,51160,2021/12,사외이사 (감사위원회 위원 제외),0.0,36000.0
35399,(주)지어소프트,51160,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",75000.0,36000.0
35403,(주)지에스,78930,2011/12,등기이사,1571000.0,69000.0
35406,(주)지에스,78930,2012/12,등기이사,916000.0,64000.0
35409,(주)지에스,78930,2013/12,등기이사,1080000.0,73000.0
35412,(주)지에스,78930,2014/12,등기이사,1104000.0,64000.0
35416,(주)지에스,78930,2015/12,등기이사,1593000.0,69000.0
35420,(주)지에스,78930,2016/12,사외이사 (감사위원회 위원 제외),72000.0,79000.0
35423,(주)지에스,78930,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",2392000.0,79000.0
35425,(주)지에스,78930,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",2444000.0,91000.0
35427,(주)지에스,78930,2017/12,사외이사 (감사위원회 위원 제외),72000.0,91000.0
35428,(주)지에스,78930,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",2626000.0,98000.0
35429,(주)지에스,78930,2018/12,사외이사 (감사위원회 위원 제외),72000.0,98000.0
35433,(주)지에스,78930,2019/12,사외이사 (감사위원회 위원 제외),72000.0,146000.0
35435,(주)지에스,78930,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",1756000.0,146000.0
35436,(주)지에스,78930,2020/12,사외이사 (감사위원회 위원 제외),72000.0,126000.0
35438,(주)지에스,78930,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",3436000.0,126000.0
35440,(주)지에스,78930,2021/12,사외이사 (감사위원회 위원 제외),72000.0,113000.0
35441,(주)지에스,78930,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",1344000.0,113000.0
35444,(주)지에스글로벌,1250,2011/12,등기이사,401000.0,48000.0
35446,(주)지에스글로벌,1250,2012/12,등기이사,363000.0,49000.0
35450,(주)지에스글로벌,1250,2013/12,등기이사,321000.0,55000.0
35452,(주)지에스글로벌,1250,2014/12,등기이사,152000.0,54885.0
35459,(주)지에스글로벌,1250,2015/12,등기이사,169000.0,62000.0
35460,(주)지에스글로벌,1250,2016/12,사외이사 (감사위원회 위원 제외),0.0,66000.0
35462,(주)지에스글로벌,1250,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",208000.0,66000.0
35465,(주)지에스글로벌,1250,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",224000.0,71000.0
35467,(주)지에스글로벌,1250,2017/12,사외이사 (감사위원회 위원 제외),0.0,71000.0
35469,(주)지에스글로벌,1250,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",350000.0,74000.0
35470,(주)지에스글로벌,1250,2018/12,사외이사 (감사위원회 위원 제외),0.0,74000.0
35474,(주)지에스글로벌,1250,2019/12,사외이사 (감사위원회 위원 제외),0.0,76000.0
35475,(주)지에스글로벌,1250,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",201000.0,76000.0
35476,(주)지에스글로벌,1250,2020/12,사외이사 (감사위원회 위원 제외),0.0,74000.0
35478,(주)지에스글로벌,1250,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",243000.0,74000.0
35481,(주)지에스글로벌,1250,2021/12,사외이사 (감사위원회 위원 제외),0.0,79000.0
35482,(주)지에스글로벌,1250,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",204000.0,79000.0
35484,(주)지에스리테일,7070,2011/12,등기이사,592000.0,42000.0
35489,(주)지에스리테일,7070,2012/12,등기이사,444000.0,31000.0
35491,(주)지에스리테일,7070,2013/12,등기이사,504000.0,36000.0
35495,(주)지에스리테일,7070,2014/12,등기이사,791000.0,37000.0
35501,(주)지에스리테일,7070,2015/12,등기이사,869000.0,38000.0
35503,(주)지에스리테일,7070,2016/12,사외이사 (감사위원회 위원 제외),60000.0,36000.0
35504,(주)지에스리테일,7070,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",3005000.0,36000.0
35507,(주)지에스리테일,7070,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",845000.0,40000.0
35509,(주)지에스리테일,7070,2017/12,사외이사 (감사위원회 위원 제외),64000.0,40000.0
35512,(주)지에스리테일,7070,2018/12,사외이사 (감사위원회 위원 제외),64000.0,50000.0
35513,(주)지에스리테일,7070,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",462000.0,50000.0
35515,(주)지에스리테일,7070,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",767000.0,53000.0
35516,(주)지에스리테일,7070,2019/12,사외이사 (감사위원회 위원 제외),64000.0,53000.0
35519,(주)지에스리테일,7070,2020/12,사외이사 (감사위원회 위원 제외),64000.0,51000.0
35521,(주)지에스리테일,7070,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",878000.0,51000.0
35522,(주)지에스리테일,7070,2021/12,사외이사 (감사위원회 위원 제외),65000.0,61000.0
35524,(주)지에스리테일,7070,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",894000.0,61000.0
35527,(주)지에스이,53050,2011/12,등기이사,126204.0,62329.0
35529,(주)지에스이,53050,2012/12,등기이사,149372.0,65940.0
35533,(주)지에스이,53050,2013/12,등기이사,169141.0,70922.0
35538,(주)지에스이,53050,2014/12,등기이사,235792.0,69713.0
35542,(주)지에스이,53050,2015/12,등기이사,260288.0,76815.0
35545,(주)지에스이,53050,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",276769.0,68900.0
35546,(주)지에스이,53050,2016/12,사외이사 (감사위원회 위원 제외),22944.0,68900.0
35547,(주)지에스이,53050,2017/12,사외이사 (감사위원회 위원 제외),43337.0,71390.0
35548,(주)지에스이,53050,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",215898.0,71390.0
35553,(주)지에스이,53050,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",374302.0,68710.0
35554,(주)지에스이,53050,2018/12,사외이사 (감사위원회 위원 제외),45605.0,68710.0
35555,(주)지에스이,53050,2019/12,사외이사 (감사위원회 위원 제외),31849.0,75335.0
35556,(주)지에스이,53050,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",389846.0,75335.0
35560,(주)지에스이,53050,2020/12,사외이사 (감사위원회 위원 제외),18600.0,70127.0
35562,(주)지에스이,53050,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",416828.0,70127.0
35563,(주)지에스이,53050,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",437791.0,76041.0
35564,(주)지에스이,53050,2021/12,사외이사 (감사위원회 위원 제외),16200.0,76041.0
35568,(주)지에스홈쇼핑,28150,2011/12,등기이사,350000.0,46000.0
35570,(주)지에스홈쇼핑,28150,2012/12,등기이사,541000.0,45000.0
35572,(주)지에스홈쇼핑,28150,2013/12,등기이사,347000.0,50000.0
35577,(주)지에스홈쇼핑,28150,2014/12,등기이사,416000.0,53000.0
35580,(주)지에스홈쇼핑,28150,2015/12,등기이사,391000.0,53000.0
35583,(주)지에스홈쇼핑,28150,2016/12,사외이사 (감사위원회 위원 제외),0.0,56000.0
35585,(주)지에스홈쇼핑,28150,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",298000.0,56000.0
35587,(주)지에스홈쇼핑,28150,2017/12,사외이사 (감사위원회 위원 제외),0.0,55000.0
35589,(주)지에스홈쇼핑,28150,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",455000.0,55000.0
35591,(주)지에스홈쇼핑,28150,2018/12,사외이사 (감사위원회 위원 제외),0.0,59000.0
35592,(주)지에스홈쇼핑,28150,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",382000.0,59000.0
35597,(주)지에스홈쇼핑,28150,2019/12,사외이사 (감사위원회 위원 제외),0.0,64000.0
35598,(주)지에스홈쇼핑,28150,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",608000.0,64000.0
35599,(주)지에스홈쇼핑,28150,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",915000.0,66703.0
35602,(주)지에스홈쇼핑,28150,2020/12,사외이사 (감사위원회 위원 제외),0.0,66703.0
35606,(주)지엔씨에너지,119850,2013/12,등기이사,107000.0,41000.0
35609,(주)지엔씨에너지,119850,2014/12,등기이사,456000.0,52600.0
35612,(주)지엔씨에너지,119850,2015/12,등기이사,118356.0,38400.0
35615,(주)지엔씨에너지,119850,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",132484.0,41198.0
35618,(주)지엔씨에너지,119850,2016/12,사외이사 (감사위원회 위원 제외),38000.0,41198.0
35621,(주)지엔씨에너지,119850,2017/12,사외이사 (감사위원회 위원 제외),45450.0,49089.0
35622,(주)지엔씨에너지,119850,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",131429.0,49089.0
35623,(주)지엔씨에너지,119850,2018/12,사외이사 (감사위원회 위원 제외),38000.0,44151.0
35624,(주)지엔씨에너지,119850,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",118164.0,44151.0
35629,(주)지엔씨에너지,119850,2019/12,사외이사 (감사위원회 위원 제외),38500.0,49037.0
35630,(주)지엔씨에너지,119850,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",138558.0,49037.0
