,회사명,거래소코드,회계년도,직급명,1인평균지급액(임원),1인년간평균급여(직원)
7418,(주)디에이피,66900,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",304000.0,38000.0
7420,(주)디에이피,66900,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",304000.0,37000.0
7421,(주)디에이피,66900,2019/12,사외이사 (감사위원회 위원 제외),7000.0,37000.0
7424,(주)디에이피,66900,2020/12,사외이사 (감사위원회 위원 제외),12000.0,37000.0
7426,(주)디에이피,66900,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",304000.0,37000.0
7428,(주)디에이피,66900,2021/12,사외이사 (감사위원회 위원 제외),12000.0,39000.0
7431,(주)디에이피,66900,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",305000.0,39000.0
7432,(주)디엔에이링크,127120,2011/12,등기이사,127000.0,34400.0
7435,(주)디엔에이링크,127120,2012/12,등기이사,174320.0,31050.0
7438,(주)디엔에이링크,127120,2013/12,등기이사,206655.0,40340.0
7441,(주)디엔에이링크,127120,2014/12,등기이사,152585.0,39512.0
7447,(주)디엔에이링크,127120,2015/12,등기이사,195483.0,41046.0
7449,(주)디엔에이링크,127120,2016/12,사외이사 (감사위원회 위원 제외),12000.0,37117.0
7451,(주)디엔에이링크,127120,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",220755.0,37117.0
7453,(주)디엔에이링크,127120,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",160099.0,35700.0
7456,(주)디엔에이링크,127120,2017/12,사외이사 (감사위원회 위원 제외),12000.0,35700.0
7458,(주)디엔에이링크,127120,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",223330.0,38138.0
7460,(주)디엔에이링크,127120,2018/12,사외이사 (감사위원회 위원 제외),12000.0,38138.0
7462,(주)디엔에이링크,127120,2019/12,사외이사 (감사위원회 위원 제외),12000.0,32118.0
7463,(주)디엔에이링크,127120,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",215168.0,32118.0
7465,(주)디엔에이링크,127120,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",191446.0,34333.0
7466,(주)디엔에이링크,127120,2020/12,사외이사 (감사위원회 위원 제외),12000.0,34333.0
7469,(주)디엔에이링크,127120,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",197743.0,36289.0
7471,(주)디엔에이링크,127120,2021/12,사외이사 (감사위원회 위원 제외),12000.0,36289.0
7475,(주)디엔에프,92070,2011/12,등기이사,174242.0,31755.0
7478,(주)디엔에프,92070,2012/12,등기이사,153872.0,34243.0
7479,(주)디엔에프,92070,2013/12,등기이사,124523.0,36940.0
7486,(주)디엔에프,92070,2014/12,등기이사,118000.0,45054.0
7490,(주)디엔에프,92070,2015/12,등기이사,261000.0,43331.0
7491,(주)디엔에프,92070,2016/12,사외이사 (감사위원회 위원 제외),6000.0,42569.0
7494,(주)디엔에프,92070,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",371000.0,42569.0
7496,(주)디엔에프,92070,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",322000.0,46979.0
7498,(주)디엔에프,92070,2017/12,사외이사 (감사위원회 위원 제외),0.0,46979.0
7500,(주)디엔에프,92070,2018/12,사외이사 (감사위원회 위원 제외),9000.0,48925.0
7502,(주)디엔에프,92070,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",300000.0,48925.0
7504,(주)디엔에프,92070,2019/12,사외이사 (감사위원회 위원 제외),12000.0,46661.0
7506,(주)디엔에프,92070,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",420000.0,46661.0
7508,(주)디엔에프,92070,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",465000.0,53556.0
7510,(주)디엔에프,92070,2020/12,사외이사 (감사위원회 위원 제외),12000.0,53556.0
7513,(주)디엔에프,92070,2021/12,사외이사 (감사위원회 위원 제외),8000.0,51983.0
7514,(주)디엔에프,92070,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",468000.0,51983.0
7515,(주)디엔오토모티브,7340,2011/12,등기이사,147000.0,27231.0
7520,(주)디엔오토모티브,7340,2012/12,등기이사,152667.0,28917.0
7524,(주)디엔오토모티브,7340,2013/12,등기이사,162167.0,35379.0
7527,(주)디엔오토모티브,7340,2014/12,등기이사,162173.0,36590.0
7529,(주)디엔오토모티브,7340,2015/12,등기이사,172667.0,44454.0
7533,(주)디엔오토모티브,7340,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",173334.0,41939.0
7534,(주)디엔오토모티브,7340,2016/12,사외이사 (감사위원회 위원 제외),45000.0,41939.0
7537,(주)디엔오토모티브,7340,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",150915.0,47203.0
7538,(주)디엔오토모티브,7340,2017/12,사외이사 (감사위원회 위원 제외),25000.0,47203.0
7541,(주)디엔오토모티브,7340,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",156251.0,48855.0
7544,(주)디엔오토모티브,7340,2018/12,사외이사 (감사위원회 위원 제외),62500.0,48855.0
7546,(주)디엔오토모티브,7340,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",168751.0,50058.0
7547,(주)디엔오토모티브,7340,2019/12,사외이사 (감사위원회 위원 제외),65001.0,50058.0
7550,(주)디엔오토모티브,7340,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",154501.0,46086.0
7552,(주)디엔오토모티브,7340,2020/12,사외이사 (감사위원회 위원 제외),52250.0,46086.0
7553,(주)디엔오토모티브,7340,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",274306.0,42387.0
7554,(주)디엔오토모티브,7340,2021/12,사외이사 (감사위원회 위원 제외),48000.0,42387.0
7559,(주)디엠에스,68790,2011/12,등기이사,128000.0,47472.0
7560,(주)디엠에스,68790,2012/12,등기이사,186000.0,65301.0
7566,(주)디엠에스,68790,2013/12,등기이사,176000.0,45000.0
7570,(주)디엠에스,68790,2014/12,등기이사,213000.0,45000.0
7572,(주)디엠에스,68790,2015/12,등기이사,262000.0,57000.0
7575,(주)디엠에스,68790,2016/12,사외이사 (감사위원회 위원 제외),24000.0,67200.0
7577,(주)디엠에스,68790,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",345000.0,67200.0
7579,(주)디엠에스,68790,2017/12,사외이사 (감사위원회 위원 제외),24000.0,58000.0
7580,(주)디엠에스,68790,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",354000.0,58000.0
7583,(주)디엠에스,68790,2018/12,사외이사 (감사위원회 위원 제외),24000.0,60000.0
7584,(주)디엠에스,68790,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",245000.0,60000.0
7587,(주)디엠에스,68790,2019/12,사외이사 (감사위원회 위원 제외),24000.0,66000.0
7590,(주)디엠에스,68790,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",284000.0,66000.0
7591,(주)디엠에스,68790,2020/12,사외이사 (감사위원회 위원 제외),12000.0,64000.0
7593,(주)디엠에스,68790,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",196000.0,64000.0
7595,(주)디엠에스,68790,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",253000.0,66000.0
7597,(주)디엠에스,68790,2021/12,사외이사 (감사위원회 위원 제외),24000.0,66000.0
7599,(주)디오,39840,2011/12,등기이사,280000.0,36666.0
7602,(주)디오,39840,2012/12,등기이사,363000.0,39184.0
7604,(주)디오,39840,2013/12,등기이사,363000.0,35122.0
7608,(주)디오,39840,2014/12,등기이사,156662.0,36897.0
7615,(주)디오,39840,2015/12,등기이사,136259.0,40264.0
7617,(주)디오,39840,2016/12,사외이사 (감사위원회 위원 제외),0.0,32535.0
7619,(주)디오,39840,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",238679.0,32535.0
7621,(주)디오,39840,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",238334.0,33265.0
7623,(주)디오,39840,2017/12,사외이사 (감사위원회 위원 제외),0.0,33265.0
7626,(주)디오,39840,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",211000.0,37719.0
7627,(주)디오,39840,2018/12,사외이사 (감사위원회 위원 제외),18000.0,37719.0
7628,(주)디오,39840,2019/12,사외이사 (감사위원회 위원 제외),25542.0,38223.0
7631,(주)디오,39840,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",249708.0,38223.0
7634,(주)디오,39840,2020/12,사외이사 (감사위원회 위원 제외),24000.0,44949.0
7635,(주)디오,39840,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",360133.0,44949.0
7637,(주)디오,39840,2021/12,사외이사 (감사위원회 위원 제외),24000.0,48335.0
7639,(주)디오,39840,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",600000.0,48335.0
7641,(주)디와이디,219550,2015/12,등기이사,4000.0,0.0
7644,(주)디와이디,219550,2016/12,사외이사 (감사위원회 위원 제외),6000.0,0.0
7646,(주)디와이디,219550,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",12000.0,0.0
7649,(주)디와이디,219550,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",151201.0,28277.0
7650,(주)디와이디,219550,2017/12,사외이사 (감사위원회 위원 제외),15000.0,28277.0
7653,(주)디와이디,219550,2018/12,사외이사 (감사위원회 위원 제외),10667.0,34893.0
7655,(주)디와이디,219550,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",108027.0,34893.0
7657,(주)디와이디,219550,2019/12,사외이사 (감사위원회 위원 제외),24000.0,34067.0
7659,(주)디와이디,219550,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",93334.0,34067.0
7661,(주)디와이디,219550,2020/12,사외이사 (감사위원회 위원 제외),20750.0,43876.0
7662,(주)디와이디,219550,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",129890.0,43876.0
7665,(주)디와이디,219550,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",28000.0,49429.0
7667,(주)디와이디,219550,2021/12,사외이사 (감사위원회 위원 제외),9000.0,49429.0
7669,(주)디이엔티,79810,2011/12,등기이사,198619.0,30301.0
7670,(주)디이엔티,79810,2012/12,등기이사,186161.0,29716.0
7675,(주)디이엔티,79810,2013/12,등기이사,174008.0,36164.0
7677,(주)디이엔티,79810,2014/12,등기이사,165529.0,38529.0
7681,(주)디이엔티,79810,2015/12,등기이사,174744.0,39670.0
7685,(주)디이엔티,79810,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",178255.0,35082.0
7686,(주)디이엔티,79810,2016/12,사외이사 (감사위원회 위원 제외),12000.0,35082.0
7688,(주)디이엔티,79810,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",141970.0,35887.0
7690,(주)디이엔티,79810,2017/12,사외이사 (감사위원회 위원 제외),12000.0,35887.0
7692,(주)디이엔티,79810,2018/12,사외이사 (감사위원회 위원 제외),12000.0,46390.0
7693,(주)디이엔티,79810,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",248806.0,46390.0
7697,(주)디이엔티,79810,2019/12,사외이사 (감사위원회 위원 제외),12000.0,44681.0
7698,(주)디이엔티,79810,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",114384.0,44681.0
7700,(주)디이엔티,79810,2020/12,사외이사 (감사위원회 위원 제외),12000.0,47966.0
7703,(주)디이엔티,79810,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",114700.0,47966.0
7704,(주)디이엔티,79810,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",125004.0,45220.0
7705,(주)디이엔티,79810,2021/12,사외이사 (감사위원회 위원 제외),12000.0,45220.0
7709,(주)디지아이,43360,2011/12,등기이사,137544.0,33112.0
7710,(주)디지아이,43360,2012/12,등기이사,168778.0,34020.0
7712,(주)디지아이,43360,2013/12,등기이사,176239.0,32918.0
7716,(주)디지아이,43360,2014/12,등기이사,148343.0,35122.0
7721,(주)디지아이,43360,2015/12,등기이사,175735.0,38371.0
7725,(주)디지아이,43360,2016/12,사외이사 (감사위원회 위원 제외),0.0,36474.0
7727,(주)디지아이,43360,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",152577.0,36474.0
7729,(주)디지아이,43360,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",163103.0,35972.0
7730,(주)디지아이,43360,2017/12,사외이사 (감사위원회 위원 제외),0.0,35972.0
7733,(주)디지아이,43360,2018/12,사외이사 (감사위원회 위원 제외),0.0,33092.0
7735,(주)디지아이,43360,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",156808.0,33092.0
7736,(주)디지아이,43360,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",164870.0,37678.0
7738,(주)디지아이,43360,2019/12,사외이사 (감사위원회 위원 제외),0.0,37678.0
7740,(주)디지아이,43360,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",148424.0,41124.0
7742,(주)디지아이,43360,2020/12,사외이사 (감사위원회 위원 제외),0.0,41124.0
7746,(주)디지아이,43360,2021/12,사외이사 (감사위원회 위원 제외),0.0,39025.0
7747,(주)디지아이,43360,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",137299.0,39025.0
7748,(주)디지캡,197140,2018/12,사외이사 (감사위원회 위원 제외),0.0,43118.0
7751,(주)디지캡,197140,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",113524.0,43118.0
7753,(주)디지캡,197140,2019/12,사외이사 (감사위원회 위원 제외),0.0,48597.0
7754,(주)디지캡,197140,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",125465.0,48597.0
7756,(주)디지캡,197140,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",121930.0,47822.0
7757,(주)디지캡,197140,2020/12,사외이사 (감사위원회 위원 제외),0.0,47822.0
7760,(주)디지캡,197140,2021/12,사외이사 (감사위원회 위원 제외),0.0,55000.0
7762,(주)디지캡,197140,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",133000.0,55000.0
7765,(주)디지털대성,68930,2011/12,등기이사,116000.0,32000.0
7767,(주)디지털대성,68930,2012/12,등기이사,141000.0,33420.0
7772,(주)디지털대성,68930,2013/12,등기이사,138000.0,34000.0
7776,(주)디지털대성,68930,2014/12,등기이사,149000.0,37000.0
7778,(주)디지털대성,68930,2015/12,등기이사,169000.0,37000.0
7783,(주)디지털대성,68930,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",193000.0,36000.0
7784,(주)디지털대성,68930,2016/12,사외이사 (감사위원회 위원 제외),6000.0,36000.0
7786,(주)디지털대성,68930,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",189000.0,36000.0
7789,(주)디지털대성,68930,2017/12,사외이사 (감사위원회 위원 제외),6000.0,36000.0
7790,(주)디지털대성,68930,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",263000.0,37000.0
7791,(주)디지털대성,68930,2018/12,사외이사 (감사위원회 위원 제외),6000.0,37000.0
7796,(주)디지털대성,68930,2019/12,사외이사 (감사위원회 위원 제외),7000.0,33000.0
7797,(주)디지털대성,68930,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",233000.0,33000.0
7799,(주)디지털대성,68930,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",204000.0,36000.0
7800,(주)디지털대성,68930,2020/12,사외이사 (감사위원회 위원 제외),14000.0,36000.0
7802,(주)디지털대성,68930,2021/12,사외이사 (감사위원회 위원 제외),18000.0,34000.0
7803,(주)디지털대성,68930,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",264000.0,34000.0
7806,(주)디지텍시스템스,91690,2011/12,등기이사,227000.0,22304.0
7810,(주)디지텍시스템스,91690,2012/12,등기이사,189000.0,34161.0
7814,(주)디지텍시스템스,91690,2013/12,등기이사,141200.0,34428.0
7817,(주)디지틀조선일보,33130,2011/12,등기이사,97000.0,34247.0
7820,(주)디지틀조선일보,33130,2012/12,등기이사,98000.0,38016.0
7825,(주)디지틀조선일보,33130,2013/12,등기이사,69000.0,39000.0
7826,(주)디지틀조선일보,33130,2014/12,등기이사,98000.0,39290.0
7831,(주)디지틀조선일보,33130,2015/12,등기이사,118000.0,41187.0
7834,(주)디지틀조선일보,33130,2016/12,사외이사 (감사위원회 위원 제외),12000.0,40523.0
7837,(주)디지틀조선일보,33130,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",128000.0,40523.0
7839,(주)디지틀조선일보,33130,2017/12,사외이사 (감사위원회 위원 제외),12000.0,42070.0
7840,(주)디지틀조선일보,33130,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",131000.0,42070.0
7842,(주)디지틀조선일보,33130,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",198000.0,46482.0
7845,(주)디지틀조선일보,33130,2018/12,사외이사 (감사위원회 위원 제외),3000.0,46482.0
7847,(주)디지틀조선일보,33130,2019/12,사외이사 (감사위원회 위원 제외),0.0,43988.0
7849,(주)디지틀조선일보,33130,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",185000.0,43988.0
7850,(주)디지틀조선일보,33130,2020/12,사외이사 (감사위원회 위원 제외),0.0,46463.0
7851,(주)디지틀조선일보,33130,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",170000.0,46463.0
7856,(주)디지틀조선일보,33130,2021/12,사외이사 (감사위원회 위원 제외),0.0,53301.0
7857,(주)디지틀조선일보,33130,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",159000.0,53301.0
7859,(주)디케이앤디,263020,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",206000.0,39000.0
7860,(주)디케이앤디,263020,2018/12,사외이사 (감사위원회 위원 제외),5000.0,39000.0
7862,(주)디케이앤디,263020,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",202000.0,42000.0
7863,(주)디케이앤디,263020,2019/12,사외이사 (감사위원회 위원 제외),12000.0,42000.0
7866,(주)디케이앤디,263020,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",352000.0,45570.0
7869,(주)디케이앤디,263020,2020/12,사외이사 (감사위원회 위원 제외),15000.0,45570.0
7870,(주)디케이앤디,263020,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",350000.0,45000.0
7871,(주)디케이앤디,263020,2021/12,사외이사 (감사위원회 위원 제외),23000.0,45000.0
7874,(주)디케이티,290550,2018/12,사외이사 (감사위원회 위원 제외),0.0,44009.0
7877,(주)디케이티,290550,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",124675.0,44009.0
7880,(주)디케이티,290550,2019/12,사외이사 (감사위원회 위원 제외),0.0,48717.0
7881,(주)디케이티,290550,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",66881.0,48717.0
7882,(주)디케이티,290550,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",100479.0,35017.0
7885,(주)디케이티,290550,2020/12,사외이사 (감사위원회 위원 제외),0.0,35017.0
7888,(주)디케이티,290550,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",132344.0,41382.0
7889,(주)디케이티,290550,2021/12,사외이사 (감사위원회 위원 제외),0.0,41382.0
7892,(주)디티앤씨,187220,2014/12,등기이사,148430.0,37000.0
7896,(주)디티앤씨,187220,2015/12,등기이사,188930.0,37000.0
7899,(주)디티앤씨,187220,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",197069.0,38000.0
7901,(주)디티앤씨,187220,2016/12,사외이사 (감사위원회 위원 제외),10500.0,38000.0
7902,(주)디티앤씨,187220,2017/12,사외이사 (감사위원회 위원 제외),14500.0,37000.0
7905,(주)디티앤씨,187220,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",175542.0,37000.0
7908,(주)디티앤씨,187220,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",198153.0,39000.0
7909,(주)디티앤씨,187220,2018/12,사외이사 (감사위원회 위원 제외),14500.0,39000.0
7912,(주)디티앤씨,187220,2019/12,사외이사 (감사위원회 위원 제외),12000.0,40000.0
7913,(주)디티앤씨,187220,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",220620.0,40000.0
7916,(주)디티앤씨,187220,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",207202.0,42000.0
7917,(주)디티앤씨,187220,2020/12,사외이사 (감사위원회 위원 제외),12000.0,42000.0
7919,(주)디티앤씨,187220,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",214210.0,45000.0
7921,(주)디티앤씨,187220,2021/12,사외이사 (감사위원회 위원 제외),15000.0,45000.0
7923,(주)디피앤케이,189700,2014/12,등기이사,49870.0,15635.0
7926,(주)디피앤케이,189700,2015/12,등기이사,53938.0,19559.0
7932,(주)디피앤케이,189700,2016/12,사외이사 (감사위원회 위원 제외),0.0,21523.0
7933,(주)디피앤케이,189700,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",69179.0,21523.0
7934,(주)딜리,131180,2011/12,등기이사,190251.0,24786.0
7936,(주)딜리,131180,2012/12,등기이사,180000.0,35000.0
7941,(주)딜리,131180,2013/12,등기이사,163643.0,34501.0
7943,(주)딜리,131180,2014/12,등기이사,244047.0,39104.0
7949,(주)딜리,131180,2015/12,등기이사,275055.0,36000.0
7950,(주)딜리,131180,2016/12,사외이사 (감사위원회 위원 제외),0.0,34776.0
7953,(주)딜리,131180,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",267618.0,34776.0
7955,(주)딜리,131180,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",249761.0,36613.0
7957,(주)딜리,131180,2017/12,사외이사 (감사위원회 위원 제외),0.0,36613.0
7958,(주)딜리,131180,2018/12,사외이사 (감사위원회 위원 제외),0.0,41387.0
7959,(주)딜리,131180,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",249137.0,41387.0
7962,(주)딜리,131180,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",218232.0,38435.0
7965,(주)딜리,131180,2019/12,사외이사 (감사위원회 위원 제외),0.0,38435.0
7967,(주)딜리,131180,2020/12,사외이사 (감사위원회 위원 제외),0.0,35116.0
7969,(주)딜리,131180,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",209232.0,35116.0
7971,(주)딜리,131180,2021/12,사외이사 (감사위원회 위원 제외),0.0,35840.0
7972,(주)딜리,131180,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",288035.0,35840.0
7974,(주)딥노이드,315640,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",123243.0,46995.0
7975,(주)딥노이드,315640,2021/12,사외이사 (감사위원회 위원 제외),0.0,46995.0
7978,(주)라닉스,317120,2019/12,사외이사 (감사위원회 위원 제외),0.0,58000.0
7981,(주)라닉스,317120,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",100000.0,58000.0
7984,(주)라닉스,317120,2020/12,사외이사 (감사위원회 위원 제외),0.0,59000.0
7985,(주)라닉스,317120,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",144000.0,59000.0
7987,(주)라닉스,317120,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",140000.0,58000.0
7988,(주)라닉스,317120,2021/12,사외이사 (감사위원회 위원 제외),16000.0,58000.0
7992,(주)라온테크,232680,2015/12,등기이사,96503.0,34959.0
7994,(주)라온테크,232680,2016/12,사외이사 (감사위원회 위원 제외),0.0,38348.0
7997,(주)라온테크,232680,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",105285.0,38348.0
8000,(주)라온테크,232680,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",113749.0,46417.0
8001,(주)라온테크,232680,2017/12,사외이사 (감사위원회 위원 제외),0.0,46417.0
8002,(주)라온테크,232680,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",118653.0,40913.0
8003,(주)라온테크,232680,2018/12,사외이사 (감사위원회 위원 제외),0.0,40913.0
8008,(주)라온테크,232680,2019/12,사외이사 (감사위원회 위원 제외),0.0,47584.0
8009,(주)라온테크,232680,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",122442.0,47584.0
8012,(주)라온테크,232680,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",122001.0,47150.0
8013,(주)라온테크,232680,2020/12,사외이사 (감사위원회 위원 제외),0.0,47150.0
8014,(주)라온테크,232680,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",140517.0,54958.0
8016,(주)라온테크,232680,2021/12,사외이사 (감사위원회 위원 제외),7500.0,54958.0
8018,(주)라이온켐텍,171120,2013/12,등기이사,307020.0,30537.0
8025,(주)라이온켐텍,171120,2014/12,등기이사,274000.0,33081.0
8028,(주)라이온켐텍,171120,2015/12,등기이사,293000.0,35000.0
8030,(주)라이온켐텍,171120,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",308984.0,32000.0
8033,(주)라이온켐텍,171120,2016/12,사외이사 (감사위원회 위원 제외),12000.0,32000.0
8035,(주)라이온켐텍,171120,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",346000.0,33000.0
8037,(주)라이온켐텍,171120,2017/12,사외이사 (감사위원회 위원 제외),12000.0,33000.0
8040,(주)라이온켐텍,171120,2018/12,사외이사 (감사위원회 위원 제외),12000.0,34000.0
8041,(주)라이온켐텍,171120,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",349000.0,34000.0
8044,(주)라이온켐텍,171120,2019/12,사외이사 (감사위원회 위원 제외),9000.0,37000.0
8045,(주)라이온켐텍,171120,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",388000.0,37000.0
8047,(주)라이온켐텍,171120,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",415000.0,39000.0
8048,(주)라이온켐텍,171120,2020/12,사외이사 (감사위원회 위원 제외),13000.0,39000.0
8050,(주)라이온켐텍,171120,2021/12,사외이사 (감사위원회 위원 제외),13000.0,43000.0
8053,(주)라이온켐텍,171120,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",456000.0,43000.0
8054,(주)라이트론,69540,2011/12,등기이사,95947.0,40220.0
8055,(주)라이트론,69540,2012/12,등기이사,96851.0,42233.0
8060,(주)라이트론,69540,2013/12,등기이사,103447.0,38475.0
8062,(주)라이트론,69540,2014/12,등기이사,101803.0,39055.0
8067,(주)라이트론,69540,2015/12,등기이사,113272.0,44785.0
8069,(주)라이트론,69540,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",64220.0,34499.0
8070,(주)라이트론,69540,2016/12,사외이사 (감사위원회 위원 제외),0.0,34499.0
8073,(주)라이트론,69540,2017/12,사외이사 (감사위원회 위원 제외),27000.0,48208.0
8076,(주)라이트론,69540,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",86185.0,48208.0
8078,(주)라이트론,69540,2018/12,사외이사 (감사위원회 위원 제외),12100.0,44453.0
8079,(주)라이트론,69540,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",82010.0,44453.0
8081,(주)라이트론,69540,2019/12,사외이사 (감사위원회 위원 제외),26450.0,58467.0
8082,(주)라이트론,69540,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",152239.0,58467.0
8086,(주)라이트론,69540,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",70614.0,62863.0
8088,(주)라이트론,69540,2020/12,사외이사 (감사위원회 위원 제외),15208.0,62863.0
8089,(주)라이트론,69540,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",114532.0,55000.0
8090,(주)라이트론,69540,2021/12,사외이사 (감사위원회 위원 제외),13667.0,55000.0
8094,(주)라이프시맨틱스,347700,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",147243.0,42159.0
8096,(주)라이프시맨틱스,347700,2021/12,사외이사 (감사위원회 위원 제외),0.0,42159.0
8099,(주)라파스,214260,2019/12,사외이사 (감사위원회 위원 제외),0.0,21000.0
8100,(주)라파스,214260,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",124000.0,21000.0
8101,(주)라파스,214260,2020/12,사외이사 (감사위원회 위원 제외),0.0,39000.0
8104,(주)라파스,214260,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",135000.0,39000.0
