회사명,거래소코드,회계년도,상장일,[제조]자산(*)(IFRS연결),[제조]당기순이익(손실)(IFRS),[제조]      미처분이익잉여금(결손금)(IFRS)
(주)서희건설,035890,2021/12,1999/12/24,1520661773,169912813,475312164
(주)석경에이티,357550,2020/12,2020/12/23,27064335,1015528,7833382
(주)석경에이티,357550,2021/12,2020/12/23,26588568,3065088,10843437
(주)선광,003100,2011/12,1999/12/21,422159403,70788479,206492076
(주)선광,003100,2012/12,1999/12/21,431728362,17292626,220940166
(주)선광,003100,2013/12,1999/12/21,456697995,14754067,233742419
(주)선광,003100,2014/12,1999/12/21,513888239,-11510493,219418378
(주)선광,003100,2015/12,1999/12/21,589286719,12772347,229354991
(주)선광,003100,2016/12,1999/12/21,520311278,19343529,246368045
(주)선광,003100,2017/12,1999/12/21,541277167,12832332,256780748
(주)선광,003100,2018/12,1999/12/21,552406614,8560337,262801562
(주)선광,003100,2019/12,1999/12/21,709957771,2447723,262473899
(주)선광,003100,2020/12,1999/12/21,705889881,9288247,269528283
(주)선광,003100,2021/12,1999/12/21,689325920,18968698,286427567
(주)선앤엘,002820,2011/12,1976/05/22,495199703,8387958,57912994
(주)선앤엘,002820,2012/12,1976/05/22,454078035,632119,897466
(주)선앤엘,002820,2013/12,1976/05/22,519216425,542600,51115
(주)선앤엘,002820,2014/12,1976/05/22,523959616,572552,986912
(주)선앤엘,002820,2015/12,1976/05/22,563581137,3302999,1848800
(주)선앤엘,002820,2016/12,1976/05/22,577876290,3636424,4703957
(주)선앤엘,002820,2017/12,1976/05/22,617344859,-15000219,-13463145
(주)선앤엘,002820,2018/12,1976/05/22,625332075,-2071651,1074999
(주)선앤엘,002820,2019/12,1976/05/22,543553941,-38328008,-36421755
(주)선앤엘,002820,2020/12,1976/05/22,528379079,-18773968,-18060858
(주)선앤엘,002820,2021/12,1976/05/22,566176957,4365114,4745352
(주)선익시스템,171090,2017/12,2017/09/20,117826131,9780141,39134631
(주)선익시스템,171090,2018/12,2017/09/20,116006785,5452247,33947463
(주)선익시스템,171090,2019/12,2017/09/20,120131791,7163682,40974075
(주)선익시스템,171090,2020/12,2017/09/20,107497211,2259167,42686696
(주)선익시스템,171090,2021/12,2017/09/20,102195350,-10062435,31825018
(주)선진,136490,2011/12,2011/02/16,,15627201,15374767
(주)선진,136490,2012/12,2011/02/16,,30193063,44756322
(주)선진,136490,2013/12,2011/02/16,283542777,29560302,73001239
(주)선진,136490,2014/12,2011/02/16,383056315,24362298,95517573
(주)선진,136490,2015/12,2011/02/16,437278251,20367005,114605652
(주)선진,136490,2016/12,2011/02/16,543650885,26428864,139903831
(주)선진,136490,2017/12,2011/02/16,686844124,34762370,174023274
(주)선진,136490,2018/12,2011/02/16,917160519,19384204,193565821
(주)선진,136490,2019/12,2011/02/16,983329180,26837228,218805539
(주)선진,136490,2020/12,2011/02/16,1119723429,22437095,236105660
(주)선진,136490,2021/12,2011/02/16,1209598039,19773000,253324745
(주)선진지주,014300,2011/12,1994/01/14,206887371,978715,47793623
(주)성광벤드,014620,2011/12,2001/01/11,448577539,20460589,272848896
(주)성광벤드,014620,2012/12,2001/01/11,510735016,52828419,320509525
(주)성광벤드,014620,2013/12,2001/01/11,532880524,67738020,382147660
(주)성광벤드,014620,2014/12,2001/01/11,553410147,43639730,420092592
(주)성광벤드,014620,2015/12,2001/01/11,545752283,18323112,434639425
(주)성광벤드,014620,2016/12,2001/01/11,532224306,2751067,435480222
(주)성광벤드,014620,2017/12,2001/01/11,502479497,-18651597,414427161
(주)성광벤드,014620,2018/12,2001/01/11,499748397,-6461322,402405321
(주)성광벤드,014620,2019/12,2001/01/11,502049444,9392350,407906731
(주)성광벤드,014620,2020/12,2001/01/11,493582005,2796209,409679738
(주)성광벤드,014620,2021/12,2001/01/11,493811564,-2017677,405875833
(주)성도이엔지,037350,2011/12,2000/01/11,351767614,10623522,78441613
(주)성도이엔지,037350,2012/12,2000/01/11,362033118,5575706,82422836
(주)성도이엔지,037350,2013/12,2000/01/11,367967391,9003856,90546108
(주)성도이엔지,037350,2014/12,2000/01/11,289648250,17726607,106626527
(주)성도이엔지,037350,2015/12,2000/01/11,305323678,4921356,110520381
(주)성도이엔지,037350,2016/12,2000/01/11,349749795,13761281,123100614
(주)성도이엔지,037350,2017/12,2000/01/11,328533571,20145344,140097049
(주)성도이엔지,037350,2018/12,2000/01/11,448829776,4439672,136638364
(주)성도이엔지,037350,2019/12,2000/01/11,519451891,-64418428,75073230
(주)성도이엔지,037350,2020/12,2000/01/11,409472169,68964338,144055807
(주)성도이엔지,037350,2021/12,2000/01/11,443917258,19793504,160670402
(주)성안,011300,2011/12,1995/11/10,307479899,1688864,41237695
(주)성안,011300,2012/12,1995/11/10,298232459,1757336,42726088
(주)성안,011300,2013/12,1995/11/10,288273860,3471959,46083786
(주)성안,011300,2014/12,1995/11/10,262894960,-3765918,41982900
(주)성안,011300,2015/12,1995/11/10,259934334,-831817,41148104
(주)성안,011300,2016/12,1995/11/10,256671843,8453937,48895355
(주)성안,011300,2017/12,1995/11/10,293390451,-5184850,43821008
(주)성안,011300,2018/12,1995/11/10,306490119,-5027986,38780749
(주)성안,011300,2019/12,1995/11/10,264791163,-43787374,-5055846
(주)성안,011300,2020/12,1995/11/10,312761127,-6065053,7657002
(주)성안,011300,2021/12,1995/11/10,141555557,-2354887,-36356262
(주)성우하이텍,015750,2011/12,1995/11/04,2238625332,51099445,410924835
(주)성우하이텍,015750,2012/12,1995/11/04,2259623106,66697260,463823388
(주)성우하이텍,015750,2013/12,1995/11/04,2263358590,96835635,552611704
(주)성우하이텍,015750,2014/12,1995/11/04,2612066830,107958423,646254654
(주)성우하이텍,015750,2015/12,1995/11/04,3229104413,94682016,734106398
(주)성우하이텍,015750,2016/12,1995/11/04,3445158804,72701036,792628588
(주)성우하이텍,015750,2017/12,1995/11/04,3385206082,56921778,854152775
(주)성우하이텍,015750,2018/12,1995/11/04,3317671247,62541549,903273953
(주)성우하이텍,015750,2019/12,1995/11/04,3446277584,-27454645,865478514
(주)성우하이텍,015750,2020/12,1995/11/04,3341459162,-14026628,867709363
(주)성우하이텍,015750,2021/12,1995/11/04,3506320374,29867196,896717531
(주)성창오토텍,080470,2011/12,2006/11/03,52162131,4277574,10818958
(주)성창오토텍,080470,2012/12,2006/11/03,72905833,3441530,12616683
(주)성창오토텍,080470,2013/12,2006/11/03,106695690,4642910,18762253
(주)성창오토텍,080470,2014/12,2006/11/03,112591960,1982054,19156775
(주)성창오토텍,080470,2015/12,2006/11/03,115469944,2667647,21864226
(주)성창오토텍,080470,2016/12,2006/11/03,117662521,1094384,22394185
(주)성창오토텍,080470,2017/12,2006/11/03,106028645,-1181123,21602848
(주)성창오토텍,080470,2018/12,2006/11/03,109296757,-2983236,17925749
(주)성창오토텍,080470,2019/12,2006/11/03,110875098,-770429,17270673
(주)성창오토텍,080470,2020/12,2006/11/03,122034845,1212310,18489867
(주)성창오토텍,080470,2021/12,2006/11/03,115368542,2853055,21020238
(주)세경하이테크,148150,2019/12,2019/07/30,206426561,18278437,75346857
(주)세경하이테크,148150,2020/12,2019/07/30,207640241,-4169153,68323512
(주)세경하이테크,148150,2021/12,2019/07/30,262045826,11810497,78649945
(주)세기리텍,199870,2015/12,2015/12/24,,,
(주)세기리텍,199870,2016/12,2015/12/24,,,
(주)세동,053060,2011/12,2001/08/17,75284054,-1838730,11330877
(주)세동,053060,2012/12,2001/08/17,93156349,483663,11663173
(주)세동,053060,2013/12,2001/08/17,101433187,1509692,12986777
(주)세동,053060,2014/12,2001/08/17,125643592,-2017201,10180740
(주)세동,053060,2015/12,2001/08/17,126126166,369377,10695448
(주)세동,053060,2016/12,2001/08/17,127367858,-6662380,3638036
(주)세동,053060,2017/12,2001/08/17,114492516,-10707528,-5355312
(주)세동,053060,2018/12,2001/08/17,124461800,-6651486,-13070681
(주)세동,053060,2019/12,2001/08/17,116302468,-14609436,-28070840
(주)세동,053060,2020/12,2001/08/17,100816425,-1504206,-29100297
(주)세동,053060,2021/12,2001/08/17,110449308,519094,-27427207
(주)세림비앤지,340440,2019/12,2019/12/27,,,
(주)세림비앤지,340440,2020/12,2019/12/27,,,
(주)세림비앤지,340440,2021/12,2019/12/27,,-3097839,7112542
(주)세보엠이씨,011560,2011/12,1996/12/23,130336341,7884018,64317343
(주)세보엠이씨,011560,2012/12,1996/12/23,117506548,6143501,68881344
(주)세보엠이씨,011560,2013/12,1996/12/23,130004221,4562636,72176128
(주)세보엠이씨,011560,2014/12,1996/12/23,169668000,5705077,76880748
(주)세보엠이씨,011560,2015/12,1996/12/23,161485346,10438582,86068759
(주)세보엠이씨,011560,2016/12,1996/12/23,208097427,13952661,98270621
(주)세보엠이씨,011560,2017/12,1996/12/23,257713994,21300313,117570020
(주)세보엠이씨,011560,2018/12,1996/12/23,246405813,23999695,139079704
(주)세보엠이씨,011560,2019/12,1996/12/23,289059467,-4882071,131286134
(주)세보엠이씨,011560,2020/12,1996/12/23,312035564,8148844,137934292
(주)세보엠이씨,011560,2021/12,1996/12/23,313058912,11465467,147398846
(주)세아베스틸지주,001430,2011/12,1991/03/12,,226558728,347859897
(주)세아베스틸지주,001430,2012/12,1991/03/12,,119182019,115817017
(주)세아베스틸지주,001430,2013/12,1991/03/12,,104009777,105800338
(주)세아베스틸지주,001430,2014/12,1991/03/12,,123694448,113313560
(주)세아베스틸지주,001430,2015/12,1991/03/12,3593929795,119917874,112237653
(주)세아베스틸지주,001430,2016/12,1991/03/12,3537087560,70885725,76999845
(주)세아베스틸지주,001430,2017/12,1991/03/12,3590984649,97300327,97140604
(주)세아베스틸지주,001430,2018/12,1991/03/12,3718893786,17193777,24535718
(주)세아베스틸지주,001430,2019/12,1991/03/12,3576889161,13291711,8765424
(주)세아베스틸지주,001430,2020/12,1991/03/12,3280434991,-238423111,-241742389
(주)세아베스틸지주,001430,2021/12,1991/03/12,3525996556,144551881,149160702
(주)세아제강,306200,2018/12,2018/10/05,,7030156,9348182
(주)세아제강,306200,2019/12,2018/10/05,,24851987,22637080
(주)세아제강,306200,2020/12,2018/10/05,,33059458,32584000
(주)세아제강,306200,2021/12,2018/10/05,,91395255,92125000
(주)세아제강지주,003030,2011/12,1969/05/13,1932618927,71925896,133665832
(주)세아제강지주,003030,2012/12,1969/05/13,2030350314,55408222,55574251
(주)세아제강지주,003030,2013/12,1969/05/13,1995560542,77720122,77872945
(주)세아제강지주,003030,2014/12,1969/05/13,2285029617,50045431,50298529
(주)세아제강지주,003030,2015/12,1969/05/13,2073851398,39727432,40104979
(주)세아제강지주,003030,2016/12,1969/05/13,2169697077,27440931,27971431
(주)세아제강지주,003030,2017/12,1969/05/13,2411700237,18434259,19131211
(주)세아제강지주,003030,2018/12,1969/05/13,2445381294,135649802,136215834
(주)세아제강지주,003030,2019/12,1969/05/13,2448548032,2873862,13508821
(주)세아제강지주,003030,2020/12,1969/05/13,2315558157,14143887,18190516
(주)세아제강지주,003030,2021/12,1969/05/13,2898999028,13953081,22963338
(주)세아특수강,019440,2011/12,2011/06/01,474609645,27867019,110190962
(주)세아특수강,019440,2012/12,2011/06/01,484959468,18145967,121094067
(주)세아특수강,019440,2013/12,2011/06/01,486216680,30497265,146197808
(주)세아특수강,019440,2014/12,2011/06/01,530110210,29792084,168476528
(주)세아특수강,019440,2015/12,2011/06/01,500308874,21346005,181866344
(주)세아특수강,019440,2016/12,2011/06/01,516822970,24544981,200011338
(주)세아특수강,019440,2017/12,2011/06/01,527347713,24118193,217567843
(주)세아특수강,019440,2018/12,2011/06/01,500036175,12108348,221823549
(주)세아특수강,019440,2019/12,2011/06/01,573172966,11949212,194809211
(주)세아특수강,019440,2020/12,2011/06/01,552376575,-1855427,154702105
(주)세아특수강,019440,2021/12,2011/06/01,651146310,22497813,172070108
(주)세아홀딩스,058650,2011/12,2001/07/30,3845130468,9266652,125310025
(주)세아홀딩스,058650,2012/12,2001/07/30,4008794418,5225435,22805802
(주)세아홀딩스,058650,2013/12,2001/07/30,3914700975,-117217634,-100967031
(주)세아홀딩스,058650,2014/12,2001/07/30,4141073291,55323534,59231480
(주)세아홀딩스,058650,2015/12,2001/07/30,5191468774,31190052,47562222
(주)세아홀딩스,058650,2016/12,2001/07/30,5177866749,29910437,31549514
(주)세아홀딩스,058650,2017/12,2001/07/30,5254771565,41040321,44900357
(주)세아홀딩스,058650,2018/12,2001/07/30,5453865784,32441902,43296160
(주)세아홀딩스,058650,2019/12,2001/07/30,5456657505,48800020,50639404
(주)세아홀딩스,058650,2020/12,2001/07/30,5084932952,28649949,46493817
(주)세아홀딩스,058650,2021/12,2001/07/30,5537774299,-37825092,-27038845
(주)세영디앤씨,052190,2011/12,2001/06/21,,3834393,-34360
(주)세영디앤씨,052190,2012/12,2001/06/21,,2752147,2717787
(주)세영디앤씨,052190,2013/12,2001/06/21,,3406508,6124294
(주)세영디앤씨,052190,2014/12,2001/06/21,,-5262742,861552
(주)세영디앤씨,052190,2015/12,2001/06/21,,-17710051,-16848499
(주)세영디앤씨,052190,2016/12,2001/06/21,36908241,-7189283,-24037782
(주)세영디앤씨,052190,2017/12,2001/06/21,31112426,-24662108,-49722043
(주)세영디앤씨,052190,2018/12,2001/06/21,79158930,-14131606,-63853649
(주)세영디앤씨,052190,2019/12,2001/06/21,37402436,-24179128,-87818631
(주)세영디앤씨,052190,2020/12,2001/06/21,30549638,-8133935,-95952566
(주)세영디앤씨,052190,2021/12,2001/06/21,5151321,-28001924,0
(주)세우글로벌,013000,2011/12,1989/09/05,31195672,1489897,12404428
(주)세우글로벌,013000,2012/12,1989/09/05,32499611,1209513,13654281
(주)세우글로벌,013000,2013/12,1989/09/05,33460342,1417906,15095469
(주)세우글로벌,013000,2014/12,1989/09/05,36222786,793870,10295914
(주)세우글로벌,013000,2015/12,1989/09/05,36979514,1308266,11617922
(주)세우글로벌,013000,2016/12,1989/09/05,39207914,1714538,13324867
(주)세우글로벌,013000,2017/12,1989/09/05,40346907,-727920,12606718
(주)세우글로벌,013000,2018/12,1989/09/05,43410663,-1348472,10936509
(주)세우글로벌,013000,2019/12,1989/09/05,45520999,848099,11711778
(주)세우글로벌,013000,2020/12,1989/09/05,,3096621,11761505
(주)세우글로벌,013000,2021/12,1989/09/05,49554901,2113393,13597917
(주)세운메디칼,100700,2011/12,2008/09/30,55131039,3375695,35068379
(주)세운메디칼,100700,2012/12,2008/09/30,56277534,4930058,39417404
(주)세운메디칼,100700,2013/12,2008/09/30,64641404,8201975,47156722
(주)세운메디칼,100700,2014/12,2008/09/30,72997007,5786661,52287561
(주)세운메디칼,100700,2015/12,2008/09/30,78636741,4163023,55558307
(주)세운메디칼,100700,2016/12,2008/09/30,85309919,9541118,63907147
(주)세운메디칼,100700,2017/12,2008/09/30,86062523,13142672,75374630
(주)세운메디칼,100700,2018/12,2008/09/30,96873412,9672421,79380874
(주)세운메디칼,100700,2019/12,2008/09/30,104471828,9475921,86472240
(주)세운메디칼,100700,2020/12,2008/09/30,109526920,10495573,94583258
(주)세운메디칼,100700,2021/12,2008/09/30,124724932,12281651,104737474
(주)세원물산,024830,2011/12,1994/12/29,,9222499,98663731
(주)세원물산,024830,2012/12,1994/12/29,,12843383,107844019
(주)세원물산,024830,2013/12,1994/12/29,,2547586,107981855
(주)세원물산,024830,2014/12,1994/12/29,,-193695,105574269
(주)세원물산,024830,2015/12,1994/12/29,,8740638,115767114
(주)세원물산,024830,2016/12,1994/12/29,,3769208,121236208
(주)세원물산,024830,2017/12,1994/12/29,,6476214,130394401
(주)세원물산,024830,2018/12,1994/12/29,,5810742,135096855
(주)세원물산,024830,2019/12,1994/12/29,,13124812,147924084
(주)세원물산,024830,2020/12,1994/12/29,,18360788,165002044
(주)세원물산,024830,2021/12,1994/12/29,,26976887,193389797
(주)세원정공,021820,2011/06,1996/07/03,334739337,7242056,146007048
(주)세원정공,021820,2012/06,1996/07/03,429357512,10519848,153030765
(주)세원정공,021820,2013/06,1996/07/03,494928446,19034487,174971658
(주)세원정공,021820,2014/06,1996/07/03,540744180,13528077,187396364
(주)세원정공,021820,2015/06,1996/07/03,603983800,11859892,200035634
(주)세원정공,021820,2016/06,1996/07/03,662998502,8780044,209825564
(주)세원정공,021820,2017/06,1996/07/03,634556334,9446428,220103822
(주)세원정공,021820,2018/06,1996/07/03,663953668,2872187,223759425
(주)세원정공,021820,2019/06,1996/07/03,619489296,4460800,226783950
(주)세원정공,021820,2020/06,1996/07/03,612803378,7087220,233587012
(주)세원정공,021820,2021/06,1996/07/03,622152014,11472776,244920505
(주)세이브존아이앤씨,067830,2011/12,2002/07/25,525403825,17259004,136760688
(주)세이브존아이앤씨,067830,2012/12,2002/07/25,502882801,19411613,153265603
(주)세이브존아이앤씨,067830,2013/12,2002/07/25,510939100,22687254,175669221
(주)세이브존아이앤씨,067830,2014/12,2002/07/25,512623544,26050186,200079467
(주)세이브존아이앤씨,067830,2015/12,2002/07/25,527906656,26108328,225702858
(주)세이브존아이앤씨,067830,2016/12,2002/07/25,553360023,27886029,252503355
(주)세이브존아이앤씨,067830,2017/12,2002/07/25,562561981,26942323,271448144
(주)세이브존아이앤씨,067830,2018/12,2002/07/25,575796681,25210961,294418507
(주)세이브존아이앤씨,067830,2019/12,2002/07/25,579249830,22338521,313910552
(주)세이브존아이앤씨,067830,2020/12,2002/07/25,,9909637,320997260
(주)세이브존아이앤씨,067830,2021/12,2002/07/25,,7411013,326629365
(주)세종메디칼,258830,2018/12,2018/05/29,46378114,3238094,22866236
(주)세종메디칼,258830,2019/12,2018/05/29,49484741,3097927,25960998
(주)세종메디칼,258830,2020/12,2018/05/29,53962081,-731368,24497279
(주)세종메디칼,258830,2021/12,2018/05/29,91281850,-2998417,20788510
(주)세중,039310,2011/12,2000/06/09,132382343,6367572,20166769
(주)세중,039310,2012/12,2000/06/09,140223436,7739414,26507227
(주)세중,039310,2013/12,2000/06/09,135976197,5201944,29145628
(주)세중,039310,2014/12,2000/06/09,148046477,2060729,28488201
(주)세중,039310,2015/12,2000/06/09,132721734,3828129,30872598
(주)세중,039310,2016/12,2000/06/09,147817967,3031413,30502538
(주)세중,039310,2017/12,2000/06/09,115681226,-4463295,24710332
(주)세중,039310,2018/12,2000/06/09,111721714,-2108676,23581157
(주)세중,039310,2019/12,2000/06/09,124802699,-323841,23635028
(주)세중,039310,2020/12,2000/06/09,119072948,-919537,22924176
(주)세중,039310,2021/12,2000/06/09,132041952,2057567,25081244
(주)세진중공업,075580,2015/12,2015/11/30,520261903,19140148,113891779
(주)세진중공업,075580,2016/12,2015/11/30,365850478,15449693,125490231
(주)세진중공업,075580,2017/12,2015/11/30,348994473,1770236,123444097
(주)세진중공업,075580,2018/12,2015/11/30,368276715,687058,122602965
(주)세진중공업,075580,2019/12,2015/11/30,408589323,626253,121562755
(주)세진중공업,075580,2020/12,2015/11/30,448124447,-126014,120380420
(주)세진중공업,075580,2021/12,2015/11/30,570404297,21873405,133910451
(주)세진티에스,067770,2011/12,2004/01/09,72814637,1201800,37618075
(주)세진티에스,067770,2012/12,2004/01/09,65660658,-3323599,33960147
(주)세진티에스,067770,2013/12,2004/01/09,53355077,-740049,33128268
(주)세진티에스,067770,2014/12,2004/01/09,54334363,549728,33725604
(주)세진티에스,067770,2015/12,2004/01/09,48615454,-5660241,27955138
(주)세진티에스,067770,2016/12,2004/01/09,47932640,1654754,29678897
(주)세진티에스,067770,2017/12,2004/01/09,44168218,-6225833,23453064
(주)세진티에스,067770,2018/12,2004/01/09,41644197,-2715703,20737361
(주)세진티에스,067770,2019/12,2004/01/09,40921359,-2511693,18225668
(주)세진티에스,067770,2020/12,2004/01/09,44576840,1835916,20061584
(주)세진티에스,067770,2021/12,2004/01/09,48316113,3570131,23631716
(주)세코닉스,053450,2011/12,2001/08/09,116101434,1431543,41478445
(주)세코닉스,053450,2012/12,2001/08/09,159406886,15133687,56877004
(주)세코닉스,053450,2013/12,2001/08/09,203329442,20873218,76116240
(주)세코닉스,053450,2014/12,2001/08/09,216184637,12829132,86088083
(주)세코닉스,053450,2015/12,2001/08/09,241551275,10747501,94839966
(주)세코닉스,053450,2016/12,2001/08/09,296772466,11478749,102722474
(주)세코닉스,053450,2017/12,2001/08/09,343632178,1256331,101909351
(주)세코닉스,053450,2018/12,2001/08/09,398343417,8939930,111491112
(주)세코닉스,053450,2019/12,2001/08/09,357537428,-5360286,104805540
(주)세코닉스,053450,2020/12,2001/08/09,340722820,-33504660,18530693
(주)세코닉스,053450,2021/12,2001/08/09,312042860,1329155,19641763
(주)세토피아,222810,2015/12,2015/08/13,,,
(주)세토피아,222810,2016/12,2015/08/13,,-3638387,4991718
(주)세토피아,222810,2017/12,2015/08/13,,-5309971,-318253
(주)세토피아,222810,2018/12,2015/08/13,,-11832274,-12148491
(주)세토피아,222810,2019/12,2015/08/13,55633997,-35941267,-22667866
(주)세토피아,222810,2020/12,2015/08/13,45387413,-12589808,-29223382
(주)세토피아,222810,2021/12,2015/08/13,83961253,-9951842,-39175225
(주)세화피앤씨,085980,2013/12,2013/09/25,,812230,7781365
(주)세화피앤씨,085980,2014/12,2013/09/25,,502965,8329177
(주)세화피앤씨,085980,2015/12,2013/09/25,,496006,9087607
(주)세화피앤씨,085980,2016/12,2013/09/25,,1691787,10817193
(주)세화피앤씨,252500,2016/12,2016/11/02,,,
(주)세화피앤씨,252500,2017/12,2016/11/02,,-2703990,7840777
(주)세화피앤씨,252500,2018/12,2016/11/02,,1105275,8485815
(주)세화피앤씨,252500,2019/12,2016/11/02,,595313,8660888
(주)세화피앤씨,252500,2020/12,2016/11/02,,4281389,12632930
(주)세화피앤씨,252500,2021/12,2016/11/02,,4865851,16497602
(주)센코,347000,2020/12,2020/10/29,,1100363,-5859080
(주)센코,347000,2021/12,2020/10/29,73299255,2492256,-3502831
(주)센트랄모텍,308170,2019/12,2019/11/25,235415923,2773591,2455131
(주)센트랄모텍,308170,2020/12,2019/11/25,272332924,3808528,6331713
(주)센트랄모텍,308170,2021/12,2019/11/25,278103877,-664223,5999023
(주)센트럴인사이트,012600,2011/12,1990/07/10,194395183,-38497538,-25618490
(주)센트럴인사이트,012600,2012/12,1990/07/10,115369803,3333243,7614753
(주)센트럴인사이트,012600,2013/12,1990/07/10,119254181,-38423267,-30808513
(주)센트럴인사이트,012600,2014/12,1990/07/10,96783737,-4245965,-4245965
(주)센트럴인사이트,012600,2015/12,1990/07/10,74700733,-12811808,-12811808
(주)센트럴인사이트,012600,2016/12,1990/07/10,79229574,-6053373,-6264605
(주)센트럴인사이트,012600,2017/12,1990/07/10,63961239,-15533377,-19392076
(주)센트럴인사이트,012600,2018/12,1990/07/10,72506901,1681593,-18808791
(주)센트럴인사이트,012600,2019/12,1990/07/10,50795712,-12994359,-31803150
(주)센트럴인사이트,012600,2020/12,1990/07/10,20683997,-17279098,-17279099
(주)센트럴인사이트,012600,2021/12,1990/07/10,32380760,-6825619,-24104718
(주)셀레믹스,331920,2020/12,2020/08/21,,-4712599,-38611548
(주)셀레믹스,331920,2021/12,2020/08/21,,-5237889,-43849437
(주)셀루메드,049180,2011/12,2002/05/23,79246625,-14196253,-15380603
(주)셀루메드,049180,2012/12,2002/05/23,82585710,1029896,-14377180
(주)셀루메드,049180,2013/12,2002/05/23,77776461,-1859561,-16360909
(주)셀루메드,049180,2014/12,2002/05/23,70404486,-21719956,-38020240
(주)셀루메드,049180,2015/12,2002/05/23,82001944,-10243658,-48154004
(주)셀루메드,049180,2016/12,2002/05/23,69792841,-35690048,-83841112
(주)셀루메드,049180,2017/12,2002/05/23,64983515,-4715564,-97951180
(주)셀루메드,049180,2018/12,2002/05/23,49579067,-12715229,-24685897
(주)셀루메드,049180,2019/12,2002/05/23,64980480,-37521996,-62228925
(주)셀루메드,049180,2020/12,2002/05/23,70801157,-1678829,-63943501
(주)셀루메드,049180,2021/12,2002/05/23,96370427,3774607,-70442995
(주)셀리드,299660,2017/12,2019/02/20,,,
(주)셀리드,299660,2019/12,2019/02/20,,-2493555,-2472864
(주)셀리드,299660,2020/12,2019/02/20,,-4125998,-6506781
(주)셀리드,299660,2021/12,2019/02/20,,-13070515,-19519129
(주)셀리버리,268600,2018/12,2018/11/09,39995306,-6721614,-50376922
(주)셀리버리,268600,2019/12,2018/11/09,,-19649973,-70262458
(주)셀리버리,268600,2020/12,2018/11/09,,-17248342,-87510800
(주)셀리버리,268600,2021/12,2018/11/09,129841257,-27826406,-115337206
(주)셀바스에이아이,108860,2011/12,2009/12/10,34680067,610338,9893411
(주)셀바스에이아이,108860,2012/12,2009/12/10,,-4839763,4989636
(주)셀바스에이아이,108860,2013/12,2009/12/10,,6444558,11265898
(주)셀바스에이아이,108860,2014/12,2009/12/10,64821089,-3787202,7653804
(주)셀바스에이아이,108860,2015/12,2009/12/10,89582795,-2404413,5419587
(주)셀바스에이아이,108860,2016/12,2009/12/10,100647828,-3245964,2479832
(주)셀바스에이아이,108860,2017/12,2009/12/10,106906184,-7335208,-5037027
(주)셀바스에이아이,108860,2018/12,2009/12/10,99226390,-464679,-6040055
(주)셀바스에이아이,108860,2019/12,2009/12/10,94134129,-1492152,-7695557
(주)셀바스에이아이,108860,2020/12,2009/12/10,91544239,2832928,-4101563
(주)셀바스에이아이,108860,2021/12,2009/12/10,98405621,2684679,-1180641
(주)셀바스헬스케어,208370,2014/12,2014/12/17,,,
(주)셀바스헬스케어,208370,2015/12,2014/12/17,,,
(주)셀바스헬스케어,208370,2016/12,2014/12/17,45481657,-15614618,3332177
(주)셀바스헬스케어,208370,2017/12,2014/12/17,54696398,-26269,3305908
(주)셀바스헬스케어,208370,2018/12,2014/12/17,41258590,-20458624,-17640482
(주)셀바스헬스케어,208370,2019/12,2014/12/17,47106649,-3188836,-20643370
(주)셀바스헬스케어,208370,2020/12,2014/12/17,45136874,671217,-19972153
(주)셀바스헬스케어,208370,2021/12,2014/12/17,48984055,1889027,-18083126
(주)셀트리온,068270,2011/12,2005/07/15,1407313302,170048650,487300313
(주)셀트리온,068270,2012/12,2005/07/15,1732913897,171620847,194108188
(주)셀트리온,068270,2013/12,2005/07/15,1978508192,103754409,123754409
(주)셀트리온,068270,2014/12,2005/07/15,2322385039,128060384,148060384
(주)셀트리온,068270,2015/12,2005/07/15,2748230542,202004864,222004864
(주)셀트리온,068270,2016/12,2005/07/15,3021941007,221412682,241412682
(주)셀트리온,068270,2018/12,2018/02/09,3503108205,238274200,141850196
(주)셀트리온,068270,2019/12,2018/02/09,3859646629,289754685,272236216
(주)셀트리온,068270,2020/12,2018/02/09,5020121254,514270058,500225081
(주)셀트리온,068270,2021/12,2018/02/09,5674122532,575982802,568797235
(주)셀트리온제약,068760,2011/12,2006/02/03,216079282,2401324,9648030
(주)셀트리온제약,068760,2012/12,2006/02/03,331043843,3936477,13584506
(주)셀트리온제약,068760,2013/12,2006/02/03,361353572,2642629,16227135
(주)셀트리온제약,068760,2014/12,2006/02/03,411164710,6269748,22496883
(주)셀트리온제약,068760,2015/12,2006/02/03,466771901,7386732,29411399
(주)셀트리온제약,068760,2016/12,2006/02/03,442080596,-21016345,-37614860
(주)셀트리온제약,068760,2017/12,2006/02/03,470269310,15778955,-22627133
(주)셀트리온제약,068760,2018/12,2006/02/03,452444115,-10237263,-47688773
(주)셀트리온제약,068760,2019/12,2006/02/03,470980396,9526146,9526146
(주)셀트리온제약,068760,2020/12,2006/02/03,548074598,20936032,29919726
(주)셀트리온제약,068760,2021/12,2006/02/03,,34578715,65706374
(주)셀트리온헬스케어,091990,2017/12,2017/07/28,2875003480,141228194,263811439
(주)셀트리온헬스케어,091990,2018/12,2017/07/28,2948569159,44737958,299928290
(주)셀트리온헬스케어,091990,2019/12,2017/07/28,2848904874,61198703,358344000
