회사명,거래소코드,회계년도,상장일,[제조]자산(*)(IFRS연결),[제조]당기순이익(손실)(IFRS),[제조]      미처분이익잉여금(결손금)(IFRS)
(주)케이에이치필룩스,033180,2016/12,2001/12/26,165553887,2696815,9033427
(주)케이에이치필룩스,033180,2017/12,2001/12/26,191797206,3481221,10743904
(주)케이에이치필룩스,033180,2018/12,2001/12/26,304126673,-3383104,5458984
(주)케이에이치필룩스,033180,2019/12,2001/12/26,416767817,-8141626,-2636819
(주)케이에이치필룩스,033180,2020/12,2001/12/26,383138673,-52707611,-56316280
(주)케이에이치필룩스,033180,2021/12,2001/12/26,539371447,-9460646,-64794293
(주)케이엑스이노베이션,122450,2011/12,2011/05/25,71245572,6952332,23314608
(주)케이엑스이노베이션,122450,2012/12,2011/05/25,106403460,10123457,30485369
(주)케이엑스이노베이션,122450,2013/12,2011/05/25,125097900,8817785,39396317
(주)케이엑스이노베이션,122450,2014/12,2011/05/25,132580151,2696123,41989719
(주)케이엑스이노베이션,122450,2015/12,2011/05/25,169539835,6784725,48544547
(주)케이엑스이노베이션,122450,2016/12,2011/05/25,393379483,861620,49514587
(주)케이엑스이노베이션,122450,2017/12,2011/05/25,537109638,11563379,60799289
(주)케이엑스이노베이션,122450,2018/12,2011/05/25,716153058,4028928,65947480
(주)케이엑스이노베이션,122450,2019/12,2011/05/25,747993901,4660510,67692787
(주)케이엑스이노베이션,122450,2020/12,2011/05/25,792876135,3440058,68275937
(주)케이엑스이노베이션,122450,2021/12,2011/05/25,837353104,29392787,97333029
(주)케이엑스하이텍,052900,2011/12,2005/01/18,81709778,-2262935,14236014
(주)케이엑스하이텍,052900,2012/12,2005/01/18,75673705,-1233123,12914573
(주)케이엑스하이텍,052900,2013/12,2005/01/18,68727109,-29076344,-16127697
(주)케이엑스하이텍,052900,2014/12,2005/01/18,54449238,1822473,-15507177
(주)케이엑스하이텍,052900,2015/12,2005/01/18,49704385,-655223,-15999939
(주)케이엑스하이텍,052900,2016/12,2005/01/18,63404547,1404379,-14887816
(주)케이엑스하이텍,052900,2017/12,2005/01/18,65717628,703944,-14290245
(주)케이엑스하이텍,052900,2018/12,2005/01/18,76991502,4128116,-9716359
(주)케이엑스하이텍,052900,2019/12,2005/01/18,75446942,2528859,-7582488
(주)케이엑스하이텍,052900,2020/12,2005/01/18,100337132,1504661,-5914015
(주)케이엑스하이텍,052900,2021/12,2005/01/18,180492275,3830431,-1759864
(주)케이엔더블유,105330,2011/12,2009/09/29,54713195,1677270,23985234
(주)케이엔더블유,105330,2012/12,2009/09/29,51722344,-2574607,21125389
(주)케이엔더블유,105330,2013/12,2009/09/29,51732118,-1591948,19533441
(주)케이엔더블유,105330,2014/12,2009/09/29,62961813,1248384,20781825
(주)케이엔더블유,105330,2015/12,2009/09/29,65280726,-791129,19384351
(주)케이엔더블유,105330,2016/12,2009/09/29,68208330,-954198,18430153
(주)케이엔더블유,105330,2017/12,2009/09/29,68884489,-560250,17869903
(주)케이엔더블유,105330,2018/12,2009/09/29,69366058,-1382478,16487425
(주)케이엔더블유,105330,2019/12,2009/09/29,67088750,-7442815,9044610
(주)케이엔더블유,105330,2020/12,2009/09/29,76120722,-13577990,-4533380
(주)케이엔더블유,105330,2021/12,2009/09/29,155435652,6134575,1601195
(주)케이엔씨글로벌,068150,2011/12,2003/07/21,,-880756,-2676659
(주)케이엔씨글로벌,068150,2012/12,2003/07/21,35364694,-1493054,-1509792
(주)케이엔씨글로벌,068150,2013/12,2003/07/21,37149007,-4764182,-5876989
(주)케이엔씨글로벌,068150,2014/12,2003/07/21,43022769,-18932436,-25443014
(주)케이엔씨글로벌,068150,2015/12,2003/07/21,45125502,-10850124,-36307431
(주)케이엔엔,058400,2011/12,2010/11/03,155674579,8429789,57140588
(주)케이엔엔,058400,2012/12,2010/11/03,189176353,25972366,79835318
(주)케이엔엔,058400,2013/12,2010/11/03,181791303,11828082,87293219
(주)케이엔엔,058400,2014/12,2010/11/03,184616133,5728075,89379478
(주)케이엔엔,058400,2015/12,2010/11/03,189932202,7167870,92905530
(주)케이엔엔,058400,2016/12,2010/11/03,198501635,6743310,96007022
(주)케이엔엔,058400,2017/12,2010/11/03,202687243,9349374,103040401
(주)케이엔엔,058400,2018/12,2010/11/03,206896822,7551905,108008135
(주)케이엔엔,058400,2019/12,2010/11/03,210159420,7588622,111939655
(주)케이엔엔,058400,2020/12,2010/11/03,213817506,5947457,115114080
(주)케이엔엔,058400,2021/12,2010/11/03,221936075,8737556,121666545
(주)케이엔제이,272110,2019/12,2019/10/25,58574248,4148331,1341881
(주)케이엔제이,272110,2020/12,2019/10/25,72664630,-5210063,-3985653
(주)케이엔제이,272110,2021/12,2019/10/25,93732843,3958991,-157255
(주)케이엘넷,039420,2011/12,2002/03/12,,569656,0
(주)케이엘넷,039420,2012/12,2002/03/12,,-499770,0
(주)케이엘넷,039420,2013/12,2002/03/12,37150813,1375507,8943806
(주)케이엘넷,039420,2014/12,2002/03/12,36796394,2454759,10569340
(주)케이엘넷,039420,2015/12,2002/03/12,38095730,2524026,13093366
(주)케이엘넷,039420,2016/12,2002/03/12,40441731,1602482,14315774
(주)케이엘넷,039420,2017/12,2002/03/12,39556614,2798365,16607373
(주)케이엘넷,039420,2018/12,2002/03/12,41961871,2310347,18987216
(주)케이엘넷,039420,2019/12,2002/03/12,44863627,3706699,22232625
(주)케이엘넷,039420,2020/12,2002/03/12,46317089,4087626,24200256
(주)케이엘넷,039420,2021/12,2002/03/12,52733756,5583940,28441757
(주)케이엠,083550,2011/12,2005/12/20,100847188,4215957,31263094
(주)케이엠,083550,2012/12,2005/12/20,101651897,1389754,31668211
(주)케이엠,083550,2013/12,2005/12/20,100995882,779335,31591737
(주)케이엠,083550,2014/12,2005/12/20,97622372,1857809,33184759
(주)케이엠,083550,2015/12,2005/12/20,103097340,3099958,35925937
(주)케이엠,083550,2016/12,2005/12/20,97539750,1148761,36614302
(주)케이엠,083550,2017/12,2005/12/20,101216849,949884,37555659
(주)케이엠,083550,2018/12,2005/12/20,116122560,3706935,40592950
(주)케이엠,083550,2019/12,2005/12/20,132219693,5937181,45639173
(주)케이엠,083550,2020/12,2005/12/20,171848142,29587066,74327321
(주)케이엠,083550,2021/12,2005/12/20,179952376,8340285,81532618
(주)케이엠더블유,032500,2011/12,2000/03/21,206931142,-25379367,-10274448
(주)케이엠더블유,032500,2012/12,2000/03/21,235095722,25117024,14701322
(주)케이엠더블유,032500,2013/12,2000/03/21,250897784,24406102,39052657
(주)케이엠더블유,032500,2014/12,2000/03/21,295509018,-13045009,26038042
(주)케이엠더블유,032500,2015/12,2000/03/21,320605508,-48110971,-7159678
(주)케이엠더블유,032500,2016/12,2000/03/21,208300054,4381950,-834544
(주)케이엠더블유,032500,2017/12,2000/03/21,213354657,-9184345,-9738006
(주)케이엠더블유,032500,2018/12,2000/03/21,273497774,-31792757,-41412392
(주)케이엠더블유,032500,2019/12,2000/03/21,427046658,100342064,59007245
(주)케이엠더블유,032500,2020/12,2000/03/21,387824181,24236400,83680998
(주)케이엠더블유,032500,2021/12,2000/03/21,366409621,-1912950,81793780
(주)케이이씨,092220,2011/12,2006/10/16,479025819,-29326515,-8589828
(주)케이이씨,092220,2012/12,2006/10/16,409366183,-54016243,-54806510
(주)케이이씨,092220,2013/12,2006/10/16,376185399,-18609954,-18935827
(주)케이이씨,092220,2014/12,2006/10/16,346623526,16883154,16229066
(주)케이이씨,092220,2015/12,2006/10/16,340459280,-442822,15062452
(주)케이이씨,092220,2016/12,2006/10/16,383108805,97722,15277234
(주)케이이씨,092220,2017/12,2006/10/16,359839158,-2468339,12863389
(주)케이이씨,092220,2018/12,2006/10/16,351174343,1465180,1107427
(주)케이이씨,092220,2019/12,2006/10/16,334212514,-19210810,-18717543
(주)케이이씨,092220,2020/12,2006/10/16,368345953,-45196541,-62262172
(주)케이이씨,092220,2021/12,2006/10/16,400589167,9592632,-53414574
(주)케이지모빌리언스,046440,2011/12,2004/12/14,174478342,9029509,36819227
(주)케이지모빌리언스,046440,2012/12,2004/12/14,262909180,15512083,50908532
(주)케이지모빌리언스,046440,2013/12,2004/12/14,278793192,13837601,62586219
(주)케이지모빌리언스,046440,2014/12,2004/12/14,,14967864,68981461
(주)케이지모빌리언스,046440,2015/12,2004/12/14,,7869091,73695032
(주)케이지모빌리언스,046440,2016/12,2004/12/14,378261974,10806007,81259822
(주)케이지모빌리언스,046440,2017/12,2004/12/14,464307883,13406750,90726926
(주)케이지모빌리언스,046440,2018/12,2004/12/14,476173923,12671217,97086692
(주)케이지모빌리언스,046440,2019/12,2004/12/14,450696702,17906001,108773811
(주)케이지모빌리언스,046440,2020/12,2004/12/14,470246152,23380192,126135029
(주)케이지모빌리언스,046440,2021/12,2004/12/14,491220860,29156439,146464750
(주)케이지이니시스,035600,2011/12,2002/11/22,212848935,12131492,65126242
(주)케이지이니시스,035600,2012/12,2002/11/22,,22797500,95571622
(주)케이지이니시스,035600,2013/12,2002/11/22,525262750,19188137,91818839
(주)케이지이니시스,035600,2014/12,2002/11/22,562283661,24372880,105989093
(주)케이지이니시스,035600,2015/12,2002/11/22,611193637,21553999,122571996
(주)케이지이니시스,035600,2016/12,2002/11/22,735955030,5424562,122583844
(주)케이지이니시스,035600,2017/12,2002/11/22,926244871,-38306163,79035494
(주)케이지이니시스,035600,2018/12,2002/11/22,932316574,31436874,104604223
(주)케이지이니시스,035600,2019/12,2002/11/22,1278010860,40601537,140886402
(주)케이지이니시스,035600,2020/12,2002/11/22,1400502735,38792679,170001431
(주)케이지이니시스,035600,2021/12,2002/11/22,1430089154,45391793,205248097
(주)케이티,030200,2011/12,1998/12/23,32085409000,1289055000,4315353000
(주)케이티,030200,2012/12,1998/12/23,34479499000,719352000,4410385000
(주)케이티,030200,2013/12,1998/12/23,34846533000,-392311000,3583637000
(주)케이티,030200,2014/12,1998/12/23,33775502000,-1141889000,2122481000
(주)케이티,030200,2015/12,1998/12/23,29341185000,770324000,2926673000
(주)케이티,030200,2016/12,1998/12/23,30587733000,809330000,3722593000
(주)케이티,030200,2017/12,1998/12/23,29580628000,463268000,3910895000
(주)케이티,030200,2018/12,1998/12/23,32188830000,561224000,5306431000
(주)케이티,030200,2019/12,1998/12/23,34061292000,431828000,5436376000
(주)케이티,030200,2020/12,1998/12/23,33662545000,665493000,5800103000
(주)케이티,030200,2021/12,1998/12/23,37159341000,990491000,6497870000
(주)케이티서브마린,060370,2011/12,2002/02/15,,6700080,32300672
(주)케이티서브마린,060370,2012/12,2002/02/15,,7951921,37786990
(주)케이티서브마린,060370,2013/12,2002/02/15,,6146031,41163856
(주)케이티서브마린,060370,2014/12,2002/02/15,,9017881,48012071
(주)케이티서브마린,060370,2015/12,2002/02/15,,4144955,49139698
(주)케이티서브마린,060370,2016/12,2002/02/15,,5145918,53661878
(주)케이티서브마린,060370,2017/12,2002/02/15,,8242548,60878810
(주)케이티서브마린,060370,2018/12,2002/02/15,,-4286227,54219706
(주)케이티서브마린,060370,2019/12,2002/02/15,,486032,53469307
(주)케이티서브마린,060370,2020/12,2002/02/15,,1197008,53692580
(주)케이티서브마린,060370,2021/12,2002/02/15,,-3182788,50503986
(주)케이티스카이라이프,053210,2011/12,2011/06/03,537329655,31256603,9470736
(주)케이티스카이라이프,053210,2012/12,2011/06/03,637337095,56145215,66647223
(주)케이티스카이라이프,053210,2013/12,2011/06/03,684443966,72554033,121406645
(주)케이티스카이라이프,053210,2014/12,2011/06/03,683008720,55553081,157360279
(주)케이티스카이라이프,053210,2015/12,2011/06/03,711294113,74443827,213717402
(주)케이티스카이라이프,053210,2016/12,2011/06/03,777948019,65937774,261257675
(주)케이티스카이라이프,053210,2017/12,2011/06/03,792893054,55181095,293237448
(주)케이티스카이라이프,053210,2018/12,2011/06/03,816001170,50960691,373829264
(주)케이티스카이라이프,053210,2019/12,2011/06/03,848276023,50361448,406093496
(주)케이티스카이라이프,053210,2020/12,2011/06/03,919475828,57706851,446613995
(주)케이티스카이라이프,053210,2021/12,2011/06/03,1275644844,51254030,482188383
(주)케이티씨에스,058850,2011/12,2010/09/16,,19355311,84823649
(주)케이티씨에스,058850,2012/12,2010/09/16,,17677058,96668139
(주)케이티씨에스,058850,2013/12,2010/09/16,,12544294,102003213
(주)케이티씨에스,058850,2014/12,2010/09/16,303735131,11203313,98641381
(주)케이티씨에스,058850,2015/12,2010/09/16,346998300,7910120,101206097
(주)케이티씨에스,058850,2016/12,2010/09/16,322769885,7865254,103582049
(주)케이티씨에스,058850,2017/12,2010/09/16,348333930,8266159,107880216
(주)케이티씨에스,058850,2018/12,2010/09/16,350279655,11174368,109854074
(주)케이티씨에스,058850,2019/12,2010/09/16,378104046,7378972,111757444
(주)케이티씨에스,058850,2020/12,2010/09/16,384918649,5659714,114185619
(주)케이티씨에스,058850,2021/12,2010/09/16,416750372,14312252,122976104
(주)케이티아이에스,058860,2011/12,2010/12/17,,21554518,90051399
(주)케이티아이에스,058860,2012/12,2010/12/17,,18262308,104717511
(주)케이티아이에스,058860,2013/12,2010/12/17,,13829677,113198909
(주)케이티아이에스,058860,2014/12,2010/12/17,,9407801,115781512
(주)케이티아이에스,058860,2015/12,2010/12/17,,15040764,125177334
(주)케이티아이에스,058860,2016/12,2010/12/17,,9990999,129339864
(주)케이티아이에스,058860,2017/12,2010/12/17,,8336872,132801572
(주)케이티아이에스,058860,2018/12,2010/12/17,,7900863,133386090
(주)케이티아이에스,058860,2019/12,2010/12/17,,9203428,140626534
(주)케이티아이에스,058860,2020/12,2010/12/17,,7387479,141151100
(주)케이티아이에스,058860,2021/12,2010/12/17,,24944162,165593047
(주)케이티알파,036030,2011/12,1999/12/24,249729771,-11396227,-74489062
(주)케이티알파,036030,2012/12,1999/12/24,249230651,-10549310,-85484591
(주)케이티알파,036030,2013/12,1999/12/24,293664862,2300943,-83319399
(주)케이티알파,036030,2014/12,1999/12/24,,12205645,-55502268
(주)케이티알파,036030,2015/12,1999/12/24,,7258295,-48759333
(주)케이티알파,036030,2016/12,1999/12/24,,4297853,-45418678
(주)케이티알파,036030,2017/12,1999/12/24,,3224800,-43491582
(주)케이티알파,036030,2018/12,1999/12/24,,881567,-38174075
(주)케이티알파,036030,2019/12,1999/12/24,,1426363,-38356654
(주)케이티알파,036030,2020/12,1999/12/24,,-4197120,-48963360
(주)케이티알파,036030,2021/12,1999/12/24,,-8913079,-54194919
(주)케이티앤지,033780,2011/12,1999/10/08,6159204020,767894329,755695244
(주)케이티앤지,033780,2012/12,1999/10/08,6713312669,751615603,727901165
(주)케이티앤지,033780,2013/12,1999/10/08,7002640648,481741854,465382827
(주)케이티앤지,033780,2014/12,1999/10/08,7317144547,759650038,704619081
(주)케이티앤지,033780,2015/12,1999/10/08,8586509523,971105262,947226082
(주)케이티앤지,033780,2016/12,1999/10/08,9729918448,1096954949,1029416405
(주)케이티앤지,033780,2017/12,1999/10/08,10020315627,998206029,974353015
(주)케이티앤지,033780,2018/12,1999/10/08,10197870417,856689554,791026709
(주)케이티앤지,033780,2019/12,1999/10/08,10752439456,891380828,888251674
(주)케이티앤지,033780,2020/12,1999/10/08,11468383152,1075309488,1060221437
(주)케이티앤지,033780,2021/12,1999/10/08,11637271194,852944175,877116551
(주)케이프,064820,2011/12,2007/05/29,,3220965,43859799
(주)케이프,064820,2012/12,2007/05/29,184397072,3057379,45521706
(주)케이프,064820,2013/12,2007/05/29,195506672,-12034566,33691319
(주)케이프,064820,2014/12,2007/05/29,159760766,114682,33985757
(주)케이프,064820,2015/12,2007/05/29,155383724,-4660229,30112429
(주)케이프,064820,2016/12,2007/05/29,1469790849,6934307,36224979
(주)케이프,064820,2017/12,2007/05/29,1323297080,740062,36776097
(주)케이프,064820,2018/12,2007/05/29,2219167295,2398963,41006295
(주)케이프,064820,2019/12,2007/05/29,1949680859,6649018,47274696
(주)케이프,064820,2020/12,2007/05/29,2080723621,9131161,56030599
(주)케이프,064820,2021/12,2007/05/29,2213123646,27409883,80230965
(주)케이피에스,256940,2017/12,2017/09/06,,2193293,-1698081
(주)케이피에스,256940,2018/12,2017/09/06,38228065,6792500,3295856
(주)케이피에스,256940,2019/12,2017/09/06,38650675,-307534,2517632
(주)케이피에스,256940,2020/12,2017/09/06,76992423,1046440,3564072
(주)케이피에스,256940,2021/12,2017/09/06,93401249,-11911804,-8347732
(주)케이피에프,024880,2011/12,1994/12/29,255408515,10134207,24333729
(주)케이피에프,024880,2012/12,1994/12/29,330265493,10945157,13333201
(주)케이피에프,024880,2013/12,1994/12/29,367653962,1780627,3685610
(주)케이피에프,024880,2014/12,1994/12/29,366848675,-14992430,-15174566
(주)케이피에프,024880,2015/12,1994/12/29,380368115,10374654,9666543
(주)케이피에프,024880,2016/12,1994/12/29,395895492,25410969,25212518
(주)케이피에프,024880,2017/12,1994/12/29,418037497,7026094,7052427
(주)케이피에프,024880,2018/12,1994/12/29,408582628,7235334,7055905
(주)케이피에프,024880,2019/12,1994/12/29,415789843,7380293,7483785
(주)케이피에프,024880,2020/12,1994/12/29,378562676,-11116931,-14637331
(주)케이피에프,024880,2021/12,1994/12/29,621848885,708258,1353330
(주)케이피엠테크,042040,2011/12,2003/01/07,90855164,-3957865,-3277223
(주)케이피엠테크,042040,2012/12,2003/01/07,85165983,-19256560,-22533783
(주)케이피엠테크,042040,2013/12,2003/01/07,36983986,-15650803,-36784587
(주)케이피엠테크,042040,2014/12,2003/01/07,50500518,3828717,-32955869
(주)케이피엠테크,042040,2015/12,2003/01/07,35542101,2265906,-30689963
(주)케이피엠테크,042040,2016/12,2003/01/07,83271028,-3271474,-33961437
(주)케이피엠테크,042040,2017/12,2003/01/07,121781612,-3371261,-37332698
(주)케이피엠테크,042040,2018/12,2003/01/07,199152116,29956876,-5088369
(주)케이피엠테크,042040,2019/12,2003/01/07,162104920,-30406753,-35558801
(주)케이피엠테크,042040,2020/12,2003/01/07,168590004,-15530615,-51237204
(주)케이피엠테크,042040,2021/12,2003/01/07,131546319,-41944003,-92907250
(주)케이피케미칼,064420,2011/12,2002/06/21,2140279756,249365105,684502274
(주)케이피티유,054410,2011/12,2002/04/25,44664421,626368,24827730
(주)케이피티유,054410,2012/12,2002/04/25,50076757,221210,24928122
(주)케이피티유,054410,2013/12,2002/04/25,,391412,12797112
(주)케이피티유,054410,2014/12,2002/04/25,,2545997,14373759
(주)케이피티유,054410,2015/12,2002/04/25,,4766976,17703791
(주)케이피티유,054410,2016/12,2002/04/25,,3696520,20359464
(주)케이피티유,054410,2017/12,2002/04/25,68247260,4004273,24509889
(주)케이피티유,054410,2018/12,2002/04/25,65556115,697230,24114043
(주)케이피티유,054410,2019/12,2002/04/25,,-764474,23375072
(주)케이피티유,054410,2020/12,2002/04/25,,-3128230,20810650
(주)케이피티유,054410,2021/12,2002/04/25,,6067632,27018461
(주)케일럼,258610,2017/12,2017/08/22,,711877,7218449
(주)케일럼,258610,2018/12,2017/08/22,53906961,2948171,9647100
(주)케일럼,258610,2019/12,2017/08/22,48622782,-1292626,8408580
(주)케일럼,258610,2020/12,2017/08/22,134044456,-6467961,1820699
(주)케일럼,258610,2021/12,2017/08/22,94382951,-24259388,-22425753
(주)켐온,217600,2015/12,2015/06/26,,,
(주)켐온,217600,2016/12,2015/06/26,,,
(주)켐온,217600,2017/12,2015/06/26,,-1562828,5710631
(주)켐온,217600,2018/12,2015/06/26,,844201,5994534
(주)켐온,217600,2019/12,2015/06/26,,1929996,9064181
(주)켐온,217600,2020/12,2015/06/26,,1920850,11216962
(주)켐온,217600,2021/12,2015/06/26,,4370495,15491688
(주)켐트로닉스,089010,2011/12,2007/01/17,169037298,7516750,31596292
(주)켐트로닉스,089010,2012/12,2007/01/17,183194327,16390378,45565322
(주)켐트로닉스,089010,2013/12,2007/01/17,218954005,25361656,68334894
(주)켐트로닉스,089010,2014/12,2007/01/17,222796373,-6651086,57226717
(주)켐트로닉스,089010,2015/12,2007/01/17,234894280,-8510237,49671390
(주)켐트로닉스,089010,2016/12,2007/01/17,226427988,-2283144,46992739
(주)켐트로닉스,089010,2017/12,2007/01/17,220667821,-16670328,30110026
(주)켐트로닉스,089010,2018/12,2007/01/17,231561350,2121077,31863291
(주)켐트로닉스,089010,2019/12,2007/01/17,294088094,136261,30508873
(주)켐트로닉스,089010,2020/12,2007/01/17,368562466,6147693,32011863
(주)켐트로닉스,089010,2021/12,2007/01/17,422616921,21768880,49636044
(주)켐트로스,220260,2015/12,2015/07/27,,,
(주)켐트로스,220260,2016/12,2015/07/27,,,
(주)켐트로스,220260,2017/12,2015/07/27,,1085174,10275529
(주)켐트로스,220260,2018/12,2015/07/27,,5490554,15398235
(주)켐트로스,220260,2019/12,2015/07/27,,282619,15623551
(주)켐트로스,220260,2020/12,2015/07/27,,1503510,17075428
(주)켐트로스,220260,2021/12,2015/07/27,,4409197,21476333
(주)코너스톤네트웍스,033110,2011/12,1997/08/18,37123292,-6066051,1429911
(주)코너스톤네트웍스,033110,2012/12,1997/08/18,35593339,-930808,13982
(주)코너스톤네트웍스,033110,2013/12,1997/08/18,41371872,1076293,1366106
(주)코너스톤네트웍스,033110,2014/12,1997/08/18,37270443,-7921866,-9364036
(주)코너스톤네트웍스,033110,2015/12,1997/08/18,32740695,-11302745,-20376947
(주)코너스톤네트웍스,033110,2016/12,1997/08/18,105488930,-6068618,-26383701
(주)코너스톤네트웍스,033110,2017/12,1997/08/18,41577329,-51981694,-78432845
(주)코너스톤네트웍스,033110,2018/12,1997/08/18,54124652,-2241029,-71802841
(주)코너스톤네트웍스,033110,2019/12,1997/08/18,79716591,-58186670,-134799272
(주)코너스톤네트웍스,033110,2020/12,1997/08/18,39402699,-30508501,-165917311
(주)코다코,046070,2011/12,2000/12/26,,1916553,20207980
(주)코다코,046070,2012/12,2000/12/26,,3433204,23609777
(주)코다코,046070,2013/12,2000/12/26,251475508,5232527,29408898
(주)코다코,046070,2014/12,2000/12/26,287239248,5105775,33090007
(주)코다코,046070,2015/12,2000/12/26,317285357,5780974,36900569
(주)코다코,046070,2016/12,2000/12/26,383368845,10037632,44946641
(주)코다코,046070,2017/12,2000/12/26,417416923,7683584,43638671
(주)코다코,046070,2018/12,2000/12/26,393660081,-18525374,22404582
(주)코다코,046070,2019/12,2000/12/26,330178369,-11580291,-15162926
(주)코다코,046070,2020/12,2000/12/26,327398380,-13897504,-28062096
(주)코다코,046070,2021/12,2000/12/26,364097009,6887862,-21908797
(주)코데즈컴바인,047770,2011/12,2001/09/18,192631415,6743791,21715514
(주)코데즈컴바인,047770,2012/12,2001/09/18,176408636,-15150948,1242417
(주)코데즈컴바인,047770,2013/12,2001/09/18,133178256,-18804655,-16952221
(주)코데즈컴바인,047770,2014/12,2001/09/18,70992802,-30283942,-43951426
(주)코데즈컴바인,047770,2015/12,2001/09/18,29137618,-12123145,-50675775
(주)코데즈컴바인,047770,2016/12,2001/09/18,29020844,1567983,-45552643
(주)코데즈컴바인,047770,2017/12,2001/09/18,31578877,2198778,-41576559
(주)코데즈컴바인,047770,2018/12,2001/09/18,64408803,4402153,-37174406
(주)코데즈컴바인,047770,2019/12,2001/09/18,71633747,6912549,-30261857
(주)코데즈컴바인,047770,2020/12,2001/09/18,75892547,4303484,-3654069
(주)코데즈컴바인,047770,2021/12,2001/09/18,80312633,6603263,2874111
(주)코디,080530,2011/12,2010/01/05,,3447199,16968750
(주)코디,080530,2012/12,2010/01/05,59948013,-4240752,13312370
(주)코디,080530,2013/12,2010/01/05,73197699,510497,13822868
(주)코디,080530,2014/12,2010/01/05,71869254,-1280131,12542736
(주)코디,080530,2015/12,2010/01/05,61653715,-5564956,6977781
(주)코디,080530,2016/12,2010/01/05,86510616,-10848923,-3871142
(주)코디,080530,2017/12,2010/01/05,42501591,-18992038,-24916925
(주)코디,080530,2018/12,2010/01/05,81954473,-12270327,-37187252
(주)코디,080530,2019/12,2010/01/05,75932355,-4977578,-37960900
(주)코디,080530,2020/12,2010/01/05,72195993,-686264,-38647164
(주)코디,080530,2021/12,2010/01/05,68639639,-6335364,-44982528
(주)코렌텍,104540,2013/12,2013/03/05,60227570,3586248,-15542309
(주)코렌텍,104540,2014/12,2013/03/05,70512556,-1245991,-16881984
(주)코렌텍,104540,2015/12,2013/03/05,71517889,423373,-16638529
(주)코렌텍,104540,2016/12,2013/03/05,97043566,2146668,-14440400
(주)코렌텍,104540,2017/12,2013/03/05,100577807,-6155289,-22187684
(주)코렌텍,104540,2018/12,2013/03/05,64259905,-35033847,-57614053
(주)코렌텍,104540,2019/12,2013/03/05,62778527,2368592,-55481075
(주)코렌텍,104540,2020/12,2013/03/05,96144972,2049762,-53072770
(주)코렌텍,104540,2021/12,2013/03/05,118903126,142087,-52899368
(주)코리아나화장품,027050,2011/12,1999/12/10,116062305,1551346,17603305
(주)코리아나화장품,027050,2012/12,1999/12/10,97333543,7389835,24638376
(주)코리아나화장품,027050,2013/12,1999/12/10,113212596,137988,24394930
(주)코리아나화장품,027050,2014/12,1999/12/10,114446178,-5939859,17450203
(주)코리아나화장품,027050,2015/12,1999/12/10,121613975,6407644,23555286
(주)코리아나화장품,027050,2016/12,1999/12/10,118519738,4036577,25523766
(주)코리아나화장품,027050,2017/12,1999/12/10,121097694,915682,23986220
(주)코리아나화장품,027050,2018/12,1999/12/10,122612031,1362245,24350217
(주)코리아나화장품,027050,2019/12,1999/12/10,122298260,628952,24261954
(주)코리아나화장품,027050,2020/12,1999/12/10,114172898,-425315,24377593
(주)코리아나화장품,027050,2021/12,1999/12/10,113499141,3309574,27706496
(주)코리아센터,290510,2019/12,2019/11/29,344866909,4073312,48512846
(주)코리아센터,290510,2020/12,2019/11/29,406676888,6175015,55112015
(주)코리아센터,290510,2021/12,2019/11/29,488304479,3081829,59576816
(주)코리아써키트,007810,2011/12,1985/09/09,419488244,4587481,48987080
(주)코리아써키트,007810,2012/12,1985/09/09,462312486,24416893,23288403
(주)코리아써키트,007810,2013/12,1985/09/09,551207964,26323568,25883909
(주)코리아써키트,007810,2014/12,1985/09/09,542551001,14668186,14902992
(주)코리아써키트,007810,2015/12,1985/09/09,526992026,29204684,28938857
(주)코리아써키트,007810,2016/12,1985/09/09,520500737,9550979,10132933
(주)코리아써키트,007810,2017/12,1985/09/09,556503135,9299954,9714409
(주)코리아써키트,007810,2018/12,1985/09/09,500488797,-34969002,-34407903
(주)코리아써키트,007810,2019/12,1985/09/09,478120049,17214315,-16874976
(주)코리아써키트,007810,2020/12,1985/09/09,921746308,3419848,-16169871
(주)코리아써키트,007810,2021/12,1985/09/09,1064620686,52336616,38248165
(주)코맥스,036690,2011/12,2000/01/18,85058009,6226226,4584253
(주)코맥스,036690,2012/12,2000/01/18,77308571,6611514,10465390
(주)코맥스,036690,2013/12,2000/01/18,83485160,7769818,16821617
(주)코맥스,036690,2014/12,2000/01/18,85749893,3584225,18832882
(주)코맥스,036690,2015/12,2000/01/18,89131049,4803037,22603972
(주)코맥스,036690,2016/12,2000/01/18,96774640,8404401,26791767
(주)코맥스,036690,2017/12,2000/01/18,104882960,9196942,29230589
(주)코맥스,036690,2018/12,2000/01/18,105445314,3016440,24324004
(주)코맥스,036690,2019/12,2000/01/18,110179684,3841818,21454028
(주)코맥스,036690,2020/12,2000/01/18,115451070,2465289,16896753
(주)코맥스,036690,2021/12,2000/01/18,116811439,-14172717,-7796124
(주)코메론,049430,2011/12,2001/01/16,92395037,4423991,45552137
(주)코메론,049430,2012/12,2001/01/16,95687089,5664203,49574794
(주)코메론,049430,2013/12,2001/01/16,102537204,4448732,53994085
(주)코메론,049430,2014/12,2001/01/16,110437411,6851925,58990122
(주)코메론,049430,2015/12,2001/01/16,116526898,10129323,68702506
(주)코메론,049430,2016/12,2001/01/16,136746192,12207517,81058136
