회사명,거래소코드,회계년도,상장일,[제조]자산(*)(IFRS),[제조]당기순이익(손실)(IFRS),[제조]      미처분이익잉여금(결손금)(IFRS)
(주)에스에프에이,056190,2021/12,2001/12/18,1293167419,69402144,725612789
(주)에스에프에이반도체,036540,2011/12,2001/05/02,462007293,14085309,35600149
(주)에스에프에이반도체,036540,2012/12,2001/05/02,545201057,-8070618,22766185
(주)에스에프에이반도체,036540,2013/12,2001/05/02,534879837,-36231404,-15676113
(주)에스에프에이반도체,036540,2014/12,2001/05/02,611442667,4161165,-10887302
(주)에스에프에이반도체,036540,2015/12,2001/05/02,536598043,-217760629,-227909340
(주)에스에프에이반도체,036540,2016/12,2001/05/02,515339112,3396761,-224346864
(주)에스에프에이반도체,036540,2017/12,2001/05/02,518921419,6686029,-217079568
(주)에스에프에이반도체,036540,2018/12,2001/05/02,521235257,6784791,-210859887
(주)에스에프에이반도체,036540,2019/12,2001/05/02,564429867,11830114,-199484952
(주)에스에프에이반도체,036540,2020/12,2001/05/02,474837998,8721100,-191143151
(주)에스에프에이반도체,036540,2021/12,2001/05/02,500600648,38805433,-152042000
(주)에스엘바이오닉스,214310,2015/12,2015/06/25,48126701,5124275,8317069
(주)에스엘바이오닉스,214310,2016/12,2015/06/25,69870377,-11859253,-3848255
(주)에스엘바이오닉스,214310,2017/12,2015/06/25,52542796,-14327107,-18011725
(주)에스엘바이오닉스,214310,2018/12,2015/06/25,63643034,-16812414,-34783390
(주)에스엘바이오닉스,214310,2019/12,2015/06/25,42746226,-22981931,-7784537
(주)에스엘바이오닉스,214310,2020/12,2015/06/25,63285592,-2737438,-10549281
(주)에스엘바이오닉스,214310,2021/12,2015/06/25,74185765,-3929004,-13942253
(주)에스엠라이프디자인그룹,063440,2011/12,2002/05/30,37118867,391627,6463352
(주)에스엠라이프디자인그룹,063440,2012/12,2002/05/30,30675175,-4779880,1404852
(주)에스엠라이프디자인그룹,063440,2013/12,2002/05/30,37877798,-5662371,-4227541
(주)에스엠라이프디자인그룹,063440,2014/12,2002/05/30,24913678,-6358701,-13047514
(주)에스엠라이프디자인그룹,063440,2015/12,2002/05/30,22276928,-7468712,-20517018
(주)에스엠라이프디자인그룹,063440,2016/12,2002/05/30,43573095,-3568945,-24211552
(주)에스엠라이프디자인그룹,063440,2017/12,2002/05/30,44234219,768269,-23290428
(주)에스엠라이프디자인그룹,063440,2018/12,2002/05/30,55274000,-1958489,-24743836
(주)에스엠라이프디자인그룹,063440,2019/12,2002/05/30,53864446,-2963320,-27714754
(주)에스엠라이프디자인그룹,063440,2020/12,2002/05/30,52668339,-1852675,-29500499
(주)에스엠라이프디자인그룹,063440,2021/12,2002/05/30,56371778,808130,-28685655
(주)에스엠벡셀,010580,2011/12,1994/12/27,66549354,-1299735,-3868936
(주)에스엠벡셀,010580,2012/12,1994/12/27,64101045,-2564402,-6624184
(주)에스엠벡셀,010580,2013/12,1994/12/27,78621373,-2199332,-7609468
(주)에스엠벡셀,010580,2014/12,1994/12/27,72913292,-1548096,-9086586
(주)에스엠벡셀,010580,2015/12,1994/12/27,64289391,-3015719,-11986425
(주)에스엠벡셀,010580,2016/12,1994/12/27,60354102,-5491414,-17836740
(주)에스엠벡셀,010580,2017/12,1994/12/27,53447698,-5428854,-22861498
(주)에스엠벡셀,010580,2018/12,1994/12/27,63715894,2835270,-19660252
(주)에스엠벡셀,010580,2019/12,1994/12/27,73825419,-11195573,-32150979
(주)에스엠벡셀,010580,2020/12,1994/12/27,63588454,-11054038,-42070519
(주)에스엠벡셀,010580,2021/12,1994/12/27,47837811,-16605886,-50438425
(주)에스엠엔터테인먼트,041510,2011/12,2000/04/27,154320026,16487446,44755630
(주)에스엠엔터테인먼트,041510,2012/12,2000/04/27,265990300,37177156,81871533
(주)에스엠엔터테인먼트,041510,2013/12,2000/04/27,302106277,17563774,99009494
(주)에스엠엔터테인먼트,041510,2014/12,2000/04/27,286912768,1886340,100969700
(주)에스엠엔터테인먼트,041510,2015/12,2000/04/27,340797077,4521214,105166824
(주)에스엠엔터테인먼트,041510,2016/12,2000/04/27,392374869,5293893,110263532
(주)에스엠엔터테인먼트,041510,2017/12,2000/04/27,436117975,18673267,127651470
(주)에스엠엔터테인먼트,041510,2018/12,2000/04/27,534318733,12390299,149766629
(주)에스엠엔터테인먼트,041510,2019/12,2000/04/27,565047824,12325434,161580539
(주)에스엠엔터테인먼트,041510,2020/12,2000/04/27,541611121,-30043688,132281503
(주)에스엠엔터테인먼트,041510,2021/12,2000/04/27,705293286,60970094,199708756
(주)에스엠컬처앤콘텐츠,048550,2011/12,2001/01/18,24091513,818537,-15185334
(주)에스엠컬처앤콘텐츠,048550,2012/12,2001/01/18,50280008,-10482100,-10482100
(주)에스엠컬처앤콘텐츠,048550,2013/12,2001/01/18,87547226,1122881,-9363501
(주)에스엠컬처앤콘텐츠,048550,2014/12,2001/01/18,86602102,-10757148,-20130837
(주)에스엠컬처앤콘텐츠,048550,2015/12,2001/01/18,87651331,-5470562,-25601633
(주)에스엠컬처앤콘텐츠,048550,2016/12,2001/01/18,82348022,-528250,-26129883
(주)에스엠컬처앤콘텐츠,048550,2017/12,2001/01/18,300770279,-17592661,-41123818
(주)에스엠컬처앤콘텐츠,048550,2018/12,2001/01/18,314691180,-1892736,-43686553
(주)에스엠컬처앤콘텐츠,048550,2019/12,2001/01/18,349836222,3062872,-40901128
(주)에스엠컬처앤콘텐츠,048550,2020/12,2001/01/18,301422169,-14062821,-54365514
(주)에스엠컬처앤콘텐츠,048550,2021/12,2001/01/18,321575972,-8782875,-61758503
(주)에스엠코어,007820,2011/12,2011/11/08,68224897,6010950,6121343
(주)에스엠코어,007820,2012/12,2011/11/08,68401035,5462286,5436589
(주)에스엠코어,007820,2013/12,2011/11/08,76638344,4417958,4575809
(주)에스엠코어,007820,2014/12,2011/11/08,78842862,6349101,5909291
(주)에스엠코어,007820,2015/12,2011/11/08,84751052,2860604,2292199
(주)에스엠코어,007820,2016/12,2011/11/08,60157185,-12283695,-11499021
(주)에스엠코어,007820,2017/12,2011/11/08,98589612,-2392558,-2783799
(주)에스엠코어,007820,2018/12,2011/11/08,105600135,2451956,2222370
(주)에스엠코어,007820,2019/12,2011/11/08,106711792,4468839,3783271
(주)에스엠코어,007820,2020/12,2011/11/08,92957464,-481514,-7180695
(주)에스엠코어,007820,2021/12,2011/11/08,92546750,-917493,-7081787
(주)에스와이이노베이션,194860,2014/12,2014/04/25,,,
(주)에스와이이노베이션,194860,2015/12,2014/04/25,,,
(주)에스와이제이,251540,2017/12,2017/05/02,,,
(주)에스와이코퍼레이션,008080,2011/12,1987/12/21,76676037,-17114900,-10548917
(주)에스와이코퍼레이션,008080,2012/12,1987/12/21,83028592,-15542982,-26854756
(주)에스원,012750,2011/12,1996/01/30,987476360,117329184,136997298
(주)에스원,012750,2012/12,1996/01/30,987553477,92162645,95538590
(주)에스원,012750,2013/12,1996/01/30,1045437251,74246868,92104549
(주)에스원,012750,2014/12,1996/01/30,1335864866,102305633,125626097
(주)에스원,012750,2015/12,1996/01/30,1371979845,188191653,218820720
(주)에스원,012750,2016/12,1996/01/30,1437728384,138464680,207723154
(주)에스원,012750,2017/12,1996/01/30,1556037333,140944815,222802814
(주)에스원,012750,2018/12,1996/01/30,1645982513,101069579,207337373
(주)에스원,012750,2019/12,1996/01/30,1751616977,141011143,199656730
(주)에스원,012750,2020/12,1996/01/30,1849485638,132929645,175501727
(주)에스원,012750,2021/12,1996/01/30,1899472792,116295407,127129527
(주)에스제이그룹,306040,2019/12,2019/11/18,89588318,12419280,22139031
(주)에스제이그룹,306040,2020/12,2019/11/18,119957627,13675091,34364498
(주)에스제이그룹,306040,2021/12,2019/11/18,143025588,17065641,50296429
(주)에스제이엠,123700,2011/12,2010/05/31,133013441,13351766,25828706
(주)에스제이엠,123700,2012/12,2010/05/31,135919187,12092906,28847273
(주)에스제이엠,123700,2013/12,2010/05/31,142171768,11577554,32599537
(주)에스제이엠,123700,2014/12,2010/05/31,142498395,7238739,21532935
(주)에스제이엠,123700,2015/12,2010/05/31,141675206,7146192,19948517
(주)에스제이엠,123700,2016/12,2010/05/31,156197867,14854542,28578631
(주)에스제이엠,123700,2017/12,2010/05/31,157580976,6856823,23996665
(주)에스제이엠,123700,2018/12,2010/05/31,158013091,2388324,18432711
(주)에스제이엠,123700,2019/12,2010/05/31,155954333,1881662,16355108
(주)에스제이엠,123700,2020/12,2010/05/31,153446318,-1121391,13573206
(주)에스제이엠,123700,2021/12,2010/05/31,163036392,6004059,18947948
(주)에스제이엠홀딩스,025530,2011/12,1997/02/12,107513275,8767575,20246510
(주)에스제이엠홀딩스,025530,2012/12,1997/02/12,107725366,2258572,10220712
(주)에스제이엠홀딩스,025530,2013/12,1997/02/12,106995311,171638,6012358
(주)에스제이엠홀딩스,025530,2014/12,1997/02/12,123105426,7823008,27674702
(주)에스제이엠홀딩스,025530,2015/12,1997/02/12,140922798,11140754,35933086
(주)에스제이엠홀딩스,025530,2016/12,1997/02/12,146760561,5673839,39819360
(주)에스제이엠홀딩스,025530,2017/12,1997/02/12,159987153,15329920,53267049
(주)에스제이엠홀딩스,025530,2018/12,1997/02/12,161496727,3468326,52347526
(주)에스제이엠홀딩스,025530,2019/12,1997/02/12,164937967,4972059,55140669
(주)에스제이엠홀딩스,025530,2020/12,1997/02/12,160773760,2467636,55394549
(주)에스제이엠홀딩스,025530,2021/12,1997/02/12,164815800,3170128,57341904
(주)에스제이케이,080440,2011/12,2005/05/13,104731271,-5477319,20134751
(주)에스제이케이,080440,2012/12,2005/05/13,104045890,-11760481,8281383
(주)에스제이케이,080440,2013/12,2005/05/13,86549597,-20793990,-16251319
(주)에스제이케이,080440,2014/12,2005/05/13,68263406,-15876187,-32112125
(주)에스제이케이,080440,2015/12,2005/05/13,61769414,-2909832,-32796522
(주)에스제이케이,080440,2016/12,2005/05/13,51230303,-8631517,-41423586
(주)에스제이케이,080440,2017/12,2005/05/13,49964482,-7530781,-48725068
(주)에스제이케이,080440,2018/12,2005/05/13,64434011,-10204383,-58997027
(주)에스제이케이,080440,2019/12,2005/05/13,59723547,-10423596,-70160491
(주)에스지글로벌,001380,2011/12,1976/06/27,159373016,1190345,50132806
(주)에스지글로벌,001380,2012/12,1976/06/27,161365928,-9575294,40539869
(주)에스지글로벌,001380,2013/12,1976/06/27,170191459,2785900,43671196
(주)에스지글로벌,001380,2014/12,1976/06/27,172505127,-1421545,42437691
(주)에스지글로벌,001380,2015/12,1976/06/27,170488070,-2725112,39670002
(주)에스지글로벌,001380,2016/12,1976/06/27,177616991,2664419,42712931
(주)에스지글로벌,001380,2017/12,1976/06/27,169782157,3780490,46650650
(주)에스지글로벌,001380,2018/12,1976/06/27,168763709,2376959,48813592
(주)에스지글로벌,001380,2019/12,1976/06/27,177518701,5907592,54341106
(주)에스지글로벌,001380,2020/12,1976/06/27,183864547,542369,54950316
(주)에스지글로벌,001380,2021/12,1976/06/27,180340624,-3539495,52068990
(주)에스지세계물산,004060,2011/12,1976/04/19,304816917,4089631,76890486
(주)에스지세계물산,004060,2012/12,1976/04/19,298365911,4105579,80529187
(주)에스지세계물산,004060,2013/12,1976/04/19,290365335,-4627350,75850539
(주)에스지세계물산,004060,2014/12,1976/04/19,288872180,-11457354,64022948
(주)에스지세계물산,004060,2015/12,1976/04/19,291470303,2641887,66806365
(주)에스지세계물산,004060,2016/12,1976/04/19,301415889,-3906469,62509212
(주)에스지세계물산,004060,2017/12,1976/04/19,321749845,-7500006,55189878
(주)에스지세계물산,004060,2018/12,1976/04/19,333290661,5735725,60108142
(주)에스지세계물산,004060,2019/12,1976/04/19,281900130,15699891,75796748
(주)에스지세계물산,004060,2020/12,1976/04/19,265410642,-16221446,59363200
(주)에스지세계물산,004060,2021/12,1976/04/19,308118590,50053579,109382556
(주)에스지엔지,040610,2011/12,2000/04/27,93167304,2191441,36183160
(주)에스지엔지,040610,2012/12,2000/04/27,93642626,3917210,40080100
(주)에스지엔지,040610,2013/12,2000/04/27,101315755,3221945,43253095
(주)에스지엔지,040610,2014/12,2000/04/27,116153331,3296040,46409713
(주)에스지엔지,040610,2015/12,2000/04/27,120343288,4077050,50490545
(주)에스지엔지,040610,2016/12,2000/04/27,123898414,1972937,52494554
(주)에스지엔지,040610,2017/12,2000/04/27,130881255,2686807,56694738
(주)에스지엔지,040610,2018/12,2000/04/27,138318881,-3427846,53088952
(주)에스지엔지,040610,2019/12,2000/04/27,145844940,263610,53147933
(주)에스지엔지,040610,2020/12,2000/04/27,154501565,8023431,61266285
(주)에스지엔지,040610,2021/12,2000/04/27,156590058,-2010575,59259666
(주)에스코넥,096630,2011/12,2007/12/26,109794443,1000297,10544421
(주)에스코넥,096630,2012/12,2007/12/26,113548743,2068842,12821392
(주)에스코넥,096630,2013/12,2007/12/26,134637534,8884832,21969985
(주)에스코넥,096630,2014/12,2007/12/26,136069592,3869563,25314764
(주)에스코넥,096630,2015/12,2007/12/26,136777990,5072224,30293887
(주)에스코넥,096630,2016/12,2007/12/26,134607919,4997022,35047964
(주)에스코넥,096630,2017/12,2007/12/26,125468639,5114609,40177180
(주)에스코넥,096630,2018/12,2007/12/26,123875362,2668469,43047051
(주)에스코넥,096630,2019/12,2007/12/26,115856763,-7117098,36279318
(주)에스코넥,096630,2020/12,2007/12/26,126264737,-6911886,29109715
(주)에스코넥,096630,2021/12,2007/12/26,126358294,5919943,34965406
(주)에스텍파마,041910,2011/12,2004/02/06,77683161,8470058,28290630
(주)에스텍파마,041910,2012/12,2004/02/06,103882943,9990579,37491943
(주)에스텍파마,041910,2013/12,2004/02/06,104215688,3706037,40609720
(주)에스텍파마,041910,2014/12,2004/02/06,114550725,8538801,48332108
(주)에스텍파마,041910,2015/12,2004/02/06,91465973,-516879,41826831
(주)에스텍파마,041910,2016/12,2004/02/06,97447399,3021739,44241996
(주)에스텍파마,041910,2017/12,2004/02/06,96826832,1650094,45276516
(주)에스텍파마,041910,2018/12,2004/02/06,98258635,6583947,53806574
(주)에스텍파마,041910,2019/12,2004/02/06,115960615,15087412,67651737
(주)에스텍파마,041910,2020/12,2004/02/06,122837134,10940230,77181258
(주)에스텍파마,041910,2021/12,2004/02/06,131756931,5146048,85799170
(주)에스티아이,039440,2011/12,2002/02/28,45384958,8209377,-3676004
(주)에스티아이,039440,2012/12,2002/02/28,46766075,4053445,-27347
(주)에스티아이,039440,2013/12,2002/02/28,56597951,5090849,4940736
(주)에스티아이,039440,2014/12,2002/02/28,72808805,5153418,9959156
(주)에스티아이,039440,2015/12,2002/02/28,96685702,9469680,17959650
(주)에스티아이,039440,2016/12,2002/02/28,131862902,15567668,31373096
(주)에스티아이,039440,2017/12,2002/02/28,151167373,23113275,52805825
(주)에스티아이,039440,2018/12,2002/02/28,243375990,20582381,68656824
(주)에스티아이,039440,2019/12,2002/02/28,253139385,21382326,84601470
(주)에스티아이,039440,2020/12,2002/02/28,241956596,15856809,95923787
(주)에스티아이,039440,2021/12,2002/02/28,325553953,23857517,117987878
(주)에스티오,098660,2011/12,2009/04/17,82098354,3941691,28235590
(주)에스티오,098660,2012/12,2009/04/17,79029724,3498174,31156611
(주)에스티오,098660,2013/12,2009/04/17,81156634,-949182,29987708
(주)에스티오,098660,2014/12,2009/04/17,77568133,-1136608,21712627
(주)에스티오,098660,2015/12,2009/04/17,75409374,4352862,25852683
(주)에스티오,098660,2016/12,2009/04/17,74537177,3213670,28562198
(주)에스티오,098660,2017/12,2009/04/17,69460621,-135867,28373353
(주)에스티오,098660,2018/12,2009/04/17,68041780,-295168,27685124
(주)에스티오,098660,2019/12,2009/04/17,67483861,3273993,29674045
(주)에스티오,098660,2020/12,2009/04/17,65965494,-2670577,24841928
(주)에스티오,098660,2021/12,2009/04/17,61220939,305851,23594478
(주)에스티큐브,052020,2011/12,2001/07/05,16176246,-4159436,-9915929
(주)에스티큐브,052020,2012/12,2001/07/05,16690582,350427,-9413927
(주)에스티큐브,052020,2013/12,2001/07/05,27951391,-13302349,-22829246
(주)에스티큐브,052020,2014/12,2001/07/05,31428037,-10058971,-32958742
(주)에스티큐브,052020,2015/12,2001/07/05,24258955,-4323784,-37209811
(주)에스티큐브,052020,2016/12,2001/07/05,43250905,-4982774,-5478161
(주)에스티큐브,052020,2017/12,2001/07/05,35677384,-10797601,-10775639
(주)에스티큐브,052020,2018/12,2001/07/05,69524514,-8838551,-8850881
(주)에스티큐브,052020,2019/12,2001/07/05,56802206,-16931271,-17715146
(주)에스티큐브,052020,2020/12,2001/07/05,59527116,-11036645,-28821120
(주)에스티큐브,052020,2021/12,2001/07/05,39262616,-17174375,-46089918
(주)에스폴리텍,050760,2011/12,2002/05/16,104196133,3869644,15387673
(주)에스폴리텍,050760,2012/12,2002/05/16,96468758,4174723,21226688
(주)에스폴리텍,050760,2013/12,2002/05/16,97971145,2747072,24083981
(주)에스폴리텍,050760,2014/12,2002/05/16,95770019,351671,24366959
(주)에스폴리텍,050760,2015/12,2002/05/16,102116336,1757766,26226116
(주)에스폴리텍,050760,2016/12,2002/05/16,104297494,4152970,24202678
(주)에스폴리텍,050760,2017/12,2002/05/16,108597362,-3271096,20801411
(주)에스폴리텍,050760,2018/12,2002/05/16,103583700,2029529,22511984
(주)에스폴리텍,050760,2019/12,2002/05/16,112049382,13147795,34571933
(주)에스폴리텍,050760,2020/12,2002/05/16,125906733,7467075,41206283
(주)에스폴리텍,050760,2021/12,2002/05/16,112191850,6567109,47621410
(주)에스피시스템스,317830,2019/12,2019/08/14,56744844,1812968,20549761
(주)에스피시스템스,317830,2020/12,2019/08/14,52584111,422282,20877186
(주)에스피시스템스,317830,2021/12,2019/08/14,61964608,-1168355,19815550
(주)에스피씨삼립,005610,2011/12,1974/05/02,361190490,6281902,55975174
(주)에스피씨삼립,005610,2012/12,1974/05/02,389000191,10633760,59698212
(주)에스피씨삼립,005610,2013/12,1974/05/02,410494917,14777553,67643213
(주)에스피씨삼립,005610,2014/12,1974/05/02,409080769,16794765,76040958
(주)에스피씨삼립,005610,2015/12,1974/05/02,383727049,15993567,82400898
(주)에스피씨삼립,005610,2016/12,1974/05/02,420244594,22117840,95192414
(주)에스피씨삼립,005610,2017/12,1974/05/02,449076257,30779622,117235542
(주)에스피씨삼립,005610,2018/12,1974/05/02,594160857,28385490,201592397
(주)에스피씨삼립,005610,2019/12,1974/05/02,954761884,32567347,221919953
(주)에스피씨삼립,005610,2020/12,1974/05/02,945638158,-10401063,200312421
(주)에스피씨삼립,005610,2021/12,1974/05/02,953617805,41433339,230674775
(주)에스피지,058610,2011/12,2002/07/23,117966071,3009588,16563361
(주)에스피지,058610,2012/12,2002/07/23,118869264,1645589,13467695
(주)에스피지,058610,2013/12,2002/07/23,120404498,1867006,12237631
(주)에스피지,058610,2014/12,2002/07/23,134656575,3006156,11878127
(주)에스피지,058610,2015/12,2002/07/23,141892907,3265283,11626566
(주)에스피지,058610,2016/12,2002/07/23,220272365,15249091,26337212
(주)에스피지,058610,2017/12,2002/07/23,213313579,-9223301,14428878
(주)에스피지,058610,2018/12,2002/07/23,234180863,890465,13185971
(주)에스피지,058610,2019/12,2002/07/23,224003291,-748656,9679387
(주)에스피지,058610,2020/12,2002/07/23,230056682,1212011,10670043
(주)에스피지,058610,2021/12,2002/07/23,269031448,10316765,17946180
(주)에쎈테크,043340,2011/12,2000/08/29,95345704,-8896604,-6318494
(주)에쎈테크,043340,2012/12,2000/08/29,64694064,-5616904,-34027041
(주)에쎈테크,043340,2013/12,2000/08/29,64976922,1171044,-32855997
(주)에쎈테크,043340,2014/12,2000/08/29,62481501,1055122,-30821353
(주)에쎈테크,043340,2015/12,2000/08/29,66959626,1896753,-28924600
(주)에쎈테크,043340,2016/12,2000/08/29,69610334,1804599,-26930812
(주)에쎈테크,043340,2017/12,2000/08/29,54088454,619431,-8249939
(주)에쎈테크,043340,2018/12,2000/08/29,47967442,2012643,-6265910
(주)에쎈테크,043340,2019/12,2000/08/29,42894804,-493110,-6712187
(주)에쎈테크,043340,2020/12,2000/08/29,61546728,-374768,-7086955
(주)에쎈테크,043340,2021/12,2000/08/29,86722692,-2713402,-9800357
(주)에이디모터스,038120,2011/12,2000/08/24,21855602,-15057839,-39971688
(주)에이디칩스,054630,2011/12,2001/11/13,16149479,622309,-11051982
(주)에이디칩스,054630,2012/12,2001/11/13,14840158,-2240088,-13511543
(주)에이디칩스,054630,2013/12,2001/11/13,14059953,-2511823,-16046886
(주)에이디칩스,054630,2014/12,2001/11/13,11194503,-3722441,-19394064
(주)에이디칩스,054630,2015/12,2001/11/13,9435474,-1854507,-21208323
(주)에이디칩스,054630,2016/12,2001/11/13,18009648,1527513,-19644080
(주)에이디칩스,054630,2017/12,2001/11/13,38947789,483583,-18991053
(주)에이디칩스,054630,2018/12,2001/11/13,42227702,-7107526,-25961171
(주)에이디칩스,054630,2019/12,2001/11/13,42768736,-12906462,-39128893
(주)에이디칩스,054630,2020/12,2001/11/13,45595101,-8213207,-47461015
(주)에이디칩스,054630,2021/12,2001/11/13,53652158,-12780970,-60241985
(주)에이디테크놀로지,200710,2014/12,2014/12/16,47254624,10595475,17860247
(주)에이디테크놀로지,200710,2015/12,2014/12/16,45512217,2655326,20515573
(주)에이디테크놀로지,200710,2016/12,2014/12/16,48034031,-4031789,15389558
(주)에이디테크놀로지,200710,2017/12,2014/12/16,49063072,170261,15559201
(주)에이디테크놀로지,200710,2018/12,2014/12/16,76828088,8440874,24626422
(주)에이디테크놀로지,200710,2019/12,2014/12/16,110877555,8757827,32380357
(주)에이디테크놀로지,200710,2020/12,2014/12/16,214098119,1800566,33695761
(주)에이디테크놀로지,200710,2021/12,2014/12/16,223279292,13533402,45712728
(주)에이루트,096690,2011/12,2010/12/01,34219617,3719810,20391297
(주)에이루트,096690,2012/12,2010/12/01,36400474,2561003,20092851
(주)에이루트,096690,2013/12,2010/12/01,41048166,4044985,23587836
(주)에이루트,096690,2014/12,2010/12/01,40624695,2658609,25500813
(주)에이루트,096690,2015/12,2010/12/01,44656057,2482518,27433331
(주)에이루트,096690,2016/12,2010/12/01,106132807,-27851508,-418177
(주)에이루트,096690,2017/12,2010/12/01,92456640,-14001768,-14419945
(주)에이루트,096690,2018/12,2010/12/01,65974234,-14760196,-29180141
(주)에이루트,096690,2019/12,2010/12/01,163236712,126089,-29054052
(주)에이루트,096690,2020/12,2010/12/01,113242792,-18923693,-47977745
(주)에이루트,096690,2021/12,2010/12/01,154772782,-106520048,-119706202
(주)에이블씨엔씨,078520,2011/12,2011/09/07,184857484,27841105,78216794
(주)에이블씨엔씨,078520,2012/12,2011/09/07,232110920,38795177,113341267
(주)에이블씨엔씨,078520,2013/12,2011/09/07,224201084,6476840,115179842
(주)에이블씨엔씨,078520,2014/12,2011/09/07,211410482,1387157,111863546
(주)에이블씨엔씨,078520,2015/12,2011/09/07,230784426,13005411,125032444
(주)에이블씨엔씨,078520,2016/12,2011/09/07,260930714,16877054,134846368
(주)에이블씨엔씨,078520,2017/12,2011/09/07,353152023,4109561,129367500
(주)에이블씨엔씨,078520,2018/12,2011/09/07,361826296,-10439939,119777590
(주)에이블씨엔씨,078520,2019/12,2011/09/07,378001845,-28541479,91563440
(주)에이블씨엔씨,078520,2020/12,2011/09/07,246846790,-95330537,-3805609
(주)에이블씨엔씨,078520,2021/12,2011/09/07,172712604,-44996931,-48837521
(주)에이비프로바이오,195990,2015/12,2015/04/13,128897794,15070404,54277921
(주)에이비프로바이오,195990,2016/12,2015/04/13,148304225,2439688,53160579
(주)에이비프로바이오,195990,2017/12,2015/04/13,142692950,-13507026,39653553
(주)에이비프로바이오,195990,2018/12,2015/04/13,147397287,-11498245,26937715
(주)에이비프로바이오,195990,2019/12,2015/04/13,180812258,-31644420,-4731600
(주)에이비프로바이오,195990,2020/12,2015/04/13,170605386,-52706621,-65147253
(주)에이비프로바이오,195990,2021/12,2015/04/13,183638680,-4431157,-69700582
(주)에이스침대,003800,2011/12,1996/05/03,286494689,37945894,46133445
(주)에이스침대,003800,2012/12,1996/05/03,312454823,34345158,31527980
(주)에이스침대,003800,2013/12,1996/05/03,334154240,29518162,35282808
(주)에이스침대,003800,2014/12,1996/05/03,353183145,24153371,24879357
(주)에이스침대,003800,2015/12,1996/05/03,384295042,30973232,32603155
(주)에이스침대,003800,2016/12,1996/05/03,407459539,30840802,33689069
(주)에이스침대,003800,2017/12,1996/05/03,429928920,27368219,30128474
(주)에이스침대,003800,2018/12,1996/05/03,477104522,30309785,30180670
(주)에이스침대,003800,2019/12,1996/05/03,519688129,44215798,46049559
(주)에이스침대,003800,2020/12,1996/05/03,577181152,50543368,53265632
(주)에이스침대,003800,2021/12,1996/05/03,643385016,63158213,66143107
(주)에이스테크놀로지,088800,2011/12,2006/03/27,278929485,25347117,37287696
(주)에이스테크놀로지,088800,2012/12,2006/03/27,304796314,-2386543,34363093
(주)에이스테크놀로지,088800,2013/12,2006/03/27,331185351,10513423,44925927
(주)에이스테크놀로지,088800,2014/12,2006/03/27,359877196,10142477,52924696
(주)에이스테크놀로지,088800,2015/12,2006/03/27,430232542,6456735,58042255
(주)에이스테크놀로지,088800,2016/12,2006/03/27,371132821,-18981688,38182664
(주)에이스테크놀로지,088800,2017/12,2006/03/27,315245020,-54449324,-31763734
(주)에이스테크놀로지,088800,2018/12,2006/03/27,368414724,2468556,-32184926
(주)에이스테크놀로지,088800,2019/12,2006/03/27,302881683,-5206755,-37070678
(주)에이스테크놀로지,088800,2020/12,2006/03/27,257622479,-94232446,-93924794
(주)에이스테크놀로지,088800,2021/12,2006/03/27,313384143,-30337603,-3957602
(주)에이스토리,241840,2019/12,2019/07/19,40251454,-1184915,1622590
(주)에이스토리,241840,2020/12,2019/07/19,55174265,-7381012,-5741894
(주)에이스토리,241840,2021/12,2019/07/19,97505089,16878968,11239578
(주)에이엔피,015260,2011/12,1988/01/18,92414331,-6961412,-8172438
(주)에이엔피,015260,2012/12,1988/01/18,89360006,1289659,-6881673
(주)에이엔피,015260,2013/12,1988/01/18,99807198,504405,-5980566
(주)에이엔피,015260,2014/12,1988/01/18,100808207,943150,-5418783
(주)에이엔피,015260,2015/12,1988/01/18,109161702,-788430,6687923
(주)에이엔피,015260,2016/12,1988/01/18,117388878,5036114,11856495
(주)에이엔피,015260,2017/12,1988/01/18,130520945,-10856615,1167038
(주)에이엔피,015260,2018/12,1988/01/18,140750488,-9079314,-8501326
(주)에이엔피,015260,2019/12,1988/01/18,120153328,-6714589,-17865592
(주)에이엔피,015260,2020/12,1988/01/18,103907677,-24690993,-44035177
(주)에이엔피,015260,2021/12,1988/01/18,82030111,-11948328,-19429078
(주)에이제이에스,013340,2011/12,1989/09/06,93411923,2025612,3122007
(주)에이제이에스,013340,2012/12,1989/09/06,92979255,215361,3337369
(주)에이제이에스,013340,2013/12,1989/09/06,47632427,-49627448,-46400785
(주)에이치디,102210,2011/12,2009/05/21,145814968,8796353,63644918
(주)에이치디,102210,2012/12,2009/05/21,150666204,8390058,70631505
(주)에이치디,102210,2013/12,2009/05/21,196371510,4583316,75842871
(주)에이치디,102210,2014/12,2009/05/21,214641351,3839089,76400115
(주)에이치디,102210,2015/12,2009/05/21,196849546,7780160,82447008
(주)에이치디,102210,2016/12,2009/05/21,193099366,1720976,83141915
(주)에이치디,102210,2017/12,2009/05/21,190938476,-1777374,80378739
(주)에이치디,102210,2018/12,2009/05/21,198332333,-7431152,69801763
(주)에이치디,102210,2019/12,2009/05/21,146820812,-13416056,56284906
(주)에이치디,102210,2020/12,2009/05/21,113373432,-17974259,38328210
(주)에이치비테크놀러지,078150,2011/12,2004/12/08,46090615,-4408188,-32196468
(주)에이치비테크놀러지,078150,2012/12,2004/12/08,61514740,-10243700,-42195214
