회사명,거래소코드,회계년도,상장일,[제조]자산(*)(IFRS),[제조]당기순이익(손실)(IFRS),[제조]      미처분이익잉여금(결손금)(IFRS)
(주)CMG제약,058820,2011/12,2001/08/31,27548539,-1264488,-44971257
(주)CMG제약,058820,2012/12,2001/08/31,56988604,-6892739,-52368787
(주)CMG제약,058820,2013/12,2001/08/31,55961620,335258,-52151440
(주)CMG제약,058820,2014/12,2001/08/31,58127098,171502,-52330174
(주)CMG제약,058820,2015/12,2001/08/31,56591972,-3648668,-56348409
(주)CMG제약,058820,2016/12,2001/08/31,110979867,1693463,-54546528
(주)CMG제약,058820,2017/12,2001/08/31,109568153,2834901,-3397713
(주)CMG제약,058820,2018/12,2001/08/31,114379880,6065026,2308864
(주)CMG제약,058820,2019/12,2001/08/31,192243166,3051177,5054709
(주)CMG제약,058820,2020/12,2001/08/31,195355583,214996,5638076
(주)CMG제약,058820,2021/12,2001/08/31,199174593,3165485,8790536
(주)DB하이텍,000990,2011/12,1975/12/12,1183957429,-93084414,-544307000
(주)DB하이텍,000990,2012/12,1975/12/12,1149069244,-32121504,-577552000
(주)DB하이텍,000990,2013/12,1975/12/12,1049494642,-73243309,-72161000
(주)DB하이텍,000990,2014/12,1975/12/12,1001959816,-58319918,-134158000
(주)DB하이텍,000990,2015/12,1975/12/12,1005673854,127469869,-10928000
(주)DB하이텍,000990,2016/12,1975/12/12,1006370876,88002359,75869000
(주)DB하이텍,000990,2017/12,1975/12/12,977575054,74401732,152840000
(주)DB하이텍,000990,2018/12,1975/12/12,1050696487,95087399,268675000
(주)DB하이텍,000990,2019/12,1975/12/12,1089400761,121159865,371828000
(주)DB하이텍,000990,2020/12,1975/12/12,1179256936,165657642,519643000
(주)DB하이텍,000990,2021/12,1975/12/12,1548223597,316919978,824770000
(주)ES큐브,050120,2011/12,2002/04/25,45233434,-2933429,-3118128
(주)ES큐브,050120,2012/12,2002/04/25,44676182,516857,487726
(주)ES큐브,050120,2013/12,2002/04/25,47509654,-14749080,-13964452
(주)ES큐브,050120,2014/12,2002/04/25,44914173,-2412385,-2486485
(주)ES큐브,050120,2015/12,2002/04/25,47123684,3610344,3646306
(주)ES큐브,050120,2016/12,2002/04/25,104459992,17469014,21106703
(주)ES큐브,050120,2017/12,2002/04/25,104850192,1218923,22258442
(주)ES큐브,050120,2018/12,2002/04/25,108481764,-3836071,19157733
(주)ES큐브,050120,2019/12,2002/04/25,136065488,-12738710,4184768
(주)ES큐브,050120,2020/12,2002/04/25,81995388,-29081429,-24893968
(주)ES큐브,050120,2021/12,2002/04/25,76172807,5694998,-19163933
(주)HJ중공업,097230,2011/12,2007/08/31,5857119000,-116272000,855587000
(주)HJ중공업,097230,2012/12,2007/08/31,5938108000,13082000,848158000
(주)HJ중공업,097230,2013/12,2007/08/31,5839633000,-212716000,638185000
(주)HJ중공업,097230,2014/12,2007/08/31,5469810000,-225739000,401262000
(주)HJ중공업,097230,2015/12,2007/08/31,4638381000,-260118000,12696000
(주)HJ중공업,097230,2016/12,2007/08/31,3921561000,-334429000,-492725000
(주)HJ중공업,097230,2017/12,2007/08/31,3312303000,-299028000,-714358000
(주)HJ중공업,097230,2019/12,2007/08/31,2465650000,-73654000,-1293567000
(주)HJ중공업,097230,2020/12,2007/08/31,2189125000,76553000,-1219781000
(주)HJ중공업,097230,2021/12,2007/08/31,2381044000,-139995000,-1360620000
(주)MH에탄올,023150,2011/12,1996/12/24,135927085,3351943,47936751
(주)MH에탄올,023150,2012/12,1996/12/24,139200817,2571700,50488444
(주)MH에탄올,023150,2013/12,1996/12/24,122520742,-11627211,38836880
(주)MH에탄올,023150,2014/12,1996/12/24,85253876,4618332,43110947
(주)MH에탄올,023150,2015/12,1996/12/24,78691328,7744832,48918815
(주)MH에탄올,023150,2016/12,1996/12/24,72025138,8134873,54967849
(주)MH에탄올,023150,2017/12,1996/12/24,107437079,5903108,58282649
(주)MH에탄올,023150,2018/12,1996/12/24,109656889,6553371,68051037
(주)MH에탄올,023150,2019/12,1996/12/24,101058662,-5004935,60387985
(주)MH에탄올,023150,2020/12,1996/12/24,97515830,1156387,58727543
(주)MH에탄올,023150,2021/12,1996/12/24,98740736,4938622,60433737
(주)SH에너지화학,002360,2011/12,1985/12/23,102383199,3164441,2904750
(주)SH에너지화학,002360,2012/12,1985/12/23,102492810,1079738,3927523
(주)SH에너지화학,002360,2013/12,1985/12/23,109984767,4841817,8556960
(주)SH에너지화학,002360,2014/12,1985/12/23,109098264,15569914,22013011
(주)SH에너지화학,002360,2015/12,1985/12/23,114048206,12639344,28894296
(주)SH에너지화학,002360,2016/12,1985/12/23,122956894,17574101,40749214
(주)SH에너지화학,002360,2017/12,1985/12/23,123261552,8905104,42774178
(주)SH에너지화학,002360,2018/12,1985/12/23,120895795,2766802,40720893
(주)SH에너지화학,002360,2019/12,1985/12/23,121126250,-3151629,34105786
(주)SH에너지화학,002360,2020/12,1985/12/23,116570206,-7218778,27140225
(주)SH에너지화학,002360,2021/12,1985/12/23,118423520,753350,28610015
(주)SIMPAC,009160,2011/12,1989/07/29,296953131,21196377,31047031
(주)SIMPAC,009160,2012/12,1989/07/29,307366684,22517068,31171303
(주)SIMPAC,009160,2013/12,1989/07/29,349836891,19196136,27665873
(주)SIMPAC,009160,2014/12,1989/07/29,329325876,10218575,21723195
(주)SIMPAC,009160,2015/12,1989/07/29,369348917,19448583,30010526
(주)SIMPAC,009160,2016/12,1989/07/29,366245273,16444650,29207034
(주)SIMPAC,009160,2017/12,1989/07/29,343005145,7133940,18689996
(주)SIMPAC,009160,2018/12,1989/07/29,628334175,62381304,72585765
(주)SIMPAC,009160,2019/12,1989/07/29,608693104,11507259,65083203
(주)SIMPAC,009160,2020/12,1989/07/29,656622388,26301694,79389043
(주)SIMPAC,009160,2021/12,1989/07/29,796759604,65314306,140909254
(주)SNT에너지,100840,2011/12,2008/02/22,276511841,-4155767,123127820
(주)SNT에너지,100840,2012/12,2008/02/22,292802033,9087721,132241542
(주)SNT에너지,100840,2013/12,2008/02/22,311675279,16189688,146414029
(주)SNT에너지,100840,2014/12,2008/02/22,304511816,11264253,155295746
(주)SNT에너지,100840,2015/12,2008/02/22,316196096,27029932,178997896
(주)SNT에너지,100840,2016/12,2008/02/22,348042346,1659742,177539695
(주)SNT에너지,100840,2017/12,2008/02/22,300266693,4581777,182639447
(주)SNT에너지,100840,2018/12,2008/02/22,280991534,1825479,185324177
(주)SNT에너지,100840,2019/12,2008/02/22,331391237,14578960,199840308
(주)SNT에너지,100840,2020/12,2008/02/22,332066179,9407217,200789971
(주)SNT에너지,100840,2021/12,2008/02/22,322124195,12937903,208603028
(주)SNT홀딩스,036530,2011/12,2002/10/22,388123974,5766277,275025622
(주)SNT홀딩스,036530,2012/12,2002/10/22,388964716,9011145,277571231
(주)SNT홀딩스,036530,2013/12,2002/10/22,397336142,8018313,279666869
(주)SNT홀딩스,036530,2014/12,2002/10/22,399244416,6891599,282298007
(주)SNT홀딩스,036530,2015/12,2002/10/22,430584006,27765789,306862777
(주)SNT홀딩스,036530,2016/12,2002/10/22,427001710,6923176,309610694
(주)SNT홀딩스,036530,2017/12,2002/10/22,425435423,4172419,308140653
(주)SNT홀딩스,036530,2018/12,2002/10/22,422804813,6218079,312019491
(주)SNT홀딩스,036530,2019/12,2002/10/22,417172874,9244252,314837915
(주)SNT홀딩스,036530,2020/12,2002/10/22,423961201,22951239,326508597
(주)SNT홀딩스,036530,2021/12,2002/10/22,425705145,16540428,332804926
(주)STX,011810,2011/12,1990/09/12,3302248000,84657000,463681000
(주)STX,011810,2012/12,1990/09/12,3226878000,-23863000,419149000
(주)STX,011810,2014/12,1990/09/12,1070433000,334488000,-900407000
(주)STX,011810,2015/12,1990/09/12,1057543000,-53449000,-28572000
(주)STX,011810,2016/12,1990/09/12,627686000,-456150000,-457165000
(주)STX,011810,2017/12,1990/09/12,520393000,336179000,-120813000
(주)STX,011810,2018/12,1990/09/12,446758000,5024000,6707000
(주)STX,011810,2019/12,1990/09/12,462734000,-37142000,-31193000
(주)STX,011810,2020/12,1990/09/12,362854000,-16578000,-48871000
(주)STX,011810,2021/12,1990/09/12,389174000,-16136000,-55270000
(주)TCC스틸,002710,2011/12,1984/12/21,407743559,6828699,93514778
(주)TCC스틸,002710,2012/12,1984/12/21,438642951,4206491,90417704
(주)TCC스틸,002710,2013/12,1984/12/21,444204925,391783,86998887
(주)TCC스틸,002710,2014/12,1984/12/21,461297588,1022624,84187438
(주)TCC스틸,002710,2015/12,1984/12/21,330651742,-140083396,-59090759
(주)TCC스틸,002710,2016/12,1984/12/21,250878191,15468493,-43519120
(주)TCC스틸,002710,2017/12,1984/12/21,248896237,-2328706,-248707
(주)TCC스틸,002710,2018/12,1984/12/21,268135677,7565000,7162997
(주)TCC스틸,002710,2019/12,1984/12/21,270265082,1996130,6117411
(주)TCC스틸,002710,2020/12,1984/12/21,261204640,-3176050,4319350
(주)TCC스틸,002710,2021/12,1984/12/21,308992347,28951451,31657351
(주)가비아,079940,2011/12,2005/10/19,37295822,3262397,18784977
(주)가비아,079940,2012/12,2005/10/19,51795749,5737877,24119089
(주)가비아,079940,2013/12,2005/10/19,52151784,3786937,27623648
(주)가비아,079940,2014/12,2005/10/19,55984243,3076978,30418249
(주)가비아,079940,2015/12,2005/10/19,57657418,4288423,34419894
(주)가비아,079940,2016/12,2005/10/19,61160981,3544032,37533762
(주)가비아,079940,2017/12,2005/10/19,64986436,2493743,39597339
(주)가비아,079940,2018/12,2005/10/19,69315988,2762732,41929905
(주)가비아,079940,2019/12,2005/10/19,82964911,4654769,46154509
(주)가비아,079940,2020/12,2005/10/19,98083331,4758214,50319793
(주)가비아,079940,2021/12,2005/10/19,107496533,4413118,53905964
(주)강스템바이오텍,217730,2015/12,2015/12/21,24982626,-5754141,-16105881
(주)강스템바이오텍,217730,2016/12,2015/12/21,47441769,-8300375,-24406256
(주)강스템바이오텍,217730,2017/12,2015/12/21,44508729,-10855842,-35262098
(주)강스템바이오텍,217730,2018/12,2015/12/21,66184838,-13500909,-51691066
(주)강스템바이오텍,217730,2019/12,2015/12/21,98625925,-25001590,-76692655
(주)강스템바이오텍,217730,2020/12,2015/12/21,68097299,-19492205,-96184860
(주)강스템바이오텍,217730,2021/12,2015/12/21,90179843,-20437353,-116622214
(주)강원랜드,035250,2011/12,2003/09/04,2730283806,393401121,395554101
(주)강원랜드,035250,2012/12,2003/09/04,2915385756,296503993,296350104
(주)강원랜드,035250,2013/12,2003/09/04,3105430200,293129468,295084779
(주)강원랜드,035250,2014/12,2003/09/04,3380461682,363815729,338491945
(주)강원랜드,035250,2015/12,2003/09/04,3688060027,430459518,454631838
(주)강원랜드,035250,2016/12,2003/09/04,3975979890,454998593,454927563
(주)강원랜드,035250,2017/12,2003/09/04,4182527382,437096330,448979156
(주)강원랜드,035250,2018/12,2003/09/04,4229630541,297320114,286642034
(주)강원랜드,035250,2019/12,2003/09/04,4436461953,335609508,314622501
(주)강원랜드,035250,2020/12,2003/09/04,3635973900,-278763195,-291066525
(주)강원랜드,035250,2021/12,2003/09/04,3817618525,-11910505,4543106
(주)강원에너지,114190,2011/11,2009/11/20,53719067,5754715,11471752
(주)강원에너지,114190,2011/12,2009/11/20,59922124,921016,12392768
(주)강원에너지,114190,2012/12,2009/11/20,89258208,8974549,19679406
(주)강원에너지,114190,2013/12,2009/11/20,72441333,3922208,22404938
(주)강원에너지,114190,2014/12,2009/11/20,67037639,1123194,22410127
(주)강원에너지,114190,2015/12,2009/11/20,80939019,885783,23295910
(주)강원에너지,114190,2016/12,2009/11/20,70850137,-762058,22533853
(주)강원에너지,114190,2017/12,2009/11/20,87781416,-6291307,16242546
(주)강원에너지,114190,2018/12,2009/11/20,89619750,1977524,19001437
(주)강원에너지,114190,2019/12,2009/11/20,55106032,-33460765,-14921064
(주)강원에너지,114190,2020/12,2009/11/20,32998279,-14039206,-21217083
(주)강원에너지,114190,2021/12,2009/11/20,41538176,5795694,-15817837
(주)갤럭시아에스엠,011420,2011/12,1989/11/14,40711969,3000743,-1919048
(주)갤럭시아에스엠,011420,2012/12,1989/11/14,40169876,223810,-1695238
(주)갤럭시아에스엠,011420,2013/12,1989/11/14,34158874,-1420345,-3115583
(주)갤럭시아에스엠,011420,2014/12,1989/11/14,40528250,-931106,-4046690
(주)갤럭시아에스엠,011420,2015/12,1989/11/14,67196553,2575902,-1470788
(주)갤럭시아에스엠,011420,2016/12,1989/11/14,55825556,-1562620,-4050954
(주)갤럭시아에스엠,011420,2017/12,1989/11/14,48958128,-5899738,-9950692
(주)갤럭시아에스엠,011420,2018/12,1989/11/14,33337692,-15678085,-25628777
(주)갤럭시아에스엠,011420,2019/12,1989/11/14,28241598,-1375316,-27004093
(주)갤럭시아에스엠,011420,2020/12,1989/11/14,28554685,983909,-26020185
(주)갤럭시아에스엠,011420,2021/12,1989/11/14,40900713,3681735,-22338449
(주)경농,002100,2011/12,1977/06/30,176741869,3154155,1728371
(주)경농,002100,2012/12,1977/06/30,203467698,6590012,6440614
(주)경농,002100,2013/12,1977/06/30,214988593,13751960,14939349
(주)경농,002100,2014/12,1977/06/30,230870852,9271741,22757587
(주)경농,002100,2015/12,1977/06/30,265109291,6488880,27789493
(주)경농,002100,2016/12,1977/06/30,266622289,5770891,33632666
(주)경농,002100,2017/12,1977/06/30,268967010,11539079,41523675
(주)경농,002100,2018/12,1977/06/30,285031873,9613575,57032090
(주)경농,002100,2019/12,1977/06/30,297197088,7061857,59627785
(주)경농,002100,2020/12,1977/06/30,299102193,10459504,66157066
(주)경농,002100,2021/12,1977/06/30,312930580,24475008,82967426
(주)경동나비엔,009450,2011/12,1993/08/31,224373470,9445090,-3749483
(주)경동나비엔,009450,2012/12,1993/08/31,254627468,9214927,8878935
(주)경동나비엔,009450,2013/12,1993/08/31,301475800,9251575,10040304
(주)경동나비엔,009450,2014/12,1993/08/31,331089242,9082312,7657879
(주)경동나비엔,009450,2015/12,1993/08/31,324848990,19320742,20246463
(주)경동나비엔,009450,2016/12,1993/08/31,347643876,28636194,27385117
(주)경동나비엔,009450,2017/12,1993/08/31,391400492,16291264,16090438
(주)경동나비엔,009450,2018/12,1993/08/31,440513661,22818064,23169757
(주)경동나비엔,009450,2019/12,1993/08/31,461607017,20474157,18022209
(주)경동나비엔,009450,2020/12,1993/08/31,535511600,18888348,17015921
(주)경동나비엔,009450,2021/12,1993/08/31,667507445,62278873,63028276
(주)경동도시가스,267290,2017/12,2017/05/12,707917077,17678888,18455504
(주)경동도시가스,267290,2018/12,2017/05/12,775880913,33981432,30085450
(주)경동도시가스,267290,2019/12,2017/05/12,747453908,24355132,23910438
(주)경동도시가스,267290,2020/12,2017/05/12,697182108,18813524,21540682
(주)경동도시가스,267290,2021/12,2017/05/12,901837037,22198050,24039089
(주)경동인베스트,012320,2011/12,1997/03/07,941176098,50053289,130008497
(주)경동인베스트,012320,2012/12,1997/03/07,1168400020,56917580,68372008
(주)경동인베스트,012320,2013/12,1997/03/07,1161427092,46253877,59638385
(주)경동인베스트,012320,2014/12,1997/03/07,1101071366,44839494,58628373
(주)경동인베스트,012320,2015/12,1997/03/07,926392697,-6095609,7980568
(주)경동인베스트,012320,2016/12,1997/03/07,903818865,16356641,31739929
(주)경동인베스트,012320,2017/12,1997/03/07,318031347,7248447,20353997
(주)경동인베스트,012320,2018/12,1997/03/07,318776653,1574966,20430279
(주)경동인베스트,012320,2019/12,1997/03/07,316572482,-917643,18310918
(주)경동인베스트,012320,2020/12,1997/03/07,306973265,1309750,18361115
(주)경동인베스트,012320,2021/12,1997/03/07,306026123,357360,17478589
(주)경방,000050,2011/12,1956/03/03,1331930968,-1822388,597747658
(주)경방,000050,2012/12,1956/03/03,1301719900,-7074187,-5962385
(주)경방,000050,2013/12,1956/03/03,1261257414,15103835,16141450
(주)경방,000050,2014/12,1956/03/03,1275008413,14235818,15374296
(주)경방,000050,2015/12,1956/03/03,1259512344,21604723,21414458
(주)경방,000050,2016/12,1956/03/03,1237024388,30977743,31522293
(주)경방,000050,2017/12,1956/03/03,1199063663,25679379,26266923
(주)경방,000050,2018/12,1956/03/03,1226545382,29198252,30030426
(주)경방,000050,2019/12,1956/03/03,1296265431,22223943,21282158
(주)경방,000050,2020/12,1956/03/03,1212393834,26011323,26660572
(주)경방,000050,2021/12,1956/03/03,1214189554,23305944,23988607
(주)경보제약,214390,2015/12,2015/06/29,195488457,26109623,68362570
(주)경보제약,214390,2016/12,2015/06/29,203735980,12705930,74657745
(주)경보제약,214390,2017/12,2015/06/29,204869399,17963310,87211369
(주)경보제약,214390,2018/12,2015/06/29,221622993,13116049,93602255
(주)경보제약,214390,2019/12,2015/06/29,237816742,5285239,93325506
(주)경보제약,214390,2020/12,2015/06/29,253239177,9404446,99981905
(주)경보제약,214390,2021/12,2015/06/29,236979153,-7495179,90122867
(주)경인양행,012610,2011/12,1995/10/05,245825940,2788642,103729282
(주)경인양행,012610,2012/12,1995/10/05,241045608,4475441,104869723
(주)경인양행,012610,2013/12,1995/10/05,274570963,12327177,114350896
(주)경인양행,012610,2014/12,1995/10/05,267331084,9090269,120528345
(주)경인양행,012610,2015/12,1995/10/05,273778266,107330,119714355
(주)경인양행,012610,2016/12,1995/10/05,290035389,3724987,122587521
(주)경인양행,012610,2017/12,1995/10/05,296909084,531273,122341974
(주)경인양행,012610,2018/12,1995/10/05,344908257,7419717,128439161
(주)경인양행,012610,2019/12,1995/10/05,381063538,4797711,131519052
(주)경인양행,012610,2020/12,1995/10/05,386097816,-10222700,119052013
(주)경인양행,012610,2021/12,1995/10/05,462114130,18015605,134798780
(주)고려시멘트,198440,2014/12,2014/08/13,,,
(주)고려시멘트,198440,2015/12,2014/08/13,,,
(주)고려시멘트,198440,2016/12,2014/08/13,,,
(주)고려시멘트,198440,2017/12,2014/08/13,115881620,1003761,32393982
(주)고려시멘트,198440,2018/12,2014/08/13,127536833,4645869,35654472
(주)고려시멘트,198440,2019/12,2014/08/13,127035573,3396444,37445001
(주)고려시멘트,198440,2020/12,2014/08/13,115337527,4445204,41335159
(주)고려시멘트,198440,2021/12,2014/08/13,146783492,4638804,45523632
(주)고바이오랩,348150,2020/12,2020/11/18,55675224,-56315205,-113047808
(주)고바이오랩,348150,2021/12,2020/11/18,100242225,-17475045,-130522854
(주)고영테크놀러지,098460,2011/12,2008/06/03,87017886,16580579,47848485
(주)고영테크놀러지,098460,2012/12,2008/06/03,103019642,14836215,60343436
(주)고영테크놀러지,098460,2013/12,2008/06/03,121329325,14816762,72526294
(주)고영테크놀러지,098460,2014/12,2008/06/03,141873467,22775832,92114258
(주)고영테크놀러지,098460,2015/12,2008/06/03,160170850,23271756,110760169
(주)고영테크놀러지,098460,2016/12,2008/06/03,194332855,28063238,133785558
(주)고영테크놀러지,098460,2017/12,2008/06/03,205696350,28907302,157184491
(주)고영테크놀러지,098460,2018/12,2008/06/03,279985447,42430216,189280980
(주)고영테크놀러지,098460,2019/12,2008/06/03,308020011,34702997,214475939
(주)고영테크놀러지,098460,2020/12,2008/06/03,303115486,7447169,214868643
(주)고영테크놀러지,098460,2021/12,2008/06/03,366774976,38620523,246231645
(주)골드앤에스,035290,2011/12,1999/12/07,46347129,1101095,-4831694
(주)골드앤에스,035290,2012/12,1999/12/07,51062616,-6036290,-10874575
(주)골드앤에스,035290,2013/12,1999/12/07,34508798,-16378087,-27316073
(주)골드앤에스,035290,2014/12,1999/12/07,28884288,-8058617,-35151203
(주)골드앤에스,035290,2015/12,1999/12/07,23597566,-9396462,-44385142
(주)골드앤에스,035290,2016/12,1999/12/07,18296141,388207,-15038196
(주)골드앤에스,035290,2017/12,1999/12/07,16994788,-8062623,-24499000
(주)골드앤에스,035290,2018/12,1999/12/07,42472631,-4045846,-28425696
(주)골드앤에스,035290,2020/12,1999/12/07,20634172,1635730,-52810957
(주)골드앤에스,035290,2021/12,1999/12/07,26144813,770698,-52040647
(주)골드퍼시픽,038530,2011/12,2000/06/09,27473520,990336,1597962
(주)골드퍼시픽,038530,2012/12,2000/06/09,29861540,254546,1852508
(주)골드퍼시픽,038530,2013/12,2000/06/09,30517744,-8455942,-6603433
(주)골드퍼시픽,038530,2014/12,2000/06/09,31936409,-7306525,-7211861
(주)골드퍼시픽,038530,2015/12,2000/06/09,27495738,-12525668,-14405946
(주)골드퍼시픽,038530,2016/12,2000/06/09,11122066,-23433498,-29994289
(주)골드퍼시픽,038530,2017/12,2000/06/09,26567967,-965087,-30966595
(주)골드퍼시픽,038530,2018/12,2000/06/09,37288362,-4380343,-5057219
(주)골드퍼시픽,038530,2019/12,2000/06/09,72945743,-31603970,-36661189
(주)골드퍼시픽,038530,2020/12,2000/06/09,71420104,-1498118,-3569177
(주)골드퍼시픽,038530,2021/12,2000/06/09,87388934,-19466291,-23035468
(주)골프존,215000,2015/12,2015/04/03,171629353,33262807,33262807
(주)골프존,215000,2016/12,2015/04/03,177635830,35913366,41577305
(주)골프존,215000,2017/12,2015/04/03,239011847,75544308,107085661
(주)골프존,215000,2018/12,2015/04/03,254578679,21663391,113636605
(주)골프존,215000,2019/12,2015/04/03,304860836,19704546,121737082
(주)골프존,215000,2020/12,2015/04/03,348043074,36329008,145145446
(주)골프존,215000,2021/12,2015/04/03,453214136,74185362,203649633
(주)골프존뉴딘홀딩스,121440,2011/12,2011/05/20,373246120,47591974,192647413
(주)골프존뉴딘홀딩스,121440,2012/12,2011/05/20,512614848,72099265,254871405
(주)골프존뉴딘홀딩스,121440,2013/12,2011/05/20,589946855,4493226,243272534
(주)골프존뉴딘홀딩스,121440,2014/12,2011/05/20,586599347,63571492,290630435
(주)골프존뉴딘홀딩스,121440,2015/12,2011/05/20,585663015,890006593,1160446286
(주)골프존뉴딘홀딩스,121440,2016/12,2011/05/20,561892958,-20255655,187690307
(주)골프존뉴딘홀딩스,121440,2017/12,2011/05/20,536244772,-21778628,160408570
(주)골프존뉴딘홀딩스,121440,2018/12,2011/05/20,563387103,-7653686,168367243
(주)골프존뉴딘홀딩스,121440,2019/12,2011/05/20,537526345,-30341791,132647992
(주)골프존뉴딘홀딩스,121440,2020/12,2011/05/20,562128924,27193646,159050566
(주)골프존뉴딘홀딩스,121440,2021/12,2011/05/20,702771959,134030981,283756378
(주)광림,014200,2011/12,1993/07/07,86353051,2583332,21845748
(주)광림,014200,2012/12,1993/07/07,89766075,586385,21709638
(주)광림,014200,2013/12,1993/07/07,101592603,1630750,22951535
(주)광림,014200,2014/12,1993/07/07,120284256,1137559,24414113
(주)광림,014200,2015/12,1993/07/07,146338755,9223597,33875742
(주)광림,014200,2016/12,1993/07/07,152080347,437352,28423553
(주)광림,014200,2017/12,1993/07/07,369582323,86196134,114761914
(주)광림,014200,2018/12,1993/07/07,236379465,-58294056,56133686
(주)광림,014200,2019/12,1993/07/07,193568854,-68290742,-12267222
(주)광림,014200,2020/12,1993/07/07,234833331,-10061099,75081171
(주)광림,014200,2021/12,1993/07/07,272822325,-9718771,65535974
(주)광명전기,017040,2011/12,1990/09/14,99992644,-75153,12973531
(주)광명전기,017040,2012/12,1990/09/14,104218586,-1564026,11067160
(주)광명전기,017040,2013/12,1990/09/14,105483729,5301060,16571739
(주)광명전기,017040,2014/12,1990/09/14,119791644,6978508,22250632
(주)광명전기,017040,2015/12,1990/09/14,107719518,3442541,26311987
(주)광명전기,017040,2016/12,1990/09/14,125405290,15612709,42201521
(주)광명전기,017040,2017/12,1990/09/14,128881408,-1349854,41560780
(주)광명전기,017040,2018/12,1990/09/14,124159091,3182514,45744306
(주)광명전기,017040,2019/12,1990/09/14,140591786,6470387,52341687
(주)광명전기,017040,2020/12,1990/09/14,149581712,4892166,57126459
(주)광명전기,017040,2021/12,1990/09/14,150647821,4589096,61283043
(주)광무,029480,2011/12,1996/08/27,85836111,-51537196,-50928340
(주)광무,029480,2012/12,1996/08/27,60163490,-15113066,-65909173
(주)광무,029480,2013/12,1996/08/27,28890332,-33154332,-32895800
(주)광무,029480,2014/12,1996/08/27,27862528,-859721,-3432736
(주)광무,029480,2015/12,1996/08/27,21133216,-2727754,-4826988
(주)광무,029480,2016/12,1996/08/27,29089768,95615,-4433929
(주)광무,029480,2017/12,1996/08/27,28950503,-3352682,-7683685
(주)광무,029480,2018/12,1996/08/27,26017306,-4875184,-12504062
(주)광무,029480,2019/12,1996/08/27,57156720,-6275093,-12023940
(주)광무,029480,2020/12,1996/08/27,37073488,-19141822,-18803742
(주)광무,029480,2021/12,1996/08/27,99477306,-880063,-240827
(주)광주신세계,037710,2011/12,2002/02/07,380753715,52281979,48627278
(주)광주신세계,037710,2012/12,2002/02/07,430662968,53769536,53528489
(주)광주신세계,037710,2013/12,2002/02/07,656355808,48569715,49194954
(주)광주신세계,037710,2014/12,2002/02/07,652758688,42236355,42137572
(주)광주신세계,037710,2015/12,2002/02/07,659495158,45901413,44893442
(주)광주신세계,037710,2016/12,2002/02/07,655502726,45554028,45102832
(주)광주신세계,037710,2017/12,2002/02/07,655018971,47846191,47176478
(주)광주신세계,037710,2018/12,2002/02/07,696204982,45093180,43469362
(주)광주신세계,037710,2019/12,2002/02/07,752423111,47668959,47045670
(주)광주신세계,037710,2020/12,2002/02/07,784428251,43159504,42823712
(주)광주신세계,037710,2021/12,2002/02/07,852280199,52393411,53281274
(주)구스앤홈,329050,2019/12,2019/07/12,,,
(주)구스앤홈,329050,2020/12,2019/07/12,,,
(주)구영테크,053270,2011/12,2002/02/07,94940916,985788,10778303
(주)구영테크,053270,2012/12,2002/02/07,109440531,1250176,12104966
(주)구영테크,053270,2013/12,2002/02/07,97549406,1137402,13445811
(주)구영테크,053270,2014/12,2002/02/07,101546298,1326679,13244564
(주)구영테크,053270,2015/12,2002/02/07,102761141,3196300,17342806
(주)구영테크,053270,2016/12,2002/02/07,108895002,3920237,20082261
(주)구영테크,053270,2017/12,2002/02/07,139584386,1239184,21253981
(주)구영테크,053270,2018/12,2002/02/07,146492374,3912117,25079740
(주)구영테크,053270,2019/12,2002/02/07,141034767,1558141,25637693
(주)구영테크,053270,2020/12,2002/02/07,151132791,901721,25765636
(주)구영테크,053270,2021/12,2002/02/07,150871224,2852890,28281709
(주)국동,005320,2011/12,1996/12/24,42291817,-12930687,-30646846
(주)국동,005320,2012/12,1996/12/24,35813125,262553,290285
(주)국동,005320,2013/12,1996/12/24,40194919,2373991,2677128
(주)국동,005320,2014/12,1996/12/24,53392996,4692501,7335841
(주)국동,005320,2015/12,1996/12/24,66242141,5321778,12793336
(주)국동,005320,2016/12,1996/12/24,86116813,4379974,17173311
(주)국동,005320,2017/12,1996/12/24,75154254,-6593433,10579878
(주)국동,005320,2018/12,1996/12/24,80727956,1351547,11931426
(주)국동,005320,2019/12,1996/12/24,96856085,-6989987,4941439
(주)국동,005320,2020/12,1996/12/24,131882662,-891014,4050424
(주)국동,005320,2021/12,1996/12/24,108310948,-1926513,-727
(주)국보,001140,2011/12,1989/12/02,97415381,-176708,16329686
(주)국보,001140,2012/12,1989/12/02,93953021,-1916073,14085725
(주)국보,001140,2013/12,1989/12/02,94915572,-3766842,10072595
(주)국보,001140,2014/12,1989/12/02,87597909,-6633427,3220507
(주)국보,001140,2015/12,1989/12/02,80158667,-3679630,-555102
(주)국보,001140,2016/12,1989/12/02,77487791,-5034348,-4015594
(주)국보,001140,2017/12,1989/12/02,69819240,-2761653,-6536672
(주)국보,001140,2018/12,1989/12/02,45599283,-4038217,-11205688
(주)국보,001140,2019/12,1989/12/02,57467353,-9851123,-20400100
(주)국보,001140,2020/12,1989/12/02,74173160,-10080819,-30058770
(주)국보,001140,2021/12,1989/12/02,80664677,-15306759,-45207444
(주)국보디자인,066620,2011/12,2002/09/05,79203327,6607794,35567217
(주)국보디자인,066620,2012/12,2002/09/05,92873298,8631842,42626260
