회사명,거래소코드,회계년도,[제조]자산(*)(IFRS),[제조]부채(*)(IFRS),산술평균,발행주식의 총수 (현재 발행한 주식수 - 현재 감소한 주식수),주식의 종류
(주)CMG제약,058820,2011/12,27548539,9257624,775,43693200,10
(주)CMG제약,058820,2011/12,27548539,9257624,775,43693200,90
(주)CMG제약,058820,2012/12,56988604,25386064,1387,66025540,90
(주)CMG제약,058820,2012/12,56988604,25386064,1387,66025540,10
(주)CMG제약,058820,2013/12,55961620,6913407,923,86626866,10
(주)CMG제약,058820,2013/12,55961620,6913407,923,86626866,90
(주)CMG제약,058820,2014/12,58127098,9060059,964,86626866,90
(주)CMG제약,058820,2014/12,58127098,9060059,964,86626866,10
(주)CMG제약,058820,2014/12,58127098,9060059,964,0,20
(주)CMG제약,058820,2015/12,56591972,9719267,1987,88297244,90
(주)CMG제약,058820,2015/12,56591972,9719267,1987,88297244,10
(주)CMG제약,058820,2016/12,110979867,9872232,2747,108707244,90
(주)CMG제약,058820,2016/12,110979867,9872232,2747,108707244,10
(주)CMG제약,058820,2017/12,109568153,11624134,6285,108887244,90
(주)CMG제약,058820,2017/12,109568153,11624134,6285,108887244,10
(주)CMG제약,058820,2018/12,114379880,10398033,4348,108887244,90
(주)CMG제약,058820,2018/12,114379880,10398033,4348,108887244,10
(주)CMG제약,058820,2019/12,192243166,12084883,3981,138892244,90
(주)CMG제약,058820,2019/12,192243166,12084883,3981,138892244,10
(주)CMG제약,058820,2020/12,195355583,14224578,5752,138892244,90
(주)CMG제약,058820,2020/12,195355583,14224578,5752,138892244,10
(주)CMG제약,058820,2021/12,199174593,14472099,3730,138892244,90
(주)CMG제약,058820,2021/12,199174593,14472099,3730,138892244,10
(주)DB하이텍,000990,2011/12,1183957429,892247931,7352,42923284,90
(주)DB하이텍,000990,2011/12,1183957429,892247931,7352,143335,20
(주)DB하이텍,000990,2011/12,1183957429,892247931,7352,42779949,10
(주)DB하이텍,000990,2012/12,1149069244,874516025,6357,44511167,90
(주)DB하이텍,000990,2012/12,1149069244,874516025,6357,143335,20
(주)DB하이텍,000990,2012/12,1149069244,874516025,6357,44367832,10
(주)DB하이텍,000990,2013/12,1049494642,852207175,5506,44367832,10
(주)DB하이텍,000990,2013/12,1049494642,852207175,5506,143335,20
(주)DB하이텍,000990,2013/12,1049494642,852207175,5506,44511167,90
(주)DB하이텍,000990,2014/12,1001959816,865855755,5003,44367832,10
(주)DB하이텍,000990,2014/12,1001959816,865855755,5003,143335,20
(주)DB하이텍,000990,2014/12,1001959816,865855755,5003,44511167,90
(주)DB하이텍,000990,2015/12,1005673854,728010902,13652,44511167,90
(주)DB하이텍,000990,2015/12,1005673854,728010902,13652,44367832,10
(주)DB하이텍,000990,2015/12,1005673854,728010902,13652,143335,20
(주)DB하이텍,000990,2016/12,1006370876,641920423,15869,44511167,90
(주)DB하이텍,000990,2016/12,1006370876,641920423,15869,44367832,10
(주)DB하이텍,000990,2016/12,1006370876,641920423,15869,143335,20
(주)DB하이텍,000990,2017/12,977575054,536028245,12297,143335,20
(주)DB하이텍,000990,2017/12,977575054,536028245,12297,44367832,10
(주)DB하이텍,000990,2017/12,977575054,536028245,12297,44511167,90
(주)DB하이텍,000990,2018/12,1050696487,508139265,11118,44398588,10
(주)DB하이텍,000990,2018/12,1050696487,508139265,11118,44511167,90
(주)DB하이텍,000990,2018/12,1050696487,508139265,11118,112579,20
(주)DB하이텍,000990,2019/12,1089400761,444095557,23365,44511167,90
(주)DB하이텍,000990,2019/12,1089400761,444095557,23365,112579,20
(주)DB하이텍,000990,2019/12,1089400761,444095557,23365,44398588,10
(주)DB하이텍,000990,2020/12,1179256936,384020119,38186,44511167,90
(주)DB하이텍,000990,2020/12,1179256936,384020119,38186,112579,20
(주)DB하이텍,000990,2020/12,1179256936,384020119,38186,44398588,10
(주)DB하이텍,000990,2021/12,1548223597,442262644,70209,44511167,90
(주)DB하이텍,000990,2021/12,1548223597,442262644,70209,112579,20
(주)DB하이텍,000990,2021/12,1548223597,442262644,70209,44398588,10
(주)ES큐브,050120,2011/12,45233434,6089019,2156,23243905,10
(주)ES큐브,050120,2011/12,45233434,6089019,2156,23243905,90
(주)ES큐브,050120,2012/12,44676182,4794705,3635,23393158,90
(주)ES큐브,050120,2012/12,44676182,4794705,3635,23393158,10
(주)ES큐브,050120,2013/12,47509654,3796835,1597,36493326,90
(주)ES큐브,050120,2013/12,47509654,3796835,1597,36493326,10
(주)ES큐브,050120,2014/12,44914173,3687837,1386,36493326,90
(주)ES큐브,050120,2014/12,44914173,3687837,1386,36493326,10
(주)ES큐브,050120,2015/12,47123684,2251042,1606,36493326,10
(주)ES큐브,050120,2015/12,47123684,2251042,1606,36493326,90
(주)ES큐브,050120,2016/12,104459992,34627619,1643,41621527,90
(주)ES큐브,050120,2016/12,104459992,34627619,1643,41621527,10
(주)ES큐브,050120,2017/12,104850192,33451725,918,83243054,90
(주)ES큐브,050120,2017/12,104850192,33451725,918,83243054,10
(주)ES큐브,050120,2018/12,108481764,41963133,687,83243054,90
(주)ES큐브,050120,2018/12,108481764,41963133,687,83243054,10
(주)ES큐브,050120,2019/12,136065488,82079157,903,83088255,90
(주)ES큐브,050120,2019/12,136065488,82079157,903,83088255,10
(주)ES큐브,050120,2020/12,81995388,9045774,579,135640864,90
(주)ES큐브,050120,2020/12,81995388,9045774,579,135640864,10
(주)ES큐브,050120,2021/12,76172807,10875187,4638,13564086,90
(주)ES큐브,050120,2021/12,76172807,10875187,4638,13564086,10
(주)HJ중공업,097230,2011/12,5857119000,3982242000,20731,48288465,10
(주)HJ중공업,097230,2011/12,5857119000,3982242000,20731,48288465,90
(주)HJ중공업,097230,2012/12,5938108000,4074579000,12861,48288465,90
(주)HJ중공업,097230,2012/12,5938108000,4074579000,12861,48288465,10
(주)HJ중공업,097230,2013/12,5839633000,4035024000,11708,69288465,10
(주)HJ중공업,097230,2013/12,5839633000,4035024000,11708,0,20
(주)HJ중공업,097230,2013/12,5839633000,4035024000,11708,69288465,90
(주)HJ중공업,097230,2014/12,5469810000,3707924000,4500,102288465,90
(주)HJ중공업,097230,2014/12,5469810000,3707924000,4500,0,20
(주)HJ중공업,097230,2014/12,5469810000,3707924000,4500,102288465,10
(주)HJ중공업,097230,2015/12,4638381000,3260852000,3982,0,20
(주)HJ중공업,097230,2015/12,4638381000,3260852000,3982,102288465,10
(주)HJ중공업,097230,2015/12,4638381000,3260852000,3982,102288465,90
(주)HJ중공업,097230,2016/12,3921561000,3017411000,3360,106052508,90
(주)HJ중공업,097230,2016/12,3921561000,3017411000,3360,0,20
(주)HJ중공업,097230,2016/12,3921561000,3017411000,3360,106052508,10
(주)HJ중공업,097230,2017/12,3312303000,2748893000,3318,106052508,10
(주)HJ중공업,097230,2017/12,3312303000,2748893000,3318,106052508,90
(주)HJ중공업,097230,2017/12,3312303000,2748893000,3318,0,20
(주)HJ중공업,097230,2019/12,2465650000,2218378000,4739,83274281,10
(주)HJ중공업,097230,2019/12,2465650000,2218378000,4739,0,20
(주)HJ중공업,097230,2019/12,2465650000,2218378000,4739,83274281,90
(주)HJ중공업,097230,2020/12,2189125000,1868707000,7933,0,20
(주)HJ중공업,097230,2020/12,2189125000,1868707000,7933,83274281,10
(주)HJ중공업,097230,2020/12,2189125000,1868707000,7933,83274281,90
(주)HJ중공업,097230,2021/12,2381044000,1948846000,7994,83274281,90
(주)HJ중공업,097230,2021/12,2381044000,1948846000,7994,0,20
(주)HJ중공업,097230,2021/12,2381044000,1948846000,7994,83274281,10
(주)MH에탄올,023150,2011/12,135927085,79765833,2755,7000000,90
(주)MH에탄올,023150,2011/12,135927085,79765833,2755,7000000,10
(주)MH에탄올,023150,2012/12,139200817,80487873,2810,7000000,90
(주)MH에탄올,023150,2012/12,139200817,80487873,2810,7000000,10
(주)MH에탄올,023150,2013/12,122520742,75400817,2967,7000000,90
(주)MH에탄올,023150,2013/12,122520742,75400817,2967,7000000,10
(주)MH에탄올,023150,2014/12,85253876,32745993,7984,7378526,10
(주)MH에탄올,023150,2014/12,85253876,32745993,7984,7378526,90
(주)MH에탄올,023150,2015/12,78691328,21121539,8562,7378526,90
(주)MH에탄올,023150,2015/12,78691328,21121539,8562,7378526,10
(주)MH에탄올,023150,2016/12,72025138,8767625,7814,7378526,10
(주)MH에탄올,023150,2016/12,72025138,8767625,7814,7378526,90
(주)MH에탄올,023150,2017/12,107437079,42738147,6501,7378526,10
(주)MH에탄올,023150,2017/12,107437079,42738147,6501,7378526,90
(주)MH에탄올,023150,2018/12,109656889,41185360,5743,7378526,10
(주)MH에탄올,023150,2018/12,109656889,41185360,5743,7378526,90
(주)MH에탄올,023150,2019/12,101058662,41581021,6182,7378526,10
(주)MH에탄올,023150,2019/12,101058662,41581021,6182,7378526,90
(주)MH에탄올,023150,2020/12,97515830,39906405,8810,7378526,90
(주)MH에탄올,023150,2020/12,97515830,39906405,8810,7378526,10
(주)MH에탄올,023150,2021/12,98740736,40683240,10067,7378526,90
(주)MH에탄올,023150,2021/12,98740736,40683240,10067,7378526,10
(주)SH에너지화학,002360,2011/12,102383199,37884515,332,111133730,10
(주)SH에너지화학,002360,2011/12,102383199,37884515,332,111479950,90
(주)SH에너지화학,002360,2011/12,102383199,37884515,332,346220,20
(주)SH에너지화학,002360,2012/12,102492810,37604198,985,111133730,10
(주)SH에너지화학,002360,2012/12,102492810,37604198,985,111139950,90
(주)SH에너지화학,002360,2012/12,102492810,37604198,985,6220,20
(주)SH에너지화학,002360,2013/12,109984767,40202877,741,111133730,10
(주)SH에너지화학,002360,2013/12,109984767,40202877,741,6220,20
(주)SH에너지화학,002360,2013/12,109984767,40202877,741,111139950,90
(주)SH에너지화학,002360,2014/12,109098264,25693965,1544,6220,20
(주)SH에너지화학,002360,2014/12,109098264,25693965,1544,111133730,10
(주)SH에너지화학,002360,2014/12,109098264,25693965,1544,111139950,90
(주)SH에너지화학,002360,2015/12,114048206,23308070,1433,111133730,10
(주)SH에너지화학,002360,2015/12,114048206,23308070,1433,6220,20
(주)SH에너지화학,002360,2015/12,114048206,23308070,1433,111139950,90
(주)SH에너지화학,002360,2016/12,122956894,19873862,1529,111139950,90
(주)SH에너지화학,002360,2016/12,122956894,19873862,1529,6220,20
(주)SH에너지화학,002360,2016/12,122956894,19873862,1529,111133730,10
(주)SH에너지화학,002360,2017/12,123261552,17543581,1430,111133730,10
(주)SH에너지화학,002360,2017/12,123261552,17543581,1430,6220,20
(주)SH에너지화학,002360,2017/12,123261552,17543581,1430,111139950,90
(주)SH에너지화학,002360,2018/12,120895795,16830322,1071,111139950,90
(주)SH에너지화학,002360,2018/12,120895795,16830322,1071,111133730,10
(주)SH에너지화학,002360,2018/12,120895795,16830322,1071,6220,20
(주)SH에너지화학,002360,2019/12,121126250,23740037,1011,111139950,90
(주)SH에너지화학,002360,2019/12,121126250,23740037,1011,6220,20
(주)SH에너지화학,002360,2019/12,121126250,23740037,1011,111133730,10
(주)SH에너지화학,002360,2020/12,116570206,26753272,822,111139950,90
(주)SH에너지화학,002360,2020/12,116570206,26753272,822,6220,20
(주)SH에너지화학,002360,2020/12,116570206,26753272,822,111133730,10
(주)SH에너지화학,002360,2021/12,118423520,27175586,939,111133730,10
(주)SH에너지화학,002360,2021/12,118423520,27175586,939,6220,20
(주)SH에너지화학,002360,2021/12,118423520,27175586,939,111139950,90
(주)SIMPAC,009160,2011/12,296953131,141119807,5245,29084925,90
(주)SIMPAC,009160,2011/12,296953131,141119807,5245,29084925,10
(주)SIMPAC,009160,2012/12,307366684,129536202,7234,29084925,90
(주)SIMPAC,009160,2012/12,307366684,129536202,7234,29084925,10
(주)SIMPAC,009160,2013/12,349836891,151936024,6991,29084925,10
(주)SIMPAC,009160,2013/12,349836891,151936024,6991,29084925,90
(주)SIMPAC,009160,2014/12,329325876,125420957,5411,29084925,90
(주)SIMPAC,009160,2014/12,329325876,125420957,5411,29084925,10
(주)SIMPAC,009160,2015/12,369348917,149261391,5858,29084925,90
(주)SIMPAC,009160,2015/12,369348917,149261391,5858,29084925,10
(주)SIMPAC,009160,2016/12,366245273,137286101,4709,29084925,90
(주)SIMPAC,009160,2016/12,366245273,137286101,4709,29084925,10
(주)SIMPAC,009160,2017/12,343005145,119223157,4127,29084925,10
(주)SIMPAC,009160,2017/12,343005145,119223157,4127,29084925,90
(주)SIMPAC,009160,2018/12,628334175,217214665,2451,65429516,90
(주)SIMPAC,009160,2018/12,628334175,217214665,2451,65429516,10
(주)SIMPAC,009160,2019/12,608693104,189477136,2901,65429516,10
(주)SIMPAC,009160,2019/12,608693104,189477136,2901,65429516,90
(주)SIMPAC,009160,2020/12,656622388,222409672,2460,65429516,10
(주)SIMPAC,009160,2020/12,656622388,222409672,2460,65429516,90
(주)SIMPAC,009160,2021/12,796759604,305674510,6641,65429516,10
(주)SIMPAC,009160,2021/12,796759604,305674510,6641,65429516,90
(주)SNT에너지,100840,2011/12,276511841,115915976,17495,7084612,90
(주)SNT에너지,100840,2011/12,276511841,115915976,17495,7084612,10
(주)SNT에너지,100840,2012/12,292802033,109495724,16844,7084612,10
(주)SNT에너지,100840,2012/12,292802033,109495724,16844,7084612,90
(주)SNT에너지,100840,2013/12,311675279,113510608,16503,7084612,10
(주)SNT에너지,100840,2013/12,311675279,113510608,16503,7084612,90
(주)SNT에너지,100840,2014/12,304511816,96799312,15543,7084612,90
(주)SNT에너지,100840,2014/12,304511816,96799312,15543,7084612,10
(주)SNT에너지,100840,2015/12,316196096,84796156,30331,7084612,90
(주)SNT에너지,100840,2015/12,316196096,84796156,30331,7084612,10
(주)SNT에너지,100840,2016/12,348042346,118242778,18474,7084612,10
(주)SNT에너지,100840,2016/12,348042346,118242778,18474,7084612,90
(주)SNT에너지,100840,2017/12,300266693,66449368,15874,7084612,90
(주)SNT에너지,100840,2017/12,300266693,66449368,15874,7084612,10
(주)SNT에너지,100840,2018/12,280991534,49715044,11124,7297150,10
(주)SNT에너지,100840,2018/12,280991534,49715044,11124,7297150,90
(주)SNT에너지,100840,2019/12,331391237,85846184,18805,7506711,90
(주)SNT에너지,100840,2019/12,331391237,85846184,18805,7506711,10
(주)SNT에너지,100840,2020/12,332066179,95507194,15474,7506711,90
(주)SNT에너지,100840,2020/12,332066179,95507194,15474,7506711,10
(주)SNT에너지,100840,2021/12,322124195,76639773,18861,7506711,10
(주)SNT에너지,100840,2021/12,322124195,76639773,18861,7506711,90
(주)SNT홀딩스,036530,2011/12,388123974,284900,12745,14923423,10
(주)SNT홀딩스,036530,2011/12,388123974,284900,12745,14923423,90
(주)SNT홀딩스,036530,2012/12,388964716,352990,9701,14923423,10
(주)SNT홀딩스,036530,2012/12,388964716,352990,9701,14923423,90
(주)SNT홀딩스,036530,2013/12,397336142,484426,17400,14923423,10
(주)SNT홀딩스,036530,2013/12,397336142,484426,17400,14923423,90
(주)SNT홀딩스,036530,2014/12,399244416,381380,20281,14923423,10
(주)SNT홀딩스,036530,2014/12,399244416,381380,20281,14923423,90
(주)SNT홀딩스,036530,2015/12,430584006,8658519,27443,15370076,10
(주)SNT홀딩스,036530,2015/12,430584006,8658519,27443,15370076,90
(주)SNT홀딩스,036530,2016/12,427001710,318763,15664,15830105,90
(주)SNT홀딩스,036530,2016/12,427001710,318763,15664,15830105,10
(주)SNT홀딩스,036530,2017/12,425435423,299279,15900,15830105,90
(주)SNT홀딩스,036530,2017/12,425435423,299279,15900,15830105,10
(주)SNT홀딩스,036530,2018/12,422804813,231691,11674,16303886,90
(주)SNT홀딩스,036530,2018/12,422804813,231691,11674,16303886,10
(주)SNT홀딩스,036530,2019/12,417172874,233270,14998,16303886,90
(주)SNT홀딩스,036530,2019/12,417172874,233270,14998,16303886,10
(주)SNT홀딩스,036530,2020/12,423961201,277191,14836,16303886,10
(주)SNT홀딩스,036530,2020/12,423961201,277191,14836,16303886,90
(주)SNT홀딩스,036530,2021/12,425705145,686503,17545,16303886,90
(주)SNT홀딩스,036530,2021/12,425705145,686503,17545,16303886,10
(주)STX,011810,2011/12,3302248000,2137600000,12495,1642,20
(주)STX,011810,2011/12,3302248000,2137600000,12495,59943040,90
(주)STX,011810,2011/12,3302248000,2137600000,12495,59941398,10
(주)STX,011810,2012/12,3226878000,2103344000,8161,60394160,90
(주)STX,011810,2012/12,3226878000,2103344000,8161,1642,20
(주)STX,011810,2012/12,3226878000,2103344000,8161,60392518,10
(주)STX,011810,2014/12,1070433000,1015539000,426,9,20
(주)STX,011810,2014/12,1070433000,1015539000,426,29845269,90
(주)STX,011810,2014/12,1070433000,1015539000,426,29845260,10
(주)STX,011810,2015/12,1057543000,985227000,3508,29879710,10
(주)STX,011810,2015/12,1057543000,985227000,3508,9,20
(주)STX,011810,2015/12,1057543000,985227000,3508,29879719,90
(주)STX,011810,2016/12,627686000,956569000,2267,47331679,90
(주)STX,011810,2016/12,627686000,956569000,2267,47331670,10
(주)STX,011810,2016/12,627686000,956569000,2267,9,20
(주)STX,011810,2017/12,520393000,475683000,12553,1271000,20
(주)STX,011810,2017/12,520393000,475683000,12553,17862430,10
(주)STX,011810,2017/12,520393000,475683000,12553,19133430,90
(주)STX,011810,2018/12,446758000,384545000,12547,19726902,90
(주)STX,011810,2018/12,446758000,384545000,12547,19726902,10
(주)STX,011810,2018/12,446758000,384545000,12547,0,20
(주)STX,011810,2019/12,462734000,412118000,7944,19726902,90
(주)STX,011810,2019/12,462734000,412118000,7944,0,20
(주)STX,011810,2019/12,462734000,412118000,7944,19726902,10
(주)STX,011810,2020/12,362854000,336998000,6169,0,20
(주)STX,011810,2020/12,362854000,336998000,6169,19726902,90
(주)STX,011810,2020/12,362854000,336998000,6169,19726902,10
(주)STX,011810,2021/12,389174000,329094000,3977,28621454,90
(주)STX,011810,2021/12,389174000,329094000,3977,0,20
(주)STX,011810,2021/12,389174000,329094000,3977,28621454,10
(주)TCC스틸,002710,2011/12,407743559,202126588,5261,16000000,10
(주)TCC스틸,002710,2011/12,407743559,202126588,5261,16000000,90
(주)TCC스틸,002710,2012/12,438642951,228887219,4721,17000000,90
(주)TCC스틸,002710,2012/12,438642951,228887219,4721,17000000,10
(주)TCC스틸,002710,2013/12,444204925,234118683,3395,18000000,10
(주)TCC스틸,002710,2013/12,444204925,234118683,3395,18000000,90
(주)TCC스틸,002710,2014/12,461297588,251203934,2751,19000000,10
(주)TCC스틸,002710,2014/12,461297588,251203934,2751,19000000,90
(주)TCC스틸,002710,2015/12,330651742,254095791,1981,22342500,90
(주)TCC스틸,002710,2015/12,330651742,254095791,1981,22342500,10
(주)TCC스틸,002710,2016/12,250878191,158254682,2450,22342500,10
(주)TCC스틸,002710,2016/12,250878191,158254682,2450,22342500,90
(주)TCC스틸,002710,2017/12,248896237,159269192,1939,22342500,90
(주)TCC스틸,002710,2017/12,248896237,159269192,1939,22342500,10
(주)TCC스틸,002710,2018/12,268135677,169783970,1968,22342500,10
(주)TCC스틸,002710,2018/12,268135677,169783970,1968,22342500,90
(주)TCC스틸,002710,2019/12,270265082,172763630,2716,22342500,10
(주)TCC스틸,002710,2019/12,270265082,172763630,2716,22342500,90
(주)TCC스틸,002710,2020/12,261204640,162954687,4910,23000000,90
(주)TCC스틸,002710,2020/12,261204640,162954687,4910,23000000,10
(주)TCC스틸,002710,2021/12,308992347,181399909,7804,23500000,90
(주)TCC스틸,002710,2021/12,308992347,181399909,7804,23500000,10
(주)가비아,079940,2011/12,37295822,12997135,3535,12735684,90
(주)가비아,079940,2011/12,37295822,12997135,3535,12735684,10
(주)가비아,079940,2012/12,51795749,20630538,4181,13335684,10
(주)가비아,079940,2012/12,51795749,20630538,4181,13335684,90
(주)가비아,079940,2013/12,52151784,17328806,4763,13335684,90
(주)가비아,079940,2013/12,52151784,17328806,4763,13335684,10
(주)가비아,079940,2014/12,55984243,17836566,6194,13535684,90
(주)가비아,079940,2014/12,55984243,17836566,6194,13535684,10
(주)가비아,079940,2015/12,57657418,15187159,6112,13535684,90
(주)가비아,079940,2015/12,57657418,15187159,6112,13535684,10
(주)가비아,079940,2016/12,61160981,15747269,5770,13535684,90
(주)가비아,079940,2016/12,61160981,15747269,5770,13535684,10
(주)가비아,079940,2017/12,64986436,17323452,5690,13535684,90
(주)가비아,079940,2017/12,64986436,17323452,5690,13535684,10
(주)가비아,079940,2018/12,69315988,19483076,6348,13535684,90
(주)가비아,079940,2018/12,69315988,19483076,6348,13535684,10
(주)가비아,079940,2019/12,82964911,28880845,7785,13535684,90
(주)가비아,079940,2019/12,82964911,28880845,7785,13535684,10
(주)가비아,079940,2020/12,98083331,39723428,12807,13535684,90
(주)가비아,079940,2020/12,98083331,39723428,12807,13535684,10
(주)가비아,079940,2021/12,107496533,43752523,13523,13535684,10
(주)가비아,079940,2021/12,107496533,43752523,13523,13535684,90
(주)강스템바이오텍,217730,2015/12,24982626,3745591,9076,13817150,10
(주)강스템바이오텍,217730,2015/12,24982626,3745591,9076,0,20
(주)강스템바이오텍,217730,2015/12,24982626,3745591,9076,13817150,90
(주)강스템바이오텍,217730,2016/12,47441769,24464858,10227,14213650,10
(주)강스템바이오텍,217730,2016/12,47441769,24464858,10227,0,20
(주)강스템바이오텍,217730,2016/12,47441769,24464858,10227,14213650,90
(주)강스템바이오텍,217730,2017/12,44508729,19840601,11911,16251712,90
(주)강스템바이오텍,217730,2017/12,44508729,19840601,11911,16251712,10
(주)강스템바이오텍,217730,2017/12,44508729,19840601,11911,0,20
(주)강스템바이오텍,217730,2018/12,66184838,18239878,18447,20824937,90
(주)강스템바이오텍,217730,2018/12,66184838,18239878,18447,0,20
(주)강스템바이오텍,217730,2018/12,66184838,18239878,18447,20824937,10
(주)강스템바이오텍,217730,2019/12,98625925,27780716,7880,20849437,10
(주)강스템바이오텍,217730,2019/12,98625925,27780716,7880,3239934,20
(주)강스템바이오텍,217730,2019/12,98625925,27780716,7880,24089371,90
(주)강스템바이오텍,217730,2020/12,68097299,16666440,7342,25376658,90
(주)강스템바이오텍,217730,2020/12,68097299,16666440,7342,539992,20
(주)강스템바이오텍,217730,2020/12,68097299,16666440,7342,24836666,10
(주)강스템바이오텍,217730,2021/12,90179843,20041371,3373,67499,20
(주)강스템바이오텍,217730,2021/12,90179843,20041371,3373,37937925,10
(주)강스템바이오텍,217730,2021/12,90179843,20041371,3373,38005424,90
(주)강원랜드,035250,2011/12,2730283806,452081605,28107,213940500,90
(주)강원랜드,035250,2011/12,2730283806,452081605,28107,213940500,10
(주)강원랜드,035250,2012/12,2915385756,532225153,29942,213940500,90
(주)강원랜드,035250,2012/12,2915385756,532225153,29942,213940500,10
(주)강원랜드,035250,2013/12,3105430200,581467261,31490,213940500,90
(주)강원랜드,035250,2013/12,3105430200,581467261,31490,213940500,10
(주)강원랜드,035250,2014/12,3380461682,664286664,31738,213940500,10
(주)강원랜드,035250,2014/12,3380461682,664286664,31738,213940500,90
(주)강원랜드,035250,2015/12,3688060027,690617690,39471,213940500,90
(주)강원랜드,035250,2015/12,3688060027,690617690,39471,213940500,10
(주)강원랜드,035250,2016/12,3975979890,723241827,36864,213940500,10
(주)강원랜드,035250,2016/12,3975979890,723241827,36864,213940500,90
(주)강원랜드,035250,2017/12,4182527382,681737727,36318,213940500,90
(주)강원랜드,035250,2017/12,4182527382,681737727,36318,213940500,10
(주)강원랜드,035250,2018/12,4229630541,643178007,32771,213940500,10
(주)강원랜드,035250,2018/12,4229630541,643178007,32771,213940500,90
(주)강원랜드,035250,2019/12,4436461953,718028952,29863,213940500,10
(주)강원랜드,035250,2019/12,4436461953,718028952,29863,213940500,90
(주)강원랜드,035250,2020/12,3635973900,391229925,23421,213940500,10
(주)강원랜드,035250,2020/12,3635973900,391229925,23421,0,20
(주)강원랜드,035250,2020/12,3635973900,391229925,23421,213940500,90
(주)강원랜드,035250,2021/12,3817618525,568331445,23982,213940500,90
(주)강원랜드,035250,2021/12,3817618525,568331445,23982,0,20
(주)강원랜드,035250,2021/12,3817618525,568331445,23982,213940500,10
(주)강원에너지,114190,2011/11,53719067,29216633,4268,5300000,90
(주)강원에너지,114190,2011/11,53719067,29216633,4268,5300000,10
(주)강원에너지,114190,2011/12,59922124,34498674,4338,5300000,10
(주)강원에너지,114190,2011/12,59922124,34498674,4338,5300000,90
(주)강원에너지,114190,2012/12,89258208,53150277,4688,10600000,10
(주)강원에너지,114190,2012/12,89258208,53150277,4688,2066826,20
(주)강원에너지,114190,2012/12,89258208,53150277,4688,12666826,90
(주)강원에너지,114190,2013/12,72441333,26564178,2214,12666826,90
(주)강원에너지,114190,2013/12,72441333,26564178,2214,0,20
(주)강원에너지,114190,2013/12,72441333,26564178,2214,12666826,10
(주)강원에너지,114190,2014/12,67037639,16592147,2260,14390962,10
(주)강원에너지,114190,2014/12,67037639,16592147,2260,14390962,90
(주)강원에너지,114190,2014/12,67037639,16592147,2260,0,20
(주)강원에너지,114190,2015/12,80939019,26058095,2769,0,20
(주)강원에너지,114190,2015/12,80939019,26058095,2769,15253030,90
(주)강원에너지,114190,2015/12,80939019,26058095,2769,15253030,10
(주)강원에너지,114190,2016/12,70850137,17103781,2564,15253030,10
(주)강원에너지,114190,2016/12,70850137,17103781,2564,15253030,90
(주)강원에너지,114190,2016/12,70850137,17103781,2564,0,20
(주)강원에너지,114190,2017/12,87781416,40664397,2516,15253030,10
(주)강원에너지,114190,2017/12,87781416,40664397,2516,15253030,90
(주)강원에너지,114190,2017/12,87781416,40664397,2516,0,20
(주)강원에너지,114190,2018/12,89619750,40333396,2807,15366896,90
(주)강원에너지,114190,2018/12,89619750,40333396,2807,15366896,10
(주)강원에너지,114190,2018/12,89619750,40333396,2807,0,20
(주)강원에너지,114190,2019/12,55106032,32201998,3775,17443674,10
(주)강원에너지,114190,2019/12,55106032,32201998,3775,17443674,90
(주)강원에너지,114190,2019/12,55106032,32201998,3775,0,20
(주)강원에너지,114190,2020/12,32998279,15786908,2500,0,20
(주)강원에너지,114190,2020/12,32998279,15786908,2500,18154911,10
(주)강원에너지,114190,2020/12,32998279,15786908,2500,18154911,90
(주)강원에너지,114190,2021/12,41538176,12944572,2500,0,20
(주)강원에너지,114190,2021/12,41538176,12944572,2500,26123038,10
(주)강원에너지,114190,2021/12,41538176,12944572,2500,26123038,90
(주)갤럭시아에스엠,011420,2011/12,40711969,16172356,1763,19622424,10
(주)갤럭시아에스엠,011420,2011/12,40711969,16172356,1763,19622424,90
(주)갤럭시아에스엠,011420,2012/12,40169876,15016475,1579,19622424,90
(주)갤럭시아에스엠,011420,2012/12,40169876,15016475,1579,19622424,10
(주)갤럭시아에스엠,011420,2013/12,34158874,11686248,2082,19622424,10
(주)갤럭시아에스엠,011420,2013/12,34158874,11686248,2082,19622424,90
(주)갤럭시아에스엠,011420,2014/12,40528250,17125782,1645,19622424,10
(주)갤럭시아에스엠,011420,2014/12,40528250,17125782,1645,19622424,90
(주)갤럭시아에스엠,011420,2015/12,67196553,16531335,3556,27549644,10
(주)갤럭시아에스엠,011420,2015/12,67196553,16531335,3556,27549644,90
(주)갤럭시아에스엠,011420,2016/12,55825556,10978725,2041,27549644,90
(주)갤럭시아에스엠,011420,2016/12,55825556,10978725,2041,27549644,10
(주)갤럭시아에스엠,011420,2017/12,48958128,8463792,2953,27549644,10
(주)갤럭시아에스엠,011420,2017/12,48958128,8463792,2953,27549644,90
(주)갤럭시아에스엠,011420,2018/12,33337692,6540360,1659,27549644,10
(주)갤럭시아에스엠,011420,2018/12,33337692,6540360,1659,27549644,90
(주)갤럭시아에스엠,011420,2019/12,28241598,6442848,1574,27549644,10
(주)갤럭시아에스엠,011420,2019/12,28241598,6442848,1574,27549644,90
(주)갤럭시아에스엠,011420,2020/12,28554685,7835257,1423,27549644,10
(주)갤럭시아에스엠,011420,2020/12,28554685,7835257,1423,27549644,90
