회사명,거래소코드,회계년도,외국인_주식분포비율,외국인_주식수,보통주식비율,보통주식수
(주)로지시스,067730,2019/12,3.03,283400,64.47,6022050
(주)로지시스,067730,2020/12,1.64,153019,64.47,6022050
(주)로지시스,067730,2021/12,1.86,179513,55.01,5322050
(주)로케트전기,000420,2011/12,0.03,1258,18.1,687910
(주)로케트전기,000420,2013/12,2.29,1375310,15.45,9132430
(주)롯데미도파,004010,2011/12,3.26,2125334,79.01,51475843
(주)루멘스,038060,2011/12,15.62,6283921,16.6,6621230
(주)루멘스,038060,2012/12,17.42,7108899,15.83,6463160
(주)루멘스,038060,2013/12,14.84,6681705,11.9,5354903
(주)루멘스,038060,2014/12,18.7,8842990,12.91,6102680
(주)루멘스,038060,2015/12,16.29,7703337,12.91,6102680
(주)루멘스,038060,2016/12,19.23,9091883,13.63,6445069
(주)루멘스,038060,2017/12,16.16,7639439,13.63,6445069
(주)루멘스,038060,2018/12,14.58,6890695,14.2,6697069
(주)루멘스,038060,2019/12,14.42,6818702,14.38,6797069
(주)루멘스,038060,2020/12,7.78,3714211,16.15,7707342
(주)루멘스,038060,2021/12,4.81,2312579,17.79,8558342
(주)루트로닉,085370,2011/12,0.92,93287,28.53,2886047
(주)루트로닉,085370,2012/12,0.74,75005,28.58,2908577
(주)루트로닉,085370,2013/12,1.22,126608,28.27,2929722
(주)루트로닉,085370,2014/12,1.85,192194,27.81,2892502
(주)루트로닉,085370,2015/12,3.75,394822,26.69,2887012
(주)루트로닉,085370,2016/12,5.05,635736,25.92,2904081
(주)루트로닉,085370,2017/12,4.05,1041418,25.45,5891902
(주)루트로닉,085370,2018/12,9.45,2477921,22.78,5743147
(주)루트로닉,085370,2019/12,8.92,2347682,22.18,5676276
(주)루트로닉,085370,2020/12,7.41,1955445,22.23,5724296
(주)루트로닉,085370,2021/12,9.43,2500835,20.27,5317212
(주)룩손에너지홀딩스,033550,2011/12,0,0,42.44,6108943
(주)룩손에너지홀딩스,033550,2012/12,,,42.04,7277167
(주)룽투코리아,060240,2011/12,38.09,13949663,35.04,12239220
(주)룽투코리아,060240,2012/12,32.05,1813421,22.38,1266422
(주)룽투코리아,060240,2013/12,25.22,1499151,16.76,996267
(주)룽투코리아,060240,2014/12,19.15,1596858,21.9,1826267
(주)룽투코리아,060240,2015/12,11.24,2054103,44.53,8140000
(주)룽투코리아,060240,2016/12,1.93,362084,43.37,8140000
(주)룽투코리아,060240,2017/12,43.41,10495084,38.57,9326239
(주)룽투코리아,060240,2018/12,50.5,12208019,38.58,9326239
(주)룽투코리아,060240,2019/12,48.73,12392821,36.68,9326239
(주)룽투코리아,060240,2020/12,42.24,10740436,36.68,9326239
(주)룽투코리아,060240,2021/12,32.67,8308438,25.4,6459861
(주)리노스,039980,2011/12,0.46,165854,98.76,35996153
(주)리노스,039980,2012/12,0.43,156186,100,35996153
(주)리노스,039980,2013/12,0.5,181144,43.11,15519481
(주)리노스,039980,2014/12,0.76,275102,39.1,14071805
(주)리노스,039980,2015/12,1.51,543292,30.46,10962404
(주)리노스,039980,2016/12,0.59,214175,32.75,11784698
(주)리노스,039980,2017/12,2.94,1058767,30.32,10912476
(주)리노스,039980,2018/12,2.71,1022292,30.34,11458098
(주)리노스,039980,2019/12,2.53,1003065,30.38,12031002
(주)리노스,039980,2020/12,1.94,805580,30.42,12632552
(주)리노스,039980,2021/12,4.28,1865130,30.44,13264178
(주)리더스코스메틱,016100,2011/12,1.4,251839,33.48,6006130
(주)리더스코스메틱,016100,2012/12,0.26,46325,32.49,5829377
(주)리더스코스메틱,016100,2013/12,0.33,58513,32.49,5829377
(주)리더스코스메틱,016100,2014/12,2.94,527775,32.72,5869377
(주)리더스코스메틱,016100,2015/12,2.22,398497,32.38,5807670
(주)리더스코스메틱,016100,2016/12,3.12,560295,31.69,5685100
(주)리더스코스메틱,016100,2017/12,2.34,420434,31.69,5685100
(주)리더스코스메틱,016100,2018/12,5.03,914865,31.29,5685100
(주)리더스코스메틱,016100,2019/12,3.07,557697,31.26,5685100
(주)리더스코스메틱,016100,2020/12,0.99,180264,30.94,5625100
(주)리더스코스메틱,016100,2021/12,1.28,244305,29.42,5619821
(주)리드,197210,2015/12,0.36,16800,23.24,1074448
(주)리드,197210,2016/12,0.48,25473,7.87,403400
(주)리드,197210,2017/12,0.26,130631,17.3,8891767
(주)리드,197210,2018/12,0.38,55679,15.04,2219755
(주)리드코프,012700,2011/12,5.27,1410527,38.61,10329450
(주)리드코프,012700,2012/12,4.71,1260808,38.61,10329450
(주)리드코프,012700,2013/12,3.87,1035478,38.61,10329450
(주)리드코프,012700,2014/12,2.35,628572,38.61,10329450
(주)리드코프,012700,2015/12,1.53,409715,38.61,10329450
(주)리드코프,012700,2016/12,2.13,570099,39.71,10621662
(주)리드코프,012700,2017/12,2.98,798309,39.71,10621662
(주)리드코프,012700,2018/12,3.54,945624,39.71,10621662
(주)리드코프,012700,2019/12,16.05,4244896,40.16,10621662
(주)리드코프,012700,2020/12,9.17,2426313,40.16,10621662
(주)리드코프,012700,2021/12,9.03,2388143,40.16,10621662
(주)리메드,302550,2019/12,0.85,49415,39.36,2292000
(주)리메드,302550,2020/12,5.94,361610,36.9,2246110
(주)리메드,302550,2021/12,3.94,241694,36.39,2230000
(주)리파인,377450,2021/12,1.18,204558,30.39,5265784
(주)링네트,042500,2011/12,0.67,79371,29.16,3443037
(주)링네트,042500,2012/12,2.28,300517,28.49,3760443
(주)링네트,042500,2013/12,0.74,97696,28.62,3776286
(주)링네트,042500,2014/12,1.51,220621,28.72,4119714
(주)링네트,042500,2015/12,0.26,37904,28.04,4089724
(주)링네트,042500,2016/12,3.84,567649,27.31,4038995
(주)링네트,042500,2017/12,2.69,402537,26.37,3938995
(주)링네트,042500,2018/12,2.25,336188,25.63,3828107
(주)링네트,042500,2019/12,3.13,476880,24.29,3696330
(주)링네트,042500,2020/12,1.06,161773,23.68,3636638
(주)링네트,042500,2021/12,1.01,154928,24.97,3835255
(주)링크제니시스,219420,2018/12,0.62,61754,37.98,4257868
(주)링크제니시스,219420,2019/12,0.93,93484,31.27,3506042
(주)링크제니시스,219420,2020/12,0.55,55323,34.47,3864459
(주)링크제니시스,219420,2021/12,1.46,166936,30.1,3452856
(주)마니커,027740,2011/12,0.21,99120,36,16918980
(주)마니커,027740,2012/12,0.39,280916,36.31,26145017
(주)마니커,027740,2013/12,0.11,79152,43.73,31488427
(주)마니커,027740,2014/12,0.64,463780,43.66,31434427
(주)마니커,027740,2015/12,0.42,304187,47.11,39282259
(주)마니커,027740,2016/12,0.46,531422,46.51,54293232
(주)마니커,027740,2017/12,0.73,855647,46.51,54293232
(주)마니커,027740,2018/12,0.89,1414488,40.38,63983369
(주)마니커,027740,2019/12,4.23,6708794,26.64,42222468
(주)마니커,027740,2020/12,1.16,2292819,26.39,52386730
(주)마니커,027740,2021/12,2.78,1764029,30,19055000
(주)마니커에프앤지,195500,2019/12,0.95,98221,74.2,7700000
(주)마니커에프앤지,195500,2020/12,0.44,47295,22.27,2397815
(주)마니커에프앤지,195500,2021/12,0.28,43661,29.84,4705333
(주)마이스코,088700,2011/12,0.11,13422,40.37,4843882
(주)마이스코,088700,2012/12,,,36.47,4589864
(주)마이크로디지탈,305090,2019/12,0.72,26094,34.35,1247450
(주)마이크로디지탈,305090,2020/12,1.2,87226,33.07,2401540
(주)마이크로디지탈,305090,2021/12,0.51,37105,31.07,2364240
(주)마이크로컨텍솔루션,098120,2011/12,12.78,1062096,27.74,2306220
(주)마이크로컨텍솔루션,098120,2012/12,12.45,1035219,27.95,2323516
(주)마이크로컨텍솔루션,098120,2013/12,15.4,1279790,27.97,2325121
(주)마이크로컨텍솔루션,098120,2014/12,15.65,1300853,28.08,2334649
(주)마이크로컨텍솔루션,098120,2015/12,15.35,1275627,24.54,2040112
(주)마이크로컨텍솔루션,098120,2016/12,12.33,1024660,23.62,1963636
(주)마이크로컨텍솔루션,098120,2017/12,13.85,1151409,23.43,1948455
(주)마이크로컨텍솔루션,098120,2018/12,11.3,939095,21.44,1782259
(주)마이크로컨텍솔루션,098120,2019/12,17.36,1443504,20.18,1677745
(주)마이크로컨텍솔루션,098120,2020/12,15.46,1285375,20.18,1677745
(주)마이크로컨텍솔루션,098120,2021/12,16.18,1345384,20.19,1677745
(주)마이크로프랜드,147760,2016/12,1.08,115371,38.25,4070776
(주)마이크로프랜드,147760,2017/12,6.11,660882,38.27,4141201
(주)마이크로프랜드,147760,2018/12,3.33,360786,38.16,4129286
(주)마이크로프랜드,147760,2019/12,6.67,721470,37.93,4104281
(주)마이크로프랜드,147760,2020/12,4.52,488773,27.8,3008000
(주)마이크로프랜드,147760,2021/12,3.76,406755,32.34,3499100
(주)마인즈랩,377480,2021/12,3.33,201130,21.96,1327190
(주)마크로밀엠브레인,169330,2021/06,1.18,106148,64.67,5799948
(주)마크로젠,038290,2011/12,0.98,54165,11.57,641997
(주)마크로젠,038290,2012/12,2.15,122083,11.12,631997
(주)마크로젠,038290,2013/12,1.71,99230,10.87,631997
(주)마크로젠,038290,2014/12,1.73,101831,10.46,616806
(주)마크로젠,038290,2015/12,4.1,365463,10.38,925209
(주)마크로젠,038290,2016/12,4.41,395723,10.31,925209
(주)마크로젠,038290,2017/12,2.22,209747,11.15,1051517
(주)마크로젠,038290,2018/12,4.2,445648,9.96,1056517
(주)마크로젠,038290,2019/12,5.01,531019,9.96,1056517
(주)마크로젠,038290,2020/12,1.26,134278,10.29,1093517
(주)마크로젠,038290,2021/12,2.17,235323,11.26,1221046
(주)맘스터치앤컴퍼니,220630,2015/12,0.37,24922,6.7,452000
(주)맘스터치앤컴퍼니,220630,2016/12,0.14,126493,72.34,66009643
(주)맘스터치앤컴퍼니,220630,2017/12,4.17,3914464,70.07,65792723
(주)맘스터치앤컴퍼니,220630,2018/12,9.78,9182772,62.61,58792723
(주)맘스터치앤컴퍼니,220630,2019/12,8.85,8381248,60.44,57233419
(주)맘스터치앤컴퍼니,220630,2020/12,10.93,11126625,59.82,60909905
(주)맘스터치앤컴퍼니,220630,2021/12,3.88,3953820,67.49,68716080
(주)매직마이크로,127160,2015/12,1.94,120817,50.93,3168761
(주)매직마이크로,127160,2016/12,0.87,54268,50.36,3133761
(주)매직마이크로,127160,2017/12,0.86,271932,50.08,15853745
(주)매직마이크로,127160,2018/12,6.15,3614744,10.74,6319957
(주)매직마이크로,127160,2019/12,4.3,2647023,4.66,2867431
(주)매직마이크로,127160,2020/12,4.99,3468958,10.71,8333331
(주)매커스,093520,2011/12,2.02,318274,11.26,1771301
(주)매커스,093520,2012/12,2.26,357739,10.97,1733301
(주)매커스,093520,2013/12,2.97,478758,10.74,1733301
(주)매커스,093520,2014/12,6.98,1126461,10.74,1733301
(주)매커스,093520,2015/12,4.98,804054,15.22,2454816
(주)매커스,093520,2016/12,6.11,987255,19.62,3170816
(주)매커스,093520,2017/12,10.48,1693403,15.93,2574816
(주)매커스,093520,2018/12,14.88,2404496,15.93,2574816
(주)매커스,093520,2019/12,11.38,1839334,15.93,2574816
(주)매커스,093520,2020/12,12.78,2066312,15.93,2574816
(주)매커스,093520,2021/12,14.74,2382366,15.93,2574816
(주)맥스로텍,141070,2012/12,1.37,78004,34.12,1950000
(주)맥스로텍,141070,2013/12,2.01,115051,34.21,1955000
(주)맥스로텍,141070,2014/12,1.05,60223,34.74,1984867
(주)맥스로텍,141070,2015/12,0.83,94496,30.54,4050496
(주)맥스로텍,141070,2016/12,1.6,377151,20.79,5264520
(주)맥스로텍,141070,2017/12,1.1,267914,20.46,5282325
(주)맥스로텍,141070,2018/12,1.98,492146,20.14,5282325
(주)맥스로텍,141070,2019/12,3.77,1043395,13.92,4045252
(주)맥스로텍,141070,2020/12,6.07,2178013,1.85,663938
(주)맥스트,377030,2021/12,1.87,160129,25.58,2185484
(주)머큐리,100590,2018/12,0,0,64.28,9490000
(주)머큐리,100590,2019/12,0,0,64.28,9490000
(주)머큐리,100590,2020/12,0.33,48960,57.51,8490000
(주)머큐리,100590,2021/12,0.94,138623,57.36,8490000
(주)멀티캠퍼스,067280,2011/12,0.31,17337,60.92,3421090
(주)멀티캠퍼스,067280,2012/12,0.8,45190,60.8,3421090
(주)멀티캠퍼스,067280,2013/12,1.24,73350,62.74,3720658
(주)멀티캠퍼스,067280,2014/12,1.27,75058,62.72,3719478
(주)멀티캠퍼스,067280,2015/12,1.42,83977,62.85,3725236
(주)멀티캠퍼스,067280,2016/12,1.47,87299,62.76,3719388
(주)멀티캠퍼스,067280,2017/12,2.56,151831,62.76,3719388
(주)멀티캠퍼스,067280,2018/12,4.74,281216,62.5,3704358
(주)멀티캠퍼스,067280,2019/12,4.44,262868,62.44,3700688
(주)멀티캠퍼스,067280,2020/12,4.75,281607,62.44,3700688
(주)멀티캠퍼스,067280,2021/12,7.13,422617,62.44,3700888
(주)메드팩토,235980,2019/12,1.18,118673,34.2,3453491
(주)메드팩토,235980,2020/12,8.21,1668927,33.95,6906982
(주)메드팩토,235980,2021/12,5.08,1041675,33.14,6906982
(주)메디아나,041920,2014/12,0.17,12039,52.82,3815208
(주)메디아나,041920,2015/12,0.66,47919,48.87,3528545
(주)메디아나,041920,2016/12,1.92,166333,48.78,4220736
(주)메디아나,041920,2017/12,1.94,168219,48.8,4222736
(주)메디아나,041920,2018/12,2.41,208348,42.26,3657311
(주)메디아나,041920,2019/12,3.12,269923,42.04,3637555
(주)메디아나,041920,2020/12,0.66,57404,38.47,3327119
(주)메디아나,041920,2021/12,0.78,124222,37.92,6066616
(주)메디콕스,054180,2011/06,0,0,39,8526213
(주)메디콕스,054180,2012/06,0,0,39,8526213
(주)메디콕스,054180,2013/06,0,0,39,8526213
(주)메디콕스,054180,2014/06,0,0,39,8526213
(주)메디콕스,054180,2015/06,0,0,39,8526213
(주)메디콕스,054180,2016/06,0,0,39,8526213
(주)메디콕스,054180,2017/06,0,0,39,8526213
(주)메디콕스,054180,2018/06,0,0,11.03,2526213
(주)메디콕스,054180,2019/06,0,0,7.81,2106213
(주)메디콕스,054180,2019/12,0,0,8.22,2301413
(주)메디콕스,054180,2020/12,0.06,27809,11.11,4863813
(주)메디콕스,054180,2021/12,0.34,320081,13.04,12340129
(주)메디톡스,086900,2011/12,19.2,1086094,21.76,1231063
(주)메디톡스,086900,2012/12,14.92,844058,21.68,1226533
(주)메디톡스,086900,2013/12,17.18,971964,21.74,1230087
(주)메디톡스,086900,2014/12,35.25,1993692,21.76,1230987
(주)메디톡스,086900,2015/12,36.22,2048919,21.8,1233020
(주)메디톡스,086900,2016/12,40.25,2276503,21.64,1224288
(주)메디톡스,086900,2017/12,44.68,2527109,21.44,1212497
(주)메디톡스,086900,2018/12,47.75,2700902,21.43,1212303
(주)메디톡스,086900,2019/12,43.13,2507918,21.68,1260895
(주)메디톡스,086900,2020/12,13.57,810940,21.42,1309824
(주)메디톡스,086900,2021/12,9.27,579522,17.84,1212671
(주)메디프론디비티,065650,2011/12,0.75,185278,16.09,3970620
(주)메디프론디비티,065650,2012/12,0.82,203093,16.09,3970620
(주)메디프론디비티,065650,2013/12,1.11,273828,11.09,2735861
(주)메디프론디비티,065650,2014/12,0.55,136550,11.09,2735861
(주)메디프론디비티,065650,2015/12,0.54,133407,11.04,2722624
(주)메디프론디비티,065650,2016/12,1.52,405071,7.4,1966161
(주)메디프론디비티,065650,2017/12,0.59,157848,6.44,1896853
(주)메디프론디비티,065650,2018/12,1.45,426514,6.44,1896853
(주)메디프론디비티,065650,2019/12,1.02,300152,6.36,1873289
(주)메디프론디비티,065650,2020/12,0.67,249732,21.82,8118057
(주)메디프론디비티,065650,2021/12,0.5,217098,18.43,8035814
(주)메지온,140410,2012/12,24.03,1941903,42.27,3415423
(주)메지온,140410,2013/12,24.1,1947001,41.76,3374379
(주)메지온,140410,2014/12,24.47,1986485,35.88,2912514
(주)메지온,140410,2015/12,23.05,1880514,13.02,1062495
(주)메지온,140410,2016/12,20.58,1678897,13.18,1075495
(주)메지온,140410,2017/12,19.79,1651055,24.96,2082526
(주)메지온,140410,2018/12,23.01,1988758,22.65,1957526
(주)메지온,140410,2019/12,20.42,1777638,22.43,1952526
(주)메지온,140410,2020/12,19.33,1718849,21.98,1954421
(주)메지온,140410,2021/12,18.6,1655636,21.96,1954421
(주)메카로,241770,2017/12,1.3,128827,60.81,6039452
(주)메카로,241770,2018/12,3.87,386985,60.64,6058952
(주)메카로,241770,2019/12,0.91,92259,60.49,6109952
(주)메카로,241770,2020/12,0.11,11578,60.36,6097685
(주)메카로,241770,2021/12,0,0,59.79,6094042
(주)메타랩스,090370,2011/12,23.57,2356827,49.4,4940778
(주)메타랩스,090370,2012/12,47.96,6234846,59.67,7757242
(주)메타랩스,090370,2013/12,36.94,5264869,54.43,7757242
(주)메타랩스,090370,2014/12,26.53,4130799,27.2,4234920
(주)메타랩스,090370,2015/12,25.64,4008416,27.19,4251242
(주)메타랩스,090370,2016/12,3.65,2015414,21.71,13338031
(주)메타랩스,090370,2017/12,0,0,62.2,18800288
(주)메타랩스,090370,2018/12,0,0,19.12,8519326
(주)메타랩스,090370,2019/12,0,0,1.9,1059340
(주)메타랩스,090370,2020/12,0,0,17.73,11294817
(주)메타랩스,090370,2021/12,0,0,24.77,18312360
(주)메타바이오메드,059210,2011/12,0.11,19308,19.23,3289836
(주)메타바이오메드,059210,2012/12,0.48,82335,19.3,3300812
(주)메타바이오메드,059210,2013/12,0.3,50891,19.33,3305812
(주)메타바이오메드,059210,2014/12,1.46,276193,24.92,4718407
(주)메타바이오메드,059210,2015/12,1.47,316588,21.92,4718407
(주)메타바이오메드,059210,2016/12,1.57,344447,21.57,4718407
(주)메타바이오메드,059210,2017/12,2.54,556383,21.57,4718407
(주)메타바이오메드,059210,2018/12,3.47,827137,23.49,5605875
(주)메타바이오메드,059210,2019/12,4.1,979007,23.49,5605875
(주)메타바이오메드,059210,2020/12,4.9,1168983,23.7,5656220
(주)메타바이오메드,059210,2021/12,2.48,590971,23.67,5648288
(주)멕아이씨에스,058110,2015/12,0.04,2364,34.1,1827551
(주)멕아이씨에스,058110,2016/12,0.3,15882,32.34,1733856
(주)멕아이씨에스,058110,2017/12,1.81,96911,31.03,1663776
(주)멕아이씨에스,058110,2018/12,0.37,19578,30.92,1657776
(주)멕아이씨에스,058110,2019/12,0.69,36918,30.74,1648076
(주)멕아이씨에스,058110,2020/12,4.02,280875,27.99,1956744
(주)멕아이씨에스,058110,2021/12,0.56,89991,27.57,4424518
(주)멜파스,096640,2011/12,13.82,2368989,21.7,3720800
(주)멜파스,096640,2012/12,12.09,2156968,21.75,3888800
(주)멜파스,096640,2013/12,6.69,1202478,11.31,2032988
(주)멜파스,096640,2014/12,5.13,922161,10.87,1953800
(주)멜파스,096640,2015/12,3.79,682019,10.87,1953800
(주)멜파스,096640,2016/12,1.26,267707,24.62,5233800
(주)멜파스,096640,2017/12,0.82,173882,24.62,5233800
(주)멜파스,096640,2018/12,0.84,178993,24.62,5233800
(주)멜파스,096640,2019/12,1.79,405635,23.08,5233800
(주)멜파스,096640,2020/12,20.19,6530858,28.89,9700172
(주)멜파스,096640,2021/12,0.29,108731,1.51,573902
(주)모나리자,012690,2011/12,0.39,141200,66,24135654
(주)모나리자,012690,2012/12,0.99,361400,66,24135654
(주)모나리자,012690,2013/12,0.51,185250,66,24135654
(주)모나리자,012690,2014/12,2.93,1072336,66,24135654
(주)모나리자,012690,2015/12,1.26,461290,66,24135654
(주)모나리자,012690,2016/12,0.68,247126,66,24135654
(주)모나리자,012690,2017/12,0.38,138966,66,24135654
(주)모나리자,012690,2018/12,0.69,251240,66,24135654
(주)모나리자,012690,2019/12,1.82,666046,66,24135654
(주)모나리자,012690,2020/12,1.05,384965,50.99,18645995
(주)모나리자,012690,2021/12,1.16,424489,50.99,18645995
(주)모나미,005360,2011/12,0,0,31.62,4355015
(주)모나미,005360,2012/12,0.89,123202,31.26,4355015
(주)모나미,005360,2013/12,1.89,263155,31.34,4355015
(주)모나미,005360,2014/12,4.3,597630,31.34,4355015
(주)모나미,005360,2015/12,3.15,594519,29.88,5645661
(주)모나미,005360,2016/12,2.99,564871,30.86,5831838
(주)모나미,005360,2017/12,3.45,651554,30.7,5802602
(주)모나미,005360,2018/12,2.01,380606,30.11,5690864
(주)모나미,005360,2019/12,13.99,2644670,29.88,5645661
(주)모나미,005360,2020/12,1.1,207394,28.21,5332001
(주)모나미,005360,2021/12,2.89,545865,28.23,5335401
(주)모다,149940,2012/12,12.09,593516,41.56,2039960
(주)모다,149940,2013/12,1.84,180489,29.38,2885572
(주)모다,149940,2014/12,1.91,187671,27.75,2725302
(주)모다,149940,2015/12,2.33,228501,23.67,2325302
(주)모다,149940,2016/12,1.59,199011,17.22,2151076
(주)모다,149940,2017/12,1.09,206275,9.9,1890028
(주)모다,149940,2018/12,0.85,179002,4.96,1050000
(주)모다,149940,2019/12,0.94,198102,4.96,1050000
(주)모다이노칩,080420,2011/12,6.78,1010807,45.96,6851820
(주)모다이노칩,080420,2012/12,5.27,785427,46,6851820
(주)모다이노칩,080420,2013/12,6.72,1002422,46,6856151
(주)모다이노칩,080420,2014/12,3.76,560784,46.1,6863232
(주)모다이노칩,080420,2015/12,4.38,652560,44.6,6646377
(주)모다이노칩,080420,2016/12,0.99,393821,79.2,31599445
(주)모다이노칩,080420,2017/12,0.36,144441,79.2,31599445
(주)모다이노칩,080420,2018/12,0.64,253802,79.3,31618358
(주)모다이노칩,080420,2019/12,0.54,430758,79.4,63285716
(주)모다이노칩,080420,2020/12,1.01,808219,79.4,63295716
(주)모다이노칩,080420,2021/12,0.11,86814,79.3,63199716
(주)모두투어네트워크,080160,2011/12,11.19,939687,18.78,1578887
(주)모두투어네트워크,080160,2012/12,13.42,1691486,17.46,2200133
(주)모두투어네트워크,080160,2013/12,17.51,2206379,19.61,2470244
(주)모두투어네트워크,080160,2014/12,22.28,2807210,18.02,2270670
(주)모두투어네트워크,080160,2015/12,27.76,3497298,17.99,2266617
(주)모두투어네트워크,080160,2016/12,30.82,3882718,17.49,2204177
(주)모두투어네트워크,080160,2017/12,42.17,7969949,16.07,3036534
(주)모두투어네트워크,080160,2018/12,27.52,5201545,15.52,2933200
(주)모두투어네트워크,080160,2019/12,21.99,4155405,15.49,2927530
(주)모두투어네트워크,080160,2020/12,14.4,2722120,15.39,2909527
(주)모두투어네트워크,080160,2021/12,9.84,1860374,12.89,2436864
(주)모린스,110310,2011/12,0,0,18.58,2624000
(주)모린스,110310,2012/12,0,0,18.58,2624000
(주)모베이스,101330,2011/12,0.02,2164,73.24,6591422
(주)모베이스,101330,2012/12,0.26,23186,70.94,6384582
(주)모베이스,101330,2013/12,2.24,201739,62.77,5649582
(주)모베이스,101330,2014/12,3.8,409871,63.62,6870968
(주)모베이스,101330,2015/12,5.56,720334,54.37,8456205
(주)모베이스,101330,2016/12,6.21,965075,54.37,8456205
(주)모베이스,101330,2017/12,9.02,1802728,44.75,8945679
(주)모베이스,101330,2018/12,7.08,1695170,44.81,10734814
(주)모베이스,101330,2019/12,8.33,1994626,44.81,10734814
(주)모베이스,101330,2020/12,0.58,138907,44.81,10734814
(주)모베이스,101330,2021/12,3.63,870739,42.63,10212349
(주)모베이스전자,012860,2011/12,19.76,5334599,50.12,13533192
(주)모베이스전자,012860,2012/12,20,5401194,50.12,13533192
(주)모베이스전자,012860,2013/12,20.12,5432142,50.12,13533192
(주)모베이스전자,012860,2014/12,22.21,5995621,50.12,13533192
(주)모베이스전자,012860,2015/12,21.82,5891657,50.12,13533192
(주)모베이스전자,012860,2016/12,1.94,524790,50.12,13533192
(주)모베이스전자,012860,2017/12,0.54,145857,50.12,13533192
(주)모베이스전자,012860,2018/12,0.62,167834,50.12,13533192
(주)모베이스전자,012860,2019/12,1.72,463862,51.97,14033192
(주)모베이스전자,012860,2020/12,0.28,150357,42.42,23110231
(주)모베이스전자,012860,2021/12,0.66,434648,48.57,37959788
(주)모비데이즈,363260,2021/12,5.89,400947,11.75,800000
(주)모비릭스,348030,2021/12,0.88,81779,48.79,4539500
(주)모비스,250060,2016/12,0.83,53000,64.63,984120
(주)모비스,250060,2017/12,0.45,126262,48.15,13592664
(주)모비스,250060,2018/12,0.89,284818,42.25,13592664
(주)모비스,250060,2019/12,0.52,165821,34.13,10981368
(주)모비스,250060,2020/12,0.51,165407,34.13,10981368
(주)모비스,250060,2021/12,1.18,378030,34.36,11052633
(주)모아텍,033200,2011/12,1.2,160548,34.54,4633784
(주)모아텍,033200,2012/12,52.27,7490233,55.68,7980301
(주)모아텍,033200,2013/12,52.65,7545136,55.53,7957887
(주)모아텍,033200,2014/12,52.38,7506073,55.53,7957887
(주)모아텍,033200,2015/12,52.61,7539719,55.53,7957887
(주)모아텍,033200,2016/12,51.02,7312136,55.53,7957887
(주)모아텍,033200,2017/03,51.71,7411138,50.85,7287238
(주)모아텍,033200,2018/03,50.94,7300457,50.85,7287238
(주)모아텍,033200,2019/03,50.95,7301990,50.85,7287238
(주)모아텍,033200,2020/03,50.93,7298653,50.85,7287238
(주)모아텍,033200,2021/03,51.04,7314236,50.85,7287238
(주)모코엠시스,333050,2019/12,0.2,10191,16.97,850000
(주)모코엠시스,333050,2020/12,0,0,16.97,850000
(주)모코엠시스,333050,2021/12,0.01,491,16.97,850000
(주)모토닉,009680,2011/12,16.75,5528695,40.6,13413358
(주)모토닉,009680,2012/12,16.56,5465616,40.65,13415407
(주)모토닉,009680,2013/12,16.56,5464749,40.66,13415407
(주)모토닉,009680,2014/12,16.74,5524802,40.66,13416007
(주)모토닉,009680,2015/12,17.65,5825870,40.66,13416007
(주)모토닉,009680,2016/12,18.14,5986081,40.64,13412622
(주)모토닉,009680,2017/12,15.68,5174683,40.64,13412622
(주)모토닉,009680,2018/12,15.7,5181291,40.64,13412622
(주)모토닉,009680,2019/12,13.07,4314172,40.64,13412622
(주)모토닉,009680,2020/12,12.55,4142991,38.83,12812622
(주)모토닉,009680,2021/12,10.92,3602486,38.83,12812622
(주)모헨즈,006920,2011/12,0.32,34889,32.4,3538690
(주)모헨즈,006920,2012/12,0.12,13286,32.4,3538690
(주)모헨즈,006920,2013/12,0.15,16693,32.4,3538690
(주)모헨즈,006920,2014/12,2.16,235412,32.4,3538690
(주)모헨즈,006920,2015/12,1.53,167579,32.4,3538690
(주)모헨즈,006920,2016/12,3.22,352125,32.4,3538690
(주)모헨즈,006920,2017/12,1.94,211997,32.4,3538690
(주)모헨즈,006920,2018/12,1.11,121493,32.4,3538690
(주)모헨즈,006920,2019/12,0.98,106516,32.32,3530126
(주)모헨즈,006920,2020/12,0.57,62687,32.32,3530126
(주)모헨즈,006920,2021/12,1.94,211863,32.32,3530126
(주)무궁화인포메이션테크놀로지,038340,2011/12,0.63,59795,42.12,3990257
(주)무궁화인포메이션테크놀로지,038340,2012/12,6.02,605470,14.96,1505000
(주)무궁화인포메이션테크놀로지,038340,2013/12,0.4,48498,24.13,3527881
(주)무궁화인포메이션테크놀로지,038340,2014/12,4.33,1686432,22.61,8809022
(주)무궁화인포메이션테크놀로지,038340,2015/12,0.7,313427,3.19,1427000
(주)무궁화인포메이션테크놀로지,038340,2016/12,0.97,463922,4.39,2373782
(주)무궁화인포메이션테크놀로지,038340,2017/12,0.82,94455,8.66,995278
(주)무궁화인포메이션테크놀로지,038340,2018/12,0.71,95655,14.66,1969893
(주)무궁화인포메이션테크놀로지,038340,2019/12,0.75,248035,24.87,8235014
(주)무궁화인포메이션테크놀로지,038340,2020/12,0,0,6.83,2554684
(주)무궁화인포메이션테크놀로지,038340,2021/12,5.16,643065,6.83,851561
(주)무학,033920,2011/12,8.28,2171181,54.49,14282148
(주)무학,033920,2012/12,13.97,3715943,51.52,13705578
(주)무학,033920,2013/12,14.24,3844603,51.54,13916324
