,target,거래소코드,상장일,수명주기,통계청 한국표준산업분류 10차(대분류),회계년도,회사명,대주주지분변화분,외국인지분분변화,자산,당기순이익(손실),비유동자산증가율,유동자산증가율,자기자본증가율,매출액증가율,정상영업이익증가율,순이익증가율,총포괄이익증가율,매출액순이익률,자기자본순이익률,광고선전비대매출액비율,비유동비율,당좌비율,현금비율,부채비율,이자보상배율(이자비용),유보액대납입자본배율,투자집중도,1인년간평균급여(직원),토빈Q,WW지수,RDS,산업평균_총자산증가율차분,보통주식비율,외국인_주식분포비율,업력
612,1,23450,1996/12/24,성숙기,제조업,2016,(주)동남합성,-39.71,-0.0099999999999999,91693522.0,7076752.0,30.49,42.21,23.89,36.25,110.07,104.55,109.43,6.79,11.79,0.0,90.34,111.93,5.05,37.98,39.29,7.45,82.11,43895.0,1.308775782633805,0.0830854632533844,0.0019661532732994,34.20325976715607,66.31,0.08,51.0
613,0,23450,1996/12/24,성장기,제조업,2017,(주)동남합성,41.08,0.02,91684894.0,1619704.0,0.61,-1.18,-10.73,31.86,-82.19,-77.11,-76.34,1.18,2.75,0.0,118.03,63.57,2.66,79.15,1.79,6.14,64.09,44755.0,1.303470845339037,1.2006581305329649,0.001638360753033,-0.1710906376187703,57.32,0.08,52.0
614,0,23450,1996/12/24,성숙기,제조업,2018,(주)동남합성,-39.71,-0.01,90617452.0,5856317.0,6.79,-16.52,20.19,1.33,173.46,261.57,229.89,4.21,10.39,0.0,104.87,81.67,2.66,47.32,12.08,6.77,56.82,49995.0,1.2005849775162516,-0.4674441377953101,0.0043450697574322,-1.1875652910815258,57.34,0.08,53.0
615,0,23450,1996/12/24,쇠퇴기,제조업,2019,(주)동남합성,41.08,0.01,95135741.0,17838941.0,-2.63,23.81,21.16,-9.49,23.26,204.61,207.78,14.15,22.9,0.0,84.28,207.07,70.72,27.66,21.94,22.84,70.41,48158.0,1.153003368733944,-1.4243699542823385,0.0046783789028072,4.881705282809784,56.43,0.08,54.0
616,1,4140,1988/08/10,쇠퇴기,운수 및 창고업,2013,(주)동방,-0.8900000000000006,0.7000000000000002,656235281.0,-8184273.0,-5.0,-10.36,-10.73,2.58,-82.19,860.9023444180505,45.22930641330159,-4.12,-10.49,0.01,198.8,47.98,6.05,248.83,0.15,4.55,95.68,55108.0,0.8698591261203464,-1.2522829950508916,0.0003942191175759,-6.970169283729302,33.07,3.45,48.0
617,0,4140,1988/08/10,성숙기,운수 및 창고업,2014,(주)동방,-39.71,-0.4700000000000002,651999177.0,-6719970.0,-6.14,9.71,-10.73,-0.26,49.37068527315937,860.9023444180505,45.22930641330159,-2.24,-10.49,0.0,198.8,46.71,8.75,248.83,-0.03,3.85,96.6,58313.0,0.887850277746593,-1.1343990449239072,0.0003124432542926,0.3453842964665405,33.07,2.98,49.0
618,0,4140,1988/08/10,성숙기,운수 및 창고업,2015,(주)동방,41.08,-0.6299999999999999,633221223.0,-3842823.0,7.53,-19.67,-10.73,-0.61,49.37068527315937,860.9023444180505,45.22930641330159,-2.73,-10.49,0.01,198.8,41.69,3.93,248.83,1.46,2.75,94.56,62041.0,0.9293161247060728,-1.03551368409266,0.0003807191332577,-3.090747247365109,29.45,2.35,50.0
619,1,4140,1988/08/10,쇠퇴기,운수 및 창고업,2016,(주)동방,-39.71,0.3900000000000001,588528837.0,9028355.0,-7.14,-6.89,37.83,-8.69,70.05,860.9023444180505,45.22930641330159,5.45,22.9,0.01,198.8,45.04,9.36,248.83,2.77,2.98,97.4,60000.0,0.85356859578998,-2.108873612538197,0.0007461949329177,-8.917280146915852,26.92,2.74,51.0
620,0,4140,1988/08/10,성숙기,운수 및 창고업,2017,(주)동방,-6.0600000000000005,-0.4100000000000001,542475618.0,-8184273.0,0.2,-22.39,-10.04,-11.99,-25.42,-95.39,-181.56,-1.85,-9.27,0.01,198.8,41.69,6.99,248.83,1.08,2.39,96.39,59208.0,0.8584790662056999,-0.4858903585867446,0.0004531295968332,-7.99109063761877,26.92,2.33,52.0
621,0,4140,1988/08/10,성숙기,운수 및 창고업,2018,(주)동방,-3.1900000000000004,1.2399999999999998,554091662.0,3565305.0,4.84,-5.65,1.38,4.01,-6.53,860.9023444180505,45.22930641330159,3.0,14.67,0.01,198.8,41.69,4.65,248.83,1.02,2.44,90.9,60157.0,0.8519552675239499,0.2261052492272773,0.0,2.1124347089184745,28.51,3.57,53.0
622,1,7590,1977/06/29,성숙기,제조업,2013,(주)동방아그로,-39.71,-0.4699999999999988,153398804.0,6173795.0,-2.82,1.84,0.61,3.6,20.28,18.75,18.75,5.74,5.47,2.53,33.6,219.48,104.04,33.66,39.86,17.16,137.3,48590.0,0.8170236826553093,-0.6605176110257679,0.0217613376354232,0.589830716270698,34.94,28.09,42.0
623,0,7590,1977/06/29,쇠퇴기,제조업,2014,(주)동방아그로,27.04,-0.1799999999999997,161451042.0,7524310.0,-0.2,7.08,4.6,4.93,24.16,21.5,21.5,6.63,6.48,2.64,32.07,227.95,132.59,34.53,1069.33,17.93,137.58,52116.0,0.8085317300770347,-1.1029127733071258,0.0174970675885678,6.245384296466541,34.9,27.91,43.0
624,1,7590,1977/06/29,성숙기,제조업,2015,(주)동방아그로,-33.36,0.370000000000001,170104382.0,5667437.0,2.01,6.41,2.83,1.05,-14.83,-24.73,-24.73,4.94,4.7,2.39,31.81,193.73,106.69,37.84,229.73,18.43,142.3,51733.0,0.7906846250204184,-1.0057655986936938,0.0199479626623261,5.149252752634891,34.89,28.28,44.0
625,1,7590,1977/06/29,성숙기,제조업,2016,(주)동방아그로,4.0600000000000005,-0.1799999999999997,169820452.0,5859300.0,11.33,-3.62,2.7,0.01,-27.94,2.97,2.97,5.07,4.71,2.47,34.49,191.09,99.0,34.0,109.99,18.92,143.12,57782.0,0.8281719485000546,-1.20507679244465,0.0199258936078383,-0.2767402328439321,34.89,28.1,45.0
626,0,7590,1977/06/29,쇠퇴기,제조업,2017,(주)동방아그로,2.26,0.4699999999999988,179887095.0,5936495.0,-1.69,8.57,2.39,3.8,9.4,0.84,0.84,4.92,4.63,2.62,33.12,164.78,125.54,38.64,154.95,19.36,146.41,59423.0,0.8121949221482508,0.1916462994397361,0.0181647215883519,5.76890936238123,34.87,28.57,46.0
627,0,7590,1977/06/29,성숙기,제조업,2018,(주)동방아그로,41.08,0.3399999999999998,185736751.0,6094914.0,38.51,-7.81,2.5,0.72,2.63,3.59,3.59,5.08,4.69,2.52,44.74,226.18,168.89,39.65,127.52,19.84,149.38,58540.0,0.7804301715388572,-0.507084828241735,0.0178178283151527,3.2224347089184744,34.32,28.91,47.0
628,1,7590,1977/06/29,성숙기,제조업,2019,(주)동방아그로,-39.71,-0.0500000000000007,194004604.0,6386274.0,0.78,6.18,3.11,2.92,14.18,5.0,5.0,5.19,4.79,2.76,43.73,207.2,141.85,41.46,20.22,20.39,151.84,63497.0,0.7787937539874054,-1.0217731131141738,0.0191129163322216,4.341705282809784,34.26,28.86,48.0
629,1,26960,1996/05/22,성숙기,도매 및 소매업,2013,(주)동서,0.3199999999999999,1.7300000000000004,1112784981.0,95998377.0,6.17,10.79,8.59,2.32,-0.73,1.02,2.67,19.74,13.04,0.53,57.13,714.85,174.81,10.86,999999999.0,19.16,132.22,57794.0,1.6603181625795145,-1.0994502172650893,0.0,8.273202331496165,67.36,10.43,38.0
630,1,26960,1996/05/22,성숙기,도매 및 소매업,2014,(주)동서,0.8300000000000001,-0.0399999999999991,1175763189.0,98911924.0,3.51,7.94,6.94,6.86,6.25,3.1,-0.32,19.74,12.48,0.57,55.26,714.85,126.16,10.47,999999999.0,20.57,131.34,62259.0,2.065889253656503,-0.5368939308147931,0.0,5.619830716270698,67.62,0.08,39.0
631,1,26960,1996/05/22,성숙기,도매 및 소매업,2015,(주)동서,0.3999999999999999,0.1799999999999997,1256369403.0,93307750.0,6.16,7.57,6.07,1.34,-9.8,-4.65,0.46,19.74,11.18,0.6,55.28,714.85,70.76,10.47,57058.87,21.89,138.85,61741.0,2.645907358983972,-2.108873612538197,0.0,7.855384296466541,66.81,10.57,40.0
632,0,26960,2016/07/15,성숙기,도매 및 소매업,2016,(주)동서,1.28,0.9499999999999992,1327035012.0,119036898.0,4.29,6.97,4.97,0.86,-6.63,-2.1,-1.2,19.74,10.37,0.45,54.88,714.85,51.09,10.83,999999999.0,23.04,145.95,61916.0,2.086459647230468,0.6454091321297291,0.0,5.409252752634891,67.47,11.52,41.0
633,1,26960,2016/07/15,성숙기,도매 및 소매업,2017,(주)동서,4.74,-0.9900000000000002,1387720936.0,120615162.0,5.42,3.74,3.79,8.81,4.54,2.78,-4.32,19.74,10.21,0.43,55.66,714.85,55.17,11.49,6292.7,24.16,141.14,64548.0,2.1793528464861325,-0.7445121921718336,0.0,4.40890936238123,67.15,10.53,42.0
634,0,26960,2016/07/15,성숙기,도매 및 소매업,2018,(주)동서,29.3,-3.089999999999999,1432202480.0,116652664.0,3.86,2.55,3.59,0.79,-9.35,-4.7,0.54,19.74,9.39,0.29,55.77,714.85,46.62,11.01,1737.39,25.2,142.33,72251.0,1.3652020194798151,-0.1719457710173842,0.0,3.1824347089184744,67.66,7.44,43.0
635,0,26960,2016/07/15,성숙기,도매 및 소매업,2019,(주)동서,0.0,-2.3000000000000007,1478277016.0,120615162.0,4.02,2.41,5.84,-10.88,-10.98,17.45,19.49,19.74,10.53,0.31,55.36,714.85,41.22,10.47,643.0,26.43,162.1,72799.0,1.2808950051348156,-1.5202751034461122,0.0,3.111705282809784,67.36,5.14,44.0
636,0,102260,2008/06/23,쇠퇴기,"전문, 과학 및 기술 서비스업",2013,(주)동성케미컬,-0.8300000000000001,0.9700000000000006,735574617.0,6707809.0,-7.04,12.29,5.82,25.9,-0.42,-95.39,-85.82,2.19,0.32,0.06,110.62,72.22,17.79,118.44,3.49,8.63,77.71,49000.0,0.8085545076713815,-0.2034377094884754,0.029451606343958,1.549830716270698,53.27,8.22,6.0
637,0,102260,2008/06/23,성숙기,"전문, 과학 및 기술 서비스업",2014,(주)동성케미컬,9.51,-1.540000000000001,809156027.0,-2592846.0,19.92,-0.17,4.0,9.96,13.87,860.9023444180505,277.71,3.21,3.66,0.03,118.08,81.59,14.14,113.88,4.95,9.51,77.91,58000.0,0.8527755133003538,-0.6879480237567992,0.0742605096335585,10.99538429646654,51.62,6.68,6.0
638,1,102260,2008/06/23,성숙기,"전문, 과학 및 기술 서비스업",2015,(주)동성케미컬,-9.66,-1.16,801695229.0,3060309.0,1.14,-3.46,31.23,-3.78,33.3,178.59,59.44,5.0,8.65,0.04,113.37,80.0,13.74,101.18,9.13,8.13,80.25,34000.0,0.8605019511223759,-2.108873612538197,0.0096482140723174,-1.1307472473651092,45.14,5.52,7.0
639,1,102260,2008/06/23,성숙기,"전문, 과학 및 기술 서비스업",2016,(주)동성케미컬,0.0,-0.0499999999999998,872052701.0,16605281.0,4.05,14.88,10.88,-2.1,-2.47,84.69,91.03,6.21,13.34,0.03,106.68,86.4,15.15,97.9,10.75,9.04,87.75,51000.0,0.8211347424976326,1.4063616527013454,0.007087634941576,8.673259767156067,44.06,5.47,8.0
640,1,102260,2008/06/23,성숙기,"전문, 과학 및 기술 서비스업",2017,(주)동성케미컬,-0.26,-1.34,854657421.0,28358771.0,4.47,-9.55,0.12,-3.0,-82.19,-73.81,-79.02,-0.72,3.32,0.03,117.53,88.38,18.53,104.56,0.59,8.5,87.41,56000.0,0.8152332599122193,0.5138791555916981,0.0047404959855357,-2.15109063761877,43.94,4.13,9.0
641,0,102260,2008/06/23,성숙기,"전문, 과학 및 기술 서비스업",2018,(주)동성케미컬,0.0,-1.12,808116611.0,-685445.0,-3.39,-8.23,-4.33,-1.72,112.82,-95.39,-155.17,-0.59,-1.11,0.07,118.41,70.77,14.18,101.69,1.09,8.12,87.14,55000.0,0.7942577438987948,-0.2502352994278252,0.0053643474544265,-5.477565291081526,42.81,3.01,10.0
642,0,102260,2008/06/23,성숙기,"전문, 과학 및 기술 서비스업",2019,(주)동성케미컬,41.08,-0.6099999999999999,850518403.0,-2846432.0,-2.92,16.85,-0.4,4.52,173.46,860.9023444180505,45.22930641330159,2.94,2.0,0.05,110.08,85.21,26.25,103.26,6.51,8.51,90.45,65000.0,0.787533788460542,-2.108873612538197,0.0092281347198406,5.141705282809784,42.81,2.4,11.0
643,1,13450,1999/06/11,성숙기,제조업,2013,(주)동성하이켐,-3.6,0.4099999999999999,131258544.0,10770319.0,-13.42,47.09,12.6,2.6,11.67,-1.29,-1.74,4.99,15.5,0.0,55.72,137.45,37.65,78.31,8.84,9.69,58.05,52673.0,1.082070438675596,-0.6834999732184224,0.0,9.159830716270696,52.13,0.58,35.0
644,1,13450,1999/06/11,쇠퇴기,제조업,2014,(주)동성하이켐,-5.1,0.61,136324231.0,5993614.0,-1.26,6.19,20.17,15.48,0.75,-44.35,-42.91,2.4,7.4,0.0,45.78,182.38,38.74,54.11,11.95,10.12,52.61,56000.0,1.1237692894376203,-0.7288958536793244,0.0,4.85538429646654,45.32,1.19,36.0
645,0,33500,1997/12/19,성숙기,제조업,2013,(주)동성화인텍,1.72,5.010000000000001,298404938.0,9794488.0,1.1,0.15,13.93,47.25,32.26,-3.4,16.14,2.39,12.35,0.01,162.86,42.7,2.66,248.83,2.86,5.11,70.22,34407.0,1.6481881324698453,1.4063616527013454,0.0,0.549830716270698,40.62,6.44,28.0
646,0,33500,1997/12/19,성숙기,제조업,2014,(주)동성화인텍,-0.72,5.44,280637506.0,23502122.0,1.58,-12.4,21.92,2.77,24.17,139.95,124.4,5.59,22.9,0.02,135.69,48.62,6.37,172.55,5.39,6.65,63.55,41927.0,1.3999000717138643,-1.2070845991478345,0.0,-4.95461570353346,40.57,11.88,29.0
647,0,33500,1997/12/19,성숙기,제조업,2015,(주)동성화인텍,-0.84,-4.870000000000001,282443447.0,14163044.0,3.38,4.24,5.055,0.0,49.37068527315937,860.9023444180505,45.22930641330159,4.08,12.49,0.01,121.02,67.29,4.81,149.26,6.46,7.4,78.63,39996.0,1.0726790189612718,-1.061153808516647,0.0,-0.2107472473651091,40.61,6.76,30.0
648,0,33500,1997/12/19,성숙기,제조업,2016,(주)동성화인텍,1.16,-3.74,280043161.0,12406947.0,-3.35,1.51,5.55,-3.49,-34.7,-31.03,-29.59,2.59,8.38,0.01,111.88,73.71,2.68,136.4,5.1,7.77,81.08,42819.0,1.1420187732276026,-1.3497541688557568,0.0,-0.956740232843932,40.61,3.02,31.0
649,0,33500,1997/12/19,성숙기,제조업,2017,(주)동성화인텍,-1.16,0.1600000000000001,223987030.0,-8184273.0,-5.37,-22.39,-10.73,-22.43,-82.19,-95.39,-181.56,-7.74,-10.49,0.01,149.05,79.56,16.35,166.21,-3.62,5.29,93.61,41544.0,1.222843695512191,-0.9751102177182256,0.0,-10.37461570353346,40.61,3.18,32.0
650,0,33500,1997/12/19,쇠퇴기,제조업,2018,(주)동성화인텍,41.08,1.7600000000000002,205083922.0,-3706524.0,-3.15,-15.16,-10.73,-18.55,49.37068527315937,860.9023444180505,45.22930641330159,-5.34,-10.49,0.09,164.27,41.69,12.57,177.38,-2.75,4.55,104.81,43720.0,1.6781230439215025,-1.1302143588876736,0.0,-8.467565291081526,40.61,4.94,33.0
651,0,33500,1997/12/19,도입기,제조업,2019,(주)동성화인텍,-38.01,0.9099999999999993,263075386.0,17534141.0,-1.44,52.18,28.34,34.63,49.37068527315937,860.9023444180505,45.22930641330159,6.66,19.99,0.01,126.15,62.23,21.84,177.23,7.3,6.07,101.38,45691.0,1.6651958546133236,0.0796539057896037,0.0,28.171705282809786,40.61,5.85,34.0
652,0,5190,1988/07/01,쇠퇴기,제조업,2013,(주)동성화학,1.56,0.11,135279424.0,3343641.0,3.38,4.24,5.055,0.0,49.37068527315937,860.9023444180505,45.22930641330159,3.41,5.83,0.0,92.59,99.25,25.24,78.56,3.58,13.94,88.81,44000.0,1.1589969979839654,-0.7710476361807446,6.335872698047513e-05,-0.0401692837293019,64.49,0.55,46.0
653,0,5190,1988/07/01,성숙기,제조업,2014,(주)동성화학,-1.23,0.0199999999999999,141605832.0,97545.0,3.38,4.24,5.055,0.0,49.37068527315937,860.9023444180505,45.22930641330159,1.79,2.7,0.0,96.97,134.3,23.21,82.91,5.66,14.26,79.3,45000.0,0.9880888318286212,-1.2647920922055218,0.0,0.9953842964665406,56.05,0.57,47.0
654,0,5190,1988/07/01,성장기,제조업,2015,(주)동성화학,-0.4,1.17,158795642.0,5361336.0,5.96,19.11,17.62,2.68,173.46,382.37,277.71,6.55,11.96,0.0,86.94,103.99,31.17,73.55,24.88,16.11,85.36,51000.0,1.293392148356313,-0.9533177615158642,0.0,11.929252752634891,53.05,1.74,48.0
655,1,5190,1988/07/01,성장기,제조업,2016,(주)동성화학,41.08,1.03,197245264.0,11916046.0,3.57,44.94,15.37,-2.2,-3.68,39.65,45.08,8.63,14.35,0.0,74.13,116.08,21.95,77.47,20.38,19.42,109.25,55000.0,0.9449748948851822,-1.2997942959140256,0.0,24.103259767156068,51.52,2.77,49.0
656,0,5190,1988/07/01,쇠퇴기,제조업,2017,(주)동성화학,-39.71,-0.7200000000000002,190153062.0,3059632.0,-4.19,-3.17,1.01,15.53,-59.9,-61.45,-77.67,2.48,5.14,0.0,71.52,124.75,24.35,72.29,7.37,19.17,91.09,61000.0,0.8888921045299812,0.6007896855296051,0.0,-3.7610906376187705,51.23,2.05,50.0
657,1,5190,1988/07/01,성숙기,제조업,2018,(주)동성화학,-5.12,-0.2599999999999998,184070835.0,5845647.0,-7.28,-0.3,3.97,-6.3,-17.42,12.18,79.91,2.8,5.62,0.0,64.83,146.11,30.48,63.05,6.8,19.63,95.2,61000.0,0.7967141985312339,-0.7561560980215744,0.0,-3.227565291081526,51.23,1.79,51.0
658,1,5190,1988/07/01,쇠퇴기,제조업,2019,(주)동성화학,6.33,0.07,188579387.0,11410476.0,-1.69,5.18,10.84,5.03,173.46,127.85,151.05,6.75,11.92,0.0,58.14,179.7,76.34,52.39,32.02,21.59,92.3,70000.0,0.8371622664782551,-0.959653588167197,0.0,2.341705282809784,51.23,1.86,52.0
659,1,88130,2007/01/03,성장기,제조업,2013,(주)동아엘텍,0.84,-0.09,125725138.0,6125432.0,23.86,46.68,25.52,35.34,116.78,110.81,103.59,9.86,13.83,0.0,45.96,214.6,113.04,74.35,11.13,17.08,125.06,51000.0,0.90789724748602,0.4616422240942295,0.0,39.849830716270695,30.65,1.76,14.0
660,1,88130,2007/01/03,성숙기,제조업,2014,(주)동아엘텍,-0.5900000000000001,-0.83,135607076.0,6660695.0,40.01,-3.65,8.8,30.57,-11.94,-13.52,-18.49,5.93,10.29,0.0,59.61,230.33,72.4,74.2,10.14,17.68,103.13,54000.0,0.9703366683092556,-0.1928697042065352,0.0,8.855384296466541,30.68,0.93,15.0
661,1,88130,2007/01/03,쇠퇴기,제조업,2015,(주)동아엘텍,6.62,0.0699999999999999,125955283.0,12495481.0,7.26,-14.6,26.19,0.57,21.68,37.36,43.9,6.78,11.99,0.0,52.43,270.35,154.82,32.68,15.95,16.39,95.25,52000.0,1.3850749614369091,-1.018668694701379,0.0358028165609818,-7.330747247365109,29.65,1.0,16.0
662,0,88130,2007/01/03,성장기,제조업,2016,(주)동아엘텍,36.44,2.54,201591557.0,9854721.0,1.42,52.18,25.98,47.25,159.49,158.03,153.31,14.65,22.9,0.0,40.38,212.46,85.27,61.27,91.56,21.79,88.22,57000.0,1.603732488141852,1.4063616527013454,0.0708728649553391,40.59170528280978,29.65,3.54,17.0
663,1,88130,2007/01/03,성장기,제조업,2017,(주)동아엘텍,-39.71,-1.13,246934067.0,18797358.0,21.49,22.83,32.93,15.89,-18.17,-53.01,-52.35,6.01,8.88,0.0,31.63,381.06,203.66,27.35,97.43,34.19,94.31,73000.0,0.7919148493674629,0.6023108922500149,0.0468482855980147,22.32890936238123,29.65,2.41,18.0
664,0,88130,2007/01/03,쇠퇴기,제조업,2018,(주)동아엘텍,-1.23,3.54,271270330.0,14032066.0,19.96,6.52,4.61,1.2,-9.29,47.08,43.35,7.72,11.19,0.0,37.59,238.8,95.41,38.6,339.56,34.41,98.32,48000.0,0.6257100936619202,-0.5001127713648181,0.0233303340254994,9.832434708918472,30.3,5.95,19.0
665,0,88130,2007/01/03,성숙기,제조업,2019,(주)동아엘텍,6.98,0.0300000000000002,267605758.0,10536780.0,18.41,-8.7,6.05,-19.95,-20.61,-30.29,-26.71,7.53,7.4,0.0,41.67,311.54,154.42,28.02,151.86,36.49,114.98,59000.0,0.5580687349402824,-1.849998640889445,0.0238978491333651,-1.4582947171902163,31.01,5.98,20.0
666,0,28100,2009/06/12,도입기,건설업,2013,(주)동아지질,-0.48,0.8999999999999995,225300799.0,2985775.0,-1.66,0.02,-0.57,16.44,-56.58,-73.3,-84.36,0.63,1.58,0.0,43.44,197.54,57.11,69.56,3.14,22.64,64.43,44000.0,0.8260398002405663,-0.7885030582316892,0.0034311990793214,-0.506797668503835,43.86,4.56,40.0
667,0,28100,2009/06/12,성숙기,건설업,2014,(주)동아지질,0.4599999999999999,-0.3299999999999992,232681244.0,3810409.0,11.52,0.44,2.17,-7.36,-28.89,102.79,242.29,1.38,3.18,0.0,47.43,172.33,57.63,71.47,1.96,23.13,71.53,51123.0,0.79732573975752,-1.163968374752912,0.0071123442385698,3.239830716270698,43.88,4.23,41.0
668,0,28100,2009/06/12,성장기,건설업,2015,(주)동아지질,-0.3099999999999999,-0.4100000000000006,259436782.0,4570284.0,27.96,5.21,1.93,-2.94,34.41,7.14,-2.54,1.52,3.33,0.0,59.51,151.25,48.13,87.47,3.36,23.6,84.27,53000.0,0.8167124120434087,-0.5928797789399708,0.0018810875123344,12.49538429646654,43.87,3.82,42.0
669,1,28100,2009/06/12,성장기,건설업,2016,(주)동아지질,-0.07,0.2600000000000002,298869765.0,10267455.0,10.12,17.56,7.98,8.93,173.46,148.96,174.8,3.52,7.9,0.01,60.69,143.89,52.24,100.01,15.5,25.52,89.09,52690.0,0.8604413932603722,-0.1270681289112544,0.0020105687082073,14.98925275263489,43.86,4.08,43.0
670,0,28100,2009/06/12,성숙기,건설업,2017,(주)동아지질,5.5,5.32,257634756.0,14139556.0,-9.15,-15.82,4.55,5.12,62.28,50.37,-30.39,5.03,11.19,0.0,52.74,172.16,78.82,64.9,21.39,26.7,72.15,57000.0,0.9254702886438194,0.0379221091729437,0.001907329281135,-10.37461570353346,43.86,9.4,44.0
671,0,28100,2009/06/12,성숙기,건설업,2018,(주)동아지질,-5.58,1.4800000000000004,284762190.0,21418950.0,-9.75,20.07,11.87,6.18,28.2,9.56,144.75,5.19,11.32,0.0,42.55,191.27,76.0,62.94,31.14,29.92,69.46,65000.0,1.0678215496235648,-1.1204774527581267,0.0022297108071738,10.502434708918472,43.46,10.88,45.0
672,0,28100,2009/06/12,성장기,건설업,2019,(주)동아지질,41.08,-4.870000000000001,322274034.0,18272961.0,40.5,3.51,10.94,5.59,-12.09,1.64,-6.81,5.0,10.33,0.0,53.89,168.71,75.67,66.22,16.69,33.25,79.88,63000.0,1.053735359268814,-1.104466324410953,0.0016093712576634,13.061705282809784,43.36,4.92,46.0
673,0,1520,1976/06/25,쇠퇴기,제조업,2015,(주)동양,-6.5600000000000005,0.7000000000000002,1184189631.0,120615162.0,-13.42,52.18,37.83,3.0,45.31,-2.29,-13.16,19.74,22.9,0.01,34.06,454.73,141.84,23.36,2.07,7.11,239.39,52000.0,0.7085176499962108,-1.0242445340407125,0.0,40.59170528280978,19.33,3.12,60.0
674,0,1520,1976/06/25,쇠퇴기,제조업,2016,(주)동양,-0.3099999999999999,2.8600000000000003,1004693583.0,12055346.0,15.32,-22.39,-10.14,12.03,-78.22,-95.39,-95.38,5.56,2.67,0.04,43.71,479.67,24.68,16.46,20.89,7.12,206.92,78000.0,0.8533369201493148,-0.8494420160085626,0.0003138651558246,-10.37461570353346,30.03,5.98,61.0
675,0,1520,1976/06/25,쇠퇴기,제조업,2017,(주)동양,0.0,0.6999999999999993,980377628.0,17057024.0,27.2,-20.22,-1.22,9.82,-11.14,-33.09,-56.25,3.27,1.9,0.19,56.32,389.06,14.26,15.12,16.77,7.12,160.02,59000.0,0.6235844259657055,0.3331727655960624,0.0016632177413879,-2.5810906376187703,30.03,6.68,61.0
676,0,1520,1976/06/25,쇠퇴기,제조업,2018,(주)동양,32.02,0.6900000000000004,977551540.0,17351742.0,17.87,-17.68,-2.04,9.66,-82.19,-79.63,-103.86,0.59,0.39,0.34,67.78,271.7,21.59,17.2,2.17,7.01,129.12,68000.0,0.6355491784361569,-0.2681742125580467,0.0026694626750481,-0.3175652910815257,30.05,7.37,61.0
677,0,1520,1976/06/25,성숙기,제조업,2019,(주)동양,-30.86,0.2099999999999999,1017398588.0,-8184273.0,11.29,-5.82,-1.57,1.76,-82.19,-95.39,45.22930641330159,-0.42,-0.05,0.32,76.81,189.89,6.28,24.2,-3.62,6.91,128.73,64000.0,0.5580687349402824,-1.1361553358311742,0.0021166757936268,3.971705282809784,30.05,7.58,61.0
678,0,84670,2005/07/25,성숙기,운수 및 창고업,2013,(주)동양고속,6.94,0.4399999999999999,214756370.0,8769567.0,6.25,-21.79,2.95,10.09,-11.58,2.36,-11.38,5.35,6.22,0.0,168.65,41.69,12.06,86.71,2.57,7.67,87.92,47736.0,0.759585250020756,-0.9468526498711748,0.0,2.649830716270698,53.65,1.39,8.0
679,1,84670,2005/07/25,성숙기,운수 및 창고업,2014,(주)동양고속,3.39,1.82,224095138.0,11577308.0,0.81,37.41,7.69,7.22,78.36,66.61,70.19,8.57,9.84,0.01,157.95,46.39,25.42,81.0,6.01,8.34,90.51,50963.0,0.87895194316978,-0.8322953001394536,0.0,5.34538429646654,53.67,3.21,9.0
680,1,84670,2005/07/25,성숙기,운수 및 창고업,2015,(주)동양고속,-3.39,0.4199999999999999,240378400.0,8634171.0,0.1,52.18,5.97,-0.38,-28.01,34.91,-7.01,11.63,12.43,0.28,148.96,48.55,27.1,82.91,5.39,8.91,106.15,38914.0,0.8477896266885877,-0.9813119372312912,0.0,7.05925275263489,53.69,3.63,10.0
681,0,84670,2005/07/25,성숙기,운수 및 창고업,2016,(주)동양고속,-6.87,-1.7699999999999998,237926437.0,13187826.0,-1.38,0.57,-3.73,14.56,20.25,-55.62,-54.25,4.49,5.46,0.02,152.61,54.72,26.08,88.09,7.92,8.93,85.81,56887.0,0.8957146826016649,-1.8331035070967725,0.0,-2.877280146915852,53.72,1.86,11.0
682,0,84670,2005/07/25,성숙기,운수 및 창고업,2017,(주)동양고속,1.16,0.3,211678292.0,4282267.0,-7.26,-22.39,-2.57,-8.78,-67.02,-95.39,-26.22,-1.25,-1.41,0.01,145.27,49.07,13.97,71.76,2.68,8.31,81.37,55951.0,0.857331997935811,-0.3370417320381601,0.0,-10.37461570353346,52.54,2.16,12.0
683,0,84670,2005/07/25,쇠퇴기,운수 및 창고업,2018,(주)동양고속,0.3999999999999999,-0.1600000000000001,195948851.0,1594814.0,-10.44,9.09,-8.59,-6.77,-48.64,860.9023444180505,-72.83,1.03,1.17,0.01,142.29,57.71,13.37,73.9,2.03,5.87,73.11,59460.0,0.8551236932693216,-0.1061324857188885,0.0,-7.457565291081526,59.26,2.0,13.0
684,1,84670,2005/07/25,쇠퇴기,운수 및 창고업,2019,(주)동양고속,-1.63,0.06,186827240.0,29751395.0,-1.12,-20.59,17.4,6.2,173.46,860.9023444180505,277.71,19.74,22.9,0.02,119.93,85.5,59.91,41.32,7.01,7.17,72.98,61142.0,0.7168633266326687,-0.5808273728124358,0.0,-4.768294717190217,47.52,2.06,14.0
