,target,거래소코드,상장일,수명주기,통계청 한국표준산업분류 10차(대분류),회계년도,회사명,대주주지분변화분,외국인지분분변화,자산,당기순이익(손실),비유동자산증가율,유동자산증가율,자기자본증가율,매출액증가율,정상영업이익증가율,순이익증가율,총포괄이익증가율,매출액순이익률,자기자본순이익률,광고선전비대매출액비율,비유동비율,당좌비율,현금비율,부채비율,이자보상배율(이자비용),유보액대납입자본배율,투자집중도,1인년간평균급여(직원),토빈Q,WW지수,RDS,산업평균_총자산증가율차분,보통주식비율,외국인_주식분포비율,업력
10,0,23150,1996/12/24,성숙기,제조업,2019,(주)MH에탄올,-12.41,0.29,451474451.0,-5004935.0,1.96,10.95,-7.78,11.1,173.46,860.9023444180505,45.22930641330159,-7.74,-0.88,0.03,198.8,41.69,3.21,248.83,0.73,17.55,239.39,76930.0,0.9251895003290008,-0.7716957746078612,0.0,2.4617052828097834,52.17,0.71,41.0
11,0,2360,1985/12/23,성숙기,제조업,2013,(주)SH에너지화학,0.16,-0.259999999999998,110488951.0,4841817.0,-3.28,16.91,7.81,19.57,173.46,860.9023444180505,277.71,1.99,7.35,0.01,73.9,134.09,15.75,58.75,5.3,2.24,47.71,53000.0,1.1154047786189951,-0.0809532578678461,0.0002815998035298,6.519830716270698,31.12,31.62,55.0
12,0,2360,1985/12/23,성숙기,제조업,2014,(주)SH에너지화학,-0.13,5.300000000000001,110741407.0,15569914.0,-1.99,2.16,20.89,-0.43,173.46,238.32,221.97,7.25,21.7,0.01,59.85,224.49,37.69,31.46,26.68,2.24,47.71,59000.0,1.7888041563351276,-1.2891405708257626,0.0005189330738117,1.225384296466541,31.12,33.98,56.0
13,0,2360,1985/12/23,성숙기,제조업,2015,(주)SH에너지화학,2.01,-1.8500000000000008,115520726.0,12639344.0,-6.17,13.08,8.99,-6.27,7.89,-22.92,-21.75,5.82,14.62,0.0,51.62,329.69,115.03,26.05,84.87,2.24,49.25,59000.0,1.5852492139808747,-1.262806126386897,0.0,4.109252752634891,31.12,33.98,57.0
14,1,2360,1985/12/23,쇠퇴기,제조업,2016,(주)SH에너지화학,6.06,0.1199999999999974,124488724.0,17574101.0,-13.42,23.47,13.99,0.9,5.02,42.44,40.85,8.26,18.66,0.0,38.68,580.63,211.38,19.6,210.93,2.24,55.22,64000.0,1.528839753952334,-1.1676075649220066,0.0,7.653259767156068,31.12,33.98,58.0
15,0,2360,1985/12/23,성숙기,제조업,2017,(주)SH에너지화학,4.33,-1.25,125312154.0,8905104.0,-6.34,4.01,3.22,-13.87,-41.16,-46.61,-46.37,5.25,9.21,0.0,35.02,714.85,216.86,16.36,162.17,2.24,64.78,61000.0,1.408801223702531,-0.4165048271868939,0.0,0.4989093623812297,31.12,33.94,59.0
16,0,2360,1985/12/23,성숙기,제조업,2018,(주)SH에너지화학,24.86,0.7800000000000011,122434685.0,2766802.0,-2.75,-2.1,-1.92,-2.4,-82.19,-75.89,-76.53,1.11,2.21,0.0,34.8,714.85,216.86,16.17,22.72,2.24,64.87,60000.0,1.1113518920720873,-0.6005153668910116,0.0,-2.327565291081525,31.12,33.98,60.0
17,0,2360,1985/12/23,성장기,제조업,2019,(주)SH에너지화학,-27.08,-0.0700000000000002,123415832.0,-3151629.0,8.67,-2.57,-5.94,-22.43,-82.19,-95.39,-181.56,-2.19,-2.84,0.0,40.26,714.85,216.86,24.66,-3.62,2.24,83.66,59000.0,1.1082213263368026,-1.86613117694819,0.0,0.6917052828097838,31.12,33.98,61.0
18,0,9160,1989/07/29,성장기,제조업,2013,(주)SIMPAC,-27.19,5.670000000000002,361985890.0,19196136.0,52.71,-22.39,11.16,-8.7,-6.32,3.93,9.48,9.74,10.11,0.05,121.32,62.03,7.16,73.34,16.58,13.49,126.26,48000.0,0.9848106335719328,-1.1204575365133689,0.0,13.549830716270698,41.2,15.33,40.0
19,0,9160,1989/07/29,쇠퇴기,제조업,2014,(주)SIMPAC,-9.82,2.229999999999998,381939281.0,10218575.0,-6.42,33.34,4.71,27.9,-26.52,-28.56,-49.3,5.44,6.7,0.09,108.2,76.17,19.44,74.3,8.48,14.2,119.34,47000.0,0.8383336648083599,-0.3397969785027003,0.0,6.5053842964665405,41.2,17.56,41.0
20,1,9160,1989/07/29,성장기,제조업,2015,(주)SIMPAC,-0.36,0.4299999999999997,422833445.0,19448583.0,4.92,20.18,6.1,2.42,22.48,14.79,25.29,6.1,7.29,0.12,107.21,69.62,14.76,82.25,14.66,15.09,131.52,47000.0,0.8542491090079215,-0.9985413217870908,0.0,10.499252752634892,40.89,17.99,42.0
21,0,9160,1989/07/29,성숙기,제조업,2016,(주)SIMPAC,3.58,0.7200000000000024,417865468.0,16444650.0,-3.08,1.55,3.62,-0.91,10.95,-1.54,-3.69,6.06,6.85,0.08,100.28,84.21,33.41,73.81,16.75,15.86,133.5,48000.0,0.7524188402785176,-1.283361460667216,0.0,-1.276740232843932,40.88,18.71,43.0
22,0,9160,1989/07/29,쇠퇴기,제조업,2017,(주)SIMPAC,-3.45,-4.280000000000001,381158251.0,7133940.0,-4.4,-14.77,0.17,-13.64,-50.36,-20.32,-23.49,5.59,5.36,0.12,95.71,85.28,23.55,58.27,10.1,16.44,140.62,44000.0,0.6830906501221194,-0.4447944448085494,0.0,-8.94109063761877,40.88,14.43,44.0
23,1,9160,1989/07/29,쇠퇴기,제조업,2018,(주)SIMPAC,1.88,-4.870000000000001,681750819.0,62381304.0,56.61,52.18,37.83,32.74,-12.89,436.6,277.71,19.74,20.48,0.11,85.28,87.82,49.22,56.71,4.07,12.78,218.92,38000.0,0.5971180119931766,0.5527167692133852,0.0,40.59170528280978,60.01,8.16,45.0
24,0,9160,1989/07/29,성장기,제조업,2019,(주)SIMPAC,-1.73,0.4499999999999993,679145850.0,11507259.0,5.1,-6.93,1.42,40.48,9.33,-86.29,-85.52,2.21,2.17,0.07,88.38,91.59,58.26,53.93,3.47,12.97,127.73,50000.0,0.6298520265065303,0.2344590630293916,0.0,-0.4882947171902163,60.01,8.61,46.0
25,0,100840,2008/02/22,쇠퇴기,제조업,2013,(주)SNT에너지,18.93,0.23,311675279.0,16189688.0,-0.74,12.29,8.11,-12.98,11.05,78.15,79.57,8.06,8.49,0.0,65.79,177.76,71.62,57.28,50.81,54.94,153.09,54656.0,0.7393206178408522,-1.2669051077982465,0.0039506008100064,6.409830716270698,51.21,0.23,6.0
26,0,100840,2008/02/22,쇠퇴기,제조업,2014,(주)SNT에너지,-18.7,-0.22,304511816.0,11264253.0,2.8,-5.96,4.82,20.92,-18.01,-30.42,-28.28,4.64,5.55,0.0,64.52,199.37,50.89,46.6,41.09,57.64,121.97,49540.0,0.6794988747366046,-0.5586561230103155,0.0043241954969985,-1.3046157035334591,60.37,0.08,6.0
27,0,100840,2008/02/22,성숙기,제조업,2015,(주)SNT에너지,-0.08,5.670000000000002,316196096.0,27029932.0,-1.4,7.96,11.4,7.15,146.18,139.96,133.27,10.39,12.31,0.01,57.1,269.65,49.36,36.64,359.1,64.32,118.41,53837.0,0.9477647775006052,-0.8186423221989518,0.003491371745939,3.6292527526348906,53.31,7.11,7.0
28,0,100840,2008/02/22,성숙기,제조업,2016,(주)SNT에너지,-0.31,-4.870000000000001,348042346.0,1659742.0,3.13,15.05,-0.69,-2.31,-82.19,-93.86,-92.87,0.65,0.72,0.01,59.3,200.61,57.56,51.45,999999999.0,63.87,133.69,56394.0,0.7157861764556661,-1.2638080214006255,0.0033838731082847,9.963259767156067,53.31,1.45,8.0
29,0,100840,2008/02/22,쇠퇴기,제조업,2017,(주)SNT에너지,0.03,-0.0899999999999998,300266693.0,4581777.0,-6.55,-18.34,1.75,-22.43,173.46,176.05,106.89,2.49,1.98,0.02,54.46,347.24,116.39,28.42,999999999.0,65.01,159.0,58434.0,0.5958386429759627,-0.8597459364039484,0.0040613020846729,-10.37461570353346,54.08,1.36,9.0
