,회사명,거래소코드,회계년도,WW지수
274,(주)광무,029480,2013,-2.4010503004708807
275,(주)광무,029480,2018,-0.38216522392315627
276,(주)광무,029480,2019,1.026559218201664
277,(주)광무,029480,2020,-1.8843866489121586
278,(주)광무,029480,2021,0.4174738291725707
279,(주)구영테크,053270,2011,-0.8916046839335924
280,(주)구영테크,053270,2012,-0.28325527792143657
281,(주)구영테크,053270,2013,-0.33561940393769746
282,(주)구영테크,053270,2014,-1.2513064626303574
283,(주)구영테크,053270,2015,-1.0135764461471828
284,(주)구영테크,053270,2016,-1.6318447565876077
285,(주)구영테크,053270,2017,0.0997966564279281
286,(주)구영테크,053270,2018,0.5292220733116066
287,(주)구영테크,053270,2019,-0.4863243550122457
288,(주)구영테크,053270,2020,-1.4625074516009369
289,(주)구영테크,053270,2021,1.3066757214901115
290,(주)국동,005320,2011,-0.7422092337161313
291,(주)국동,005320,2012,-0.8546204296777609
292,(주)국동,005320,2013,-0.7408681523651581
293,(주)국동,005320,2014,0.3117016941289983
294,(주)국동,005320,2015,-2.896558063255065
295,(주)국동,005320,2016,1.3454731788603755
296,(주)국동,005320,2017,-0.9657662798328166
297,(주)국동,005320,2018,0.4908038861593603
298,(주)국동,005320,2019,-0.9107766256429964
299,(주)국동,005320,2020,-1.253941975592321
300,(주)국동,005320,2021,0.7163524840337836
301,(주)국보,001140,2011,-0.5240707477273201
302,(주)국보,001140,2012,-0.3080067851916602
303,(주)국보,001140,2013,-1.4102463874255242
304,(주)국보,001140,2014,-1.620259180083393
305,(주)국보,001140,2015,-1.12566191707906
306,(주)국보,001140,2016,-2.3933417776001233
307,(주)국보,001140,2017,-0.27374364279769114
308,(주)국보,001140,2018,-0.03055108901971515
309,(주)국보,001140,2019,0.15756053223365052
310,(주)국보,001140,2020,-1.8492463784190452
311,(주)국보,001140,2021,2.6743744444237905
312,(주)국보디자인,066620,2011,-0.4823956974397765
313,(주)국보디자인,066620,2012,-0.9277385716501607
314,(주)국보디자인,066620,2013,-0.06177434197856946
315,(주)국보디자인,066620,2014,-0.603643407745597
316,(주)국보디자인,066620,2015,-0.14384351367475495
317,(주)국보디자인,066620,2016,-0.24369971102662163
318,(주)국보디자인,066620,2017,1.0854436632148055
319,(주)국보디자인,066620,2018,-1.5117610857202934
320,(주)국보디자인,066620,2019,-1.0786962928202675
321,(주)국보디자인,066620,2020,-2.2708306509360767
322,(주)국보디자인,066620,2021,0.6172460137083
323,(주)국순당,043650,2011,-0.906271451151961
324,(주)국순당,043650,2012,-0.54220884371071
325,(주)국순당,043650,2013,-1.368079026337469
326,(주)국순당,043650,2014,-1.5426040907475307
327,(주)국순당,043650,2015,-1.597260569549074
328,(주)국순당,043650,2016,-1.5642582512023
329,(주)국순당,043650,2017,-0.29736564708885643
330,(주)국순당,043650,2018,-0.6104991968868521
331,(주)국순당,043650,2019,1.1787319915728878
332,(주)국순당,043650,2020,-2.6366008004200436
333,(주)국순당,043650,2021,1.9920183460499845
334,(주)그래디언트,035080,2011,-1.0609573535179981
335,(주)그래디언트,035080,2012,-0.43551498483962303
336,(주)그래디언트,035080,2013,17.889315183626483
337,(주)그래디언트,035080,2014,-0.5575381493123617
338,(주)그래디언트,035080,2015,-2.346006174061392
339,(주)그래디언트,035080,2016,0.9035039521993105
340,(주)그래디언트,035080,2017,-1.3432874707277906
341,(주)그래디언트,035080,2018,-0.3077327649337261
342,(주)그래디언트,035080,2019,-1.1770898405655659
343,(주)그래디언트,035080,2020,-2.058541046520841
344,(주)그래디언트,035080,2021,0.8425097258800385
345,(주)그리티,204020,2018,-0.6889961276763609
346,(주)그리티,204020,2019,-0.9757708865614675
347,(주)그리티,204020,2020,-0.8927649179158141
348,(주)그리티,204020,2021,0.8759034273040966
349,(주)그린플러스,186230,2019,-0.823266499216329
350,(주)그린플러스,186230,2020,0.15233680269729566
351,(주)그린플러스,186230,2021,2.438663674832768
352,(주)글로벌스탠다드테크놀로지,083450,2011,-1.222130578442018
353,(주)글로벌스탠다드테크놀로지,083450,2012,1.4797431704450703
354,(주)글로벌스탠다드테크놀로지,083450,2013,0.13539320894460172
355,(주)글로벌스탠다드테크놀로지,083450,2014,-0.8971676431842799
356,(주)글로벌스탠다드테크놀로지,083450,2015,-1.1326184158824586
357,(주)글로벌스탠다드테크놀로지,083450,2016,-0.8486267862462973
358,(주)글로벌스탠다드테크놀로지,083450,2017,2.8478649530877806
359,(주)글로벌스탠다드테크놀로지,083450,2018,-1.1550329664132135
360,(주)글로벌스탠다드테크놀로지,083450,2019,-0.08482268210243027
361,(주)글로벌스탠다드테크놀로지,083450,2020,-0.9624099923866051
362,(주)글로벌스탠다드테크놀로지,083450,2021,4.069227370486508
363,(주)금비,008870,2011,-0.9080709265480355
364,(주)금비,008870,2012,-0.5398565164909596
365,(주)금비,008870,2013,-0.815869823577189
366,(주)금비,008870,2014,-1.2406956836871894
367,(주)금비,008870,2015,-0.8257990627807237
368,(주)금비,008870,2016,-1.0226169790597197
369,(주)금비,008870,2017,-0.21677811830834887
370,(주)금비,008870,2018,-0.3318251487952143
371,(주)금비,008870,2019,-1.0636741017510005
372,(주)금비,008870,2020,-0.6505046751707615
373,(주)금비,008870,2021,1.3171668189454497
374,(주)금빛,045890,2011,-1.681129454299394
375,(주)금빛,045890,2012,0.5257109260426476
376,(주)금빛,045890,2013,0.11074887834606062
377,(주)금빛,045890,2014,-1.4209477750524317
378,(주)금빛,045890,2015,-0.8700162065768708
379,(주)금빛,045890,2016,-1.503881538146795
380,(주)금빛,045890,2017,0.02632484938698626
381,(주)금빛,045890,2018,-1.3871255018902011
382,(주)금빛,045890,2019,-0.658251617799597
383,(주)금빛,045890,2020,-1.9053754054628977
384,(주)금양,001570,2011,-0.6420299860532827
385,(주)금양,001570,2012,-0.1007654900972011
386,(주)금양,001570,2013,0.1894012176780494
387,(주)금양,001570,2014,-1.237017663767804
388,(주)금양,001570,2015,-1.0336180800901664
389,(주)금양,001570,2016,-0.934776848042334
390,(주)금양,001570,2017,0.37448704620567574
391,(주)금양,001570,2018,-0.05643370136089698
392,(주)금양,001570,2019,-1.6236308840465645
393,(주)금양,001570,2020,-0.8091370880990327
394,(주)금양,001570,2021,2.074812989734364
395,(주)금호에이치티,214330,2015,-0.5668210507215261
396,(주)금호에이치티,214330,2016,-1.1168025152111172
397,(주)금호에이치티,214330,2017,-0.4199379388851172
398,(주)금호에이치티,214330,2018,0.09681195771966228
399,(주)금호에이치티,214330,2019,-0.3838417721141937
400,(주)금호에이치티,214330,2020,-1.3415331062230296
401,(주)금호에이치티,214330,2021,1.4488169525386627
402,(주)금화피에스시,036190,2013,-1.3516137823193004
403,(주)금화피에스시,036190,2014,-0.38756649843676705
404,(주)금화피에스시,036190,2015,0.3730250453804579
405,(주)금화피에스시,036190,2016,-0.4371769366196611
406,(주)금화피에스시,036190,2017,-0.5765682254565775
407,(주)금화피에스시,036190,2018,-0.8549944033444279
408,(주)금화피에스시,036190,2019,-1.6554720153298668
409,(주)금화피에스시,036190,2020,-2.0835307651597543
410,(주)금화피에스시,036190,2021,0.19685913252405285
411,(주)기가레인,049080,2013,-0.7701903003649816
412,(주)기가레인,049080,2014,-1.233230414107573
413,(주)기가레인,049080,2015,-2.2188369273270667
414,(주)기가레인,049080,2016,-0.3459001988583945
415,(주)기가레인,049080,2017,1.2731688564080073
416,(주)기가레인,049080,2018,0.39995790697799644
417,(주)기가레인,049080,2019,-2.501604257429028
418,(주)기가레인,049080,2020,-2.2135314919272746
419,(주)기가레인,049080,2021,3.441195911482075
420,(주)기산텔레콤,035460,2011,-2.0830863871420546
421,(주)기산텔레콤,035460,2012,0.014309089983102319
422,(주)기산텔레콤,035460,2013,-0.43933013592234227
423,(주)기산텔레콤,035460,2014,-1.393132467814485
424,(주)기산텔레콤,035460,2015,-0.709859901417559
425,(주)기산텔레콤,035460,2016,-2.00506299485568
426,(주)기산텔레콤,035460,2017,0.42010661716248565
427,(주)기산텔레콤,035460,2018,-0.7960286269039619
428,(주)기산텔레콤,035460,2019,-0.36628802686924944
429,(주)기산텔레콤,035460,2020,-0.739969076975079
430,(주)기산텔레콤,035460,2021,0.9495182379673879
431,(주)까스텔바작,308100,2019,-1.3658650154973266
432,(주)까스텔바작,308100,2020,-2.2367842397696442
433,(주)까스텔바작,308100,2021,1.4683936338213015
434,(주)나노,187790,2015,-0.9389450741592469
435,(주)나노,187790,2016,1.030268875734417
436,(주)나노,187790,2017,1.9687183444797485
437,(주)나노,187790,2018,-0.0853443768132785
438,(주)나노,187790,2019,-1.3917057730518674
439,(주)나노,187790,2020,-2.1075121026558707
440,(주)나노,187790,2021,1.5893647715496209
441,(주)나노브릭,286750,2019,-0.6768065722240517
442,(주)나노신소재,121600,2011,-0.08173408138796812
443,(주)나노신소재,121600,2012,-1.4570575701371675
444,(주)나노신소재,121600,2013,-0.18124108501582864
445,(주)나노신소재,121600,2014,-1.1162732342926072
446,(주)나노신소재,121600,2015,0.8846628573589852
447,(주)나노신소재,121600,2016,-1.3449393571965673
448,(주)나노신소재,121600,2017,0.4639614923397189
449,(주)나노신소재,121600,2018,0.006384264808381279
450,(주)나노신소재,121600,2019,-1.3291900233670666
451,(주)나노신소재,121600,2020,-0.9426290885630636
452,(주)나노신소재,121600,2021,2.11475456814882
453,(주)나노엔텍,039860,2011,-0.76991536204591
454,(주)나노엔텍,039860,2012,-0.40130836369549805
455,(주)나노엔텍,039860,2013,0.8081679432255537
456,(주)나노엔텍,039860,2014,-1.0710182484515487
457,(주)나노엔텍,039860,2015,0.03857765614293418
458,(주)나노엔텍,039860,2016,-1.448084233081807
459,(주)나노엔텍,039860,2017,0.4380095871115639
460,(주)나노엔텍,039860,2018,-0.11474733825310585
461,(주)나노엔텍,039860,2019,-0.9431393269865322
462,(주)나노엔텍,039860,2020,-0.40151288736032054
463,(주)나노엔텍,039860,2021,2.0489945543270984
464,(주)나노트로닉스,010670,2011,-1.3267261555146175
465,(주)나노트로닉스,010670,2012,0.06266816889793048
466,(주)나무가,190510,2015,1.9693060334094388
467,(주)나무가,190510,2016,-2.1148339094600708
468,(주)나무가,190510,2017,-0.25361521954093297
469,(주)나무가,190510,2018,0.2830630690005356
470,(주)나무가,190510,2019,-0.5139038104435091
471,(주)나무가,190510,2020,0.5765330884454771
472,(주)나무가,190510,2021,1.2511355864815061
473,(주)나스미디어,089600,2016,1.6931979441147016
474,(주)나스미디어,089600,2017,3.180205670666475
475,(주)나스미디어,089600,2018,-0.5464577392594663
476,(주)나스미디어,089600,2019,-2.4206190861147032
477,(주)나스미디어,089600,2020,-0.9674860678646926
478,(주)나스미디어,089600,2021,0.24725344732882593
479,(주)나이스디앤비,130580,2015,6.522565291129167
480,(주)나이스디앤비,130580,2016,0.8058849594650748
481,(주)나이스디앤비,130580,2017,0.7438053155086324
482,(주)나이스디앤비,130580,2018,1.111794410682628
483,(주)나이스디앤비,130580,2019,1.209394815621616
484,(주)나이스디앤비,130580,2020,-0.6241077607791659
485,(주)나이스디앤비,130580,2021,4.663836162518176
486,(주)나이스홀딩스,034310,2011,2.2678660707587364
487,(주)나이스홀딩스,034310,2012,0.1552422298526887
488,(주)나이스홀딩스,034310,2013,7.836987243059735
489,(주)나이스홀딩스,034310,2014,-0.21107117058743585
490,(주)나이스홀딩스,034310,2015,-2.4922429991097683
491,(주)나이스홀딩스,034310,2016,2.4363154039536683
492,(주)나이스홀딩스,034310,2017,0.8543941471803078
493,(주)나이스홀딩스,034310,2018,0.1521511196700427
494,(주)나이스홀딩스,034310,2019,-2.2720294751633783
495,(주)나이스홀딩스,034310,2020,-0.5568044486616479
496,(주)나이스홀딩스,034310,2021,0.4478537468049145
497,(주)남선알미늄,008350,2011,-0.4443019703805093
498,(주)남선알미늄,008350,2018,-0.4970998369664234
499,(주)남선알미늄,008350,2019,-1.3184866075529962
500,(주)남선알미늄,008350,2020,-1.495808036126771
501,(주)남선알미늄,008350,2021,0.7324919441334635
502,(주)남성,004270,2011,-1.4086889783615182
503,(주)남성,004270,2012,-0.4973901901718709
