,회사명,거래소코드,회계년도,대주주지분변화분,외국인지분분변화
4304,(주)쇼박스,086980,2021/12,7.6,0.16000000000000014
4305,(주)수산아이앤티,050960,2016/12,-7.59,-1.77
4306,(주)수산아이앤티,050960,2017/12,6.66,0.6699999999999999
4307,(주)수산아이앤티,050960,2018/12,26.769999999999996,-0.45999999999999996
4308,(주)수산아이앤티,050960,2019/12,-17.759999999999998,0.21999999999999997
4309,(주)수산아이앤티,050960,2020/12,-16.47,0.21000000000000008
4310,(주)수산아이앤티,050960,2021/12,3.1800000000000006,0.4
4311,(주)수산중공업,017550,2011/12,-0.23000000000000043,-0.2500000000000001
4312,(주)수산중공업,017550,2012/12,-1.8499999999999996,0.9500000000000001
4313,(주)수산중공업,017550,2013/12,-1.2400000000000002,-0.78
4314,(주)수산중공업,017550,2014/12,4.05,-0.10999999999999999
4315,(주)수산중공업,017550,2015/12,-3.9499999999999997,-0.22999999999999998
4316,(주)수산중공업,017550,2016/12,0.9299999999999997,0.7499999999999999
4317,(주)수산중공업,017550,2017/12,0.30000000000000027,0.07000000000000006
4318,(주)수산중공업,017550,2018/12,-2.08,-0.79
4319,(주)수산중공업,017550,2019/12,-0.04000000000000001,-0.06999999999999995
4320,(주)수산중공업,017550,2020/12,16.65,1.2400000000000002
4321,(주)수산중공업,017550,2021/12,-15.719999999999999,0.32999999999999985
4322,(주)수성샐바시온,084180,2011/12,-0.1399999999999999,-2.07
4323,(주)수성샐바시온,084180,2012/12,34.62,0.010000000000000009
4324,(주)수성샐바시온,084180,2013/12,-25.65,0.14
4325,(주)수성샐바시온,084180,2014/12,-8.030000000000001,-0.15000000000000002
4326,(주)수성샐바시온,084180,2015/12,-0.77,0.07
4327,(주)수성샐바시온,084180,2016/12,-0.9199999999999999,1.03
4328,(주)수성샐바시온,084180,2017/12,0.0,2.99
4329,(주)수성샐바시온,084180,2018/12,-0.04000000000000001,-2.31
4330,(주)수성샐바시온,084180,2019/12,3.88,-0.6299999999999999
4331,(주)수성샐바시온,084180,2020/12,4.51,-0.55
4332,(주)수성샐바시온,084180,2021/12,-4.709999999999999,0.16000000000000003
4333,(주)수젠텍,253840,2019/12,-3.62,-0.41000000000000003
4334,(주)수젠텍,253840,2020/12,0.73,1.97
4335,(주)수젠텍,253840,2021/12,1.3900000000000001,-1.77
4336,(주)슈프리마,236200,2016/12,1.5,14.13
4337,(주)슈프리마,236200,2017/12,-0.6200000000000001,-5.220000000000001
4338,(주)슈프리마,236200,2018/12,8.610000000000001,-5.3100000000000005
4339,(주)슈프리마,236200,2019/12,-3.280000000000001,2.24
4340,(주)슈프리마,236200,2020/12,-8.379999999999999,1.7599999999999998
4341,(주)슈프리마,236200,2021/12,0.97,-1.7199999999999998
4342,(주)슈프리마아이디,317770,2019/12,15.67,-5.58
4343,(주)슈프리마아이디,317770,2020/12,-16.59,-0.55
4344,(주)슈프리마아이디,317770,2021/12,3.85,0.81
4345,(주)슈프리마에이치큐,094840,2011/12,-3.9,0.15999999999999992
4346,(주)슈프리마에이치큐,094840,2012/12,1.8499999999999999,2.8900000000000006
4347,(주)슈프리마에이치큐,094840,2013/12,-0.06000000000000005,22.849999999999998
4348,(주)슈프리마에이치큐,094840,2014/12,33.96,10.66
4349,(주)슈프리마에이치큐,094840,2015/12,-35.72,-3.269999999999996
4350,(주)슈프리마에이치큐,094840,2016/12,0.97,-26.440000000000005
4351,(주)슈프리마에이치큐,094840,2017/12,34.81,-5.4399999999999995
4352,(주)슈프리마에이치큐,094840,2018/12,-34.84,-0.010000000000000231
4353,(주)슈프리마에이치큐,094840,2019/12,0.8199999999999998,-0.3899999999999997
4354,(주)슈프리마에이치큐,094840,2020/12,1.8800000000000003,0.48999999999999977
4355,(주)슈프리마에이치큐,094840,2021/12,-3.67,-0.10000000000000009
4356,(주)슈피겐코리아,192440,2014/12,0.05000000000000002,-2.13
4357,(주)슈피겐코리아,192440,2015/12,16.59,3.35
4358,(주)슈피겐코리아,192440,2016/12,-16.64,0.9999999999999996
4359,(주)슈피겐코리아,192440,2017/12,0.05000000000000002,2.3100000000000005
4360,(주)슈피겐코리아,192440,2018/12,0.95,2.289999999999999
4361,(주)슈피겐코리아,192440,2019/12,4.2,10.36
4362,(주)슈피겐코리아,192440,2020/12,-3.35,-1.879999999999999
4363,(주)슈피겐코리아,192440,2021/12,1.12,-3.5600000000000005
4364,(주)스마트솔루션즈,136510,2011/12,9.690000000000001,-14.159999999999998
4365,(주)스마트솔루션즈,136510,2012/12,-12.63,-0.03
4366,(주)스마트솔루션즈,136510,2013/12,2.15,0.55
4367,(주)스마트솔루션즈,136510,2014/12,6.199999999999999,-0.62
4368,(주)스마트솔루션즈,136510,2015/12,-7.6,1.3399999999999999
4369,(주)스마트솔루션즈,136510,2016/12,3.17,-0.8099999999999999
4370,(주)스마트솔루션즈,136510,2017/12,-2.94,0.9500000000000001
4371,(주)스마트솔루션즈,136510,2018/12,-0.94,-0.3700000000000001
4372,(주)스마트솔루션즈,136510,2019/12,0.71,0.30000000000000004
4373,(주)스마트솔루션즈,136510,2020/12,3.17,0.15999999999999992
4374,(주)스마트솔루션즈,136510,2021/12,1.25,0.040000000000000036
4375,(주)스맥,099440,2011/12,-1.85,1.68
4376,(주)스맥,099440,2012/12,-1.4299999999999997,0.03000000000000025
4377,(주)스맥,099440,2013/12,-1.9200000000000002,-0.4900000000000002
4378,(주)스맥,099440,2014/12,1.78,0.22999999999999998
4379,(주)스맥,099440,2015/12,0.45999999999999996,-1.48
4380,(주)스맥,099440,2016/12,-1.2,0.8000000000000003
4381,(주)스맥,099440,2017/12,34.800000000000004,-0.6800000000000002
4382,(주)스맥,099440,2018/12,-27.580000000000002,1.08
4383,(주)스맥,099440,2019/12,-5.470000000000001,0.5099999999999998
4384,(주)스맥,099440,2020/12,-2.71,-0.77
4385,(주)스맥,099440,2021/12,-0.07999999999999999,-1.21
4386,(주)스카이문스테크놀로지,033790,2011/12,16.68,-1.3399999999999999
4387,(주)스카이문스테크놀로지,033790,2012/12,-16.599999999999998,0.15999999999999998
4388,(주)스카이문스테크놀로지,033790,2013/12,12.58,-0.09
4389,(주)스카이문스테크놀로지,033790,2014/12,-12.58,0.09
4390,(주)스카이문스테크놀로지,033790,2015/12,2.6100000000000003,1.56
4391,(주)스카이문스테크놀로지,033790,2016/12,-0.77,-0.6700000000000002
4392,(주)스카이문스테크놀로지,033790,2017/12,-1.1400000000000001,53.839999999999996
4393,(주)스카이문스테크놀로지,033790,2018/12,6.08,-2.1799999999999997
4394,(주)스카이문스테크놀로지,033790,2019/12,-5.85,-8.079999999999998
4395,(주)스카이문스테크놀로지,033790,2020/12,-0.9299999999999999,-6.980000000000004
4396,(주)스카이문스테크놀로지,033790,2021/12,-0.07999999999999999,-0.01999999999999602
4397,(주)스킨앤스킨,159910,2012/12,1.04,-36.79
4398,(주)스킨앤스킨,159910,2013/12,15.639999999999999,0.04999999999999993
4399,(주)스킨앤스킨,159910,2014/12,-14.999999999999998,-0.12
4400,(주)스킨앤스킨,159910,2015/12,-1.6099999999999999,0.29999999999999993
4401,(주)스킨앤스킨,159910,2016/12,2.17,-0.1299999999999999
4402,(주)스킨앤스킨,159910,2017/12,-2.2399999999999998,0.47
4403,(주)스킨앤스킨,159910,2018/12,3.9499999999999997,-0.08000000000000007
4404,(주)스킨앤스킨,159910,2019/12,9.01,-0.4899999999999999
4405,(주)스킨앤스킨,159910,2020/12,-10.68,-0.06000000000000005
4406,(주)스킨앤스킨,159910,2021/12,34.39,-0.45
4407,(주)스타플렉스,115570,2011/12,-28.41,-0.41
4408,(주)스타플렉스,115570,2012/12,-6.48,0.0
4409,(주)스타플렉스,115570,2013/12,-1.7,0.0
4410,(주)스타플렉스,115570,2014/12,-0.010000000000000009,0.02
4411,(주)스타플렉스,115570,2015/12,2.17,0.05
4412,(주)스타플렉스,115570,2016/12,-0.56,0.0
4413,(주)스타플렉스,115570,2017/12,14.999999999999998,-0.04000000000000001
4414,(주)스타플렉스,115570,2018/12,19.990000000000002,-0.009999999999999998
4415,(주)스타플렉스,115570,2019/12,-34.39,1.08
4416,(주)스타플렉스,115570,2020/12,-0.3599999999999999,-0.18000000000000005
4417,(주)스타플렉스,115570,2021/12,11.16,0.30999999999999994
4418,(주)스튜디오산타클로스엔터테인먼트,204630,2014/12,-13.0,-1.08
4419,(주)스튜디오산타클로스엔터테인먼트,204630,2015/12,7.46,0.72
4420,(주)스튜디오산타클로스엔터테인먼트,204630,2016/12,-7.54,32.11
4421,(주)스튜디오산타클로스엔터테인먼트,204630,2017/12,1.04,-2.7799999999999976
4422,(주)스튜디오산타클로스엔터테인먼트,204630,2018/12,1.6500000000000001,-1.3399999999999999
4423,(주)스튜디오산타클로스엔터테인먼트,204630,2019/12,-2.69,0.0
4424,(주)스튜디오산타클로스엔터테인먼트,204630,2020/12,0.78,-28.86
4425,(주)스튜디오산타클로스엔터테인먼트,204630,2021/12,0.22999999999999998,0.0
4426,(주)스틸플라워,087220,2011/12,0.77,0.0
4427,(주)스틸플라워,087220,2012/12,6.210000000000001,0.0
4428,(주)스틸플라워,087220,2013/12,-4.040000000000001,0.0
4429,(주)스틸플라워,087220,2014/12,32.51,0.0
4430,(주)스틸플라워,087220,2015/12,-34.54,0.0
4431,(주)스틸플라워,087220,2016/12,-1.6400000000000001,0.4
4432,(주)스틸플라워,087220,2017/12,0.0,-0.12
4433,(주)스페이스솔루션,245030,2016/12,15.8,-0.28
4434,(주)스페이스솔루션,245030,2017/12,-13.8,0.0
4435,(주)스페코,013810,2011/12,5.26,0.0
4436,(주)스페코,013810,2012/12,-5.3,0.64
4437,(주)스페코,013810,2013/12,1.71,-0.12
4438,(주)스페코,013810,2014/12,-2.27,0.5700000000000001
4439,(주)스페코,013810,2015/12,-0.8999999999999999,4.11
4440,(주)스페코,013810,2016/12,0.22999999999999998,2.6799999999999997
4441,(주)스페코,013810,2017/12,0.7799999999999998,-5.52
4442,(주)스페코,013810,2018/12,9.17,1.6
4443,(주)스페코,013810,2019/12,2.120000000000001,-3.09
4444,(주)스페코,013810,2020/12,-10.8,0.19000000000000006
4445,(주)스페코,013810,2021/12,-2.28,0.42999999999999994
4446,(주)스포츠서울,039670,2011/12,1.04,-1.47
4447,(주)스포츠서울,039670,2012/12,-0.76,0.16
4448,(주)스포츠서울,039670,2013/12,0.73,0.08000000000000002
4449,(주)스포츠서울,039670,2015/03,15.07,-0.19
4450,(주)스포츠서울,039670,2016/03,-15.8,1.26
4451,(주)스포츠서울,039670,2017/03,0.76,-1.32
4452,(주)스포츠서울,039670,2018/03,0.6399999999999999,1.68
4453,(주)스포츠서울,039670,2019/03,2.27,-1.26
4454,(주)스포츠서울,039670,2020/03,-3.96,3.8000000000000003
4455,(주)스포츠서울,039670,2021/03,0.29000000000000004,-4.23
4456,(주)승일,049830,2011/12,36.18,0.0
4457,(주)승일,049830,2012/12,-34.18,0.0
4458,(주)승일,049830,2013/12,-1.5,0.12
4459,(주)승일,049830,2014/12,1.1400000000000001,0.59
4460,(주)승일,049830,2015/12,11.16,-0.25999999999999995
4461,(주)승일,049830,2016/12,-10.83,0.94
4462,(주)승일,049830,2017/12,-0.4700000000000002,-0.7899999999999999
4463,(주)승일,049830,2018/12,0.45999999999999996,1.04
4464,(주)승일,049830,2019/12,8.89,0.2100000000000002
4465,(주)승일,049830,2020/12,-3.59,-0.53
4466,(주)승일,049830,2021/12,-7.26,-0.6300000000000001
4467,(주)승화프리텍,111610,2011/12,-0.29000000000000004,-0.42999999999999994
4468,(주)승화프리텍,111610,2012/12,0.79,0.07
4469,(주)승화프리텍,111610,2013/12,0.6499999999999999,-0.2
4470,(주)승화프리텍,111610,2014/12,35.03,0.15000000000000002
4471,(주)시공테크,020710,2011/12,-34.78,-0.21000000000000002
4472,(주)시공테크,020710,2012/12,0.5,1.47
4473,(주)시공테크,020710,2013/12,-1.9,-1.1600000000000001
4474,(주)시공테크,020710,2014/12,2.0,1.27
4475,(주)시공테크,020710,2015/12,10.8,-0.8499999999999999
4476,(주)시공테크,020710,2016/12,-12.8,0.3899999999999999
4477,(주)시공테크,020710,2017/12,6.1,0.26
4478,(주)시공테크,020710,2018/12,-4.029999999999999,-0.1499999999999999
4479,(주)시공테크,020710,2019/12,-0.8999999999999999,-0.21999999999999997
4480,(주)시공테크,020710,2020/12,2.5,-0.3400000000000001
4481,(주)시공테크,020710,2021/12,8.03,1.32
4482,(주)시냅스엠,246830,2016/12,-10.2,-2.06
4483,(주)시냅스엠,246830,2017/12,0.8300000000000001,0.0
4484,(주)시너지이노베이션,048870,2011/12,11.84,3.09
4485,(주)시너지이노베이션,048870,2012/12,-14.17,-1.9
4486,(주)시너지이노베이션,048870,2013/12,3.67,0.18999999999999995
4487,(주)시너지이노베이션,048870,2014/12,32.51,-0.7799999999999999
4488,(주)시너지이노베이션,048870,2015/12,-23.38,0.4
4489,(주)시너지이노베이션,048870,2016/12,-12.3,45.54
4490,(주)시너지이노베이션,048870,2017/12,0.6499999999999999,-27.29
4491,(주)시너지이노베이션,048870,2018/12,0.22999999999999998,-1.7800000000000011
4492,(주)시너지이노베이션,048870,2019/12,4.74,-1.2699999999999996
4493,(주)시너지이노베이션,048870,2020/12,-4.12,-2.5199999999999996
4494,(주)시너지이노베이션,048870,2021/12,-2.29,-1.0299999999999994
4495,(주)시노펙스,025320,2011/12,0.29000000000000004,-11.86
4496,(주)시노펙스,025320,2012/12,1.17,0.75
4497,(주)시노펙스,025320,2013/12,1.1600000000000001,-0.51
4498,(주)시노펙스,025320,2014/12,-0.8300000000000001,0.9099999999999999
4499,(주)시노펙스,025320,2015/12,7.970000000000001,0.45999999999999996
4500,(주)시노펙스,025320,2016/12,-9.47,0.3999999999999999
4501,(주)시노펙스,025320,2017/12,0.0,5.4799999999999995
4502,(주)시노펙스,025320,2018/12,1.4,-2.119999999999999
4503,(주)시노펙스,025320,2019/12,0.6699999999999999,1.8499999999999996
4504,(주)시노펙스,025320,2020/12,12.1,-2.8499999999999996
4505,(주)시노펙스,025320,2021/12,-14.33,-2.3600000000000003
4506,(주)시노펙스그린테크,037320,2011/12,1.8299999999999998,-2.8
4507,(주)시디즈,134790,2011/12,-1.72,26.62
4508,(주)시디즈,134790,2012/12,3.07,-18.07
4509,(주)시디즈,134790,2013/12,-3.24,-0.7500000000000009
4510,(주)시디즈,134790,2014/12,0.06,-6.54
4511,(주)시디즈,134790,2015/12,0.13999999999999996,-0.78
4512,(주)시디즈,134790,2016/12,-0.32999999999999996,0.6400000000000001
4513,(주)시디즈,134790,2017/12,28.520000000000003,-0.4700000000000001
4514,(주)시디즈,134790,2018/12,-27.200000000000003,-0.24000000000000005
4515,(주)시디즈,134790,2019/12,-0.25,0.15999999999999998
4516,(주)시디즈,134790,2020/12,-0.76,0.45000000000000007
4517,(주)시디즈,134790,2021/12,-0.4,1.63
4518,(주)시스웍,269620,2017/12,1.66,-2.55
4519,(주)시스웍,269620,2018/12,-0.26,0.8200000000000001
4520,(주)시스웍,269620,2019/12,-0.96,1.77
4521,(주)시스웍,269620,2020/12,-0.44,-0.6000000000000001
4522,(주)시스웍,269620,2021/12,3.37,-1.68
4523,(주)시큐브,131090,2011/12,-3.27,-0.41
4524,(주)시큐브,131090,2012/12,-0.01999999999999999,0.0
4525,(주)시큐브,131090,2013/12,-0.06000000000000001,0.0
4526,(주)시큐브,131090,2014/12,0.0,0.0
4527,(주)시큐브,131090,2015/12,46.410000000000004,0.0
4528,(주)시큐브,131090,2016/12,-45.63,2.88
4529,(주)시큐브,131090,2017/12,-0.62,-2.3499999999999996
4530,(주)시큐브,131090,2018/12,0.07,1.91
4531,(주)시큐브,131090,2019/12,0.49000000000000005,0.6600000000000001
4532,(주)시큐브,131090,2020/12,-0.7000000000000001,-0.6800000000000002
4533,(주)시큐브,131090,2021/12,0.0,1.3000000000000003
4534,(주)시티랩스,139050,2011/12,0.1,-1.54
4535,(주)시티랩스,139050,2012/12,1.1,-1.27
4536,(주)시티랩스,139050,2013/12,1.8,0.029999999999999916
4537,(주)시티랩스,139050,2014/12,-2.7,0.0
4538,(주)시티랩스,139050,2015/12,-0.2,-0.35
4539,(주)시티랩스,139050,2016/12,27.2,1.19
4540,(주)시티랩스,139050,2017/12,-27.2,-0.8400000000000001
4541,(주)시티랩스,139050,2018/12,-0.1,0.26
4542,(주)시티랩스,139050,2019/12,0.0,-0.4099999999999999
4543,(주)시티랩스,139050,2020/12,0.0,-0.16000000000000003
4544,(주)시티랩스,139050,2021/12,3.1,0.68
4545,(주)신도기연,290520,2020/12,-2.8000000000000003,-1.1600000000000001
4546,(주)신도기연,290520,2021/12,-0.10000000000000003,0.48
4547,(주)신도리코,029530,2011/12,40.6,28.6
4548,(주)신도리코,029530,2012/12,-40.6,1.1799999999999997
4549,(주)신도리코,029530,2013/12,0.0,-8.14
4550,(주)신도리코,029530,2014/12,1.0,2.830000000000002
4551,(주)신도리코,029530,2015/12,-0.9,0.3299999999999983
4552,(주)신도리코,029530,2016/12,-0.30000000000000004,-1.8099999999999987
4553,(주)신도리코,029530,2017/12,0.5,2.3000000000000007
4554,(주)신도리코,029530,2018/12,-0.19999999999999996,1.6699999999999982
4555,(주)신도리코,029530,2019/12,-0.30000000000000004,-2.0799999999999983
4556,(주)신도리코,029530,2020/12,0.30000000000000004,-6.520000000000003
4557,(주)신도리코,029530,2021/12,-0.2,-2.1499999999999986
4558,(주)신성에프에이,104120,2011/12,0.0,-16.75
4559,(주)신성에프에이,104120,2012/12,-0.1,0.42000000000000004
4560,(주)신성에프에이,104120,2013/12,0.19999999999999998,-0.21000000000000002
4561,(주)신성에프에이,104120,2014/12,0.10000000000000003,2.0300000000000002
4562,(주)신성에프에이,104120,2015/12,0.0,-0.8
4563,(주)신성이엔지,011930,2011/12,27.0,0.7899999999999998
4564,(주)신성이엔지,011930,2012/12,-26.099999999999998,-0.06999999999999984
4565,(주)신성이엔지,011930,2013/12,-1.2,-0.009999999999999787
4566,(주)신성이엔지,011930,2014/12,0.0,0.1499999999999999
4567,(주)신성이엔지,011930,2015/12,3.1,-2.2600000000000002
4568,(주)신성이엔지,011930,2016/12,36.199999999999996,-0.020000000000000004
4569,(주)신성이엔지,011930,2017/12,-36.3,1.3399999999999999
4570,(주)신성이엔지,011930,2018/12,-1.8,-0.09999999999999987
4571,(주)신성이엔지,011930,2019/12,-1.2,0.3899999999999999
4572,(주)신성이엔지,011930,2020/12,0.19999999999999998,1.49
4573,(주)신성이엔지,011930,2021/12,27.05,1.94
4574,(주)신세계,004170,2011/12,-27.110000000000003,47.589999999999996
4575,(주)신세계,004170,2012/12,-0.10999999999999999,2.700000000000003
4576,(주)신세계,004170,2013/12,-0.06,-4.939999999999998
4577,(주)신세계,004170,2014/12,38.65,4.309999999999995
4578,(주)신세계,004170,2015/12,-38.42,-20.85
4579,(주)신세계,004170,2016/12,0.040000000000000036,-7.119999999999997
4580,(주)신세계,004170,2017/12,-0.2,-3.59
4581,(주)신세계,004170,2018/12,-0.07,3.75
4582,(주)신세계,004170,2019/12,0.22999999999999998,2.1099999999999994
4583,(주)신세계,004170,2020/12,-0.21999999999999997,-4.239999999999998
4584,(주)신세계,004170,2021/12,0.12000000000000001,-0.5
4585,(주)신세계아이앤씨,035510,2011/12,2.9499999999999997,-22.26
4586,(주)신세계아이앤씨,035510,2012/12,0.03000000000000025,-0.6499999999999999
4587,(주)신세계아이앤씨,035510,2013/12,-1.8800000000000001,5.359999999999999
4588,(주)신세계아이앤씨,035510,2014/12,-0.9,2.6999999999999993
4589,(주)신세계아이앤씨,035510,2015/12,0.92,0.7700000000000014
4590,(주)신세계아이앤씨,035510,2016/12,-1.06,-2.960000000000001
4591,(주)신세계아이앤씨,035510,2017/12,-0.11000000000000001,3.01
4592,(주)신세계아이앤씨,035510,2018/12,-0.09,-2.51
4593,(주)신세계아이앤씨,035510,2019/12,22.470000000000002,-3.4899999999999993
4594,(주)신세계아이앤씨,035510,2020/12,-20.240000000000002,-2.4300000000000006
4595,(주)신세계아이앤씨,035510,2021/12,-2.07,-0.020000000000000018
4596,(주)신세계인터내셔날,031430,2011/12,-0.16999999999999998,1.07
4597,(주)신세계인터내셔날,031430,2012/12,0.9099999999999999,-2.12
4598,(주)신세계인터내셔날,031430,2013/12,-0.87,2.2600000000000002
4599,(주)신세계인터내셔날,031430,2014/12,0.13,-1.57
4600,(주)신세계인터내셔날,031430,2015/12,5.55,-0.55
4601,(주)신세계인터내셔날,031430,2016/12,27.830000000000002,1.85
4602,(주)신세계인터내셔날,031430,2017/12,-32.28,1.7799999999999998
4603,(주)신세계인터내셔날,031430,2018/12,-1.28,0.7199999999999998
4604,(주)신세계인터내셔날,031430,2019/12,3.32,1.6900000000000004
4605,(주)신세계인터내셔날,031430,2020/12,19.04,-2.3099999999999996
4606,(주)신세계인터내셔날,031430,2021/12,-22.18,0.5499999999999998
4607,(주)신세계푸드,031440,2011/12,-0.04999999999999999,14.299999999999997
4608,(주)신세계푸드,031440,2012/12,0.04999999999999999,-6.039999999999999
4609,(주)신세계푸드,031440,2013/12,2.0599999999999996,4.43
4610,(주)신세계푸드,031440,2014/12,-1.7799999999999998,-9.459999999999999
4611,(주)신세계푸드,031440,2015/12,29.6,-2.2699999999999996
4612,(주)신세계푸드,031440,2016/12,-29.14,-0.7300000000000004
4613,(주)신세계푸드,031440,2017/12,-0.76,0.6500000000000004
4614,(주)신세계푸드,031440,2018/12,21.400000000000002,0.8999999999999995
4615,(주)신세계푸드,031440,2019/12,-19.400000000000002,-3.9899999999999998
4616,(주)신세계푸드,031440,2020/12,22.0,-1.3099999999999998
4617,(주)신세계푸드,031440,2021/12,-24.0,3.7300000000000004
4618,(주)신양오라컴디스플레이,086830,2011/12,-0.17,-3.72
4619,(주)신양오라컴디스플레이,086830,2012/12,0.07,-1.01
4620,(주)신양오라컴디스플레이,086830,2013/12,0.0,-0.49
4621,(주)신양오라컴디스플레이,086830,2014/12,3.8,0.02999999999999997
4622,(주)신양오라컴디스플레이,086830,2015/12,2.64,-0.019999999999999962
4623,(주)신양오라컴디스플레이,086830,2016/12,5.760000000000001,-0.28
4624,(주)신영와코루,005800,2011/09,-10.700000000000001,25.64
4625,(주)신영와코루,005800,2012/09,38.8,-0.030000000000001137
4626,(주)신영와코루,005800,2013/09,-18.0,0.060000000000002274
4627,(주)신영와코루,005800,2014/09,-8.159999999999998,0.4399999999999977
4628,(주)신영와코루,005800,2015/12,-14.1,-0.259999999999998
4629,(주)신영와코루,005800,2016/12,1.31,0.09999999999999787
4630,(주)신영와코루,005800,2017/12,4.5,0.370000000000001
4631,(주)신영와코루,005800,2018/12,-5.8100000000000005,0.870000000000001
4632,(주)신영와코루,005800,2019/12,3.3899999999999997,-0.3100000000000023
4633,(주)신영와코루,005800,2020/12,27.15,-0.5299999999999976
4634,(주)신영와코루,005800,2021/12,-19.5,-0.23000000000000043
4635,(주)신원,009270,2011/12,-2.0999999999999996,-25.290000000000003
4636,(주)신원,009270,2012/12,26.910000000000004,0.010000000000000009
4637,(주)신원,009270,2013/12,-34.6,-0.19999999999999996
4638,(주)신원,009270,2014/12,1.7500000000000002,3.1799999999999997
4639,(주)신원,009270,2015/12,-3.14,-0.6999999999999997
4640,(주)신원,009270,2016/12,31.45,-0.07000000000000028
4641,(주)신원,009270,2017/12,-28.31,0.6800000000000002
4642,(주)신원,009270,2018/12,-3.14,-1.2200000000000002
4643,(주)신원,009270,2019/12,31.45,-0.18999999999999995
4644,(주)신원,009270,2020/12,4.540000000000003,0.08000000000000007
4645,(주)신원,009270,2021/12,-34.6,-0.5799999999999998
4646,(주)신일건업,014350,2011/12,34.6,6.43
4647,(주)신일건업,014350,2012/12,-34.6,-0.11999999999999922
4648,(주)신일건업,014350,2013/12,30.06,-7.800000000000001
4649,(주)신일건업,014350,2014/12,-31.45,-0.33
4650,(주)신진에스엠,138070,2011/12,3.14,0.25
4651,(주)신진에스엠,138070,2012/12,32.85,-0.10999999999999999
4652,(주)신진에스엠,138070,2013/12,-35.99,0.51
4653,(주)신진에스엠,138070,2014/12,1.39,-0.13
4654,(주)신진에스엠,138070,2015/12,30.06,0.0
4655,(주)신진에스엠,138070,2016/12,-28.31,0.41999999999999993
4656,(주)신진에스엠,138070,2017/12,-0.010000000000000231,-0.16999999999999993
4657,(주)신진에스엠,138070,2018/12,28.21,-0.13
4658,(주)신진에스엠,138070,2019/12,-31.34,0.030000000000000027
4659,(주)신진에스엠,138070,2020/12,1.39,-0.12
4660,(주)신진에스엠,138070,2021/12,34.46,1.57
4661,(주)신테카바이오,226330,2019/12,-34.480000000000004,-1.9100000000000001
4662,(주)신테카바이오,226330,2020/12,1.7199999999999998,-0.21
4663,(주)신테카바이오,226330,2021/12,32.129999999999995,0.0
4664,(주)신한,005450,2011/12,-4.449999999999999,1.71
4665,(주)신한,005450,2012/12,-30.77,-0.33999999999999986
4666,(주)신한,005450,2013/12,1.37,0.30999999999999983
4667,(주)신한,005450,2014/12,29.4,0.32999999999999985
4668,(주)신한,005450,2015/12,4.449999999999999,-0.31999999999999984
4669,(주)신한,005450,2016/12,-32.129999999999995,0.48
4670,(주)신한,005450,2017/12,-3.09,0.7400000000000002
4671,(주)신한,005450,2018/12,1.37,-0.3600000000000003
4672,(주)신한,005450,2019/12,-1.37,-2.55
4673,(주)신화다이나믹스,001770,2011/12,3.09,1.97
4674,(주)신화다이나믹스,001770,2012/12,32.129999999999995,-1.97
4675,(주)신화다이나믹스,001770,2013/12,-4.449999999999999,0.0
4676,(주)신화다이나믹스,001770,2014/12,0.0,0.0
4677,(주)신화다이나믹스,001770,2015/12,-29.509999999999998,0.0
4678,(주)신화다이나믹스,001770,2016/12,1.8299999999999998,0.24
4679,(주)신화다이나믹스,001770,2017/12,33.39,-0.24
4680,(주)신화다이나믹스,001770,2018/12,-36.48,0.0
4681,(주)신화다이나믹스,001770,2019/12,1.37,0.56
4682,(주)신화다이나믹스,001770,2020/12,33.85,-0.43000000000000005
4683,(주)신화다이나믹스,001770,2021/12,-32.129999999999995,1.6400000000000001
4684,(주)신화콘텍,187270,2014/12,27.68,-1.72
4685,(주)신화콘텍,187270,2015/12,-30.77,0.2
4686,(주)신화콘텍,187270,2016/12,1.37,0.12
4687,(주)신화콘텍,187270,2017/12,29.4,0.44999999999999996
4688,(주)신화콘텍,187270,2018/12,-27.68,-0.35
4689,(주)신화콘텍,187270,2019/12,-1.7199999999999998,0.5700000000000001
4690,(주)신화콘텍,187270,2020/12,-1.37,-0.66
4691,(주)신화콘텍,187270,2021/12,35.22,3.7800000000000002
4692,(주)신흥,004080,2011/12,-29.33,-4.13
4693,(주)신흥,004080,2012/12,43.96,-0.03
4694,(주)신흥,004080,2013/12,-49.64,0.0
4695,(주)신흥,004080,2014/12,5.04,0.02
4696,(주)신흥,004080,2015/12,-5.23,-0.02
4697,(주)신흥,004080,2016/12,49.62,0.0
4698,(주)신흥,004080,2017/12,0.0,0.12
4699,(주)신흥,004080,2018/12,-49.62,-0.07999999999999999
4700,(주)신흥,004080,2019/12,0.19,0.019999999999999997
4701,(주)신흥,004080,2020/12,5.11,0.52
4702,(주)신흥,004080,2021/12,44.53,-0.17999999999999994
4703,(주)실리콘투,257720,2021/12,-49.64,0.19999999999999996
4704,(주)실리콘화일,082930,2011/12,49.43,-0.59
4705,(주)실리콘화일,082930,2012/12,0.21000000000000085,0.43
4706,(주)실리콘화일,082930,2013/12,4.259999999999998,0.19
4707,(주)심텍,222800,2015/12,-53.269999999999996,1.77
4708,(주)심텍,222800,2016/12,0.10999999999999999,13.88
4709,(주)심텍,222800,2017/12,-0.9099999999999999,-5.740000000000002
4710,(주)심텍,222800,2018/12,1.5899999999999999,-4.659999999999999
