,회계년도,회사명,거래소코드,ESG등급,환경,사회,지배구조,내용
998,2022,현대에너지솔루션,322000,A,A,A+,B+,
999,2022,현대에버다임,41440,A,B,A,A,
1000,2022,현대엘리베이터,17800,B,C,B,B,
1001,2022,현대오토에버,307950,B+,B+,A,B+,
1002,2022,현대위아,11210,A,A,A,B+,
1003,2022,현대이지웰,90850,A,A,A+,B+,
1004,2022,현대일렉트릭,267260,B+,B+,A,B+,
1005,2022,현대자동차,5380,B+,A,B+,B,
1006,2022,현대제철,4020,A,A,A,B+,"고발,과징금,시정명령"
1007,2022,현대중공업,329180,B+,B+,A,B+,
1008,2022,현대차증권,1500,A,B+,A+,B+,
1009,2022,현대카드,815419,-,-,-,A,
1010,2022,현대캐피탈,836248,-,-,-,A,
1011,2022,현대커머셜,888975,-,-,-,A,
1012,2022,현대코퍼레이션,11760,B,C,B,B,
1013,2022,현대코퍼레이션홀딩스,227840,B,C,B,B+,
1014,2022,현대퓨처넷,126560,A,A,A,A,
1015,2022,현대해상,1450,B+,A,A,B+,
1016,2022,현대홈쇼핑,57050,A,A,A+,A,"과징금,시정명령"
1017,2022,형지엘리트,93240,D,D,C,D,
1018,2022,혜인,3010,D,D,D,D,
1019,2022,호전실업,111110,D,D,D,C,
1020,2022,호텔신라,8770,A,B+,A,A,
1021,2022,화성산업,2460,B,C,B+,B,
1022,2022,화승엔터프라이즈,241590,B+,B,B,A,
1023,2022,화승인더스트리,6060,C,C,C,B+,
1024,2022,화승코퍼레이션,13520,C,C,C,B,
1025,2022,화신,10690,C,C,A,C,
1026,2022,화인베스틸,133820,D,C,D,D,
1027,2022,화천기계,10660,D,D,D,D,
1028,2022,화천기공,850,D,D,D,C,
1029,2022,환인제약,16580,B,D,B+,B+,
1030,2022,황금에스티,32560,C,D,D,B,
1031,2022,효성,4800,B+,A,A+,B,
1032,2022,효성 ITX,94280,B+,B,A,B+,
1033,2022,효성중공업,298040,A,A,A+,B+,
1034,2022,효성첨단소재,298050,A,B+,A+,A,
1035,2022,효성티앤씨,298020,A,A,A+,B+,
1036,2022,효성화학,298000,A,A,A+,B+,
1037,2022,후성,93370,B,B,B+,B,
1038,2022,휠라홀딩스,81660,B+,B,A,B+,경고
1039,2022,휴니드테크놀러지스,5870,D,D,C,C,
1040,2022,휴마시스,205470,D,D,D,D,
1041,2022,휴비스,79980,B+,B+,A,B+,
1042,2022,휴스틸,5010,D,D,D,C,
1043,2022,휴온스,243070,B,C,B+,B,
1044,2022,휴온스글로벌,84110,C,C,B+,D,
1045,2022,휴젤,145020,C,D,C,C,
1046,2022,흥국생명보험,818586,-,-,-,B,
1047,2022,흥국화재,540,B+,C,B+,B+,
1048,2022,흥아해운,3280,C,C,B,C,시정명령
1049,2022,흥아해운,3280,C,C,B,C,시정명령
