,회사명,거래소코드,회계년도,대주주지분변화분,외국인지분분변화,상장일,자산,당기순이익(손실),비유동자산증가율,유동자산증가율,자기자본증가율,매출액증가율,정상영업이익증가율,순이익증가율,총포괄이익증가율,매출액순이익률,총자본순이익률,자기자본순이익률,매출원가대매출액비율,광고선전비대매출액비율,유보율,비유동비율,유동비율,당좌비율,현금비율,부채비율,유동부채비율,차입금비율,이자보상배율(이자비용),유보액대비율,유보액대납입자본배율,투자집중도,산업분류,1인년간평균급여(직원),토빈Q,target,WW지수,RDS,수명주기,산업평균_총자산증가율차분,대주주지분율,외국인지분율,업력,predict,상장협 산업분류 코드(대분류),기업규모명,배당금_현금,배당성향,종합등급,환경,사회,지배구조,한국ESG연구소,Moody's,MSCI,S&P,내용
5108,고려신용정보(주),49720,2018,-0.19,0.27,2002-01-31,32970957.0,4673849,18.22,23.88,10.66,17.91,46.8,30.46,42.44,4.52,15.54,25.63,0.0,1.97,170.36,74.65,148.79,148.79,89.34,72.13,65.52,0.0,999999999.0,36.94,1.7,27.9,"사업시설 관리, 사업 지원 및 임대 서비스업",29413,2.139146219,1,0.950092557,0.0,성숙기,21.33243471,49.1,1.48,27,,140000,중견기업,3058279,65.43384264,,,,,,,,,
5109,고려신용정보(주),49720,2019,5.59,-0.41,2002-01-31,48729768.0,6907084,3.38,4.24,5.055,0.0,49.37068527,860.9023444,45.22930641,5.69,13.59,29.36,0.0,2.12,217.82,127.62,108.64,108.64,56.07,116.11,81.45,38.21,60.71,31.96,2.18,38.29,"사업시설 관리, 사업 지원 및 임대 서비스업",30512,2.00190319,1,-0.468760712,0.0,성숙기,-0.108294717,48.9,1.07,28,,140000,중견기업,3475316,50.31524157,,,,,,,,,
5110,고려아연(주),10130,2013,0.0,-2.25,1990-07-28,5120964733.0,467666897,7.44,0.02,8.38,-12.37,-20.98,-20.01,-26.08,9.4,9.0,11.14,84.72,0.0,4389.89,59.95,522.14,317.93,86.84,18.21,11.16,3.81,76.69,83.8,45.48,90.32,제조업,61429,1.218443309,1,-1.375587245,0.0,성숙기,3.609830716,51.03,13.61,39,,30000,대기업,88371200,18.89618456,,,,,,,,,
5111,고려아연(주),10130,2014,0.0,1.65,1990-07-28,5642418565.0,462447445,14.29,5.95,10.79,2.51,14.04,11.87,30.88,10.22,9.38,11.37,83.27,0.01,4868.11,62.06,485.16,253.25,31.82,17.97,11.52,3.6,271.76,84.05,50.26,93.5,제조업,64165,1.501883532,1,-1.34522969,0.0,성숙기,11.1753843,50.93,15.26,40,,30000,대기업,114882560,24.84229532,,,,,,,,,
5112,고려아연(주),10130,2015,0.01,-2.05,1990-07-28,5907933007.0,490113815,13.53,-5.09,9.57,-3.38,-1.53,1.62,3.46,10.77,8.9,10.49,82.35,0.0,5338.01,64.57,650.69,390.4,61.4,13.19,7.47,1.01,383.97,87.65,54.89,105.06,제조업,65772,1.595679372,1,-1.329846039,0.0,성숙기,4.499252753,50.86,13.21,41,,30000,대기업,150231040,30.65227615,,,,,,,,,
5113,고려아연(주),10130,2016,-0.01,7.28,1990-07-28,6482637892.0,537489126,6.47,14.05,8.65,22.55,13.76,16.3,5.62,10.17,9.6,11.18,83.88,0.01,5803.51,63.36,539.25,314.95,57.62,14.48,9.48,0.85,812.59,86.72,59.59,91.54,제조업,73539,1.538451342,0,-0.584732107,0.0,성숙기,9.623259767,49.8,20.49,42,,30000,대기업,150231040,27.95052639,,,,,,,,,
5114,고려아연(주),10130,2017,0.02,3.95,1990-07-28,7038142273.0,530648641,-6.13,26.78,8.05,12.81,17.01,6.18,0.96,9.61,9.38,10.96,83.8,0.0,6273.95,55.17,605.05,381.61,98.41,15.27,9.93,0.55,1122.56,86.17,64.28,93.63,제조업,77818,1.419491359,1,0.34010102,0.0,성숙기,8.408909362,49.31,24.44,43,,30000,대기업,176742400,33.30686001,,,,,,,,,
5115,고려아연(주),10130,2018,-0.02,-2.3,1990-07-28,7225894144.0,460562560,-3.22,8.07,4.86,4.35,-14.53,-16.16,-21.62,7.77,7.5,8.64,86.87,0.0,6580.99,51.14,736.56,497.35,121.85,13.36,8.45,0.48,726.23,87.65,67.13,97.69,제조업,78741,1.273935482,1,-0.55099035,0.0,성숙기,2.642434709,48.45,22.14,44,,30000,대기업,194416640,42.21286246,,,,,,,,,
5116,고려아연(주),10130,2019,34.61,4.23,1990-07-28,7840561222.0,567066366,-0.53,15.94,7.45,-2.74,5.31,20.01,41.32,9.54,8.48,9.76,85.79,0.0,7074.28,47.42,652.86,431.96,97.9,14.66,10.3,0.6,573.48,86.7,72.05,110.57,제조업,82699,1.138939908,1,-1.388879701,0.0,성숙기,8.401705283,48.39,26.37,45,,30000,대기업,247439360,43.63499139,,,,,,,,,
5117,고려제강(주),2240,2013,-5.69,-0.24,1976-05-25,1823962847.0,24056370,3.38,1.8,1.14,-3.4,-5.23,-28.81,45.22930641,3.4,2.02,2.63,83.69,0.17,7607.09,98.9,157.16,101.52,14.26,43.52,28.39,19.0,8.46,68.86,83.73,115.41,제조업,36473,0.616387318,0,-1.007228478,0.0,성장기,0.509830716,70.1,5.55,68,,30000,중견기업,5248858,21.8189943,,,,,,,,,
5118,고려제강(주),2240,2014,0.0,-0.13,1976-05-25,2524438036.0,13927791,16.36,87.28,19.73,24.12,1.32,887.72,1138.61,22.25,13.72,23.51,83.37,0.2,9127.88,98.26,128.11,84.48,23.07,69.6,55.69,42.99,3.88,58.37,98.24,160.16,제조업,36561,0.718376701,0,-0.549435859,0.0,성장기,39.3953843,69.44,5.42,69,,30000,중견기업,5248858,37.68622031,,,,,,,,,
5119,고려제강(주),2240,2015,-0.02,-0.39,1976-05-25,2425786817.0,18546247,4.34,-15.26,-2.03,9.84,-9.88,-93.51,-103.55,1.25,0.74,1.41,84.18,0.22,7434.17,104.8,124.11,83.25,23.42,66.6,49.8,39.64,3.37,59.29,79.9,132.85,제조업,40884,0.685963095,1,-0.820225951,0.0,성숙기,-4.120747247,69.44,5.03,70,,30000,중견기업,6298591,33.9615395,,,,,,,,,
5120,고려제강(주),2240,2016,0.01,2.0,1976-05-25,2453092338.0,31257345,1.5,0.49,2.13,-3.78,-16.53,106.44,45.22930641,2.84,1.65,2.92,83.69,0.19,7594.74,104.49,123.21,86.35,16.12,65.49,49.51,39.02,3.45,59.7,81.36,145.13,제조업,45704,0.711579007,0,-1.457566442,0.0,성숙기,1.023259767,69.44,7.03,71,,30000,중견기업,6298591,20.15075497,,,,,,,,,
5121,고려제강(주),2240,2017,-0.01,0.55,1976-05-25,2400558034.0,18868400,-4.01,1.05,-1.39,9.38,4.9,-40.75,-140.23,1.45,0.93,1.72,84.47,0.16,7487.5,101.96,127.89,89.79,16.42,64.61,48.99,36.08,3.03,60.0,80.02,129.09,제조업,50000,0.652233684,0,0.273924636,0.0,성숙기,-2.301090638,68.44,7.58,72,,30000,중견기업,6298591,33.38169108,,,,,,,,,
5122,고려제강(주),2240,2018,0.02,-0.03,1976-05-25,2387466225.0,19244519,-3.28,3.9,-0.12,1.73,-2.09,-85.72,45.22930641,0.12,0.08,0.25,87.31,0.13,6720.8,98.7,137.58,90.81,21.79,63.85,47.36,33.69,2.42,60.2,71.86,127.56,제조업,50000,0.582637674,1,-0.58679776,0.0,성숙기,-0.577565291,68.45,7.55,73,,30000,중견기업,6998034,36.36377714,,,,,,,,,
5123,고려제강(주),2240,2019,0.0,-0.06,1976-05-25,2353652421.0,20207606,-0.04,-3.5,0.92,3.96,-16.75,194.98,276.67,0.37,0.26,0.73,87.82,0.18,6783.86,97.0,143.05,91.28,19.1,58.83,43.22,31.3,2.32,62.12,73.1,118.26,제조업,54000,0.544720967,0,-1.095902763,0.0,성숙기,-1.528294717,68.37,7.49,74,,30000,중견기업,6998034,34.63069302,,,,,,,,,
5124,고려제약(주),14570,2013,-28.43,-1.59,2000-12-07,63542138.0,709040,2.89,-6.17,-0.32,-5.34,-57.78,-52.85,-42.57,1.71,1.1,1.49,61.04,2.37,765.34,39.96,408.74,327.87,29.85,33.99,23.0,21.09,2.66,66.25,7.65,150.29,제조업,36907,0.818885414,0,-0.928567026,0.0,성숙기,-3.680169284,50.19,0.75,33,,30000,중소기업,656820,92.63511226,,,,,,,,,
5125,고려제약(주),14570,2014,6.0,0.41,2000-12-07,62174510.0,2151405,-3.82,-1.44,2.88,9.23,174.08,203.43,160.86,4.74,3.42,4.47,60.32,2.11,790.83,37.36,472.21,369.71,35.11,27.43,19.07,13.32,9.79,69.96,7.91,135.54,제조업,37776,0.915689983,1,-0.911161044,0.0,성숙기,-1.154615704,50.19,1.16,34,,30000,중소기업,766290,35.61811932,,,,,,,,,
5126,고려제약(주),14570,2015,23.73,1.63,2000-12-07,59197379.0,1773790,2.92,-7.99,1.82,4.4,-10.65,-17.55,-17.32,3.74,2.92,3.6,62.4,2.24,807.85,37.76,553.36,417.63,44.06,19.16,14.71,6.04,20.09,75.06,8.08,122.31,제조업,39082,1.038975408,0,-0.849786603,0.0,성숙기,-5.000747247,50.19,2.79,35,,30000,중소기업,764890,43.12179007,,,,,,,,,
5127,고려제약(주),14570,2016,-29.72,-1.9,2000-12-07,63411164.0,5050062,-1.44,11.09,8.02,16.71,142.0,184.7,185.07,9.13,8.24,9.77,58.89,1.86,882.17,34.46,559.17,455.63,39.16,18.17,14.97,1.86,118.75,76.52,8.82,111.55,제조업,35135,1.196309092,1,-0.581555671,0.0,성숙기,7.013259767,50.19,0.89,36,,30000,중견기업,1091200,21.60765551,,,,,,,,,
5128,고려제약(주),14570,2017,15.24,2.49,2000-12-07,66794035.0,4683288,-2.3,8.48,6.17,0.17,-13.61,-7.26,-9.45,8.45,7.19,8.47,58.63,1.8,942.28,31.71,566.47,460.99,27.86,17.24,15.1,1.76,201.37,77.59,9.42,118.62,제조업,39576,1.279573124,0,0.112288394,0.0,성숙기,5.168909362,50.19,3.38,37,,30000,중소기업,982203,20.97250906,,,,,,,,,
5129,고려제약(주),14570,2018,25.93,-2.16,2000-12-07,72962058.0,6562473,21.94,4.52,10.23,-6.09,-33.44,40.13,36.61,12.61,9.39,10.96,60.83,2.06,1049.42,35.08,776.29,633.29,83.52,16.18,10.45,0.0,217.89,79.11,10.49,129.54,제조업,39943,1.210911046,1,-0.710241027,0.0,성숙기,9.202434709,50.19,1.22,38,,30000,중견기업,1090398,16.61565693,,,,,,,,,
5130,고려제약(주),14570,2019,-31.61,3.13,2000-12-07,75849501.0,3895309,10.38,1.18,3.58,6.73,-3.14,-40.64,-43.04,7.01,5.24,6.09,61.63,2.59,1091.8,37.38,790.04,608.54,96.13,16.6,10.03,0.12,859.68,79.17,10.92,126.39,제조업,41811,1.163063525,0,-0.85276927,0.0,성숙기,3.851705283,50.19,4.35,39,,30000,중소기업,1089460,27.9685129,,,,,,,,,
5131,광동제약(주),9290,2013,-15.66,6.74,1989-11-17,425675174.0,21435421,0.29,17.6,8.74,40.81,22.15,-20.8,-12.44,4.7,5.4,7.94,63.61,5.5,520.82,64.36,229.64,159.81,35.37,46.37,35.71,19.68,19.33,64.5,5.24,84.97,제조업,54000,1.18831302,1,0.601639114,0.0,성숙기,9.269830716,17.74,23.64,50,,30000,중견기업,2876076,13.41739917,,,,,,,,,
5132,광동제약(주),9290,2014,10.25,3.35,1989-11-17,442528217.0,34483307,4.29,3.7,8.13,11.51,13.67,59.02,45.3,6.71,8.08,11.64,62.85,5.89,587.26,62.08,223.46,156.63,35.38,40.76,35.21,20.73,22.98,69.93,5.9,79.96,제조업,55000,1.599687638,1,-0.91811668,0.0,성숙기,4.955384296,17.82,26.99,51,,30000,중견기업,3214066,9.320643174,,,,,,,,,
5133,광동제약(주),9290,2015,5.41,-3.45,1989-11-17,663786481.0,33362959,36.87,60.36,11.88,82.94,0.81,-0.08,3.07,3.78,6.52,10.57,75.65,3.79,655.15,70.73,177.87,142.05,16.55,75.73,59.04,26.64,19.24,55.92,7.08,66.0,제조업,54000,1.271216938,1,1.797921597,0.0,성장기,49.78925275,17.89,23.54,52,,30000,중견기업,3246449,9.730698647,,,,,,,,,
5134,광동제약(주),9290,2016,-1.97,-4.1,1989-11-17,679780115.0,29168626,-0.06,4.07,6.58,10.57,-12.73,-19.86,-28.65,2.64,4.15,7.76,76.55,3.98,699.1,66.8,174.1,133.28,18.01,70.08,59.32,25.0,17.12,57.84,7.5,61.59,제조업,51000,1.053561247,0,-0.898267174,0.0,성숙기,2.303259767,17.82,19.44,53,,30000,중견기업,3246449,11.12993461,,,,,,,,,
5135,광동제약(주),9290,2017,-5.11,2.77,1989-11-17,722699738.0,23850108,2.36,8.87,5.07,8.06,-19.49,-17.34,-21.11,2.02,3.29,6.07,78.35,3.22,735.16,65.65,160.19,119.53,16.97,73.6,67.39,26.49,14.54,56.7,7.82,60.6,제조업,57000,1.061326736,0,0.281622267,0.002197772,성장기,6.148909362,17.82,22.21,54,,30000,중견기업,3246449,13.61188385,,,,,,,,,
5136,광동제약(주),9290,2018,0.0,2.32,1989-11-17,732056804.0,22991600,-0.12,2.15,3.43,3.39,-5.02,-3.67,-1.6,1.86,3.02,5.61,79.53,3.36,766.1,63.36,169.18,127.0,24.87,69.91,62.98,23.59,12.19,58.34,8.15,58.9,제조업,68000,0.905704188,0,-0.479130021,0.00599491,성숙기,1.262434709,17.81,24.53,55,,30000,중견기업,3214449,13.98097131,,,,,,,,,
5137,광동제약(주),9290,2019,3.29,-0.74,1989-11-17,792776013.0,22924353,-2.26,14.57,4.35,4.92,23.15,3.19,21.51,1.83,2.97,5.57,79.11,3.17,807.99,59.63,170.57,122.91,24.74,77.17,68.91,25.06,13.16,56.52,8.55,56.61,제조업,65000,0.873184851,0,-1.014893577,0.007129089,성숙기,8.181705283,17.74,23.79,56,,30000,중견기업,3166449,13.8125992,,,,,,,,,
5138,광전자(주),17900,2013,6.51,0.31,1996-10-16,269369303.0,-8184273,-21.17,18.3,-0.23,-3.42,49.37068527,860.9023444,45.22930641,-1.56,-1.74,-2.37,92.25,0.0,811.34,61.93,256.79,204.95,36.76,28.87,26.07,0.0,-17.15,87.05,8.09,70.48,제조업,32000,0.672321668,0,-0.866426268,0.007214773,성숙기,-4.680169284,32.71,20.06,29,,30000,중견기업,0,0.0,,,,,,,,,
5139,광전자(주),17900,2014,-11.38,-1.05,1996-10-16,278247542.0,-8628751,-9.35,14.99,5.97,-23.42,49.37068527,860.9023444,45.22930641,-4.53,-3.89,-5.0,97.91,0.0,669.96,52.94,387.33,318.25,10.06,25.53,18.74,0.02,-2101.24,69.6,6.68,109.91,제조업,34892,0.537999326,0,-2.059625757,0.001289975,성장기,4.295384296,52.55,19.01,30,,30000,중견기업,0,0.0,,,,,,,,,
5140,광전자(주),17900,2015,0.0,2.2,1996-10-16,240272144.0,-3220835,-10.03,-16.29,-8.33,-12.47,49.37068527,860.9023444,45.22930641,-2.5,-1.99,-2.44,94.57,0.0,651.46,51.96,585.23,488.96,54.44,18.24,11.33,0.12,-1187.88,78.39,6.5,106.51,제조업,30214,0.694675763,0,-1.436685915,0.015852598,쇠퇴기,-13.86074725,55.48,21.21,31,,30000,중견기업,0,0.0,,,,,,,,,
5141,광전자(주),17900,2016,-0.55,1.37,1996-10-16,242283949.0,1297638,-11.46,10.48,0.03,-17.12,49.37068527,860.9023444,45.22930641,1.18,0.84,0.98,90.1,0.0,651.68,45.98,607.88,524.45,52.6,19.17,12.04,0.12,-269.91,77.78,6.5,130.72,제조업,32053,0.678627386,0,-1.761708771,0.014409922,성장기,0.733259767,55.48,22.58,32,,30000,중견기업,0,0.0,,,,,,,,,
5142,광전자(주),17900,2017,0.0,0.36,1996-10-16,238229947.0,2007988,-1.0,-2.1,1.22,3.78,49.37068527,45.85,3752.76,1.65,1.22,1.41,84.39,0.0,660.25,44.89,693.37,573.18,45.36,15.56,10.19,0.1,784.21,80.29,6.6,122.78,제조업,33164,0.827128779,0,0.181503341,0.017048466,성숙기,-1.831090638,55.48,22.94,33,,30000,중견기업,2618188,130.3886278,,,,,,,,,
5143,광전자(주),17900,2018,-0.77,-0.64,1996-10-16,262117704.0,10302396,41.85,-10.19,7.91,-0.26,-69.39,126.75,653.55,3.58,2.53,3.07,86.7,0.0,716.52,58.5,562.91,436.76,46.89,16.81,10.36,0.21,264.67,79.94,7.23,118.34,제조업,35179,0.587564041,0,-0.559586088,0.020853218,성장기,10.00243471,55.48,22.3,34,,30000,중견기업,2618188,25.41338927,,,,,,,,,
5144,광전자(주),17900,2019,6.77,-0.47,1996-10-16,260279875.0,1830389,1.15,-2.55,-0.89,-6.07,-157.29,-47.36,-84.14,2.02,1.29,1.56,88.41,0.0,717.07,59.7,563.21,435.13,86.32,17.02,10.18,0.46,-19.13,80.57,7.24,124.07,제조업,35143,0.607857149,0,-1.351077069,0.021456084,쇠퇴기,-0.808294717,55.48,21.83,35,,30000,중견기업,2568188,140.308317,,,,,,,,,
5145,광진실업(주),26910,2013,-57.95,-0.21,1996-01-03,45454432.0,-581892,-9.79,-18.91,-2.56,-23.27,49.37068527,860.9023444,-149.78,-1.03,-1.18,-2.04,92.31,0.02,796.02,72.29,238.15,113.32,34.43,61.77,37.57,46.79,-0.16,56.09,7.96,77.89,제조업,34000,0.697479097,1,-1.553024408,0.006076165,성숙기,-15.12016928,62.15,0.42,37,,30000,중견기업,156178,-26.83968846,,,,,,,,,
5146,광진실업(주),26910,2014,8.79,0.03,1996-01-03,43513960.0,625545,-5.58,-3.21,0.66,-16.92,49.37068527,860.9023444,45.22930641,1.34,1.41,2.22,88.66,0.02,806.19,67.81,199.22,89.92,39.02,53.84,43.18,42.31,2.32,59.34,8.06,89.95,제조업,37000,0.698397196,0,-1.811040209,0.000859325,성숙기,-3.274615704,62.42,0.45,38,,30000,중소기업,154727,24.7347513,,,,,,,,,
5147,광진실업(주),26910,2015,0.38,0.12,1996-01-03,42529115.0,-125414,6.68,-9.31,1.23,-9.89,49.37068527,860.9023444,-143.44,-0.3,-0.29,-0.44,90.69,0.05,794.06,71.46,242.87,92.86,36.1,48.53,31.73,33.96,-0.63,59.8,7.94,99.77,제조업,40000,0.826146887,0,-1.269519467,0.00013872,성숙기,-2.470747247,58.16,0.57,39,,30000,중견기업,0,0.0,,,,,,,,,
5148,광진실업(주),26910,2016,48.52,-0.42,1996-01-03,40534776.0,-18513,-5.33,-4.09,-0.56,-9.19,49.37068527,860.9023444,45.22930641,-0.05,-0.04,-0.06,88.95,0.06,789.05,68.03,247.02,116.29,55.08,42.36,30.09,21.45,0.38,62.34,7.89,104.67,제조업,39958,1.072331292,0,-1.409219578,0.000933954,성숙기,-4.796740233,44.51,0.15,40,,30000,중견기업,0,0.0,,,,,,,,,
5149,광진실업(주),26910,2017,-15.24,2.91,1996-01-03,38836372.0,542277,-4.79,-3.64,1.78,11.14,692.79,860.9023444,45.22930641,1.28,1.37,1.89,89.34,0.04,804.85,63.64,207.21,102.16,41.87,34.01,33.96,4.96,3.84,66.37,8.05,89.81,제조업,40000,0.823976917,0,0.576889245,0.00157452,성숙기,-4.351090638,48.09,3.06,41,,30000,중견기업,0,0.0,,,,,,,,,
5150,광진실업(주),26910,2018,-34.77,-1.7,1996-01-03,36242698.0,266637,-5.77,-7.5,0.55,2.71,-61.17,-50.83,-68.48,0.61,0.71,0.92,90.49,0.03,809.83,59.64,344.24,161.78,60.59,24.38,18.81,13.42,1.62,71.56,8.1,82.29,제조업,43000,0.819529243,0,-0.365306841,0.0,성숙기,-6.707565291,48.77,1.36,42,,30000,중견기업,160135,60.05730638,,,,,,,,,
5151,광진실업(주),26910,2019,0.0,7.21,1996-01-03,36126776.0,-978930,1.39,-1.89,-3.64,-1.52,49.37068527,860.9023444,-664.83,-2.28,-2.71,-3.42,92.73,0.03,776.71,62.75,287.63,127.16,48.67,28.66,22.91,14.49,-10.15,68.86,7.77,82.71,제조업,40000,0.88040151,0,-1.039853956,0.0,성숙기,-0.428294717,44.8,8.57,43,,30000,중견기업,0,0.0,,,,,,,,,
5152,국도화학(주),7690,2013,-0.58,0.89,1989-08-05,590442007.0,28109803,14.12,3.65,7.78,8.39,0.04,4.64,19.56,3.44,5.52,9.08,90.12,0.03,1119.7,68.11,235.35,170.08,7.68,62.77,40.22,27.28,14.0,56.51,11.49,62.33,제조업,42060,0.895750184,0,-0.544653835,0.001562374,성장기,7.749830716,22.94,31.26,41,,30000,중견기업,5810616,20.6711374,,,,,,,,,
5153,국도화학(주),7690,2014,-3.47,-1.6,1989-08-05,637431455.0,15218366,7.2,8.5,4.42,7.24,-22.2,-34.49,-31.54,2.14,3.41,5.61,91.22,0.02,1173.66,69.87,202.19,146.71,4.98,68.15,48.61,32.31,9.37,54.91,12.05,61.52,제조업,46702,0.790182643,0,-1.078592806,0.000846236,성장기,8.955384296,22.91,29.66,42,,30000,중견기업,5810616,38.18160241,,,,,,,,,
5154,국도화학(주),7690,2015,30.3,5.03,1989-08-05,681283306.0,51428810,7.61,6.36,13.84,3.47,147.14,175.21,165.34,5.57,8.54,14.13,86.3,0.02,1349.89,66.18,189.47,144.53,15.18,58.17,48.56,24.3,28.37,58.96,13.83,61.41,제조업,55496,0.868760832,1,-0.989213665,0.00096934,성숙기,6.669252753,22.91,34.69,43,,30000,중견기업,8715924,16.94755138,,,,,,,,,
5155,국도화학(주),7690,2016,-30.96,1.51,1989-08-05,682784695.0,20618110,2.54,-1.45,3.61,-5.85,-52.57,-53.32,-58.07,2.79,3.89,6.08,89.42,0.05,1402.17,65.55,235.26,184.58,28.45,53.14,37.23,22.92,13.99,61.04,14.35,69.91,제조업,49224,0.822852322,0,-1.477458208,0.013474446,성숙기,0.113259767,23.27,36.2,44,,30000,중견기업,6972739,33.81851683,,,,,,,,,
5156,국도화학(주),7690,2017,4.14,-3.51,1989-08-05,788549500.0,33844005,22.33,10.37,4.99,12.95,52.79,57.46,55.56,3.91,5.71,9.18,88.35,0.05,1506.16,76.42,185.21,139.58,9.41,68.54,49.74,29.31,18.07,56.72,15.39,67.32,제조업,54953,0.889655464,1,0.448749321,0.0146125,성장기,15.32890936,23.98,32.69,45,,30000,중견기업,8499490,25.11372398,,,,,,,,,
5157,국도화학(주),7690,2018,0.0,-1.73,1989-08-05,854418441.0,32407069,12.77,4.69,6.62,19.02,21.43,9.52,12.96,3.64,5.68,9.5,88.92,0.03,1631.5,80.69,167.39,119.7,12.28,71.0,53.95,37.37,10.88,56.77,16.7,61.79,제조업,54067,0.725746445,0,0.069593477,0.01385221,도입기,8.322434709,24.0,30.96,46,,30000,중견기업,8349490,25.76440961,,,,,,,,,
5158,국도화학(주),7690,2019,26.82,-2.93,1989-08-05,905420095.0,31091041,15.75,-2.77,5.74,-12.43,-38.63,-23.06,-13.31,3.13,3.99,6.89,88.67,0.03,1728.08,88.36,189.99,131.83,7.63,71.43,43.72,36.61,5.85,56.72,17.68,75.26,제조업,58088,0.714111259,0,-1.632631941,0.016674174,성숙기,5.861705283,23.97,28.03,47,,30000,중견기업,8349490,26.85497086,,,,,,,,,
5159,국일신동(주),60480,2014,-12.84,-21.52,2014-12-29,53599347.0,1310562,-1.56,36.15,20.14,-5.1,-33.92,-35.81,-35.53,3.89,2.59,3.75,88.86,0.19,655.54,76.02,266.98,143.6,54.29,40.61,24.19,26.26,5.46,67.82,6.56,158.27,제조업,26000,0.814339884,0,-1.397644016,0.000265941,도입기,13.7853843,88.0,0.41,21,,30000,중소기업,253250,19.32377102,,,,,,,,,
5160,국일신동(주),60480,2015,4.14,-0.41,2014-12-29,47883444.0,664778,0.23,-23.48,1.18,-10.7,-52.29,-49.28,-47.09,2.21,1.31,1.73,91.58,0.0,663.66,75.31,413.82,200.01,34.1,24.15,11.8,11.31,4.99,76.85,6.64,158.6,제조업,31000,0.701020545,0,-1.364499074,0.000356284,성숙기,-10.87074725,63.48,0.0,22,,30000,중소기업,506500,76.19084867,,,,,,,,,
5161,국일신동(주),60480,2016,-0.01,0.36,2014-12-29,45148560.0,382725,-1.14,-12.77,-0.37,-7.9,-19.62,-42.43,-48.4,1.38,0.82,0.99,91.57,0.0,661.07,74.73,773.78,561.06,113.13,17.49,5.53,3.9,7.7,81.19,6.61,162.33,제조업,33810,0.148889001,0,-1.430599742,4.1e-05,성숙기,-5.816740233,48.4,0.36,23,,30000,중소기업,506500,132.3404533,,,,,,,,,
5162,국일신동(주),60480,2017,0.01,-0.09,2014-12-29,47608413.0,2978285,1.25,12.78,6.93,20.24,448.45,678.18,773.51,8.94,6.42,7.49,82.78,0.0,709.11,70.76,620.73,414.79,59.66,15.86,7.27,1.22,817.49,82.59,7.09,142.05,제조업,41000,0.836204202,1,0.82655645,0.000329289,성숙기,5.288909362,48.28,0.27,24,,30000,중소기업,759750,25.50964733,,,,,,,,,
5163,국일신동(주),60480,2018,-3.48,0.1,2014-12-29,47313454.0,1012330,-0.02,-1.55,0.28,-12.15,-69.55,-66.01,-72.46,3.46,2.13,2.46,90.23,0.01,711.15,70.55,677.54,362.36,36.61,14.83,6.54,3.64,33.33,83.34,7.11,161.33,제조업,45000,1.244148271,0,-0.89509018,0.0,도입기,-0.647565291,48.28,0.37,25,,30000,중소기업,506500,50.03309198,,,,,,,,,
5164,국일신동(주),60480,2019,-0.66,1.16,2014-12-29,53370196.0,-103390,16.25,7.3,14.89,-2.2,49.37068527,860.9023444,-105.17,-0.36,-0.21,-0.23,93.28,0.0,753.71,71.39,895.8,502.81,83.74,12.74,4.62,1.88,-7.9,78.31,7.54,171.7,제조업,47000,1.301398144,0,-1.143753475,0.0,성장기,12.69170528,42.5,1.53,26,,30000,중소기업,554500,-536.3187929,,,,,,,,,
5165,국제약품(주),2720,2013,-4.71,-0.17,1975-12-23,117430860.0,2693214,-2.28,5.41,6.02,-4.98,49.37068527,860.9023444,45.22930641,1.39,1.44,3.75,60.34,3.81,288.08,80.78,226.18,156.21,2.89,101.33,53.3,59.67,0.75,37.9,2.88,90.59,제조업,39753,0.757025423,0,-0.930181074,0.006962495,도입기,2.139830716,34.46,1.04,54,,30000,중견기업,143420,5.325235945,,,,,,,,,
5166,국제약품(주),2720,2016,0.57,0.74,1975-12-23,129455413.0,824013,-1.52,-9.19,-1.11,2.59,89.2,860.9023444,-98.36,0.66,0.6,1.14,55.44,3.95,319.13,102.22,121.04,85.26,12.8,91.73,73.95,49.01,3.34,40.95,3.19,100.82,제조업,52000,1.059315495,0,-1.112628717,0.011572037,성숙기,-5.366740233,35.88,2.25,57,,30000,중견기업,157856,19.15697932,,,,,,,,,
5167,국제약품(주),2720,2017,8.13,1.38,1975-12-23,131646346.0,710891,4.48,-1.49,0.35,2.18,-35.4,41.29,191.85,0.84,0.8,1.62,58.26,2.08,303.31,106.39,117.71,83.78,5.0,94.23,74.62,50.9,2.89,40.11,3.04,97.58,제조업,53000,1.121830161,0,0.153488108,0.026912154,성장기,1.528909362,37.26,3.63,58,,30000,중견기업,165128,23.22831489,,,,,,,,,
5168,국제약품(주),2720,2018,-8.7,-0.02,1975-12-23,126234896.0,1698291,-0.6,-8.36,1.37,-12.67,28.19,100.74,111.94,2.03,1.69,3.21,54.67,1.46,293.8,104.33,113.19,83.77,7.59,83.75,70.16,42.21,3.65,42.05,2.94,109.74,제조업,50000,1.087472101,1,-0.96699404,0.033785214,성숙기,-4.137565291,36.52,3.61,59,,30000,중견기업,515121,30.3317276,,,,,,,,,
5169,국제엘렉트릭코리아(주),53740,2014,0.0,-53.57,2003-03-21,149668797.0,19956100,-15.54,90.0,18.53,53.24,97.54,69.7,96.14,10.68,15.82,21.19,69.6,0.03,1973.73,35.39,257.56,208.24,166.6,46.52,43.15,0.0,999999999.0,64.96,19.74,79.24,제조업,55715,1.466922107,0,0.566190279,0.040009064,성숙기,46.9553843,54.46,0.0,21,,30000,중견기업,9852000,49.36836356,,,,,,,,,
