,target,거래소코드,상장일,수명주기,통계청 한국표준산업분류 10차(대분류),회계년도,회사명,대주주지분변화분,외국인지분분변화,자산,당기순이익(손실),비유동자산증가율,유동자산증가율,자기자본증가율,매출액증가율,정상영업이익증가율,순이익증가율,총포괄이익증가율,매출액순이익률,총자본순이익률,자기자본순이익률,매출원가대매출액비율,광고선전비대매출액비율,유보율,비유동비율,유동비율,당좌비율,현금비율,부채비율,유동부채비율,차입금비율,이자보상배율(이자비용),유보액대비율,유보액대납입자본배율,투자집중도,1인년간평균급여(직원),토빈Q,WW지수,RDS,산업평균_총자산증가율차분,보통주식비율,외국인_주식분포비율,업력
35,0,36530,2002/10/22,성숙기,"전문, 과학 및 기술 서비스업",2016,(주)SNT홀딩스,-3.45,1.3499999999999996,2210178425.0,6923176.0,-2.3,5.66,0.43,-4.65,-55.25,-91.61,-72.7,0.66,0.46,0.47,86.92,0.06,7190.35,65.64,247.45,198.81,88.69,44.37,31.82,0.47,286.46,68.93,187.73,139.31,81000.0,0.4195356213017055,1.436441956742645,1.882376996167318,1.7732597671560677,61.75,11.35,34.0
36,0,36530,2002/10/22,성숙기,"전문, 과학 및 기술 서비스업",2017,(주)SNT홀딩스,12.27,-2.34,2146174938.0,4172419.0,-4.62,-1.46,1.47,-1.92,-16.11,146.91,-47.56,1.71,1.19,1.14,86.42,0.07,7297.38,63.09,264.63,216.54,92.09,41.26,29.54,0.43,178.66,70.44,186.3,138.42,96000.0,0.4093703816701637,0.5097177558521949,2.637036324044008,-3.0610906376187703,61.75,9.01,35.0
37,1,36530,2002/10/22,성숙기,"전문, 과학 및 기술 서비스업",2018,(주)SNT홀딩스,-2.26,1.950000000000001,2113834573.0,6218079.0,-1.32,-1.66,9.82,-7.08,19.81,303.74,589.59,5.26,3.46,4.36,87.14,0.09,7869.89,62.92,306.08,248.36,70.44,40.62,25.39,0.43,59.79,71.05,179.84,146.07,104000.0,0.3788804726697977,-0.4812428581796915,2.331374092992537,-1.5375652910815258,62.52,10.96,36.0
38,1,36530,2002/10/22,쇠퇴기,"전문, 과학 및 기술 서비스업",2019,(주)SNT홀딩스,-9.78,-0.2800000000000011,2236679025.0,9244252.0,2.57,8.43,16.33,7.91,73.82,127.87,118.96,8.23,5.72,8.78,84.93,0.11,9259.26,59.67,312.26,255.6,92.67,37.56,24.95,0.08,184.05,73.01,195.54,142.41,126000.0,0.3823846205326667,-2.5615514474945504,1.354094634605455,5.701705282809783,62.67,10.68,37.0
39,0,11810,1990/09/12,쇠퇴기,도매 및 소매업,2018,(주)STX,0.23,0.18,554061000.0,5024000.0,-13.55,-11.12,49.97,-16.68,-133.55,-97.28,-96.34,0.61,1.54,17.12,98.67,0.01,29.93,204.91,91.21,63.3,9.55,765.34,724.06,517.79,-1.12,2.7,0.3,34.57,64000.0,1.331164690158665,-0.6647906686541876,0.0,-11.737565291081529,83.68,0.18,42.0
40,0,2710,1984/12/21,쇠퇴기,제조업,2013,(주)TCC스틸,12.46,0.0,543708595.0,391783.0,-1.49,0.73,-9.16,-0.1,49.37068527315937,860.9023444180505,-2697.81,-3.98,-3.66,-8.85,94.66,0.03,1064.71,157.32,141.27,66.03,8.87,164.27,75.7,124.1,-0.59,35.53,10.73,75.67,59000.0,0.733997030155464,-0.8251951540883994,0.0,-0.6401692837293019,41.07,1.33,54.0
41,1,2710,1984/12/21,쇠퇴기,제조업,2014,(주)TCC스틸,-11.88,-0.3800000000000001,551000563.0,1022624.0,-1.82,5.99,-7.98,3.63,49.37068527315937,860.9023444180505,45.22930641330159,-3.05,-2.89,-7.71,93.18,0.03,917.69,168.1,82.22,38.38,2.07,191.48,150.05,148.0,0.02,31.85,9.24,74.63,63000.0,0.7517806456397396,-1.1925976705876211,0.0,2.335384296466541,41.24,0.95,55.0
42,0,2710,1984/12/21,성숙기,제조업,2018,(주)TCC스틸,-3.45,0.6600000000000001,304781579.0,7565000.0,-3.68,26.55,11.28,5.57,110.7,537.96,8688.61,2.36,3.34,9.19,91.46,0.0,419.24,135.97,163.32,89.05,24.95,171.53,83.01,109.51,3.3,30.83,4.21,50.79,77000.0,0.7759832788319533,-0.358829242760489,0.0,9.332434708918472,47.65,1.79,59.0
43,0,2710,1984/12/21,도입기,제조업,2019,(주)TCC스틸,19.3,-0.1699999999999999,314210087.0,1996130.0,8.26,-2.09,4.11,5.81,-24.73,-48.34,-22.17,1.15,1.63,4.42,92.78,0.01,439.86,141.4,89.76,46.01,9.02,168.92,142.07,115.69,2.27,31.37,4.41,47.47,76000.0,0.8212632047041826,-0.937565424062348,0.0,2.9817052828097834,47.65,1.62,60.0
44,0,79940,2005/10/19,성숙기,정보통신업,2013,(주)가비아,-9.01,6.390000000000001,91231294.0,3786937.0,1.07,16.92,16.43,2.34,-7.7,-10.69,-9.15,13.45,10.77,15.65,55.02,0.94,534.07,78.45,249.42,248.8,82.18,32.99,21.87,15.55,15.81,69.24,9.47,122.77,40533.0,0.9442914389880296,-0.5476888174815397,0.0547037818223812,6.979830716270698,25.26,7.57,14.0
45,1,79940,2005/10/19,성숙기,정보통신업,2014,(주)가비아,1.58,6.25,98544072.0,3076978.0,5.21,12.05,9.56,13.8,19.18,-41.1,-42.22,8.4,7.12,8.18,56.29,1.02,582.67,74.99,258.29,258.29,98.0,30.51,21.49,11.92,24.59,71.01,10.34,118.05,43153.0,1.0845340011522966,0.351698628884208,0.0499282755757535,9.01538429646654,25.18,13.82,15.0
46,1,79940,2005/10/19,성숙기,정보통신업,2015,(주)가비아,-3.61,0.0,105081568.0,4288423.0,-6.68,24.61,12.25,13.95,35.39,62.73,69.56,9.31,8.38,11.99,54.64,0.89,664.04,62.84,395.42,395.42,175.75,24.95,15.71,7.15,64.83,74.76,11.61,113.22,43159.0,0.9870001236372872,-0.6730825117176409,0.0523631093915296,6.419252752634891,25.18,13.82,16.0
47,0,79940,2005/10/19,성장기,정보통신업,2016,(주)가비아,12.42,-1.1099999999999994,125796754.0,3544032.0,24.06,15.32,4.78,11.49,10.57,-3.61,-11.15,9.96,8.82,10.68,53.83,0.73,699.68,68.32,295.5,288.81,124.81,31.1,21.25,9.8,83.64,71.87,13.36,122.06,48205.0,0.8580969480341282,-0.5331444793317477,0.066246057803427,19.603259767156068,24.51,12.71,17.0
48,0,79940,2005/10/19,성숙기,정보통신업,2017,(주)가비아,-12.03,0.1399999999999988,133382584.0,2493743.0,2.61,9.75,5.42,13.74,1.3,-12.57,-6.35,8.32,7.46,8.88,51.9,1.64,745.49,67.34,224.87,219.17,101.89,33.52,29.43,9.61,53.72,70.92,13.98,112.61,50208.0,0.8284747726884644,0.4015083055871615,0.0897413321963541,5.86890936238123,24.65,12.85,18.0
49,0,79940,2005/10/19,성장기,정보통신업,2018,(주)가비아,12.03,4.639999999999999,151440505.0,2762732.0,9.09,18.07,12.64,10.76,43.08,54.56,45.94,11.92,10.77,12.58,51.08,1.21,853.3,64.26,262.0,255.35,101.66,32.62,26.09,10.39,62.3,72.06,16.13,110.87,50517.0,0.8133724661839975,-0.2654769361969151,0.0839518680975777,13.512434708918471,24.79,17.49,19.0
