,target,거래소코드,상장일,수명주기,직급명,통계청 한국표준산업분류 10차(대분류),회계년도,회사명,대주주지분변화분,외국인지분분변화,자산,당기순이익(손실),미처분이익잉여금(결손금),총자본증가율,비유동자산증가율,유동자산증가율,자기자본증가율,매출액증가율,정상영업이익증가율,순이익증가율,총포괄이익증가율,매출액순이익률,총자본순이익률,자기자본순이익률,매출원가대매출액비율,광고선전비대매출액비율,유보율,비유동비율,유동비율,당좌비율,현금비율,부채비율,유동부채비율,차입금비율,이자보상배율(이자비용),유보액대비율,유보액대납입자본배율,투자집중도,1인평균지급액(임원),1인년간평균급여(직원),토빈Q,WW지수,RDS
1588,0,85370,2006/07/04,쇠퇴기,"등기이사(사외이사,감사위원회 위원 제외)",제조업,2020,(주)루트로닉,0.91,-1.1099999999999994,200139123.0,7921043.0,113050580.0,3.29,19.66,-6.66,4.62,20.28,35.85,-14.99,-28.53,4.59,4.42,5.75,73.75,0.07,3029.24,56.58,248.88,189.31,27.4,29.17,29.17,13.87,25.27,75.18,30.29,102.19,449000.0,34000.0,1363.146799988726,0.1651528847550285,0.0569015055955898
1589,0,85370,2006/07/04,성숙기,"등기이사(사외이사,감사위원회 위원 제외)",제조업,2021,(주)루트로닉,-1.38,1.1399999999999988,212214904.0,12679742.0,124640321.0,6.03,2.24,8.99,7.31,17.22,9.82,57.9,72.49,6.18,6.67,8.56,75.01,0.04,3293.06,53.9,266.85,226.35,59.54,27.63,27.63,16.69,24.02,77.08,32.93,91.71,531000.0,38000.0,740.7834967566652,-0.2040802952192251,0.0611189458147884
1590,0,39980,2002/08/13,쇠퇴기,등기이사,정보통신업,2011,(주)리노스,-0.0199999999999999,3.790000000000001,224428293.0,8312657.0,130794978.0,5.76,-1.86,11.33,3.41,-18.16,-40.31,-36.42,-31.4,4.8,4.0,5.17,75.17,0.02,3440.1,51.15,260.02,232.85,53.48,30.53,30.53,17.0,12.67,76.14,34.4,117.78,482000.0,46000.0,627.4184387081713,-1.934727604129556,0.0701578555205195
1591,0,39980,2002/08/13,성숙기,등기이사,정보통신업,2012,(주)리노스,-0.22,2.8099999999999987,228714978.0,11750186.0,139875162.0,1.91,0.32,2.93,-0.31,1.03,37.15,47.1,42.54,6.99,5.67,7.49,72.82,0.01,3657.13,51.42,246.09,213.69,66.72,33.27,33.26,17.66,21.09,79.52,36.61,120.97,499000.0,50000.0,740.2940422030427,-1.0310953969774168,0.0789089942523204
1592,0,39980,2002/08/13,쇠퇴기,등기이사,정보통신업,2013,(주)리노스,1.62,-6.279999999999999,236044801.0,17792913.0,155187824.0,3.2,-2.64,6.88,2.61,18.6,34.47,9.07,7.16,6.42,6.02,8.08,75.09,0.05,3896.66,48.8,250.29,217.95,59.53,34.07,34.07,12.81,29.12,82.07,39.0,104.67,34000.0,48000.0,665.0050658688306,-0.5796480223759716,0.0627002244787746
1593,0,39980,2002/08/13,도입기,등기이사,정보통신업,2014,(주)리노스,-0.54,-1.209999999999999,235100619.0,13967058.0,166327080.0,-0.4,1.15,-1.29,3.13,-4.78,-50.76,-23.47,-42.97,5.08,4.48,6.01,79.79,0.02,4007.4,47.88,276.34,235.42,57.25,29.55,29.55,14.93,16.01,84.7,40.09,107.33,385000.0,53248.0,583.5609350352242,-0.1201225635767014,0.0590714830143376
1594,0,39980,2002/08/13,성장기,등기이사,정보통신업,2015,(주)리노스,0.7399999999999998,2.390000000000001,262258842.0,16980651.0,188167709.0,4.27,1.68,6.08,4.27,2.7,9.33,9.21,-16.76,6.58,5.02,6.64,76.85,0.04,4381.51,52.99,247.09,212.28,71.99,32.64,32.24,17.77,33.31,82.95,43.8,128.95,24000.0,58000.0,1279.7759500592929,-0.8641406172651636,0.0724265240748922
1595,0,39980,2002/08/13,쇠퇴기,"등기이사(사외이사,감사위원회 위원 제외)",정보통신업,2016,(주)리노스,-3.25,-1.2100000000000009,277533674.0,15624144.0,200585921.0,5.82,-7.34,14.58,8.99,4.85,40.32,29.72,95.29,8.12,6.19,8.08,73.68,0.03,4739.5,45.04,292.2,249.95,104.98,28.79,28.66,16.64,81.01,84.8,47.38,131.11,543000.0,58000.0,1042.348885350035,1.3393414311981948,0.0785774414511617
1596,0,39980,2002/08/13,쇠퇴기,사외이사 (감사위원회 위원 제외),정보통신업,2017,(주)리노스,0.0099999999999999,-9.74,119840831.0,7102741.0,7982324.0,12.91,47.23,-1.13,11.47,33.27,9.48,12.34,13.34,16.42,11.9,14.41,70.26,0.0,2192.94,46.52,404.59,331.69,80.18,22.85,18.87,2.92,50.18,85.91,23.72,121.79,239725.0,37649.0,1005.5785856324712,0.2741957960327201,0.0478874919559369
1597,0,39980,2002/08/13,성숙기,"등기이사(사외이사,감사위원회 위원 제외)",정보통신업,2018,(주)리노스,-0.0399999999999999,-1.46,133690294.0,4843900.0,3606176.0,11.56,7.99,13.73,10.29,1.19,-51.45,-44.54,-44.14,9.7,6.34,7.21,77.41,0.0,1040.54,45.26,387.3,309.79,88.56,23.49,20.2,2.3,28.68,74.49,11.47,134.44,242681.0,58740.0,811.5077311296809,-0.4739420029527824,0.050755224740565
1598,0,39980,2002/08/13,쇠퇴기,"등기이사(사외이사,감사위원회 위원 제외)",정보통신업,2019,(주)리노스,1.65,0.0699999999999999,147327909.0,898430.0,1613379.0,10.2,67.05,-22.69,1.16,-6.62,0.0,-72.22,-70.72,3.35,1.84,1.9,79.95,0.0,1053.79,70.25,261.19,174.61,23.49,26.43,21.51,5.55,-10.83,73.21,12.43,164.18,250739.0,44000.0,937.6835467949252,-1.0062843136063182,0.0603361555292567
1599,0,39980,2002/08/13,쇠퇴기,사외이사 (감사위원회 위원 제외),정보통신업,2020,(주)리노스,-1.38,0.2700000000000001,176954856.0,2461070.0,2871176.0,20.11,28.56,9.55,0.1,35.88,0.0,-1.0,-1.51,1.82,1.18,1.87,79.92,0.0,1054.97,89.85,174.63,110.6,13.5,51.08,35.07,29.16,1.82,61.28,12.49,145.68,254528.0,52421.0,866.205059927827,-0.0122521296998063,0.0620638768901733
1600,0,39980,2002/08/13,성장기,"등기이사(사외이사,감사위원회 위원 제외)",정보통신업,2021,(주)리노스,-0.2699999999999999,-0.32,195233366.0,19203851.0,20390493.0,10.33,-12.06,43.18,10.42,0.78,19.02,622.61,581.12,13.02,7.41,12.82,78.66,0.21,1175.35,72.27,221.26,165.33,80.26,52.45,36.24,32.35,1.21,61.15,13.75,173.63,309371.0,53817.0,644.0303373194928,-1.017345819543627,0.061686490705841
1601,0,12700,1996/01/19,도입기,등기이사,도매 및 소매업,2011,(주)리드코프,0.2,0.56,181294690.0,1211793.0,1864259.0,-7.14,0.75,-14.25,-3.88,2.32,-121.09,-102.81,-104.3,-0.23,-0.13,-0.35,78.05,0.06,1125.85,75.58,195.39,136.23,31.27,46.95,36.53,27.94,-0.26,63.26,13.21,158.82,324678.0,54797.0,685.8345627883531,-1.117614415839073,0.0726549234909322
1602,0,12700,1996/01/19,도입기,등기이사,도매 및 소매업,2012,(주)리드코프,5.66,-0.24,189515106.0,-15032860.0,-14817134.0,4.53,28.87,-21.23,8.14,-9.37,0.0,0.0,0.0,-15.73,-8.34,-14.11,80.87,0.06,1258.14,88.32,234.23,169.39,77.26,39.3,21.77,24.39,-3.72,68.7,15.0,182.41,0.0,53647.0,466.1708953586001,-0.2104380665542377,0.0738719356267796
1603,1,12700,1996/01/19,쇠퇴기,등기이사,도매 및 소매업,2013,(주)리드코프,-4.21,1.27,211028961.0,-4284247.0,-18692228.0,11.35,24.44,-11.32,-3.51,-4.46,0.0,0.0,-149.95,-7.67,-3.6,-6.46,78.62,0.07,1197.97,114.12,161.73,127.76,26.65,61.06,29.02,32.54,-0.59,59.27,14.26,181.47,330752.0,50932.0,401.1554473369179,-0.6301262994601247,0.0632455568268042
