,target,거래소코드,상장일,수명주기,통계청 한국표준산업분류 10차(대분류),회계년도,회사명,대주주지분변화분,외국인지분분변화,자산,당기순이익(손실),비유동자산증가율,유동자산증가율,자기자본증가율,매출액증가율,정상영업이익증가율,순이익증가율,총포괄이익증가율,매출액순이익률,총자본순이익률,자기자본순이익률,매출원가대매출액비율,광고선전비대매출액비율,유보율,비유동비율,유동비율,당좌비율,현금비율,부채비율,유동부채비율,차입금비율,이자보상배율(이자비용),유보액대비율,유보액대납입자본배율,투자집중도,1인년간평균급여(직원),토빈Q,WW지수,RDS,산업평균_총자산증가율차분,보통주식비율,외국인_주식분포비율,업력
1209,1,200780,2014/12/15,성장기,제조업,2018,(주)비씨월드제약,-3.94,3.3400000000000007,1922094478.0,50790091.0,6.27,8.49,7.43,13.25,-11.59,13.66,27.32,5.19,4.92,6.64,86.83,0.01,2955.02,94.39,235.92,209.0,10.86,35.13,17.27,2.05,91.89,75.37,29.65,50.19,34918.0,1.1121487753059347,-0.7346065604572245,0.0002874342315918,6.8432023314961645,37.77,10.98,45.0
1210,0,200780,2014/12/15,성장기,제조업,2019,(주)비씨월드제약,4.17,-2.1500000000000004,1882969346.0,53013510.0,-8.93,13.95,-2.87,11.52,14.48,7.41,-136.31,4.98,5.15,6.99,87.01,0.01,2870.17,88.49,232.4,203.66,8.56,36.28,20.56,1.12,72.6,74.73,28.8,49.92,37041.0,1.200188638652432,-0.3901213829757571,0.000492718851575,-2.080169283729302,37.67,8.83,46.0
1211,0,141000,2012/05/04,성장기,제조업,2013,(주)비아트론,-3.39,0.5199999999999996,1954105123.0,57092651.0,10.67,-8.98,6.2,7.47,12.45,-6.98,45.22930641330159,4.33,4.77,6.4,86.56,0.02,3045.0,92.18,224.68,187.05,8.66,33.12,18.22,0.78,71.76,76.42,30.57,44.62,35017.0,1.4652654158043472,-2.5334898738131635,0.0004559043307266,4.77538429646654,37.67,9.35,47.0
1212,0,141000,2012/05/04,쇠퇴기,제조업,2014,(주)비아트론,-0.45,2.43,2181726915.0,56783518.0,-1.0,40.13,3.25,19.36,19.64,4.48,-41.81,4.17,5.09,6.39,86.01,0.05,3142.16,83.36,226.43,175.75,9.1,35.76,23.14,2.04,45.56,74.82,33.42,50.83,37924.0,0.9645654216416908,1.2711432834424197,0.0008744495059953,11.439252752634893,37.67,11.78,48.0
1213,0,141000,2012/05/04,쇠퇴기,제조업,2015,(주)비아트론,30.19,-0.0600000000000005,2837374829.0,80959774.0,4.03,-2.2,2.05,28.33,57.58,-9.04,-67.33,3.91,4.52,6.1,82.48,0.38,3548.63,80.77,248.65,179.39,12.16,34.4,21.57,1.65,68.16,75.3,43.73,56.44,34814.0,0.7357155631636147,0.7648867412687593,0.0013838406610712,1.422434708918474,37.6,10.7,50.0
1214,0,141000,2012/05/04,성장기,제조업,2016,(주)비아트론,-24.04,1.5300000000000011,2966575687.0,61645526.0,8.32,-1.12,0.53,-3.92,-34.5,-46.87,-26.89,2.05,2.2,3.2,82.78,0.27,3567.16,87.27,212.38,157.18,13.12,40.17,24.91,4.55,28.83,72.2,43.84,60.37,35922.0,0.6740085333160758,-1.3061742771752818,0.0021016028769062,4.441705282809783,38.4,12.23,51.0
1215,0,141000,2012/05/04,성숙기,제조업,2017,(주)비아트론,-2.72,2.42,332663051.0,6092132.0,-8.41,11.81,2.43,9.83,300.47,100.4,143.2,1.31,2.2,3.81,80.55,0.6,1037.04,77.17,162.99,105.37,28.76,72.42,58.43,7.65,11.78,53.81,10.37,57.27,43000.0,1.0171518964394997,-0.4700067125570762,0.0009281094466331,1.709830716270698,39.34,3.19,14.0
1216,0,141000,2012/05/04,성숙기,제조업,2018,(주)비아트론,-0.36,-0.3799999999999999,345197898.0,22913052.0,-0.22,7.0,13.46,15.92,166.67,270.52,379.33,4.19,7.95,13.08,78.3,1.39,1187.46,67.87,179.98,117.96,34.79,57.69,49.91,1.36,122.94,59.38,11.87,50.84,46000.0,2.1894861099356984,-0.7531021966424855,0.0017438091724403,4.76538429646654,34.71,2.81,15.0
1217,0,141000,2012/05/04,쇠퇴기,제조업,2019,(주)비아트론,-0.2,2.48,379216031.0,31517701.0,3.87,14.38,12.26,7.99,17.97,7.01,4.5,4.15,7.96,12.41,77.05,1.2,1342.98,62.79,192.06,138.63,36.18,54.31,47.65,1.44,151.49,61.13,13.43,51.04,49000.0,2.020460611144364,-0.8001575915071844,0.0011754232065563,9.63925275263489,31.32,5.29,16.0
1218,0,90460,2007/01/26,성장기,제조업,2013,(주)비에이치,0.6499999999999999,1.67,419856718.0,35185577.0,8.93,11.94,12.88,5.97,4.48,15.04,17.08,4.51,8.3,12.68,76.77,0.99,1526.38,60.59,202.01,146.03,19.72,51.35,44.93,1.04,151.58,62.75,15.26,55.09,54000.0,1.3344194036452215,-1.0362698882013992,0.0011611261523838,10.613259767156068,30.0,6.96,17.0
1219,0,90460,2007/01/26,성장기,제조업,2014,(주)비에이치,-0.09,-3.76,678896575.0,36852646.0,8.0,-4.61,8.15,52.15,-2.29,5.21,-1.99,2.88,5.71,9.03,82.95,0.81,2094.79,52.82,208.52,142.38,12.7,51.75,47.44,0.43,223.95,63.36,20.95,47.28,52000.0,0.9322846182483688,1.2363318227748774,0.0006586133332701,-0.5975652910815257,41.2,5.16,19.0
1220,0,90460,2007/01/26,도입기,제조업,2015,(주)비에이치,0.56,2.83,752808372.0,19530738.0,50.26,-10.14,2.36,-8.44,-50.38,-49.94,-52.9,1.57,2.72,4.3,82.74,0.58,2146.3,77.54,160.28,111.51,19.48,64.39,54.18,9.23,25.87,58.55,21.46,51.8,59000.0,0.7521012346897757,-1.4888087355850184,0.0010553840095949,10.781705282809783,41.2,7.99,20.0
1221,0,90460,2007/01/26,성장기,제조업,2016,(주)비에이치,30.14,2.879999999999999,3380628394.0,43103306.0,-1.6,-3.14,1.22,24.6,30.64,-37.36,-26.31,2.04,1.79,2.31,93.62,0.07,1063.64,69.49,174.21,157.6,19.95,43.61,42.55,9.79,9.63,63.91,10.82,109.83,79490.0,0.8406595983149043,-0.3849927146125943,0.0021373645025799,-2.5082947171902163,43.0,13.69,44.0
1222,0,90460,2007/01/26,성장기,제조업,2017,(주)비에이치,0.0,0.3399999999999998,142530900.0,10025478.0,-7.58,4.32,6.7,-2.73,-14.44,-3.99,-5.94,13.7,6.72,9.35,61.04,0.19,1332.01,78.72,202.22,141.51,67.59,32.71,26.7,22.49,11.35,70.09,13.32,191.16,50455.0,1.359915162256044,-0.8786789001141009,0.0376524369627687,-3.120169283729302,37.78,1.96,18.0
